order,subset,subset_str,target_index,target,ei_joint,ei_joint_raw,bias_correction,delta_K,null_mean,null_std,z,p_empirical
2,"[24, 29]","24,29",1,component_02,0.030145339192904397,0.030145339192904397,0.0002443195699983747,-0.00015511387313336955,-2.2950653450091612e-05,3.895020158883612e-05,-3.3931331364702997,0.047619047619047616
2,"[24, 29]","24,29",2,component_03,0.02027419772663923,0.02027419772663923,0.0002443195699983747,0.0004515370699158111,-3.7152478615937714e-05,4.405212456858762e-05,11.093438814077542,0.047619047619047616
2,"[24, 29]","24,29",6,component_07,0.024547443346294665,0.024547443346294665,0.0002443195699983747,0.0006703955920027878,-8.681256399037959e-06,2.3077527161207898e-05,29.425893149562313,0.047619047619047616
2,"[24, 29]","24,29",7,component_08,0.029468843338728068,0.029468843338728068,0.0002443195699983747,-0.0001159093465229015,-2.436829149981312e-05,3.6224614062994915e-05,-2.5270401739518245,0.047619047619047616
2,"[24, 29]","24,29",10,component_11,0.015497058114389482,0.015497058114389482,0.0002443195699983747,0.00016806746981974305,-9.623838906848898e-06,1.739012839120809e-05,10.217941163472213,0.047619047619047616
2,"[24, 29]","24,29",11,component_12,0.03295750892276169,0.03295750892276169,0.0002443195699983747,-9.752570191496474e-05,-2.8874130345501406e-05,4.043280342403377e-05,-1.6979176746536442,0.19047619047619047
2,"[24, 29]","24,29",12,component_13,0.019662972084875836,0.019662972084875836,0.0002443195699983747,-7.54083327277541e-05,-3.134268052031916e-05,4.6654252793277865e-05,-0.9445152278547284,0.3333333333333333
2,"[24, 29]","24,29",14,component_15,0.06790194460390954,0.06790194460390954,0.0002443195699983747,-0.00010871910479125224,-3.609797080288485e-05,5.215688002102429e-05,-1.392359626555385,0.23809523809523808
2,"[24, 29]","24,29",17,component_18,0.012888160347819724,0.012888160347819724,0.0002443195699983747,5.6531160795528224e-05,-4.9081029806871204e-05,5.208361972595624e-05,2.0277429095383486,0.47619047619047616
2,"[24, 29]","24,29",18,component_19,0.012586073548373194,0.012586073548373194,0.0002443195699983747,-0.00011829100450926056,-4.358220657438386e-05,4.457230981319759e-05,-1.6761257885889473,0.09523809523809523
2,"[24, 29]","24,29",33,component_34,0.031209758743241812,0.031209758743241812,0.0002443195699983747,-0.00011028358158254176,-4.3677310819392273e-05,4.028212109912115e-05,-1.6534946260464585,0.09523809523809523
2,"[24, 29]","24,29",36,component_37,0.0087825998941141,0.0087825998941141,0.0002443195699983747,-4.325042194782899e-05,-4.099205093548407e-05,4.7595568506142574e-05,-0.04744918662025145,0.47619047619047616
2,"[24, 29]","24,29",37,component_38,0.027419991317636574,0.027419991317636574,0.0002443195699983747,-0.00013233811911767673,-2.504033079768387e-05,4.120101946640866e-05,-2.6042508100430166,0.047619047619047616
2,"[24, 29]","24,29",42,component_43,0.010776146867670517,0.010776146867670517,0.0002443195699983747,-6.171889602340878e-05,-1.0309053974644274e-05,2.7318150092409592e-05,-1.8818932422166041,0.14285714285714285
2,"[24, 29]","24,29",43,component_44,0.08737837464737923,0.08737837464737923,0.0002443195699983747,-0.00011864532843593179,-1.881700606098098e-05,3.795565304649859e-05,-2.6301305434701243,0.047619047619047616
2,"[24, 29]","24,29",44,component_45,0.032752264932353774,0.032752264932353774,0.0002443195699983747,-0.00015996880429548777,-4.5277859293603876e-05,4.812936983841421e-05,-2.382972089327957,0.047619047619047616
2,"[24, 29]","24,29",57,component_58,0.010026567239917834,0.010026567239917834,0.0002443195699983747,-5.7698382189146774e-05,-4.502817672478584e-05,4.454432838997054e-05,-0.28444037484273127,0.42857142857142855
2,"[24, 29]","24,29",59,component_60,0.012461367888088699,0.012461367888088699,0.0002443195699983747,-7.073467823185894e-05,-2.6372381841541714e-05,3.638188461446362e-05,-1.219351247479934,0.14285714285714285
2,"[24, 32]","24,32",0,component_01,0.01336642811240379,0.01336642811240379,0.0002443195699983747,0.00018027307864214304,-3.158288845883769e-05,4.317031264044484e-05,4.907445745539954,0.047619047619047616
2,"[24, 32]","24,32",1,component_02,0.02440331096313679,0.02440331096313679,0.0002443195699983747,-3.262301791418995e-05,-3.436562570231811e-05,4.6961274178581504e-05,0.03710733617451427,0.38095238095238093
2,"[24, 32]","24,32",2,component_03,0.015762055213804933,0.015762055213804933,0.0002443195699983747,-7.260947319721531e-05,-2.5648837113037284e-05,3.7358943299830544e-05,-1.2570118942414261,0.14285714285714285
