source,target,source_index,target_index,ei
component_59,component_33,58,32,0.01392308660594388
component_22,component_19,21,18,0.013922605681670142
component_54,component_46,53,45,0.01390529580831057
component_18,component_17,17,16,0.013896871554259338
component_56,component_43,55,42,0.01388703797240698
component_27,component_04,26,3,0.013862711189643662
component_22,component_17,21,16,0.013859030322548538
component_04,component_31,3,30,0.013854901031010503
component_18,component_57,17,56,0.01384666388020328
component_60,component_10,59,9,0.013836022274895221
component_48,component_25,47,24,0.013835272052181047
component_02,component_25,1,24,0.013834492660037778
component_10,component_24,9,23,0.013833030583467298
component_42,component_04,41,3,0.013818040227062678
component_49,component_59,48,58,0.013812455545068048
component_04,component_05,3,4,0.013810203781391639
component_54,component_42,53,41,0.013803626927518131
component_58,component_11,57,10,0.01377678597254528
component_60,component_32,59,31,0.013770770774238272
component_01,component_52,0,51,0.01376994435989598
component_19,component_41,18,40,0.013766482054126339
component_13,component_23,12,22,0.01375690439792443
component_16,component_09,15,8,0.01374252318955893
component_39,component_34,38,33,0.013736629201280603
component_49,component_46,48,45,0.013735205848977916
component_50,component_60,49,59,0.013728997331820647
component_52,component_13,51,12,0.013715100445546025
component_09,component_60,8,59,0.01371446658162423
component_13,component_06,12,5,0.013706072608504094
component_45,component_27,44,26,0.013705100825991856
component_44,component_45,43,44,0.013703787038056081
component_59,component_52,58,51,0.013692093584830367
component_01,component_43,0,42,0.013688409339527752
component_57,component_51,56,50,0.013685117447781892
component_19,component_38,18,37,0.01368270870700572
component_47,component_01,46,0,0.013664404124642537
component_46,component_04,45,3,0.013660821927852673
component_31,component_42,30,41,0.013656069023574524
component_20,component_24,19,23,0.013655638794401348
component_03,component_54,2,53,0.013649314702480098
component_37,component_15,36,14,0.013648152589060825
component_03,component_18,2,17,0.013640836966213765
component_49,component_39,48,38,0.013640137985175826
component_02,component_15,1,14,0.013629079085646367
component_38,component_20,37,19,0.013625592625371219
component_48,component_16,47,15,0.013607852257146114
component_07,component_46,6,45,0.01360717378755183
component_17,component_54,16,53,0.013606760705385135
component_41,component_02,40,1,0.013605280296057565
component_28,component_17,27,16,0.013598827571838612
component_08,component_39,7,38,0.013589724000730996
component_29,component_25,28,24,0.01358488639802502
component_03,component_51,2,50,0.013569338348908833
component_12,component_18,11,17,0.013558731870566998
component_47,component_24,46,23,0.013528693827875138
component_51,component_46,50,45,0.013522152622628347
component_39,component_28,38,27,0.013517616119805176
component_29,component_11,28,10,0.013504149391966536
component_23,component_07,22,6,0.013502845897627402
component_56,component_16,55,15,0.01349722839476275
component_10,component_50,9,49,0.013496330613052443
component_20,component_51,19,50,0.013483531106601276
component_37,component_31,36,30,0.01348016800765972
component_11,component_02,10,1,0.013478819261976582
component_32,component_06,31,5,0.013475583342238195
component_37,component_18,36,17,0.013464365917045917
component_07,component_30,6,29,0.013463802797947455
component_59,component_08,58,7,0.01346061058527015
component_37,component_60,36,59,0.013451760657464007
component_41,component_26,40,25,0.013449838941068215
component_39,component_16,38,15,0.013437229791111172
component_05,component_37,4,36,0.013427532824706212
component_11,component_40,10,39,0.013421892752640385
component_18,component_05,17,4,0.013411556983297324
component_36,component_10,35,9,0.013410343058704477
component_05,component_56,4,55,0.013396769194886637
component_22,component_08,21,7,0.013395386904455187
component_57,component_42,56,41,0.013390987098174545
component_13,component_27,12,26,0.013388342637691952
component_06,component_30,5,29,0.013384211726185313
component_16,component_14,15,13,0.013370559208341959
component_14,component_54,13,53,0.013360316206980638
component_14,component_09,13,8,0.01335718213092374
component_25,component_55,24,54,0.013352184729607863
component_28,component_40,27,39,0.013352178119514502
component_04,component_29,3,28,0.013351319238968262
component_50,component_17,49,16,0.013351019546512521
component_18,component_55,17,54,0.013341426659379874
component_47,component_06,46,5,0.013338231929362898
component_34,component_22,33,21,0.013310181232486062
component_30,component_42,29,41,0.013300636215082928
component_31,component_32,30,31,0.013298469709067895
component_30,component_23,29,22,0.013290860589180387
component_29,component_49,28,48,0.013288903284201403
component_12,component_47,11,46,0.013282228108072225
component_27,component_14,26,13,0.013275602082643445
component_56,component_18,55,17,0.013273115908727817
component_40,component_28,39,27,0.0132719636741494
component_44,component_39,43,38,0.013263954718710558
component_08,component_16,7,15,0.013262919613473478
component_01,component_47,0,46,0.013260016329187607
component_27,component_35,26,34,0.013259236862434687
component_54,component_16,53,15,0.013256190007542745
component_19,component_27,18,26,0.013255882512322792
component_57,component_59,56,58,0.013253603655241974
component_21,component_12,20,11,0.013213455641134964
component_02,component_03,1,2,0.013207693087506023
component_11,component_23,10,22,0.013201111564705936
component_51,component_20,50,19,0.01319684119139053
component_13,component_11,12,10,0.013196471548852173
component_01,component_07,0,6,0.013188748361942615
component_53,component_47,52,46,0.01318291059388077
component_15,component_16,14,15,0.013172459317202012
component_31,component_22,30,21,0.013168360540829038
component_27,component_54,26,53,0.01316232271258011
component_51,component_58,50,57,0.013157140217688656
component_48,component_19,47,18,0.01315675814037709
component_54,component_01,53,0,0.013143105747500439
component_23,component_44,22,43,0.01314030616819295
component_01,component_44,0,43,0.013134911703821306
component_17,component_16,16,15,0.01313467465871021
component_15,component_06,14,5,0.013132538197563548
component_43,component_35,42,34,0.013127371355561746
component_53,component_42,52,41,0.013121221950693762
component_06,component_34,5,33,0.013119238916162512
component_03,component_10,2,9,0.013116954664964986
component_35,component_33,34,32,0.0131131841794625
component_52,component_58,51,57,0.013106581366759684
component_55,component_26,54,25,0.01310575646564427
component_07,component_31,6,30,0.01310404815254218
component_02,component_21,1,20,0.0130891472698913
component_04,component_09,3,8,0.013073344349372018
component_15,component_13,14,12,0.013072921246696012
component_26,component_30,25,29,0.013066543509213435
component_60,component_05,59,4,0.013057106731701129
component_38,component_41,37,40,0.013048948713399344
component_16,component_03,15,2,0.013048155910562187
component_12,component_06,11,5,0.01304715377554544
component_07,component_42,6,41,0.013045632126632789
component_22,component_39,21,38,0.013045615602847338
component_60,component_20,59,19,0.013043186271307405
component_50,component_12,49,11,0.013038515226897918
component_34,component_53,33,52,0.01303707694980405
component_05,component_46,4,45,0.013036397276017908
component_35,component_37,34,36,0.013034909546553397
component_38,component_13,37,12,0.013033052236038678
component_42,component_39,41,38,0.013031650464873312
component_54,component_33,53,32,0.013026069177579203
component_10,component_51,9,50,0.013025009647940067
component_10,component_29,9,28,0.013019172040451998
component_25,component_06,24,5,0.013018402483900182
component_55,component_27,54,26,0.013014225663168677
component_35,component_16,34,15,0.013010726916535376
component_45,component_21,44,20,0.013008231349963317
component_31,component_50,30,49,0.013006961085110014
component_43,component_37,42,36,0.013000932916188646
component_59,component_28,58,27,0.012998283633856467
component_56,component_50,55,49,0.012995273677121943
component_55,component_41,54,40,0.012993280207097335
component_07,component_40,6,39,0.012992868524829504
component_15,component_18,14,17,0.01298190024630852
component_38,component_16,37,15,0.012973950314913552
component_21,component_33,20,32,0.012973887942370865
component_08,component_13,7,12,0.012965273894255613
component_26,component_51,25,50,0.012963734046671505
component_34,component_51,33,50,0.012963217278297634
component_19,component_39,18,38,0.012949726606521494
component_05,component_50,4,49,0.01294148821218899
component_47,component_44,46,43,0.012936962687259967
component_06,component_21,5,20,0.012933813919232318
component_33,component_16,32,15,0.012933321341723314
component_30,component_24,29,23,0.012932371051933345
component_21,component_48,20,47,0.01292835779721413
component_55,component_54,54,53,0.012925822895072159
component_44,component_18,43,17,0.012921695127040778
component_50,component_06,49,5,0.012915503586381494
component_46,component_18,45,17,0.012910700886264337
component_31,component_09,30,8,0.012909996535460433
component_23,component_08,22,7,0.01290760849790118
component_03,component_16,2,15,0.012906159316216304
component_56,component_07,55,6,0.012903316187770297
component_06,component_18,5,17,0.012890113632756162
component_25,component_41,24,40,0.01287523561146875
component_14,component_05,13,4,0.012875178424836875
component_36,component_15,35,14,0.012873799742353143
component_54,component_30,53,29,0.01287006759605891
component_33,component_07,32,6,0.012868964059949306
component_56,component_34,55,33,0.012866687194829307
component_02,component_36,1,35,0.01286038265848255
component_48,component_47,47,46,0.012856757943020103
component_60,component_37,59,36,0.012856458282945571
component_36,component_02,35,1,0.012855594060661613
component_06,component_54,5,53,0.01285199825828709
component_20,component_43,19,42,0.012850185462534913
component_36,component_14,35,13,0.012848438312304644
component_44,component_24,43,23,0.012838585218936771
component_15,component_58,14,57,0.012832474624479673
component_19,component_15,18,14,0.012825365658781784
component_15,component_38,14,37,0.012813035313028909
component_20,component_35,19,34,0.01281114192772037
component_58,component_54,57,53,0.012808288355518727
component_27,component_50,26,49,0.012803005335137563
component_60,component_45,59,44,0.012783550218205875
component_05,component_22,4,21,0.012782193996050406
component_12,component_53,11,52,0.012778632409469637
component_54,component_03,53,2,0.012765862803080452
component_18,component_33,17,32,0.012750816849167013
component_51,component_52,50,51,0.012742216106186088
component_44,component_16,43,15,0.012737088247597228
component_56,component_52,55,51,0.012734394431984875
component_54,component_15,53,14,0.012732440298981906
component_44,component_46,43,45,0.012731228613477086
component_40,component_43,39,42,0.012730620373888168
component_53,component_43,52,42,0.012730346494788769
component_19,component_05,18,4,0.012726780361987267
component_23,component_54,22,53,0.012724686600059432
component_03,component_02,2,1,0.012722365381161005
component_33,component_26,32,25,0.012719198292772127
component_59,component_56,58,55,0.012717198274162733
component_28,component_35,27,34,0.012697631780071106
component_53,component_17,52,16,0.012694425975024792
component_32,component_44,31,43,0.012686330878091123
component_27,component_21,26,20,0.012673982563399466
component_40,component_17,39,16,0.012673187529540275
component_30,component_56,29,55,0.012671845619208089
component_42,component_26,41,25,0.012662663314197076
component_01,component_51,0,50,0.012661440485347342
component_60,component_12,59,11,0.012648571812882814
component_18,component_10,17,9,0.012647947468436449
component_14,component_02,13,1,0.01264445062351438
component_09,component_33,8,32,0.012639441409175944
component_46,component_02,45,1,0.01263450730446003
component_15,component_22,14,21,0.012630672846986712
component_49,component_44,48,43,0.012624079582268521
component_14,component_48,13,47,0.012619900644026849
component_10,component_53,9,52,0.012614445261804441
component_07,component_01,6,0,0.012602889811156093
component_55,component_34,54,33,0.012598952028297639
component_49,component_35,48,34,0.012586821101523427
component_04,component_24,3,23,0.01257055045344968
component_53,component_19,52,18,0.01256818943163962
component_54,component_21,53,20,0.012550996994419528
component_49,component_16,48,15,0.012548484713689412
component_16,component_46,15,45,0.012543862213248325
component_42,component_09,41,8,0.012543563938750779
component_04,component_38,3,37,0.012515808629304903
component_48,component_18,47,17,0.012502910033107106
component_08,component_53,7,52,0.012489657902738482
component_18,component_16,17,15,0.012485496232946147
component_45,component_05,44,4,0.012484593043895487
component_39,component_10,38,9,0.012479364806289972
component_12,component_01,11,0,0.012476022403106413
component_04,component_10,3,9,0.012473256358286555
component_48,component_28,47,27,0.012472087592366954
component_56,component_47,55,46,0.012463993253015726
component_30,component_36,29,35,0.012463744283978784
component_07,component_16,6,15,0.012463277254168847
component_33,component_05,32,4,0.012456423965377272
component_35,component_12,34,11,0.012452823847056038
component_22,component_50,21,49,0.012451422376873467
component_16,component_42,15,41,0.012451299983896824
component_12,component_54,11,53,0.012451102293670413
component_58,component_21,57,20,0.012448920349905634
component_21,component_49,20,48,0.012442989282319683
component_57,component_16,56,15,0.012438316496653279
component_54,component_17,53,16,0.012436501351153595
component_08,component_18,7,17,0.012427691014160303
component_51,component_45,50,44,0.012423946931567453
component_21,component_08,20,7,0.012422383591006003
component_41,component_10,40,9,0.012416533108449368
component_43,component_40,42,39,0.01240844029380872
component_08,component_15,7,14,0.012408076528695577
component_10,component_59,9,58,0.012394176261636858
component_41,component_13,40,12,0.01239129833694097
component_22,component_45,21,44,0.01238975747845572
component_14,component_21,13,20,0.012377355578002458
component_35,component_40,34,39,0.012369670155312651
component_46,component_45,45,44,0.01236763030649124
component_24,component_59,23,58,0.012355769356843904
component_58,component_50,57,49,0.012353609908226204
component_04,component_34,3,33,0.012344986020577764
component_52,component_11,51,10,0.012344628845589956
component_18,component_21,17,20,0.012341802151796255
component_39,component_18,38,17,0.012338442675095873
component_46,component_27,45,26,0.01233537527459827
component_48,component_23,47,22,0.01233174096091183
component_23,component_22,22,21,0.012328310287422983
component_58,component_09,57,8,0.012326588662922244
component_57,component_26,56,25,0.012325329071203761
component_20,component_52,19,51,0.012321844861778342
component_05,component_29,4,28,0.012321677532991515
component_32,component_47,31,46,0.012320785833229486
component_09,component_40,8,39,0.012318606174174462
component_11,component_60,10,59,0.01231574643993305
component_46,component_22,45,21,0.012305699924129332
component_06,component_29,5,28,0.012304550044989426
component_50,component_45,49,44,0.01230249236708536
component_45,component_14,44,13,0.012300706518361793
component_60,component_44,59,43,0.012296723462331016
component_14,component_28,13,27,0.01229514575885915
component_08,component_26,7,25,0.012287535091763058
component_20,component_36,19,35,0.012284406605765241
component_42,component_53,41,52,0.012281887096106558
component_41,component_23,40,22,0.012281046473686885
component_27,component_07,26,6,0.012280229389944886
component_46,component_55,45,54,0.012279515034350652
component_48,component_15,47,14,0.012276944254434596
component_52,component_53,51,52,0.012270225107610333
component_27,component_10,26,9,0.01226910280954252
component_01,component_19,0,18,0.012262209636896504
component_34,component_20,33,19,0.012255447679969667
component_23,component_51,22,50,0.012249441077576861
component_11,component_58,10,57,0.012245507086324103
component_32,component_04,31,3,0.012244137639720876
component_46,component_49,45,48,0.012242646391801504
component_03,component_48,2,47,0.012240594201637034
component_03,component_40,2,39,0.012233675081160023
component_44,component_54,43,53,0.012229782436798509
component_59,component_41,58,40,0.012228462226218983
component_07,component_45,6,44,0.01222680380663732
component_20,component_17,19,16,0.012226107294286415
component_52,component_38,51,37,0.012220546219630535
component_60,component_49,59,48,0.012213917457267076
component_20,component_22,19,21,0.012212599377152245
component_53,component_23,52,22,0.01221249868105323
component_37,component_46,36,45,0.012207341933767601
component_34,component_60,33,59,0.012206687799506177
component_37,component_25,36,24,0.012206201968274044
component_25,component_42,24,41,0.012206178655079558
component_16,component_17,15,16,0.012202209338020076
component_23,component_48,22,47,0.012201690524197062
component_40,component_53,39,52,0.012201140721472825
component_33,component_15,32,14,0.012200595023686311
component_48,component_49,47,48,0.01219932440084559
component_05,component_17,4,16,0.012196185499525392
component_39,component_43,38,42,0.01219480406676432
component_53,component_15,52,14,0.01219131154506714
component_22,component_29,21,28,0.012180190038541205
component_32,component_27,31,26,0.012179390252868849
component_12,component_22,11,21,0.012175314326276165
component_05,component_54,4,53,0.012174051412974674
component_51,component_19,50,18,0.012168418738720987
component_08,component_47,7,46,0.01216239544901443
component_28,component_46,27,45,0.01216028911991085
component_03,component_19,2,18,0.012153473675877269
component_07,component_39,6,38,0.012152724508797341
component_57,component_56,56,55,0.01214780102353874
component_45,component_50,44,49,0.0121474032470954
component_27,component_12,26,11,0.0121447359066158
component_41,component_22,40,21,0.012143833029533369
component_22,component_11,21,10,0.012141228658228087
component_51,component_56,50,55,0.012128374250489404
component_20,component_55,19,54,0.01212085746467384
component_44,component_21,43,20,0.012118395611905974
component_23,component_15,22,14,0.012116567504430797
component_46,component_20,45,19,0.0121154974642117
component_20,component_29,19,28,0.012113556833319272
component_35,component_25,34,24,0.012111945887708586
component_24,component_43,23,42,0.012109573623861447
component_17,component_14,16,13,0.012105407061748785
component_60,component_50,59,49,0.012095081595695945
component_59,component_54,58,53,0.012093713438356524
component_48,component_20,47,19,0.01208960700225914
component_36,component_23,35,22,0.012086725838649226
component_23,component_40,22,39,0.012085007113203261
component_44,component_22,43,21,0.01207874026747735
component_22,component_09,21,8,0.012078410816360297
component_43,component_57,42,56,0.012076959407283816
component_09,component_12,8,11,0.012071464067714643
component_15,component_59,14,58,0.01206533528571585
component_53,component_38,52,37,0.012065179153254224
component_47,component_51,46,50,0.012064825923048694
component_59,component_17,58,16,0.012063693358949301
component_43,component_12,42,11,0.012062214273711902
component_26,component_46,25,45,0.01206016072566074
component_49,component_60,48,59,0.01205945250934759
component_43,component_56,42,55,0.01204603512511282
component_15,component_50,14,49,0.01204271344720631
component_19,component_02,18,1,0.012040744474669296
component_16,component_23,15,22,0.012037767218608053
component_06,component_13,5,12,0.012037469995322958
component_17,component_49,16,48,0.012036972527967649
component_11,component_37,10,36,0.012035314763363392
component_48,component_60,47,59,0.012030140975335613
component_23,component_37,22,36,0.012029733108999352
component_48,component_30,47,29,0.012028833864791366
component_06,component_33,5,32,0.012023679988049096
component_26,component_49,25,48,0.012017652787412736
component_16,component_18,15,17,0.012011718904752389
component_38,component_60,37,59,0.012011358538420502
component_36,component_56,35,55,0.01201063110973033
component_53,component_09,52,8,0.012009174039795845
component_10,component_08,9,7,0.012006443995512317
component_56,component_54,55,53,0.01200416533244919
component_06,component_43,5,42,0.011997776538216876
component_32,component_13,31,12,0.011997121218629392
component_01,component_30,0,29,0.011992449042756093
component_23,component_35,22,34,0.011990591658736172
component_04,component_14,3,13,0.011983824420892297
component_04,component_17,3,16,0.011982959607664156
component_07,component_33,6,32,0.011978013918149344
component_40,component_34,39,33,0.011974711652590564
component_16,component_54,15,53,0.01197351993150697
component_29,component_10,28,9,0.011952813111341332
component_08,component_30,7,29,0.011951061493825854
component_15,component_41,14,40,0.011948420986184871
component_29,component_48,28,47,0.01194073786249561
component_48,component_37,47,36,0.01193646571913165
component_04,component_39,3,38,0.011933642884577544
component_09,component_21,8,20,0.011932595509796862
component_36,component_34,35,33,0.01193133432948601
component_21,component_52,20,51,0.011928091887765113
component_50,component_47,49,46,0.011918281320031365
component_53,component_50,52,49,0.01191698518484774
component_46,component_34,45,33,0.011914887208525293
component_28,component_52,27,51,0.011910333801627537
component_11,component_55,10,54,0.011907516322322564
component_50,component_49,49,48,0.011905516208460476
component_48,component_45,47,44,0.011902096525544081
component_21,component_30,20,29,0.011901457702867546
component_40,component_31,39,30,0.011900848457280233
component_47,component_07,46,6,0.011897276317656136
component_23,component_57,22,56,0.011895227220248383
component_12,component_30,11,29,0.011881876768881305
component_22,component_43,21,42,0.011880796100345314
component_57,component_43,56,42,0.011878974645969542
component_03,component_59,2,58,0.011878914073872426
component_37,component_41,36,40,0.011870949815418363
component_11,component_31,10,30,0.011870878830040787
component_39,component_31,38,30,0.011869348457098194
component_24,component_26,23,25,0.011866276927117614
component_13,component_54,12,53,0.011864246224401409
component_10,component_12,9,11,0.011861030983816967
component_50,component_23,49,22,0.011846010160172948
component_41,component_44,40,43,0.011845261919503969
component_49,component_53,48,52,0.011844478085328625
component_37,component_07,36,6,0.011840347105545046
component_51,component_42,50,41,0.01183998619453952
component_58,component_24,57,23,0.011836606832795304
component_13,component_32,12,31,0.011836456258591532
component_37,component_04,36,3,0.011820571025546123
component_18,component_49,17,48,0.011820358901483807
component_32,component_40,31,39,0.011813955900360718
component_42,component_07,41,6,0.011810873656124876
component_04,component_08,3,7,0.011808135064947933
component_50,component_39,49,38,0.011801604529666054
component_54,component_22,53,21,0.011793114945582772
component_27,component_44,26,43,0.011790943381511543
component_06,component_19,5,18,0.011778475639542929
component_04,component_43,3,42,0.01177469152255961
component_09,component_06,8,5,0.011774361450662685
component_57,component_39,56,38,0.011770583062109985
component_02,component_07,1,6,0.011769646559084634
component_18,component_11,17,10,0.011762145708970273
component_02,component_27,1,26,0.011756431972145709
component_31,component_21,30,20,0.011755602090196327
component_58,component_37,57,36,0.011753875185341212
component_22,component_55,21,54,0.011753269706922254
component_07,component_41,6,40,0.011750663772290615
component_20,component_01,19,0,0.011748210109969737
component_47,component_48,46,47,0.0117477761183169
component_16,component_19,15,18,0.01174640235569857
component_46,component_25,45,24,0.011745430267823043
component_08,component_56,7,55,0.011744642521517079
component_53,component_55,52,54,0.01174074338165143
component_37,component_12,36,11,0.011739180622522216
component_10,component_52,9,51,0.011738712713876609
component_25,component_45,24,44,0.01173444851571892
component_38,component_26,37,25,0.011733915365079284
component_41,component_48,40,47,0.011730359443202332
component_14,component_42,13,41,0.011726203020332893
component_30,component_35,29,34,0.01171759592713384
component_38,component_36,37,35,0.011714780695257332
component_31,component_02,30,1,0.011711553186461998
component_52,component_17,51,16,0.011711183833147842
component_44,component_10,43,9,0.01170105561342627
component_20,component_13,19,12,0.011700210587179072
component_09,component_20,8,19,0.011694964511461237
component_30,component_46,29,45,0.011692485991741997
component_19,component_12,18,11,0.011691819902365452
component_57,component_13,56,12,0.011688056285517945
component_32,component_19,31,18,0.011686920584940808
component_53,component_33,52,32,0.011685962985138243
component_31,component_36,30,35,0.011685281504969502
component_44,component_55,43,54,0.011684986914375806
component_49,component_25,48,24,0.011683981186259018
component_43,component_29,42,28,0.011675073167912053
component_36,component_51,35,50,0.011674347234380988
component_14,component_27,13,26,0.011673652804825352
component_50,component_43,49,42,0.01165964470927916
component_30,component_47,29,46,0.011658937559893445
component_54,component_14,53,13,0.011645620427155556
component_32,component_58,31,57,0.0116445474582072
component_32,component_42,31,41,0.011631818527299664
component_29,component_52,28,51,0.011629734877145026
component_20,component_02,19,1,0.011626956400529576
component_16,component_51,15,50,0.011626552160106218
component_17,component_53,16,52,0.011626455716439388
component_46,component_26,45,25,0.011626272283878247
component_37,component_11,36,10,0.011620248879441242
component_50,component_42,49,41,0.011619331957799517
component_10,component_58,9,57,0.011609168339149267
component_28,component_01,27,0,0.011608990623702908
component_35,component_46,34,45,0.011604684545225563
component_55,component_57,54,56,0.011603518826400538
component_46,component_09,45,8,0.011600679646825096
component_20,component_04,19,3,0.0116001156093124
component_39,component_38,38,37,0.011595568530519351
component_03,component_50,2,49,0.011594706615996042
component_06,component_45,5,44,0.01159251126478189
component_14,component_41,13,40,0.01159141238052186
component_52,component_01,51,0,0.011591035164121077
component_53,component_57,52,56,0.011590120533033765
component_27,component_25,26,24,0.011588583888634041
component_50,component_16,49,15,0.011587813754736498
component_22,component_34,21,33,0.01158709209488995
component_43,component_39,42,38,0.01158456648638051
component_34,component_27,33,26,0.011584059262002455
component_43,component_50,42,49,0.011583953435593042
component_54,component_34,53,33,0.011580542461982812
component_38,component_06,37,5,0.011578147945450645
component_04,component_51,3,50,0.011569397558573336
component_11,component_33,10,32,0.011568383353573353
component_06,component_57,5,56,0.011564710629373032
component_07,component_32,6,31,0.011564400111658824
component_41,component_59,40,58,0.011564307443320487
component_02,component_26,1,25,0.011561639148193859
component_28,component_10,27,9,0.011560237082891778
component_43,component_02,42,1,0.011553771181257222
component_15,component_30,14,29,0.011549510918477779
component_40,component_44,39,43,0.011549289432207566
component_01,component_18,0,17,0.011546016818070548
component_57,component_36,56,35,0.011543628919456594
component_09,component_29,8,28,0.011539612988374692
component_13,component_29,12,28,0.011538984516155537
component_26,component_13,25,12,0.011536493994026564
component_60,component_19,59,18,0.01153503804607503
component_42,component_16,41,15,0.011532673923534631
component_55,component_13,54,12,0.011531949873594627
component_46,component_44,45,43,0.011531578513036767
component_55,component_43,54,42,0.01153121854446093
component_40,component_20,39,19,0.011526124270081706
component_11,component_17,10,16,0.011521528555292981
component_27,component_24,26,23,0.011514324508207885
component_57,component_06,56,5,0.011512682994621937
component_31,component_43,30,42,0.011507744456954683
component_34,component_07,33,6,0.011506710381264718
component_29,component_18,28,17,0.011499652490001289
component_17,component_10,16,9,0.011497020890363085
component_12,component_60,11,59,0.011496125063690243
component_39,component_48,38,47,0.011491183019098905
component_14,component_57,13,56,0.011490203942289057
component_02,component_20,1,19,0.011486666376477217
component_32,component_05,31,4,0.011486207928574466
component_53,component_20,52,19,0.011482692262382521
component_27,component_05,26,4,0.011478693414286756
component_37,component_17,36,16,0.01147250818832024
component_04,component_13,3,12,0.011470072467330006
component_60,component_35,59,34,0.011469959914741423
component_12,component_34,11,33,0.011468922173135887
component_60,component_01,59,0,0.011466677558779725
component_01,component_08,0,7,0.011461109871308661
component_19,component_07,18,6,0.011459399407305781
component_55,component_07,54,6,0.01145908169405585
component_11,component_59,10,58,0.011455890661785872
component_23,component_24,22,23,0.011455801658997622
component_01,component_05,0,4,0.011455205664685941
component_29,component_27,28,26,0.011454191282671111
component_56,component_19,55,18,0.011449639889864471
component_17,component_51,16,50,0.011448722043680526
component_01,component_34,0,33,0.01144532437882706
component_44,component_26,43,25,0.011444875099313911
component_57,component_34,56,33,0.011443809640725888
component_53,component_54,52,53,0.011435317062755246
component_49,component_21,48,20,0.01143262363018227
component_33,component_01,32,0,0.011424454632605219
component_25,component_14,24,13,0.011418830461757068
component_31,component_46,30,45,0.011415561938994845
component_35,component_09,34,8,0.0114128837230556
component_60,component_53,59,52,0.01141102833236296
component_56,component_37,55,36,0.011404633693779864
component_21,component_57,20,56,0.011401490176898843
component_41,component_04,40,3,0.011401338506844105
component_50,component_58,49,57,0.011395463405654116
component_29,component_09,28,8,0.011392284715694423
component_26,component_37,25,36,0.01138906795087058
component_47,component_56,46,55,0.011388713895872371
component_09,component_14,8,13,0.01138467304310442
component_11,component_24,10,23,0.011383187194234257
component_03,component_23,2,22,0.011377621615822786
component_48,component_01,47,0,0.011367261438779419
component_06,component_48,5,47,0.011362646270119736
component_57,component_29,56,28,0.011354818709601311
component_05,component_57,4,56,0.011353455897440412
component_60,component_13,59,12,0.011344706894325096
component_28,component_21,27,20,0.011340759876366846
component_34,component_31,33,30,0.011336076972529696
component_30,component_21,29,20,0.011331868617085128
component_55,component_33,54,32,0.011322152424974696
component_16,component_08,15,7,0.01131736539718986
component_13,component_07,12,6,0.011317162975363892
component_34,component_58,33,57,0.011316893899123492
component_39,component_14,38,13,0.011316537594046938
component_56,component_02,55,1,0.011313898540941114
component_26,component_58,25,57,0.011311940432104262
component_41,component_42,40,41,0.01130514182453135
component_54,component_06,53,5,0.011304716495915024
component_36,component_13,35,12,0.01128336611995584
component_21,component_25,20,24,0.011282589829606504
component_56,component_32,55,31,0.011281664181965745
component_41,component_34,40,33,0.011273774369070733
component_33,component_32,32,31,0.011272906456626153
component_37,component_59,36,58,0.01126785056654711
component_14,component_47,13,46,0.011267622847055847
component_07,component_08,6,7,0.011264969863457708
component_52,component_35,51,34,0.011263807385971436
component_57,component_17,56,16,0.011262537358608604
component_09,component_13,8,12,0.01126030497702235
component_36,component_58,35,57,0.011259688518957756
component_18,component_31,17,30,0.011259590873488268
component_38,component_32,37,31,0.011259360365113213
component_15,component_31,14,30,0.011258730585218313
component_31,component_16,30,15,0.011256126430957636
component_33,component_59,32,58,0.011256074866955235
component_45,component_36,44,35,0.011255439384071586
component_60,component_38,59,37,0.011255107098646189
component_34,component_26,33,25,0.011254671742415567
component_27,component_01,26,0,0.01125450557237695
component_26,component_24,25,23,0.01125403867975594
component_43,component_27,42,26,0.011253594349341256
component_35,component_60,34,59,0.011243796984006682
component_45,component_06,44,5,0.011240272901730464
component_55,component_47,54,46,0.011238391845408202
component_25,component_57,24,56,0.011236949136354202
component_06,component_53,5,52,0.011236380975866211
component_36,component_37,35,36,0.01123557865828717
component_13,component_01,12,0,0.011235314034928834
component_19,component_26,18,25,0.011233633314855496
component_19,component_46,18,45,0.011222356072339235
component_03,component_06,2,5,0.011221614853081263
component_07,component_51,6,50,0.011221611343615656
component_25,component_31,24,30,0.011217382277599164
component_55,component_56,54,55,0.011216240559976498
component_13,component_56,12,55,0.011214012916139993
component_50,component_41,49,40,0.011213104377077343
component_58,component_26,57,25,0.011209558860648894
component_41,component_60,40,59,0.011208707338136392
component_59,component_13,58,12,0.011208594435663244
component_18,component_50,17,49,0.011201969060314898
component_42,component_25,41,24,0.011201166083007585
component_34,component_18,33,17,0.011197261984848161
component_43,component_20,42,19,0.011193845204638286
component_57,component_31,56,30,0.011193242942927562
component_44,component_48,43,47,0.011193226752161944
component_26,component_03,25,2,0.011190882840621086
component_58,component_18,57,17,0.011189686028647117
component_19,component_25,18,24,0.011188102546269896
component_02,component_50,1,49,0.011187208278601979
component_36,component_55,35,54,0.011184127745854866
component_15,component_14,14,13,0.01118261626424033
component_06,component_38,5,37,0.011176924728247162
component_52,component_44,51,43,0.011172711218004228
component_04,component_41,3,40,0.011170800549653137
component_50,component_48,49,47,0.01117010361027182
component_53,component_05,52,4,0.011169829931594766
