source,target,source_index,target_index,ei
component_20,component_38,19,37,0.01056820985208784
component_46,component_33,45,32,0.010564170034101927
component_58,component_48,57,47,0.010563651629808213
component_60,component_58,59,57,0.010562231145884837
component_39,component_19,38,18,0.01055895544011154
component_17,component_45,16,44,0.010558511213273114
component_07,component_05,6,4,0.010555017908905562
component_16,component_59,15,58,0.010554266442157179
component_34,component_24,33,23,0.010549252559232336
component_04,component_55,3,54,0.010547796684483579
component_12,component_51,11,50,0.01054445923411551
component_53,component_30,52,29,0.01054427739865993
component_44,component_49,43,48,0.01054333037197619
component_34,component_08,33,7,0.010537598829419181
component_10,component_01,9,0,0.010532714976497104
component_60,component_34,59,33,0.010531303256653857
component_21,component_44,20,43,0.010531145459679259
component_44,component_15,43,14,0.010529570233065222
component_32,component_01,31,0,0.010527529054113138
component_23,component_32,22,31,0.010524488796836984
component_07,component_52,6,51,0.01052323263786814
component_08,component_11,7,10,0.010522023980768846
component_34,component_48,33,47,0.010520836300809577
component_49,component_24,48,23,0.010520290050037406
component_30,component_48,29,47,0.010519407037610229
component_16,component_15,15,14,0.010514707587587324
component_02,component_14,1,13,0.010508717595191008
component_20,component_06,19,5,0.010504444776491262
component_52,component_31,51,30,0.010495082694217395
component_49,component_37,48,36,0.010494783921973116
component_13,component_28,12,27,0.010494100604038437
component_40,component_42,39,41,0.010493804885300495
component_31,component_60,30,59,0.0104886642405706
component_52,component_21,51,20,0.010485723676923797
component_33,component_29,32,28,0.010485200219858992
component_26,component_47,25,46,0.010482153478705403
component_24,component_20,23,19,0.010477485418386667
component_15,component_37,14,36,0.010475954115136688
component_16,component_04,15,3,0.01047113209259809
component_30,component_51,29,50,0.010468267236225515
component_14,component_53,13,52,0.010467625020404547
component_13,component_24,12,23,0.010466510313256183
component_03,component_39,2,38,0.01046546575129259
component_29,component_42,28,41,0.010462362809371406
component_12,component_50,11,49,0.010458935940114156
component_24,component_60,23,59,0.010458240631469717
component_59,component_39,58,38,0.010458035561233814
component_32,component_51,31,50,0.010456592670636589
component_59,component_23,58,22,0.010451733959342846
component_33,component_39,32,38,0.010450809314377363
component_02,component_57,1,56,0.010450106792528224
component_09,component_18,8,17,0.010448380174630678
component_34,component_41,33,40,0.010441865534980721
component_39,component_53,38,52,0.010441139317526105
component_34,component_36,33,35,0.010438271660133225
component_49,component_06,48,5,0.010438069876046896
component_25,component_22,24,21,0.010436827771293622
component_16,component_13,15,12,0.010432399790301972
component_36,component_54,35,53,0.010431864162356419
component_29,component_47,28,46,0.010431180742058288
component_54,component_57,53,56,0.010430560032120617
component_31,component_13,30,12,0.010428511257799311
component_06,component_37,5,36,0.010424119387449693
component_24,component_53,23,52,0.010422913883497031
component_39,component_27,38,26,0.010421520663588701
component_12,component_52,11,51,0.01042108759812388
component_54,component_56,53,55,0.010420426253566983
component_32,component_09,31,8,0.010419194396152687
component_47,component_20,46,19,0.010418103990139649
component_42,component_23,41,22,0.010416684031129275
component_40,component_23,39,22,0.010416292635727853
component_33,component_30,32,29,0.010415306812097569
component_46,component_24,45,23,0.010413555538600683
component_09,component_17,8,16,0.010410200385159829
component_55,component_36,54,35,0.010408822174535093
component_41,component_08,40,7,0.010407442079249485
component_58,component_49,57,48,0.010406162130114804
component_31,component_24,30,23,0.010403585309302965
component_53,component_02,52,1,0.010401083608091
component_60,component_56,59,55,0.010400675468338783
component_42,component_27,41,26,0.010391951253236442
component_58,component_06,57,5,0.010384481283411517
component_52,component_49,51,48,0.01038412361232055
component_35,component_06,34,5,0.010380988042141936
component_11,component_19,10,18,0.010380035260305842
component_37,component_01,36,0,0.010377222170825817
component_56,component_40,55,39,0.010376874423825289
component_35,component_32,34,31,0.01037613195990561
component_59,component_35,58,34,0.010375691271705456
component_44,component_56,43,55,0.010373204324944929
component_45,component_04,44,3,0.010371722309263198
component_50,component_36,49,35,0.010367914087616281
component_47,component_57,46,56,0.010365923694819035
component_12,component_56,11,55,0.010364429632860439
component_54,component_49,53,48,0.010364372706685554
component_44,component_47,43,46,0.010363827856308294
