ctx-lh-cuneus,0,0.00233446519524618,0.002122241086587436,0.002801358234295416,0,0,0.000466893039049236,0.0003395585738539898,0.0007640067911714771,0,0,0,0,0.004074702886247878,0,0.003140916808149406,0.003607809847198642,0.000466893039049236,0,0.0005093378607809848,0.0002546689303904924,0,0,0,0,0,0,0.0005517826825127335,0,0,0,0,0,0,0,0,0,0.0002122241086587437,0,0,0,0,0.0003395585738539898,0,0.0003395585738539898,0,0,0,0,0.0005093378607809848,0,0,0,0,0,0,0.000466893039049236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ctx-lh-lateraloccipital,0.0008064516129032258,0,0.007767402376910017,0.00870118845500849,0.0002971137521222411,0,0.00700339558573854,0.003480475382003396,0.003565365025466893,0.0003395585738539898,0.001825127334465195,0.0002122241086587437,0,0.006239388794567063,0.0003395585738539898,0.003480475382003396,0.004159592529711375,0.002419354838709678,0,0,0,0,0,0,0,0,0,0.0002122241086587437,0,0,0,0,0,0.0005093378607809848,0,0,0,0.000933786078098472,0,0,0.0002971137521222411,0,0.0002971137521222411,0,0,0,0,0,0,0,0.0002122241086587437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ctx-lh-lingual,0.002461799660441426,0.01528013582342954,0,0.01179966044142615,0.002292020373514431,0,0.0184634974533107,0.0101867572156197,0.006494057724957556,0.003735144312393888,0.002376910016977929,0.0003820033955857385,0.0002122241086587437,0.00734295415959253,0,0.009465195246179968,0.003565365025466893,0.001146010186757216,0,0.00267402376910017,0,0,0,0,0,0,0,0.0002122241086587437,0.0002971137521222411,0,0,0,0,0.0006791171477079797,0.0003820033955857385,0,0,0.005984719864176571,0,0,0.0007215619694397284,0,0.0005093378607809848,0.001867572156196944,0,0,0,0.00131578947368421,0,0.0006791171477079797,0,0,0,0,0.0003395585738539898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ctx-lh-pericalcarine,0.002716468590831919,0.01192699490662139,0.009422750424448218,0,0.0007640067911714771,0,0.003607809847198642,0.001867572156196944,0.001485568760611206,0,0.0009762308998302208,0,0,0.003056027164685908,0,0.005093378607809848,0.004032258064516129,0.0005093378607809848,0,0.0004244482173174873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005093378607809848,0,0,0.0002122241086587437,0,0,0,0.0002971137521222411,0,0,0,0,0.0006791171477079797,0,0,0,0,0,0,0.0003395585738539898,0,0.0002122241086587437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ctx-lh-bankssts,0,0.0002971137521222411,0.0009762308998302208,0.0003820033955857385,0,0.0003395585738539898,0.004966044142614601,0.006451612903225806,0.01430390492359932,0.001273344651952462,0.01566213921901528,0.000466893039049236,0.001910016977928693,0.003565365025466893,0.001697792869269949,0.0008913412563667233,0.0003395585738539898,0.008998302207130731,0,0.0002971137521222411,0,0,0,0.0005517826825127335,0,0.003353140916808149,0.002801358234295416,0.001740237691001698,0.0006791171477079797,0.0002546689303904924,0.0007215619694397284,0,0.0002971137521222411,0.002546689303904924,0,0,0.0002546689303904924,0.003268251273344652,0,0,0.0002122241086587437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ctx-lh-entorhinal,0,0,0.0003395585738539898,0,0.0004244482173174873,0,0.009762308998302209,0.009125636672325977,0.009804753820033957,0.003183361629881155,0.006324278438030561,0.002546689303904924,0.0009762308998302208,0.0005942275042444822,0.0002971137521222411,0.0002546689303904924,0,0.0002546689303904924,0,0.0006791171477079797,0.0003820033955857385,0.000466893039049236,0,0,0,0.0003820033955857385,0.001528013582342954,0.0006366723259762309,0.0004244482173174873,0.0006791171477079797,0.00199490662139219,0.0005942275042444822,0.0002971137521222411,0.006069609507640068,0,0,0.0002122241086587437,0.01629881154499151,0,0,0.003565365025466893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ctx-lh-fusiform,0.0005517826825127335,0.01235144312393888,0.01905772495755518,0.00369269949066214,0.005517826825127334,0.005942275042444822,0,0.04499151103565366,0.03268251273344652,0.01226655348047538,0.01999151103565365,0.003353140916808149,0.001910016977928693,0.005517826825127334,0.0005517826825127335,0.003607809847198642,0.002037351443123939,0.004923599320882852,0.0003395585738539898,0.002843803056027165,0.0003820033955857385,0.0004244482173174873,0,0.0002122241086587437,0,0.001273344651952462,0.001697792869269949,0.001230899830220713,0.001103565365025467,0.0002971137521222411,0.00369269949066214,0.001400679117147708,0.001061120543293718,0.008234295415959254,0.0003395585738539898,0,0.0003820033955857385,0.03255517826825127,0,0,0.008319185059422749,0,0.0002546689303904924,0.000466893039049236,0,0,0,0.00233446519524618,0.001273344651952462,0.00101867572156197,0.0002122241086587437,0,0.0002122241086587437,0,0,0,0,0,0.0002122241086587437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002546689303904924,0,0,0,0.000466893039049236,0,0,0.0003395585738539898,0
ctx-lh-inferiortemporal,0,0.006663837011884551,0.007937181663837013,0.001358234295415959,0.005560271646859083,0.007809847198641766,0.03968590831918506,0,0.05496604414261461,0.01052631578947368,0.02398132427843803,0.003098471986417657,0.0016553480475382,0.008064516129032258,0.001358234295415959,0.001910016977928693,0.002504244482173175,0.0115874363327674,0,0.001400679117147708,0.0004244482173174873,0.0004244482173174873,0,0.0002122241086587437,0,0.002122241086587436,0.001612903225806452,0.002589134125636673,0.001612903225806452,0.0002971137521222411,0.004244482173174873,0.0008913412563667233,0.0005942275042444822,0.007852292020373516,0.0007640067911714771,0,0.0003820033955857385,0.03225806451612903,0,0,0.005814940577249576,0,0,0,0,0.0003820033955857385,0,0.0004244482173174873,0.001230899830220713,0.00101867572156197,0,0.0003820033955857385,0.0002971137521222411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003820033955857385,0,0,0,0,0,0,0.0002546689303904924,0
ctx-lh-middletemporal,0,0.004032258064516129,0.005178268251273346,0.001103565365025467,0.01188455008488964,0.006324278438030561,0.02589134125636672,0.04227504244482173,0,0.00904074702886248,0.07113752122241088,0.008361629881154499,0.004202037351443124,0.01544991511035654,0.00398981324278438,0.004711375212224109,0.00437181663837012,0.01901528013582343,0.0002122241086587437,0.00301358234295416,0.001358234295415959,0.004626485568760611,0,0.00101867572156197,0,0.004499151103565365,0.00568760611205433,0.006409168081494058,0.003098471986417657,0.003056027164685908,0.00768251273344652,0.006154499151103565,0.003947368421052632,0.01910016977928693,0.0005942275042444822,0,0.002037351443123939,0.04367572156196944,0,0,0.0115874363327674,0,0,0,0,0,0.0002122241086587437,0.0003395585738539898,0.0008488964346349746,0.002971137521222411,0.0002971137521222411,0.0006366723259762309,0,0,0.0005942275042444822,0,0.0008488964346349746,0,0.0005517826825127335,0,0,0,0,0,0,0,0,0,0.0003395585738539898,0.0004244482173174873,0,0.0002971137521222411,0,0,0.0002546689303904924,0,0,0,0.0008064516129032258,0,0,0,0
ctx-lh-parahippocampal,0,0.0007640067911714771,0.00534804753820034,0.0003395585738539898,0.001740237691001698,0.002079796264855687,0.01799660441426146,0.01213921901528014,0.01209677419354839,0,0.007767402376910017,0.002207130730050934,0.001273344651952462,0.0016553480475382,0.0002122241086587437,0.000933786078098472,0.001061120543293718,0.001443123938879457,0.0002546689303904924,0.003395585738539899,0.001740237691001698,0.0002546689303904924,0,0,0,0.0005517826825127335,0.001103565365025467,0.0005093378607809848,0.0008064516129032258,0,0.0009762308998302208,0.0008488964346349746,0,0.002207130730050934,0,0,0,0.01888794567062818,0,0,0.004881154499151105,0,0,0.0005942275042444822,0,0,0,0.0002546689303904924,0,0.0005093378607809848,0,0,0,0,0.0005942275042444822,0,0.0008064516129032258,0,0.0004244482173174873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002971137521222411,0,0,0,0
