model,horizon,component,rmse,mae,corr
RNN,1,overall,0.7771185943237908,0.6205296525566323,0.3045251694366939
RNN,1,component_01,0.6343677788981502,0.5002896921954441,0.6679813633036731
RNN,1,component_02,0.7549079622868711,0.5862630393942081,0.5412820220957677
RNN,1,component_03,0.7543991700415884,0.6125920609387842,0.4152801959665111
RNN,1,component_04,0.7317605358050099,0.5759185373209993,0.3759962123901623
RNN,1,component_05,0.7691784819238688,0.6088730988140386,0.25607510615140194
RNN,1,component_06,0.737246521256801,0.5837332011953302,0.534315675971163
RNN,1,component_07,0.8214405739887396,0.659193829319416,0.25336961488505505
RNN,1,component_08,0.7978794191958609,0.6343912652943743,0.39627156599376945
RNN,1,component_09,0.7231639981947814,0.5817733344610986,0.49657336092613574
RNN,1,component_10,0.8031650377164499,0.647307200318226,0.29757459174857465
RNN,1,component_11,0.8332230235506399,0.6716954107623584,0.41116029864823084
RNN,1,component_12,0.7644769845265066,0.6050574485687658,0.33219310004307284
RNN,1,component_13,0.8124272670818341,0.6384590483608198,0.2407214348232057
RNN,1,component_14,0.8022459114400996,0.6394284456086998,0.2694331387622598
RNN,1,component_15,0.8039843757362076,0.6427486362006324,0.31075272694396927
RNN,1,component_16,0.8318312593433035,0.6789004910432613,0.22113202720098388
RNN,1,component_17,0.8247726288704095,0.6533888017519035,0.1756069119065376
RNN,1,component_18,0.8178914474403545,0.6527904261487473,0.1713530480443803
RNN,1,component_19,0.8000761188436246,0.6492031879558677,0.23209051745797768
RNN,1,component_20,0.7637747487786248,0.610310255750156,0.26361970754423203
RNN,1,component_21,0.7840412298834147,0.6234963642564882,0.26072374231739776
RNN,1,component_22,0.7674279329561493,0.6163880774764795,0.4121982161314524
RNN,1,component_23,0.7780926767886613,0.6322387202740812,0.3366488603835121
RNN,1,component_24,0.8116926403532573,0.6572400683204641,0.18402766682159633
RNN,1,component_25,0.7010288774745408,0.5666729357146846,0.36199351295529486
RNN,1,component_26,0.8233965271986876,0.6590044369214613,0.18515871383479598
RNN,1,component_27,0.8221454616801709,0.6476882559582414,0.14146727409363816
RNN,1,component_28,0.7281216523353741,0.5822575908846183,0.260198869817787
RNN,1,component_29,0.697146558533101,0.573009600601013,0.35360376836327917
RNN,1,component_30,0.8609267877576049,0.6737752223260618,0.27297052398134236
RNN,1,component_31,0.7856549783456176,0.639608933893353,0.23242832899274848
RNN,1,component_32,0.8113706877869098,0.6601687417689612,0.21330814539457135
RNN,1,component_33,0.8199808162734283,0.6610242038516657,0.15847287994872494
RNN,1,component_34,0.7788570789627743,0.6238389244177066,0.3458413376981872
RNN,1,component_35,0.8805004537643413,0.7070460020644229,0.10288355773836419
RNN,1,component_36,0.7046484553010304,0.5574396569796163,0.2844621727130456
RNN,1,component_37,0.8117299687282864,0.6569166203243693,0.1742326311816326
RNN,1,component_38,0.7762611285364233,0.615106904521637,0.18055108297335687
RNN,1,component_39,0.7982486045990245,0.6485273072274186,0.112106956587305
RNN,1,component_40,0.7505683763143788,0.6036537508020867,0.16975250919996981
RNN,1,component_41,0.7744017947218313,0.6323087423341861,0.17899877264126135
RNN,1,component_42,0.8304783295482772,0.6707243859292473,0.19173752441562036
RNN,1,component_43,0.7087094688159812,0.5624196532248062,0.2852823009807243
RNN,1,component_44,0.7327088125006197,0.5802553983031092,0.24648585355476182
RNN,1,component_45,0.7690580034135815,0.6067872862560281,0.2612618562945016
RNN,1,component_46,0.7772858160711158,0.6295870113564517,0.21720140191299103
RNN,1,component_47,0.7586688945845714,0.6040592277297617,0.16247560466152186
RNN,1,component_48,0.7410498177146754,0.5932719886635704,0.2802512890721137
RNN,1,component_49,0.7206019442066418,0.5788410350240882,0.1819597901267008
RNN,1,component_50,0.7411031037571915,0.5961803000289905,0.40983895357102007
RNN,1,component_51,0.7352107536689387,0.5850641072938343,0.22413914512629757
RNN,1,component_52,0.772498450562585,0.6193728299019027,0.1996923859037031
RNN,1,component_53,0.7205068594942717,0.5659951148460701,0.24310895882228187
RNN,1,component_54,0.7734240031061683,0.6198926189193043,0.18877437190733853
RNN,1,component_55,0.7878951540215597,0.6214444737913921,0.1668864708336576
RNN,1,component_56,0.7750714743019473,0.6158576538280947,0.2086763475399395
RNN,1,component_57,0.7938332279566247,0.6320013426835152,0.13837896619980336
RNN,1,component_58,0.8040907898316103,0.6368625753305387,0.14075097231354455
RNN,1,component_59,0.7868157317451795,0.6264066246967878,0.14604494858036066
RNN,1,component_60,0.7756330053101791,0.6170270532682961,0.2262447396114885
RNN,2,overall,0.8132406224583737,0.6491016022046334,0.20224689273292076
RNN,2,component_01,0.6956748887620621,0.5474188171978287,0.5816392029542031
RNN,2,component_02,0.8097102355417808,0.6249483453896271,0.4515145244790886
RNN,2,component_03,0.8270796710769028,0.6748180596212286,0.22144961887041625
RNN,2,component_04,0.78842375533578,0.6193228060033156,0.22758576766637056
RNN,2,component_05,0.8305195430313052,0.6583009993123908,0.07753318897567567
RNN,2,component_06,0.8100151656653677,0.6395705766448819,0.38210954341271675
RNN,2,component_07,0.8815069171785833,0.7085564106732667,0.08423792884722797
RNN,2,component_08,0.8561437753996304,0.6787850764548469,0.23177104774164914
RNN,2,component_09,0.7826875446451396,0.630856190033129,0.3661623918005261
RNN,2,component_10,0.8565138712360514,0.6860631538780249,0.1444792716489804
RNN,2,component_11,0.8950260688352146,0.7199061728248913,0.25675553170299914
RNN,2,component_12,0.8249024524497829,0.6501330889770309,0.1536104032616326
RNN,2,component_13,0.8520771763698676,0.6701378369462841,0.10877542543649174
RNN,2,component_14,0.8542429237257129,0.6774764453301232,0.10085730679604739
RNN,2,component_15,0.8533560908300166,0.6777000952508879,0.16586914909154593
RNN,2,component_16,0.8813613961177139,0.7135401209695221,0.0664898909448935
RNN,2,component_17,0.8590479481091455,0.6820131929908054,0.07143580421995684
RNN,2,component_18,0.8540364076456671,0.6814881406135272,0.0446735669205711
RNN,2,component_19,0.8496977031907814,0.691911642553405,0.07752732333090809
RNN,2,component_20,0.8018773104660433,0.6462053063636737,0.15459093303968902
RNN,2,component_21,0.8307840059424966,0.6635712639786243,0.1213349999794415
RNN,2,component_22,0.8206153182349109,0.6622203134245198,0.28488658464831296
RNN,2,component_23,0.8233117204048722,0.6690330281478565,0.20660320116359962
RNN,2,component_24,0.8381483804346929,0.6760834069677006,0.1097713767494061
RNN,2,component_25,0.7263854658992963,0.586919850909253,0.28910428573655644
RNN,2,component_26,0.8467843952647641,0.6777638387566691,0.10831467323838662
RNN,2,component_27,0.848348532299403,0.6658265562253689,0.05760251008664326
RNN,2,component_28,0.7508067963594756,0.6008845443919925,0.18564711760666372
RNN,2,component_29,0.7448621719428884,0.6152372366423341,0.2022653456049485
RNN,2,component_30,0.8965555695758671,0.7050354736057488,0.16739430247012926
RNN,2,component_31,0.8072188516581387,0.6565027323564004,0.15587140381030268
RNN,2,component_32,0.8313829509633452,0.6770280611157232,0.14963695692755724
RNN,2,component_33,0.8447395940106374,0.6818912084323657,0.07081127250026481
RNN,2,component_34,0.8001714505488249,0.6389273038589921,0.2921188140243156
RNN,2,component_35,0.9040720128207723,0.7199055525558892,0.028026665108384252
RNN,2,component_36,0.7263705372452158,0.5773035167526123,0.22189743218118654
RNN,2,component_37,0.8383442172380563,0.6802219595511756,0.09079720911230488
RNN,2,component_38,0.7941019009187219,0.6323187176618772,0.10743059070951556
RNN,2,component_39,0.8255454682640072,0.6696379481715895,0.02326115412966315
RNN,2,component_40,0.7761889996012193,0.6246471243146658,0.08285532797111975
RNN,2,component_41,0.8018257726094731,0.6518039562751381,0.08307734316090176
RNN,2,component_42,0.8529737736096041,0.6877095551050484,0.10880757841854365
RNN,2,component_43,0.7219345721181097,0.5718160323234561,0.24750448227534194
RNN,2,component_44,0.7552965055046568,0.5995058860137066,0.16785933662483346
RNN,2,component_45,0.7950183375018594,0.6230041620168356,0.1904921837103049
RNN,2,component_46,0.7990504897809494,0.6507683171845444,0.13033048181641785
RNN,2,component_47,0.7815664489239903,0.6164488871389743,0.07197839983515975
RNN,2,component_48,0.7715637600420887,0.619965188227989,0.18588131013211284
RNN,2,component_49,0.7404832026472284,0.5908953348883274,0.1085367025671442
RNN,2,component_50,0.7796212299968094,0.6229935697156997,0.2997769773111394
RNN,2,component_51,0.7755447722857506,0.613276023819275,0.08326798887892738
RNN,2,component_52,0.8042216812125396,0.6471399363352252,0.09354420754534466
RNN,2,component_53,0.7417573720368551,0.5839653396222226,0.16445900125000396
RNN,2,component_54,0.7975377869614463,0.6425581149929512,0.10555327736816698
RNN,2,component_55,0.813374796030568,0.6437179740634646,0.07891534543438236
RNN,2,component_56,0.7943711244881765,0.6324001292209592,0.14063048226404773
RNN,2,component_57,0.8086856827234961,0.6431638834903142,0.0954489658040881
RNN,2,component_58,0.8335156995936781,0.660613820428477,0.0508013617694772
RNN,2,component_59,0.8094595507318042,0.6450605237911178,0.05960178364931275
RNN,2,component_60,0.8023917022397223,0.6391773817742342,0.14689683845988738
RNN,4,overall,0.8241379121367648,0.6573984252162448,0.16532083988863955
RNN,4,component_01,0.7192102868477704,0.5643610021593458,0.5391019593603505
RNN,4,component_02,0.8218369376249615,0.6383140897479127,0.4293954412533281
RNN,4,component_03,0.8469955868157052,0.6859136516673467,0.13011665354366186
RNN,4,component_04,0.8157375583511229,0.6432539774990422,0.15967362686819717
RNN,4,component_05,0.8536993552092487,0.6769014121101078,0.016266468485231795
RNN,4,component_06,0.8398765991828087,0.6696390928043616,0.2975770078133303
RNN,4,component_07,0.9004823236107562,0.7222321865327395,0.04439735944279482
RNN,4,component_08,0.8764773966873249,0.6966055518034843,0.1530950028435233
RNN,4,component_09,0.8157029150770161,0.6609641004670663,0.2832933662656443
RNN,4,component_10,0.8652628413241418,0.6902401200970409,0.11211370829888961
RNN,4,component_11,0.9166915541512187,0.7362466744129965,0.19009550072485804
RNN,4,component_12,0.84692843343485,0.6694348088617867,0.09910475707816528
RNN,4,component_13,0.8776874044863903,0.6952742165559783,0.02397541488226756
RNN,4,component_14,0.878489075930986,0.6946421250692679,0.016741992412066305
RNN,4,component_15,0.8668278480843515,0.6836019633827402,0.11162320135371794
RNN,4,component_16,0.887051858352747,0.718873620164765,0.03700276897602062
RNN,4,component_17,0.8730429955084618,0.6951988737023658,0.014962514735283788
RNN,4,component_18,0.8605507588021437,0.6851902466207508,0.013286921922313625
RNN,4,component_19,0.8605681487631577,0.6994730321153093,0.05298324188647751
RNN,4,component_20,0.8162410948902399,0.6585773107088989,0.10400152403391849
RNN,4,component_21,0.8425740408616769,0.6730194376205042,0.08301033381145272
RNN,4,component_22,0.8349082333287005,0.6775861987674409,0.22074744688058331
RNN,4,component_23,0.8312030140382263,0.6746141716360644,0.16532784369571282
