source,target,source_index,target_index,pairwise_ei,linear_coefficient,abs_linear_coefficient,same_nonzero_support
component_05,component_45,4,44,0.00038772894378216066,0.0,0.0,False
component_24,component_19,23,18,0.00038663654419764977,0.0,0.0,False
component_59,component_38,58,37,0.0003856292176944153,0.0,0.0,False
component_41,component_13,40,12,0.00038404538089588337,0.0,0.0,False
component_45,component_43,44,42,0.00038365963539716474,0.0,0.0,False
component_16,component_24,15,23,0.00038359932865159556,0.0,0.0,False
component_01,component_06,0,5,0.0003833742295565087,0.0,0.0,False
component_01,component_17,0,16,0.00038326763823636313,0.0,0.0,False
component_44,component_40,43,39,0.00038306585100424193,0.0,0.0,False
component_35,component_37,34,36,0.00038231472174733375,0.0,0.0,False
component_10,component_29,9,28,0.0003821427506650688,0.0,0.0,False
component_37,component_21,36,20,0.0003814124055631885,0.0,0.0,False
component_18,component_49,17,48,0.0003812701869443269,0.0,0.0,False
component_53,component_25,52,24,0.00038044107413159206,0.0,0.0,False
component_44,component_56,43,55,0.00038016986280915303,0.0,0.0,False
component_12,component_21,11,20,0.00037931174124289894,0.0,0.0,False
component_37,component_56,36,55,0.0003791233223574182,0.0,0.0,False
component_47,component_16,46,15,0.0003790332142516685,0.0,0.0,False
component_32,component_24,31,23,0.00037748822950288196,0.0,0.0,False
component_03,component_37,2,36,0.0003741987320526226,0.0,0.0,False
component_35,component_33,34,32,0.0003738931372252171,0.0,0.0,False
component_15,component_39,14,38,0.0003731061398207516,0.0,0.0,False
component_30,component_46,29,45,0.0003719416131742785,0.0,0.0,False
component_27,component_42,26,41,0.00036879526025003566,0.0,0.0,False
component_59,component_36,58,35,0.00036583447022378417,0.0,0.0,False
component_20,component_35,19,34,0.00036450373856999695,0.0,0.0,False
component_14,component_22,13,21,0.0003644603270781595,0.0,0.0,False
component_12,component_36,11,35,0.0003631325441510112,0.0,0.0,False
component_09,component_37,8,36,0.0003627461217310666,0.0,0.0,False
component_30,component_15,29,14,0.0003616568364499542,0.0,0.0,False
component_16,component_15,15,14,0.0003615547747636123,0.0,0.0,False
component_33,component_36,32,35,0.0003611716055986978,0.0,0.0,False
component_01,component_56,0,55,0.0003604593165293702,0.0,0.0,False
component_21,component_20,20,19,0.00035921425437897893,0.0,0.0,False
component_06,component_48,5,47,0.0003588310322914642,0.0,0.0,False
component_15,component_33,14,32,0.00035736063947643777,0.0,0.0,False
component_58,component_34,57,33,0.0003555636489134019,0.0,0.0,False
component_50,component_29,49,28,0.00035262971915594056,0.0,0.0,False
component_57,component_54,56,53,0.00035171332235275237,0.0,0.0,False
component_06,component_52,5,51,0.00035100079842481635,0.0,0.0,False
component_39,component_55,38,54,0.000350645142346754,0.0,0.0,False
component_23,component_57,22,56,0.00035038808716878953,0.0,0.0,False
component_46,component_22,45,21,0.000348405058429896,0.0,0.0,False
component_27,component_16,26,15,0.0003478675404300814,0.0,0.0,False
component_58,component_36,57,35,0.0003476373889180324,0.0,0.0,False
component_16,component_01,15,0,0.00034753479704600297,0.0653650143826448,0.0653650143826448,True
component_49,component_28,48,27,0.0003474355159068149,0.0,0.0,False
component_60,component_43,59,42,0.0003473630811306495,0.0,0.0,False
component_19,component_21,18,20,0.00034579284274806137,0.0,0.0,False
component_25,component_17,24,16,0.00034536735698710607,0.0,0.0,False
component_30,component_06,29,5,0.0003448309178587324,0.0,0.0,False
component_03,component_26,2,25,0.00034365257577325607,0.0,0.0,False
component_13,component_34,12,33,0.0003434798361772267,0.0,0.0,False
component_51,component_35,50,34,0.0003421249380537089,0.0,0.0,False
component_34,component_17,33,16,0.000339660434837629,0.0,0.0,False
component_34,component_19,33,18,0.00033934653590291663,0.0,0.0,False
component_27,component_60,26,59,0.00033900953019502876,0.0,0.0,False
component_21,component_33,20,32,0.00033868946143364323,0.0,0.0,False
component_46,component_09,45,8,0.00033865725561468184,0.0,0.0,False
component_50,component_21,49,20,0.00033781109585382334,0.0,0.0,False
component_50,component_16,49,15,0.00033780077044736885,0.0,0.0,False
component_49,component_33,48,32,0.00033750923122346176,0.0,0.0,False
component_19,component_28,18,27,0.00033465050878956563,0.0,0.0,False
component_28,component_24,27,23,0.00033432090645927806,0.0,0.0,False
component_01,component_26,0,25,0.000334123719733859,0.0,0.0,False
component_34,component_26,33,25,0.00033321719469226125,0.0,0.0,False
component_32,component_52,31,51,0.0003318027636790989,0.0,0.0,False
component_06,component_04,5,3,0.00032963030549899554,0.0,0.0,False
component_56,component_44,55,43,0.0003295060241126537,0.0,0.0,False
component_60,component_17,59,16,0.00032922842019258644,0.0,0.0,False
component_13,component_56,12,55,0.00032796680376092756,0.0,0.0,False
component_26,component_56,25,55,0.0003279220885460991,0.0,0.0,False
component_30,component_59,29,58,0.0003259941895814219,0.0,0.0,False
component_29,component_14,28,13,0.00032587670551823076,0.0,0.0,False
component_55,component_31,54,30,0.00032558525618747063,0.0,0.0,False
component_28,component_01,27,0,0.00032448379572885236,0.0,0.0,False
component_59,component_09,58,8,0.00032442303174324324,0.0,0.0,False
component_54,component_32,53,31,0.0003243445370881909,0.0,0.0,False
component_18,component_53,17,52,0.0003234459230671401,0.0,0.0,False
component_41,component_60,40,59,0.0003229707484657381,0.0,0.0,False
component_34,component_46,33,45,0.00032249321298991897,0.0,0.0,False
component_45,component_15,44,14,0.00032228480420264387,0.0,0.0,False
component_45,component_47,44,46,0.0003214749653374824,0.0,0.0,False
component_01,component_59,0,58,0.00032109246112252215,0.0,0.0,False
component_18,component_36,17,35,0.0003202860186195234,0.0,0.0,False
component_19,component_07,18,6,0.0003188499852711228,0.0,0.0,False
component_57,component_18,56,17,0.0003188126932218146,0.0,0.0,False
component_09,component_22,8,21,0.00031875010528656513,0.0,0.0,False
component_40,component_55,39,54,0.00031861059180369225,0.0,0.0,False
component_06,component_11,5,10,0.0003185362907674082,0.0,0.0,False
component_54,component_40,53,39,0.0003177658538179949,0.0,0.0,False
component_50,component_27,49,26,0.00031699297916166005,0.0,0.0,False
component_45,component_58,44,57,0.0003162593120574058,0.0,0.0,False
component_33,component_41,32,40,0.00031590348482345306,0.0,0.0,False
component_04,component_45,3,44,0.0003141969247537037,0.0,0.0,False
component_11,component_42,10,41,0.00031273750536611294,0.0,0.0,False
component_27,component_59,26,58,0.00031196093065091957,0.0,0.0,False
component_01,component_03,0,2,0.000310116058234412,0.0,0.0,False
component_26,component_23,25,22,0.0003085883219832609,0.0,0.0,False
component_49,component_47,48,46,0.000307904420337497,0.0,0.0,False
component_38,component_19,37,18,0.00030575962345181834,0.0,0.0,False
component_45,component_06,44,5,0.0003053893117103467,0.0,0.0,False
component_17,component_46,16,45,0.00030445791074044774,0.0,0.0,False
component_30,component_05,29,4,0.00030401480366257043,0.0,0.0,False
component_56,component_38,55,37,0.00030397874226930385,0.0,0.0,False
component_48,component_22,47,21,0.0003037015535240069,0.0,0.0,False
component_21,component_45,20,44,0.00030306205527850475,0.0,0.0,False
component_46,component_20,45,19,0.00030300944613832385,0.0,0.0,False
component_31,component_60,30,59,0.00030272683775674344,0.0,0.0,False
component_23,component_25,22,24,0.0003023592508175194,0.0,0.0,False
