source,target,source_index,target_index,ei,bias_correction
component_22,component_55,21,54,0.0014187085002982515,0.00012214486198658392
component_58,component_60,57,59,0.0014175733885118625,0.00012214486198658392
component_12,component_41,11,40,0.0014170172844655499,0.00012214486198658392
component_45,component_09,44,8,0.001414940748036727,0.00012214486198658392
component_50,component_43,49,42,0.0014148306743075921,0.00012214486198658392
component_59,component_11,58,10,0.0014108102966819923,0.00012214486198658392
component_30,component_29,29,28,0.0014101193998215388,0.00012214486198658392
component_14,component_43,13,42,0.0014096558212306379,0.00012214486198658392
component_52,component_46,51,45,0.0014078442075304782,0.00012214486198658392
component_45,component_24,44,23,0.0014066249660608173,0.00012214486198658392
component_46,component_57,45,56,0.0014045786757249244,0.00012214486198658392
component_36,component_22,35,21,0.001404221644417657,0.00012214486198658392
component_40,component_28,39,27,0.0014020833654247336,0.00012214486198658392
component_26,component_60,25,59,0.0014015977737745111,0.00012214486198658392
component_58,component_06,57,5,0.0014014872097399243,0.00012214486198658392
component_24,component_25,23,24,0.0013968248172801432,0.00012214486198658392
component_57,component_19,56,18,0.0013959968580061278,0.00012214486198658392
component_08,component_30,7,29,0.001394538051108184,0.00012214486198658392
component_44,component_56,43,55,0.0013938179414008638,0.00012214486198658392
component_05,component_09,4,8,0.0013934674608625335,0.00012214486198658392
component_12,component_02,11,1,0.0013918249221967541,0.00012214486198658392
component_48,component_57,47,56,0.0013906799823699455,0.00012214486198658392
component_27,component_19,26,18,0.0013881050613691072,0.00012214486198658392
component_23,component_19,22,18,0.001388071971638221,0.00012214486198658392
component_15,component_24,14,23,0.0013873966266058889,0.00012214486198658392
component_07,component_48,6,47,0.0013867686750510134,0.00012214486198658392
component_23,component_31,22,30,0.0013857800927757993,0.00012214486198658392
component_27,component_43,26,42,0.0013841243175758437,0.00012214486198658392
component_48,component_22,47,21,0.0013826545156149055,0.00012214486198658392
component_35,component_13,34,12,0.001375390973734649,0.00012214486198658392
component_09,component_22,8,21,0.0013748067227470485,0.00012214486198658392
component_49,component_16,48,15,0.0013728204419888362,0.00012214486198658392
component_58,component_19,57,18,0.00136555365115207,0.00012214486198658392
component_03,component_17,2,16,0.0013608237865495893,0.00012214486198658392
component_14,component_58,13,57,0.001357955781491242,0.00012214486198658392
component_45,component_14,44,13,0.001356703940326175,0.00012214486198658392
component_41,component_39,40,38,0.0013541044596570486,0.00012214486198658392
component_32,component_02,31,1,0.0013532662818380261,0.00012214486198658392
component_43,component_37,42,36,0.0013529642741735598,0.00012214486198658392
component_25,component_33,24,32,0.0013508103343610467,0.00012214486198658392
component_16,component_25,15,24,0.001349779308449982,0.00012214486198658392
component_30,component_21,29,20,0.0013489143780125979,0.00012214486198658392
component_04,component_13,3,12,0.0013474470304703442,0.00012214486198658392
component_19,component_56,18,55,0.0013470466976477037,0.00012214486198658392
component_07,component_45,6,44,0.0013462461638279583,0.00012214486198658392
component_58,component_18,57,17,0.0013436520158478414,0.00012214486198658392
component_43,component_56,42,55,0.001339971266773438,0.00012214486198658392
component_46,component_53,45,52,0.0013354287604334283,0.00012214486198658392
component_14,component_60,13,59,0.0013331058395191007,0.00012214486198658392
component_19,component_29,18,28,0.001328539768100045,0.00012214486198658392
component_08,component_12,7,11,0.0013274844763830167,0.00012214486198658392
component_26,component_24,25,23,0.001326025881208518,0.00012214486198658392
component_10,component_12,9,11,0.0013204562143387874,0.00012214486198658392
component_14,component_28,13,27,0.0013194964345000259,0.00012214486198658392
component_06,component_34,5,33,0.0013188301342948621,0.00012214486198658392
component_02,component_11,1,10,0.0013144860021856,0.00012214486198658392
component_16,component_23,15,22,0.001313719675854338,0.00012214486198658392
component_20,component_43,19,42,0.0013119630370911903,0.00012214486198658392
component_03,component_32,2,31,0.0013108993419055105,0.00012214486198658392
component_51,component_08,50,7,0.0013054785059005763,0.00012214486198658392
component_47,component_07,46,6,0.0013047371693009739,0.00012214486198658392
component_19,component_47,18,46,0.0013042140346252828,0.00012214486198658392
component_09,component_20,8,19,0.0013037778093955951,0.00012214486198658392
component_06,component_45,5,44,0.0013008934260705805,0.00012214486198658392
component_27,component_51,26,50,0.001300186104247209,0.00012214486198658392
component_06,component_17,5,16,0.0012957357466896013,0.00012214486198658392
component_34,component_53,33,52,0.0012950953068212423,0.00012214486198658392
component_33,component_11,32,10,0.0012919260524768875,0.00012214486198658392
component_06,component_50,5,49,0.0012877326984687722,0.00012214486198658392
component_41,component_12,40,11,0.001287619769333748,0.00012214486198658392
component_03,component_52,2,51,0.001286701196673388,0.00012214486198658392
component_17,component_45,16,44,0.0012865630237586176,0.00012214486198658392
component_22,component_19,21,18,0.001283433859088319,0.00012214486198658392
component_38,component_21,37,20,0.0012824922237532769,0.00012214486198658392
component_47,component_08,46,7,0.0012799315215534775,0.00012214486198658392
component_31,component_22,30,21,0.0012794414790710206,0.00012214486198658392
component_03,component_47,2,46,0.0012769412301496122,0.00012214486198658392
component_05,component_30,4,29,0.0012759668721013032,0.00012214486198658392
component_34,component_08,33,7,0.0012717950717835214,0.00012214486198658392
component_13,component_29,12,28,0.0012716008990200668,0.00012214486198658392
component_42,component_17,41,16,0.0012708438371513446,0.00012214486198658392
component_48,component_52,47,51,0.0012691224525696971,0.00012214486198658392
component_35,component_04,34,3,0.001267961179699921,0.00012214486198658392
component_52,component_11,51,10,0.0012657915436775284,0.00012214486198658392
component_02,component_40,1,39,0.0012653589795278296,0.00012214486198658392
component_15,component_29,14,28,0.0012651911319861518,0.00012214486198658392
component_27,component_09,26,8,0.0012613714647986378,0.00012214486198658392
component_21,component_51,20,50,0.0012603353932476259,0.00012214486198658392
component_41,component_19,40,18,0.0012600971127774072,0.00012214486198658392
component_09,component_24,8,23,0.0012593748648620973,0.00012214486198658392
component_37,component_31,36,30,0.0012587040737952753,0.00012214486198658392
component_05,component_20,4,19,0.0012579427738907993,0.00012214486198658392
component_39,component_55,38,54,0.00125764636283235,0.00012214486198658392
component_24,component_35,23,34,0.0012572013696856054,0.00012214486198658392
component_39,component_32,38,31,0.0012554595017106717,0.00012214486198658392
component_16,component_55,15,54,0.0012552626915863202,0.00012214486198658392
component_46,component_34,45,33,0.0012507434280764754,0.00012214486198658392
component_11,component_14,10,13,0.001249987032028393,0.00012214486198658392
component_41,component_14,40,13,0.0012450998641262102,0.00012214486198658392
component_57,component_54,56,53,0.0012450426123289105,0.00012214486198658392
component_50,component_36,49,35,0.001244586213332065,0.00012214486198658392
component_39,component_21,38,20,0.0012434087801657175,0.00012214486198658392
component_54,component_05,53,4,0.0012408182900584988,0.00012214486198658392
component_47,component_26,46,25,0.0012407068967090558,0.00012214486198658392
component_20,component_28,19,27,0.001240300214740856,0.00012214486198658392
component_27,component_02,26,1,0.0012402498909560547,0.00012214486198658392
component_48,component_30,47,29,0.0012396375055641739,0.00012214486198658392
component_28,component_51,27,50,0.001236263625023279,0.00012214486198658392
component_07,component_49,6,48,0.0012361764158780367,0.00012214486198658392
component_38,component_49,37,48,0.0012298067102950757,0.00012214486198658392
component_26,component_01,25,0,0.001228297684115361,0.00012214486198658392
component_27,component_16,26,15,0.0012279989545581934,0.00012214486198658392
component_15,component_52,14,51,0.001226999756156675,0.00012214486198658392
component_09,component_14,8,13,0.0012245332161651534,0.00012214486198658392
component_56,component_37,55,36,0.0012239848341258717,0.00012214486198658392
component_27,component_39,26,38,0.001223604656054438,0.00012214486198658392
component_12,component_52,11,51,0.0012223371980763112,0.00012214486198658392
component_23,component_57,22,56,0.001217536205587671,0.00012214486198658392
component_12,component_26,11,25,0.0012168561313373224,0.00012214486198658392
component_31,component_33,30,32,0.0012129025908544388,0.00012214486198658392
component_02,component_44,1,43,0.0012112800135274026,0.00012214486198658392
component_10,component_51,9,50,0.0012109730830726303,0.00012214486198658392
component_49,component_57,48,56,0.001210823393027462,0.00012214486198658392
component_51,component_56,50,55,0.0012077950206832962,0.00012214486198658392
component_39,component_34,38,33,0.0012064649570152327,0.00012214486198658392
component_48,component_36,47,35,0.001203258363110372,0.00012214486198658392
component_29,component_18,28,17,0.0011971738140775857,0.00012214486198658392
component_18,component_49,17,48,0.0011965872174359684,0.00012214486198658392
component_46,component_21,45,20,0.00119261612989142,0.00012214486198658392
component_50,component_03,49,2,0.0011877893330566223,0.00012214486198658392
component_32,component_05,31,4,0.0011862201411049706,0.00012214486198658392
component_46,component_29,45,28,0.0011855808788893759,0.00012214486198658392
component_20,component_26,19,25,0.0011844591638554818,0.00012214486198658392
component_10,component_34,9,33,0.0011837110230179296,0.00012214486198658392
component_11,component_17,10,16,0.0011819450027578111,0.00012214486198658392
component_51,component_18,50,17,0.0011816093444410986,0.00012214486198658392
component_05,component_29,4,28,0.001181161385202835,0.00012214486198658392
component_49,component_19,48,18,0.0011798220798883306,0.00012214486198658392
component_59,component_49,58,48,0.0011786051260535694,0.00012214486198658392
component_33,component_53,32,52,0.0011767357859408726,0.00012214486198658392
component_32,component_07,31,6,0.0011766682908777371,0.00012214486198658392
component_02,component_55,1,54,0.001176401977708067,0.00012214486198658392
component_10,component_35,9,34,0.0011739394787681741,0.00012214486198658392
component_48,component_39,47,38,0.0011725982464951654,0.00012214486198658392
component_60,component_56,59,55,0.0011723270021795661,0.00012214486198658392
component_49,component_30,48,29,0.0011715877406637265,0.00012214486198658392
component_32,component_37,31,36,0.0011701948674747423,0.00012214486198658392
component_28,component_46,27,45,0.0011670745070195385,0.00012214486198658392
component_20,component_33,19,32,0.0011651502339756177,0.00012214486198658392
component_22,component_58,21,57,0.0011644376136057807,0.00012214486198658392
component_31,component_24,30,23,0.0011639225024373868,0.00012214486198658392
component_51,component_54,50,53,0.0011633742191661225,0.00012214486198658392
component_41,component_04,40,3,0.0011631902692743785,0.00012214486198658392
component_28,component_58,27,57,0.0011613034204929103,0.00012214486198658392
component_59,component_09,58,8,0.001159639923764943,0.00012214486198658392
component_13,component_35,12,34,0.0011583682161533321,0.00012214486198658392
component_15,component_28,14,27,0.0011517951922977421,0.00012214486198658392
component_33,component_21,32,20,0.001150381933309012,0.00012214486198658392
component_53,component_26,52,25,0.0011487743067713548,0.00012214486198658392
component_56,component_17,55,16,0.0011487322636744976,0.00012214486198658392
component_21,component_31,20,30,0.0011482800557115068,0.00012214486198658392
component_26,component_38,25,37,0.0011465376686442376,0.00012214486198658392
component_23,component_11,22,10,0.0011455141105589802,0.00012214486198658392
component_45,component_05,44,4,0.0011443454984823025,0.00012214486198658392
component_24,component_55,23,54,0.001139509772236346,0.00012214486198658392
component_34,component_20,33,19,0.0011376407567890122,0.00012214486198658392
component_20,component_57,19,56,0.0011352653232406537,0.00012214486198658392
component_07,component_22,6,21,0.0011341160892581188,0.00012214486198658392
component_39,component_10,38,9,0.0011328469239193322,0.00012214486198658392
component_06,component_25,5,24,0.0011325488493655468,0.00012214486198658392
component_52,component_60,51,59,0.0011320380989165496,0.00012214486198658392
component_15,component_20,14,19,0.0011292953036653483,0.00012214486198658392
component_11,component_27,10,26,0.0011276372559709431,0.00012214486198658392
component_45,component_36,44,35,0.0011220270630892296,0.00012214486198658392
component_31,component_52,30,51,0.00111961193463068,0.00012214486198658392
component_41,component_47,40,46,0.0011193910798089034,0.00012214486198658392
component_16,component_04,15,3,0.0011128460252798277,0.00012214486198658392
component_19,component_13,18,12,0.0011118564003236135,0.00012214486198658392
component_02,component_20,1,19,0.0011093356014909136,0.00012214486198658392
component_22,component_24,21,23,0.001109043804072802,0.00012214486198658392
component_18,component_04,17,3,0.0011085391115941861,0.00012214486198658392
component_39,component_27,38,26,0.001107729052099005,0.00012214486198658392
component_43,component_25,42,24,0.0011061170248466007,0.00012214486198658392
component_32,component_56,31,55,0.0011036068255661886,0.00012214486198658392
component_19,component_31,18,30,0.0011034415391916437,0.00012214486198658392
component_21,component_50,20,49,0.0011008264830790352,0.00012214486198658392
component_10,component_25,9,24,0.0011001247604103615,0.00012214486198658392
component_06,component_33,5,32,0.0010973843542126972,0.00012214486198658392
component_53,component_02,52,1,0.00109714395578872,0.00012214486198658392
component_32,component_04,31,3,0.0010962141600004863,0.00012214486198658392
component_38,component_17,37,16,0.0010935208318905891,0.00012214486198658392
component_57,component_46,56,45,0.0010917558042015409,0.00012214486198658392
component_14,component_05,13,4,0.0010901031425422378,0.00012214486198658392
component_19,component_55,18,54,0.001089404225767185,0.00012214486198658392
component_40,component_18,39,17,0.0010859962364257085,0.00012214486198658392
component_19,component_01,18,0,0.0010794078877040352,0.00012214486198658392
component_16,component_57,15,56,0.0010791746656159272,0.00012214486198658392
component_53,component_28,52,27,0.0010723479030257622,0.00012214486198658392
component_35,component_58,34,57,0.001071976131191523,0.00012214486198658392
component_48,component_15,47,14,0.0010710284865603173,0.00012214486198658392
component_13,component_26,12,25,0.001071012368611112,0.00012214486198658392
component_34,component_06,33,5,0.0010700153017998847,0.00012214486198658392
component_60,component_02,59,1,0.00106751827408813,0.00012214486198658392
component_14,component_34,13,33,0.001062033234830499,0.00012214486198658392
component_24,component_42,23,41,0.001061511966241133,0.00012214486198658392
component_28,component_55,27,54,0.0010604076985820635,0.00012214486198658392
component_12,component_40,11,39,0.0010586604999128439,0.00012214486198658392
component_07,component_28,6,27,0.0010584578458787308,0.00012214486198658392
component_47,component_31,46,30,0.001054808544702253,0.00012214486198658392
component_20,component_31,19,30,0.001052403758724165,0.00012214486198658392
component_21,component_05,20,4,0.001051525347566397,0.00012214486198658392
component_31,component_15,30,14,0.0010480064161850992,0.00012214486198658392
component_09,component_56,8,55,0.0010462644729487334,0.00012214486198658392
component_10,component_32,9,31,0.0010454641020944365,0.00012214486198658392
component_34,component_43,33,42,0.0010438765616591255,0.00012214486198658392
component_32,component_39,31,38,0.0010415460298306657,0.00012214486198658392
component_22,component_29,21,28,0.0010412180105807472,0.00012214486198658392
component_59,component_33,58,32,0.0010396114059301417,0.00012214486198658392
component_59,component_16,58,15,0.0010369529732887125,0.00012214486198658392
component_18,component_21,17,20,0.0010354222064237642,0.00012214486198658392
component_39,component_08,38,7,0.0010343436888933146,0.00012214486198658392
component_55,component_24,54,23,0.0010283714384601425,0.00012214486198658392
component_28,component_07,27,6,0.0010277636276049356,0.00012214486198658392
component_31,component_29,30,28,0.0010276763798703456,0.00012214486198658392
component_17,component_18,16,17,0.0010271392769361852,0.00012214486198658392
component_18,component_11,17,10,0.0010265921736439267,0.00012214486198658392
component_24,component_54,23,53,0.0010238686097814424,0.00012214486198658392
component_31,component_28,30,27,0.001022348245833122,0.00012214486198658392
component_08,component_53,7,52,0.0010215380608715684,0.00012214486198658392
component_55,component_36,54,35,0.0010210934691247617,0.00012214486198658392
component_31,component_20,30,19,0.0010198995408360594,0.00012214486198658392
component_58,component_20,57,19,0.0010198313129685932,0.00012214486198658392
component_51,component_07,50,6,0.0010172651594346658,0.00012214486198658392
component_43,component_12,42,11,0.0010165243297691898,0.00012214486198658392
component_19,component_26,18,25,0.0010160962082990375,0.00012214486198658392
component_25,component_57,24,56,0.0010156769932179613,0.00012214486198658392
component_57,component_10,56,9,0.0010136401225648228,0.00012214486198658392
component_59,component_40,58,39,0.0010122808591090018,0.00012214486198658392
component_52,component_17,51,16,0.0010114614164730728,0.00012214486198658392
component_38,component_16,37,15,0.0010031975358925289,0.00012214486198658392
component_54,component_43,53,42,0.0010025421899866472,0.00012214486198658392
component_13,component_07,12,6,0.001002359832564165,0.00012214486198658392
component_36,component_04,35,3,0.0010017681294810202,0.00012214486198658392
component_50,component_10,49,9,0.0010008538956519546,0.00012214486198658392
component_42,component_45,41,44,0.001000099133591707,0.00012214486198658392
component_29,component_54,28,53,0.0009999187677524513,0.00012214486198658392
component_60,component_34,59,33,0.000996392918773218,0.00012214486198658392
component_32,component_27,31,26,0.0009961996931840563,0.00012214486198658392
component_09,component_28,8,27,0.0009952983117884184,0.00012214486198658392
component_28,component_33,27,32,0.0009936775621663583,0.00012214486198658392
component_46,component_42,45,41,0.000989513909121048,0.00012214486198658392
component_05,component_11,4,10,0.0009886918960290046,0.00012214486198658392
component_22,component_16,21,15,0.0009874158873758572,0.00012214486198658392
component_03,component_06,2,5,0.0009853312896059287,0.00012214486198658392
component_53,component_37,52,36,0.0009815830383601814,0.00012214486198658392
component_12,component_25,11,24,0.0009806680577399488,0.00012214486198658392
component_59,component_35,58,34,0.0009806260267985643,0.00012214486198658392
component_22,component_18,21,17,0.0009804664967315883,0.00012214486198658392
component_39,component_03,38,2,0.0009804134472861604,0.00012214486198658392
component_36,component_08,35,7,0.0009783240996053908,0.00012214486198658392
component_44,component_11,43,10,0.0009779236247810985,0.00012214486198658392
component_19,component_07,18,6,0.000976966906394924,0.00012214486198658392
component_35,component_57,34,56,0.0009744527422910656,0.00012214486198658392
component_27,component_29,26,28,0.0009733224964345386,0.00012214486198658392
component_06,component_04,5,3,0.0009688229464716395,0.00012214486198658392
component_17,component_48,16,47,0.0009656335828446096,0.00012214486198658392
component_38,component_23,37,22,0.0009652994189100483,0.00012214486198658392
component_01,component_60,0,59,0.000964011243608036,0.00012214486198658392
component_40,component_14,39,13,0.0009624833424522234,0.00012214486198658392
component_03,component_21,2,20,0.0009622719929908175,0.00012214486198658392
component_33,component_30,32,29,0.0009616916834899168,0.00012214486198658392
component_19,component_35,18,34,0.0009603434369024016,0.00012214486198658392
component_03,component_59,2,58,0.0009580837132184893,0.00012214486198658392
component_11,component_58,10,57,0.0009560610227975677,0.00012214486198658392
component_34,component_41,33,40,0.0009544592906330912,0.00012214486198658392
component_55,component_58,54,57,0.0009462843352048696,0.00012214486198658392
component_54,component_01,53,0,0.0009455103910305482,0.00012214486198658392
component_07,component_44,6,43,0.0009449047039077035,0.00012214486198658392
component_31,component_35,30,34,0.0009441676197396396,0.00012214486198658392
component_07,component_60,6,59,0.0009436260520317653,0.00012214486198658392
component_27,component_24,26,23,0.0009428329943053788,0.00012214486198658392
component_19,component_11,18,10,0.0009427577316854262,0.00012214486198658392
component_44,component_52,43,51,0.000942648969556179,0.00012214486198658392
component_32,component_31,31,30,0.0009416343075453281,0.00012214486198658392
component_23,component_51,22,50,0.0009369024933603715,0.00012214486198658392
component_14,component_39,13,38,0.0009364486172091462,0.00012214486198658392
component_20,component_04,19,3,0.0009362828283130815,0.00012214486198658392
component_08,component_22,7,21,0.0009345679187444456,0.00012214486198658392
component_04,component_06,3,5,0.0009290671512660466,0.00012214486198658392
component_20,component_14,19,13,0.0009286783478358459,0.00012214486198658392
component_27,component_55,26,54,0.0009254104183986384,0.00012214486198658392
component_45,component_17,44,16,0.0009227939217908091,0.00012214486198658392
component_03,component_34,2,33,0.0009216402610902273,0.00012214486198658392
component_29,component_48,28,47,0.0009214715692837264,0.00012214486198658392
component_51,component_37,50,36,0.000920739448170241,0.00012214486198658392
component_10,component_05,9,4,0.0009174133123570644,0.00012214486198658392
component_40,component_42,39,41,0.0009166081259024167,0.00012214486198658392
component_16,component_56,15,55,0.0009137780584716555,0.00012214486198658392
component_43,component_29,42,28,0.0009122966046999275,0.00012214486198658392
component_51,component_34,50,33,0.000911100000896859,0.00012214486198658392
component_55,component_47,54,46,0.0009096730659474864,0.00012214486198658392
component_39,component_38,38,37,0.000907938729976206,0.00012214486198658392
component_11,component_60,10,59,0.0009077725381950166,0.00012214486198658392
component_23,component_01,22,0,0.0009058822138154771,0.00012214486198658392
component_52,component_30,51,29,0.0008977566642517947,0.00012214486198658392
component_09,component_37,8,36,0.0008958118794002872,0.00012214486198658392
component_58,component_08,57,7,0.0008956213184598923,0.00012214486198658392
component_26,component_45,25,44,0.0008915736650337205,0.00012214486198658392
component_18,component_31,17,30,0.0008881468974194996,0.00012214486198658392
component_34,component_38,33,37,0.0008854148435301018,0.00012214486198658392
component_12,component_20,11,19,0.0008853163988446538,0.00012214486198658392
component_58,component_28,57,27,0.0008831442135826173,0.00012214486198658392
component_55,component_53,54,52,0.0008809160232770421,0.00012214486198658392
component_45,component_26,44,25,0.0008786192775274693,0.00012214486198658392
component_33,component_47,32,46,0.0008783721703611948,0.00012214486198658392
component_07,component_36,6,35,0.0008781510931193568,0.00012214486198658392
component_05,component_35,4,34,0.0008760459201272575,0.00012214486198658392
component_20,component_18,19,17,0.0008750741171494173,0.00012214486198658392
component_12,component_54,11,53,0.0008728905386211595,0.00012214486198658392
component_23,component_32,22,31,0.0008728510596180926,0.00012214486198658392
component_17,component_13,16,12,0.000870110790441962,0.00012214486198658392
component_50,component_33,49,32,0.0008661295625051611,0.00012214486198658392
component_26,component_07,25,6,0.0008642162755614496,0.00012214486198658392
component_52,component_28,51,27,0.0008617903276750431,0.00012214486198658392
component_58,component_55,57,54,0.0008569596037928401,0.00012214486198658392
component_39,component_06,38,5,0.0008555926065671818,0.00012214486198658392
component_04,component_41,3,40,0.0008537470161238897,0.00012214486198658392
component_48,component_23,47,22,0.0008509821625781075,0.00012214486198658392
component_58,component_21,57,20,0.0008505953430203672,0.00012214486198658392
component_11,component_12,10,11,0.0008504714156191461,0.00012214486198658392
component_40,component_39,39,38,0.0008503501467139553,0.00012214486198658392
component_52,component_12,51,11,0.0008496297616291802,0.00012214486198658392
component_36,component_53,35,52,0.0008479731960017495,0.00012214486198658392
component_40,component_02,39,1,0.0008471472718720935,0.00012214486198658392
component_49,component_54,48,53,0.0008455479117605311,0.00012214486198658392
component_01,component_16,0,15,0.0008452555841997775,0.00012214486198658392
component_40,component_12,39,11,0.0008418282280205388,0.00012214486198658392
component_38,component_43,37,42,0.0008416910285735143,0.00012214486198658392
component_22,component_39,21,38,0.0008416741072185572,0.00012214486198658392
component_30,component_36,29,35,0.000839810055807209,0.00012214486198658392
component_35,component_09,34,8,0.0008393754426384884,0.00012214486198658392
component_09,component_38,8,37,0.000838295645745708,0.00012214486198658392
component_14,component_33,13,32,0.0008358377413617794,0.00012214486198658392
component_55,component_30,54,29,0.0008358139910700365,0.00012214486198658392
component_59,component_31,58,30,0.000834372487254173,0.00012214486198658392
component_37,component_19,36,18,0.0008321758163806566,0.00012214486198658392
component_29,component_55,28,54,0.0008321362763228824,0.00012214486198658392
component_31,component_60,30,59,0.000831036119876809,0.00012214486198658392
component_33,component_26,32,25,0.0008293926209861993,0.00012214486198658392
component_60,component_36,59,35,0.0008291079932095701,0.00012214486198658392
component_48,component_46,47,45,0.000827077977511788,0.00012214486198658392
component_50,component_04,49,3,0.0008270495343298317,0.00012214486198658392
component_32,component_03,31,2,0.0008252497314388408,0.00012214486198658392
component_60,component_31,59,30,0.0008246067048789724,0.00012214486198658392
component_44,component_33,43,32,0.0008230296384596067,0.00012214486198658392
component_34,component_30,33,29,0.0008219192375061799,0.00012214486198658392
component_35,component_18,34,17,0.0008213652057002712,0.00012214486198658392
component_36,component_39,35,38,0.0008199051290246329,0.00012214486198658392
component_42,component_10,41,9,0.0008176379841496642,0.00012214486198658392
component_55,component_42,54,41,0.0008171647747275382,0.00012214486198658392
component_33,component_04,32,3,0.0008157042429621072,0.00012214486198658392
component_13,component_30,12,29,0.0008138435811905165,0.00012214486198658392
component_44,component_25,43,24,0.0008126639094620868,0.00012214486198658392
component_12,component_57,11,56,0.0008122244606084954,0.00012214486198658392
component_07,component_15,6,14,0.0008119181282287616,0.00012214486198658392
component_39,component_41,38,40,0.0008097493007771596,0.00012214486198658392
component_31,component_04,30,3,0.0008073887600098355,0.00012214486198658392
component_33,component_54,32,53,0.0008061652157707556,0.00012214486198658392
component_29,component_10,28,9,0.000803887386846126,0.00012214486198658392
component_07,component_52,6,51,0.0008030859952067996,0.00012214486198658392
component_56,component_55,55,54,0.0007977607486589749,0.00012214486198658392
component_29,component_30,28,29,0.0007960959760565597,0.00012214486198658392
component_31,component_43,30,42,0.0007953768221567746,0.00012214486198658392
component_05,component_47,4,46,0.0007945810558539539,0.00012214486198658392
component_06,component_22,5,21,0.0007927201704936836,0.00012214486198658392
component_13,component_41,12,40,0.0007909298947046548,0.00012214486198658392
component_17,component_04,16,3,0.0007906174587628908,0.00012214486198658392
component_38,component_39,37,38,0.0007863107581205143,0.00012214486198658392
component_58,component_59,57,58,0.0007854879296220895,0.00012214486198658392
component_56,component_39,55,38,0.0007841064789409095,0.00012214486198658392
component_40,component_38,39,37,0.0007837680235578684,0.00012214486198658392
component_44,component_12,43,11,0.0007831000214477752,0.00012214486198658392
component_34,component_36,33,35,0.0007807030634909691,0.00012214486198658392
component_34,component_02,33,1,0.0007789415668384771,0.00012214486198658392
component_52,component_35,51,34,0.0007750584437868777,0.00012214486198658392
component_35,component_24,34,23,0.0007748937143448839,0.00012214486198658392
component_10,component_56,9,55,0.0007743481251231864,0.00012214486198658392
component_29,component_16,28,15,0.000773202908939147,0.00012214486198658392
component_31,component_17,30,16,0.0007711429312560406,0.00012214486198658392
component_11,component_55,10,54,0.0007655835596728786,0.00012214486198658392
component_39,component_48,38,47,0.0007649829919223883,0.00012214486198658392
component_40,component_55,39,54,0.0007644932109883756,0.00012214486198658392
component_59,component_15,58,14,0.0007623134796890269,0.00012214486198658392
component_30,component_11,29,10,0.0007613828850541729,0.00012214486198658392
component_44,component_23,43,22,0.000760727704126167,0.00012214486198658392
component_24,component_45,23,44,0.0007601219188115926,0.00012214486198658392
component_20,component_56,19,55,0.000759791303018427,0.00012214486198658392
component_08,component_36,7,35,0.0007594788485337648,0.00012214486198658392
component_30,component_35,29,34,0.0007593809270466573,0.00012214486198658392
component_45,component_18,44,17,0.0007585716717073516,0.00012214486198658392
component_29,component_42,28,41,0.0007582836812996684,0.00012214486198658392
component_18,component_09,17,8,0.0007580453478477533,0.00012214486198658392
component_23,component_39,22,38,0.0007565687905158327,0.00012214486198658392
component_34,component_24,33,23,0.0007540346954652897,0.00012214486198658392
component_16,component_59,15,58,0.0007525481091143398,0.00012214486198658392
component_18,component_36,17,35,0.0007510617389526971,0.00012214486198658392
component_06,component_43,5,42,0.0007501096821625915,0.00012214486198658392
component_38,component_25,37,24,0.0007495606126892436,0.00012214486198658392
component_51,component_02,50,1,0.0007491487427038906,0.00012214486198658392
component_17,component_51,16,50,0.0007477512124596283,0.00012214486198658392
component_48,component_33,47,32,0.0007476309551708708,0.00012214486198658392
component_56,component_42,55,41,0.0007403644297072334,0.00012214486198658392
component_29,component_25,28,24,0.0007394714972443781,0.00012214486198658392
component_59,component_14,58,13,0.0007388827650278091,0.00012214486198658392
component_27,component_01,26,0,0.000735859825541154,0.00012214486198658392
component_40,component_44,39,43,0.0007351371408678394,0.00012214486198658392
component_50,component_58,49,57,0.0007324391315097927,0.00012214486198658392
component_33,component_41,32,40,0.0007317831514316367,0.00012214486198658392
component_05,component_37,4,36,0.0007312297272582297,0.00012214486198658392
component_38,component_44,37,43,0.0007283917943949448,0.00012214486198658392
component_35,component_51,34,50,0.0007283819483578064,0.00012214486198658392
component_12,component_33,11,32,0.000726573383295641,0.00012214486198658392
component_38,component_05,37,4,0.0007256898484385611,0.00012214486198658392
component_15,component_04,14,3,0.0007238858101140187,0.00012214486198658392
component_54,component_16,53,15,0.0007238649099518317,0.00012214486198658392
component_36,component_17,35,16,0.0007229183439194653,0.00012214486198658392
component_58,component_40,57,39,0.0007227439997385488,0.00012214486198658392
component_02,component_10,1,9,0.0007209469891788603,0.00012214486198658392
component_26,component_50,25,49,0.0007172472064082664,0.00012214486198658392
component_53,component_54,52,53,0.0007116477214009695,0.00012214486198658392
component_13,component_11,12,10,0.0007115309428662554,0.00012214486198658392
component_33,component_58,32,57,0.0007102415326028269,0.00012214486198658392
component_42,component_41,41,40,0.0007102401721455644,0.00012214486198658392
component_04,component_24,3,23,0.0007082694770389852,0.00012214486198658392
component_47,component_40,46,39,0.0007071704258885018,0.00012214486198658392
component_60,component_45,59,44,0.0007047396842261175,0.00012214486198658392
component_08,component_24,7,23,0.0007045967485973987,0.00012214486198658392
component_04,component_47,3,46,0.0007041764391970073,0.00012214486198658392
component_32,component_40,31,39,0.0007027422108396653,0.00012214486198658392
