split,component,rmse,mae,corr
val,component_03,0.7014171863042138,0.5673621002074951,0.5973237132237706
val,component_04,0.6829006345108626,0.5436890799110626,0.5828830539484038
val,component_05,0.6602631901491168,0.5385070110672339,0.5986838716418358
val,component_06,0.6840248294930619,0.5440342160073053,0.6794902514553828
val,component_07,0.6938001913896011,0.5620305930941745,0.5649250443293057
val,component_08,0.7114142423599106,0.5613053122963947,0.5193749179312241
val,component_09,0.7068684463739504,0.5771934422322572,0.5140259419305303
val,component_10,0.689372408324014,0.5550700778217055,0.5775121129651382
val,component_11,0.6968045299328829,0.5606525204484656,0.6238267530286954
val,component_12,0.7310774340201728,0.5842949897811526,0.45467048505967816
val,component_13,0.7121610697270225,0.5646266457298486,0.4247271317613387
val,component_14,0.7001409872730963,0.5573905514099372,0.5838592121635792
val,component_15,0.720878791980048,0.573957646974655,0.41127383196905853
val,component_16,0.700648464903962,0.5574890601894271,0.4597006157872557
val,component_17,0.7211861640856225,0.5689622470775917,0.41614511166757
val,component_18,0.7080560174411192,0.558085502420661,0.43470225680955793
val,component_19,0.7194370854278701,0.5592955988873254,0.5083236845558025
val,component_20,0.7084410309314219,0.5597461822440817,0.4613312466133749
val,component_21,0.7331223560603805,0.5833060203929192,0.35381606001961907
val,component_22,0.7150363048002112,0.5656496712549562,0.4864817541486426
val,component_23,0.7136442127431205,0.5600093605206882,0.5165368532642122
val,component_24,0.7202816166155445,0.5785928025079718,0.4257195866969316
val,component_25,0.7467721983761515,0.5962725077055281,0.3604736070983813
val,component_26,0.6782237376795586,0.5438232453724877,0.4595462932458372
val,component_27,0.7566492511848585,0.6006123171730798,0.30450484964501917
val,component_28,0.7396352899871749,0.5918781151063824,0.3945015008494469
val,component_29,0.7500136786248676,0.6070994156331615,0.3672790122076003
val,component_30,0.70139899405043,0.5647335520224714,0.41216458099788494
val,component_31,0.7164449476893513,0.5742602327912028,0.5404370340213243
val,component_32,0.7122965796936945,0.5599559806050182,0.49933728443316094
val,component_33,0.7073539116690266,0.5678940946320151,0.29731029298532186
val,component_34,0.6347923840803603,0.5011093243583161,0.5042419730593802
val,component_35,0.716932875409217,0.5731728425898593,0.42551977728038953
val,component_36,0.759085868307711,0.6048935057189231,0.3671580278073996
val,component_37,0.7303208606540957,0.5792593390092752,0.423368980094349
val,component_38,0.7289898632000423,0.571601756837006,0.326772953488293
val,component_39,0.6687683944748841,0.5443769057079121,0.356918929742272
val,component_40,0.7076924307836078,0.5531565464614627,0.20835641619740786
val,component_41,0.7206729868388839,0.5628213135939879,0.3642283060434209
val,component_42,0.6881074151857424,0.5501298372241705,0.382263310587955
val,component_43,0.6927207630823482,0.5424959993861405,0.4496672060731906
val,component_44,0.6967875586899703,0.5666737094228467,0.33486719882851024
val,component_45,0.7173380163926618,0.5830746843133234,0.3634794294571584
val,component_46,0.6997719453062624,0.5445387606799238,0.388087741567173
val,component_47,0.7067448738875067,0.5557248113794474,0.3748636964861699
val,component_48,0.713198915795959,0.5723986525891553,0.4341375719142634
val,component_49,0.694271248277384,0.5578241112969015,0.3368448902715484
val,component_50,0.6808049513466963,0.5502940083457191,0.3932167102489755
val,component_51,0.7267189519342081,0.5761353533145147,0.3102123105240432
val,component_52,0.7074526037604122,0.56316214617283,0.3950916643044414
val,component_53,0.6581312174502628,0.5284896694386161,0.3750395616908048
val,component_54,0.6724519060135079,0.5435118462980144,0.47177870751942597
val,component_55,0.6803518664282842,0.5387754652438046,0.2556631326393537
val,component_56,0.6613872586607824,0.5235113220821809,0.3647646266002324
val,component_57,0.7312850528300919,0.5780443127553123,0.3630743053716747
val,component_58,0.6921615448320233,0.5503621580820405,0.4284114881530166
val,component_59,0.7117972066488814,0.5686686316839491,0.24661963373520912
val,component_60,0.7036852081507082,0.5681237670432003,0.36990053654974164
test,overall,0.7131848907309559,0.5682826023916046,0.4615280655969517
test,component_01,0.556706401292453,0.44206566195857533,0.759128971073319
test,component_02,0.6992373293534504,0.5489500218053759,0.6306476234913728
test,component_03,0.6798511941797669,0.5442793725340686,0.5762244109532986
test,component_04,0.642228071716107,0.5171078389215498,0.5672374586718398
test,component_05,0.6644268724377699,0.5291823597421987,0.493455112166795
test,component_06,0.639683358635883,0.5175361927855799,0.6993124326428063
test,component_07,0.7393018267964315,0.5879766802328841,0.49113565588966474
test,component_08,0.7075247326905209,0.5607511870751651,0.5605598711598672
test,component_09,0.7201742074008586,0.5803734974654808,0.46332327745163704
test,component_10,0.6866864963000235,0.538988999824472,0.5854431680893764
test,component_11,0.7663868033280165,0.6266837125962678,0.5467801755895122
test,component_12,0.6807225146235951,0.5485612475023074,0.5213968638384241
test,component_13,0.707550974922763,0.5537330713665485,0.5194115257614984
test,component_14,0.7202385893023228,0.5737111069618958,0.4754615915719729
test,component_15,0.7301584355474809,0.5764580490295449,0.48106605814596803
test,component_16,0.7057389523025733,0.5615640498726167,0.5326344180331143
test,component_17,0.7374082928699307,0.5774423445529369,0.4255044885772813
test,component_18,0.7132158506182412,0.5776591579183727,0.4582043341756314
test,component_19,0.6789999364475591,0.5368495613653046,0.4660280759061153
test,component_20,0.7405519056631764,0.5919028778020015,0.46841474972521946
test,component_21,0.7568957866458907,0.6042138361031304,0.3686150330067616
