model,horizon,component,rmse,mae,corr
RNN,1,overall,0.7242975680564537,0.5791043670778269,0.43450942107941604
RNN,1,component_01,0.5873206904944908,0.47306073791267367,0.7296056418231432
RNN,1,component_02,0.6995681857651218,0.5472618810345287,0.6310592791809518
RNN,1,component_03,0.6823927709498453,0.5497675077058388,0.5726514875259993
RNN,1,component_04,0.6676816416034098,0.5413786592133504,0.5213236473431199
RNN,1,component_05,0.6725092326299503,0.5343683481083888,0.4894933602506288
RNN,1,component_06,0.6568394177344732,0.5273976673814936,0.660543900389911
RNN,1,component_07,0.7354039966212977,0.5909724087916971,0.46935382343473325
RNN,1,component_08,0.7267700748094991,0.5802532690438044,0.5366694091718109
RNN,1,component_09,0.6730761677305964,0.5336617876806139,0.5920732492168785
RNN,1,component_10,0.7496166728095576,0.6045639449526152,0.4178332542828219
RNN,1,component_11,0.7747213970878187,0.6239068824151112,0.5473467217227725
RNN,1,component_12,0.6978288852522941,0.5602332140137408,0.48915033684275727
RNN,1,component_13,0.7519654874812197,0.5921918729291064,0.40101198187718384
RNN,1,component_14,0.7147220546369562,0.561306179124762,0.49490081747688003
RNN,1,component_15,0.7350492681895142,0.5883434951406705,0.47340878913490536
RNN,1,component_16,0.7156179099628039,0.5726909129986604,0.5137320921755757
RNN,1,component_17,0.7486040560532417,0.6008616282618886,0.3630460482479995
RNN,1,component_18,0.7392733209691711,0.5857185543392728,0.39434285556029797
RNN,1,component_19,0.7402220997704739,0.5975069575531251,0.3826269753581108
RNN,1,component_20,0.6875578279664413,0.5365737982752595,0.45862416662582056
RNN,1,component_21,0.735977302076229,0.5904444463291476,0.396693003402389
RNN,1,component_22,0.7232266836130946,0.5870013194283529,0.5314180988241214
RNN,1,component_23,0.7325166594054535,0.5994247214856249,0.46213717375625896
RNN,1,component_24,0.7677301664924404,0.6239541215673988,0.28791462157253045
RNN,1,component_25,0.6776863346445651,0.5459556010113065,0.43059115898550426
RNN,1,component_26,0.7593743974972547,0.6072234268512022,0.3465334247598367
RNN,1,component_27,0.7609518741011115,0.6115313493214026,0.3093716341650602
RNN,1,component_28,0.6964293416479612,0.5588222709905405,0.3461127495651206
RNN,1,component_29,0.6575616616898929,0.5334488248370677,0.4919065675950862
RNN,1,component_30,0.795643837250887,0.6274018031672417,0.46642103564108073
RNN,1,component_31,0.7549037421945376,0.6064112175674011,0.31895129494912045
RNN,1,component_32,0.7950090891277507,0.6391465628827758,0.2674638542047388
RNN,1,component_33,0.754920000131916,0.6091225471580888,0.34352955126034246
RNN,1,component_34,0.7411264267528109,0.5981583960107186,0.4339459670700182
RNN,1,component_35,0.8196920523158907,0.6662556100702914,0.25883501198153425
RNN,1,component_36,0.6616872773421759,0.5297145841827333,0.36976690458715095
RNN,1,component_37,0.7421369050731726,0.5921904713770222,0.3535920484725998
RNN,1,component_38,0.7543676882976409,0.5909135361954807,0.2426428912812033
RNN,1,component_39,0.7325491770857677,0.5907618890484002,0.2638062809136138
RNN,1,component_40,0.7222939383323358,0.5827356248997028,0.2762013393968799
RNN,1,component_41,0.7461064202060312,0.6042201301773885,0.27152397072471596
RNN,1,component_42,0.7988332343069096,0.6464744876755215,0.2631135168038264
RNN,1,component_43,0.6861455124224695,0.5431882769851464,0.3296065453723563
RNN,1,component_44,0.6954184842060794,0.5544579801333119,0.3352078956717522
RNN,1,component_45,0.712583798745283,0.573618475056265,0.3948490119005978
RNN,1,component_46,0.739948613817431,0.5939966969572104,0.3189176450518057
RNN,1,component_47,0.7203077740101119,0.5727607804177277,0.26055819433747024
RNN,1,component_48,0.7106902122645995,0.5679828337317734,0.36359970247536844
