source,target,total_effect
4,24,-0.04160513356745681
4,25,-0.0005668287181413138
4,26,-0.02188581311421391
4,27,0.12958874438536808
4,28,-0.03792535611979765
4,29,0.027289321363576417
4,30,0.18059482714150996
4,31,-0.010894047256753529
4,32,0.03218927348453142
4,33,0.0021313769084293226
4,34,0.10944690568373308
4,35,0.13344711110261273
4,36,-0.0060297986281363705
4,37,0.0005070209198847066
4,38,0.0464113952533006
4,39,0.15246618315914995
4,40,-0.01143321085338006
4,41,-0.29738476228104394
4,42,0.03552908143627039
4,43,0.026020110714447854
4,44,-0.01381830837885809
4,45,-0.021602197165845015
4,46,-0.0243853909854749
4,47,-0.007679033544451366
4,48,0.012378365529477416
4,49,0.3163045657147577
4,50,-0.04885390385516905
4,51,0.1274296242428459
4,52,-0.04514439961429352
4,53,-0.02971525505512587
4,54,-0.1356427767777207
4,55,0.02125375134202495
4,56,-0.07689657840177751
4,57,-0.22587541099222974
4,58,-0.3862293511308402
4,59,0.2543848961470007
5,0,-0.18756124897854035
5,1,0.018803561687124975
5,2,0.035870458795283056
5,3,-0.014727131024499058
5,4,-0.023052116838962498
5,6,-0.010218805827503634
5,7,-0.146323656731726
5,8,-0.11176151998445634
5,9,0.015371923883274357
5,10,0.0004905252570502898
5,11,-0.006060474396357014
5,12,0.013195825220739919
5,13,0.03410677657130103
5,14,0.00011124618590933507
5,15,0.04778763196771195
5,16,0.005463755241370673
5,17,-0.021158333721281487
5,18,0.006360440762303373
5,19,-0.09159577776171621
5,20,0.035735209588607694
5,21,-0.015339283918380353
5,22,-0.023060567805020932
5,23,-0.021792096177634505
5,24,-0.051902497543507876
5,25,-0.006596719420064468
5,26,-0.05158502420997859
5,27,0.12355001860123156
5,28,-0.010862843699963837
5,29,-0.019537032175906157
5,30,0.5971151065341322
5,31,-0.00020824703022551203
5,32,-0.03630673365419212
5,33,-0.0009949958665098795
5,34,0.22278649416185484
5,35,0.013662854928533322
5,36,0.027793333871034612
5,37,0.006773164504129136
5,38,-0.022187567221261625
5,39,0.014910780586523512
5,40,-0.23804282071122185
5,41,0.0028206318034330624
5,42,0.07261776171666388
5,43,0.008544142319500781
5,44,-0.1539907666374847
5,45,0.004477504266443302
5,46,-0.0295482969009096
5,47,-0.04264491017015302
5,48,0.23408819822404558
5,49,-0.054439787611568785
5,50,0.008998246175570063
5,51,-0.1038496516295273
5,52,-0.010291851406354855
5,53,0.005173244248515525
5,54,-0.06344088303722034
5,55,-0.014966337038156221
5,56,0.07720610184353313
5,57,-0.22077765786571865
5,58,0.21442397331788454
5,59,0.030949772489413815
6,0,-0.04055539279659782
6,1,-0.11258183436700152
6,2,-0.016673561142875753
6,3,-0.007671200952502248
6,4,-0.01042253494628151
6,5,0.013582231641712668
6,7,-0.016553581045121963
6,8,0.008913062233857518
6,9,-0.03950204142696499
6,10,-0.02972487248421802
6,11,-0.006292220505454406
6,12,0.0028029055847504677
6,13,0.008603282152691984
6,14,-0.020378821204135703
6,15,-0.020469579279112457
6,16,0.005302942208350237
6,17,-0.007016372326768963
6,18,0.0008687934301794578
6,19,-0.011074055650089685
6,20,0.014341083918378633
6,21,-0.004896478017973163
