source,mediator,target,amce,abs_amce
0,7,27,-0.004166670218629343,0.004166670218629343
0,7,28,-0.0013853620505465906,0.0013853620505465906
0,7,29,0.001239570375004027,0.001239570375004027
0,7,30,-0.0011611600132613341,0.0011611600132613341
0,7,31,0.0010332326479602794,0.0010332326479602794
0,7,32,-0.002151750269532631,0.002151750269532631
0,7,33,0.0006843592645597679,0.0006843592645597679
0,7,34,-0.0010776778474039625,0.0010776778474039625
0,7,35,-0.003971741793543782,0.003971741793543782
0,7,36,-0.0007887523146734622,0.0007887523146734622
0,7,37,-0.005461871258285961,0.005461871258285961
0,7,38,-0.0012417275430865896,0.0012417275430865896
0,7,39,-0.001756191135556757,0.001756191135556757
0,7,40,-0.006914747063825489,0.006914747063825489
0,7,41,0.003127180248385499,0.003127180248385499
0,7,42,-0.00037704231608686714,0.00037704231608686714
0,7,43,-0.004334647359620975,0.004334647359620975
0,7,44,-0.009008877448214632,0.009008877448214632
0,7,45,-0.0022532734369356054,0.0022532734369356054
0,7,46,-0.014929618307760779,0.014929618307760779
0,7,47,-0.019930955702779824,0.019930955702779824
0,7,48,-0.0009189450157212558,0.0009189450157212558
0,7,49,-0.002522622324921295,0.002522622324921295
0,7,50,0.0019456558204131327,0.0019456558204131327
0,7,51,-0.014027411398075312,0.014027411398075312
0,7,52,6.721521700709408e-05,6.721521700709408e-05
0,7,53,-0.0001676483429015102,0.0001676483429015102
0,7,54,0.002330026877187775,0.002330026877187775
0,7,55,-0.008508878949634948,0.008508878949634948
0,7,56,0.011423430301090618,0.011423430301090618
0,7,57,0.0013552302637192901,0.0013552302637192901
0,7,58,0.004010301282092898,0.004010301282092898
0,7,59,-0.003932724219839318,0.003932724219839318
0,11,1,-0.009122603917951229,0.009122603917951229
0,11,2,0.012277940642585198,0.012277940642585198
0,11,3,-0.03807512709786887,0.03807512709786887
0,11,4,0.00031237874690160473,0.00031237874690160473
0,11,5,-0.003114313530862783,0.003114313530862783
0,11,6,0.00019300047706783115,0.00019300047706783115
0,11,7,-0.0003211274144651587,0.0003211274144651587
0,11,8,-5.4564961141663404e-05,5.4564961141663404e-05
0,11,9,0.0015525120132694283,0.0015525120132694283
0,11,10,-0.01653119460470638,0.01653119460470638
0,11,12,7.957523035434292e-05,7.957523035434292e-05
0,11,13,-0.018527196165199385,0.018527196165199385
0,11,14,0.03515052196527704,0.03515052196527704
0,11,15,-0.005338282506840351,0.005338282506840351
0,11,16,0.0036151754485753817,0.0036151754485753817
0,11,17,0.01922253189320308,0.01922253189320308
0,11,18,-0.003136520183004296,0.003136520183004296
0,11,19,0.007015699134354225,0.007015699134354225
0,11,20,-0.003910265654422591,0.003910265654422591
0,11,21,0.020365705584260253,0.020365705584260253
0,11,22,0.0026449002285689064,0.0026449002285689064
0,11,23,0.008547333458184396,0.008547333458184396
0,11,24,-0.012037841794633554,0.012037841794633554
0,11,25,-0.0013043883346713623,0.0013043883346713623
0,11,26,0.0011727798651905343,0.0011727798651905343
0,11,27,-0.007797360025745476,0.007797360025745476
0,11,28,-0.0006849506668845054,0.0006849506668845054
0,11,29,0.012481460257899887,0.012481460257899887
0,11,30,-0.0028171363261494907,0.0028171363261494907
0,11,31,0.0024036983974160403,0.0024036983974160403
0,11,32,-0.00898589490532718,0.00898589490532718
0,11,33,-0.0036491719720589855,0.0036491719720589855
0,11,34,0.0035069997819075134,0.0035069997819075134
0,11,35,-0.044754516279156505,0.044754516279156505
0,11,36,-0.014662010641247935,0.014662010641247935
0,11,37,-0.00022652406282243467,0.00022652406282243467
0,11,38,-0.002158352280530797,0.002158352280530797
0,11,39,-0.003416995961539537,0.003416995961539537
0,11,40,0.0010159766071803392,0.0010159766071803392
0,11,41,0.002930274612895553,0.002930274612895553
0,11,42,0.007142311745937805,0.007142311745937805
0,11,43,-0.047424591456232915,0.047424591456232915
0,11,44,0.0009664271092391678,0.0009664271092391678
0,11,45,0.017285238738291967,0.017285238738291967
0,11,46,-0.01799719533008782,0.01799719533008782
0,11,47,-0.00022204084658266094,0.00022204084658266094
0,11,48,0.005496610757055123,0.005496610757055123
0,11,49,0.012967246430299294,0.012967246430299294
0,11,50,0.013684296633554282,0.013684296633554282
0,11,51,-0.0004821568977706495,0.0004821568977706495
0,11,52,0.0022628793322243966,0.0022628793322243966
0,11,53,-0.004438740793472579,0.004438740793472579
0,11,54,0.006429329993630467,0.006429329993630467
0,11,55,0.0005284497207500917,0.0005284497207500917
0,11,56,0.08316521582904951,0.08316521582904951
0,11,57,0.012553783655293218,0.012553783655293218
0,11,58,0.009012869057531599,0.009012869057531599
0,11,59,-0.008736691664341396,0.008736691664341396
0,14,1,-0.004741710979592207,0.004741710979592207
0,14,2,0.002831318068713347,0.002831318068713347
0,14,3,0.013010715920728541,0.013010715920728541
0,14,4,0.002829630333755499,0.002829630333755499
0,14,5,0.0007124084222656637,0.0007124084222656637
0,14,6,-2.0205704265879847e-05,2.0205704265879847e-05
0,14,7,-6.607758027539312e-05,6.607758027539312e-05
0,14,8,0.0006132802751147398,0.0006132802751147398
0,14,9,-0.00020153159434300886,0.00020153159434300886
0,14,10,0.0007223742957352406,0.0007223742957352406
0,14,11,-0.0014345847702235386,0.0014345847702235386
0,14,12,0.001228878094718928,0.001228878094718928
0,14,13,-0.010642977736506886,0.010642977736506886
0,14,15,-0.008225696710438978,0.008225696710438978
0,14,16,0.0007720710365383511,0.0007720710365383511
0,14,17,-0.0022171324225212044,0.0022171324225212044
0,14,18,-0.000529768604626273,0.000529768604626273
0,14,19,-0.002958894892459214,0.002958894892459214
0,14,20,-0.000986731787645744,0.000986731787645744
0,14,21,0.007093531819228351,0.007093531819228351
0,14,22,0.0021725784381136284,0.0021725784381136284
0,14,23,-0.0032481532173379173,0.0032481532173379173
0,14,24,-0.0020928394656077004,0.0020928394656077004
0,14,25,-2.09024146454651e-05,2.09024146454651e-05
0,14,26,0.0012429364032945347,0.0012429364032945347
0,14,27,-0.0019364929743769005,0.0019364929743769005
0,14,28,0.0005659396246694897,0.0005659396246694897
