source,target,lag,coefficient,p_value
13,46,1,-0.05972812586635656,0.0005802463830207553
13,50,1,-0.0967649684634606,2.350069268413752e-08
14,3,1,0.06258863249174706,0.0003131778952911925
14,13,1,-0.10501310409810029,1.35512228416665e-09
14,14,1,0.23267806252431858,5.849620740470576e-42
14,14,3,0.06200469169887432,0.00035635848981687356
14,15,1,-0.06178726315060754,0.0003715258623506866
14,21,1,0.06890224826613188,7.213176161318995e-05
14,33,1,0.06578913291893747,0.00015100468391445704
14,35,1,-0.0963013086870657,2.8358900212940944e-08
14,35,2,0.059394294329062375,0.000630092271784646
14,42,1,0.07427708401094398,1.894265567467591e-05
14,43,1,-0.09918825674399202,1.0583551175686568e-08
14,45,1,0.08141643527247408,2.6835833830194834e-06
14,54,1,-0.14045867561875927,4.591102721933962e-16
14,58,1,0.10526199494445189,1.2600107947870018e-09
15,6,1,-0.08861944557818538,3.1871228323692607e-07
15,15,1,0.33733043557007647,3.7515873865945855e-89
15,26,1,-0.09999214721093608,7.670800528907764e-09
15,42,1,-0.06725190250215894,0.0001071271216355289
15,49,1,-0.3287499314464205,2.1954460114868283e-84
15,49,2,0.08054736205847142,3.4389574013256596e-06
15,59,1,-0.06304656024644181,0.00028159585839289576
16,0,1,-0.07253632971257302,2.9195097486675227e-05
16,1,1,0.16625518115189716,5.805182855469637e-22
16,2,1,0.18720087649361086,1.6524990859296257e-27
16,3,1,-0.09122700746215037,1.416690647354573e-07
16,3,2,0.0659677218068324,0.0001438566073620222
16,3,3,0.06248941189391183,0.0003168236891394839
16,6,2,0.062283105119790586,0.00033165769732535795
16,9,1,0.22732009332253952,4.21124584877559e-40
16,16,1,0.3201140049951391,5.506613558275208e-80
16,20,1,-0.07628355581830622,1.0849565126107186e-05
16,26,1,-0.07317361758457222,2.43297009596991e-05
16,27,1,0.06040823181634385,0.0005005568172729568
16,28,1,-0.14645747597817435,2.2008739779945548e-17
16,34,2,0.05977366340951374,0.0005691411825560276
16,39,1,0.06474140730563943,0.00019100587862397867
16,40,1,0.07914712587997418,4.990864608660857e-06
16,42,1,0.059577769018355264,0.0006002779711195048
16,47,1,-0.09429711660872382,5.2990689359801634e-08
16,53,1,-0.09863087888199557,1.2351246973380288e-08
16,54,1,-0.06853333005063185,7.827246036338794e-05
16,57,1,0.08589796606513111,7.451301110857436e-07
16,58,1,0.07369571346202029,2.151442426413208e-05
16,59,1,0.08273134242221099,1.8447805820679496e-06
17,2,1,0.11812109843106662,9.221729791463441e-12
17,2,2,-0.06412954415835025,0.0002225444279772342
17,3,1,-0.07424479580246,1.8826737007928508e-05
17,13,1,-0.06783037331272604,9.289671049933103e-05
17,14,1,-0.08533434774984464,8.672366357721551e-07
17,17,1,0.11145284289587784,1.2218669929167857e-10
17,17,3,0.07157658298632605,3.690022767469487e-05
17,22,1,-0.07236911340268236,3.0125887854043595e-05
17,23,1,0.0723690828297147,3.0293036292402778e-05
17,30,1,-0.089799898080899,2.2609659691298162e-07
17,33,1,-0.09214555356319326,1.0637250393919795e-07
17,38,1,-0.1462170492703858,2.623595329666986e-17
17,45,1,-0.09344902750976711,6.974737460815159e-08
18,0,1,0.06369435972512745,0.00024450296362568376
18,11,1,-0.1481274056060164,9.883677464680903e-18
18,14,1,-0.09840664527756178,1.3735394418790571e-08
18,14,2,0.08509603404534502,9.339655548222206e-07
18,17,1,-0.07039805985880668,4.9761094914513545e-05
18,18,1,0.15566994911836166,1.953606586658815e-19
18,21,2,-0.08756827684386352,4.444241164636477e-07
18,24,1,0.07268158131663138,2.805821466505387e-05
18,27,1,0.20145364199444352,1.0700995706796087e-31
18,29,1,0.12380775588676085,8.679839492917098e-13
18,32,1,0.10007455352392039,7.611787503395848e-09
18,35,1,0.06576182886742123,0.00015266682606381143
18,43,1,0.10584336330508946,1.0031450938920527e-09
18,43,2,-0.05756008398876496,0.0009161685951960404
18,44,1,-0.06701407253664257,0.00011387129459332296
18,55,2,0.06320026239507985,0.00027090878428030285
19,0,1,-0.059605385832659265,0.0005979030736463469
19,2,2,0.059339710570359486,0.0006350051000122823
19,11,1,0.08722697738253457,4.849947885701793e-07
19,13,2,-0.06695871539738033,0.00011400295547160572
19,18,1,-0.09847315384177438,1.3228800191932831e-08
19,19,1,0.1850520098226586,5.929933219209222e-27
19,19,4,0.05836587508211554,0.0007707539284908106
19,21,1,0.12050939583348393,3.3734144940892033e-12
19,24,1,-0.07715148219104866,8.706545914283904e-06
19,27,1,0.07923049310605423,4.941919011539822e-06
19,32,2,0.06893876337872297,7.077973664260162e-05
19,35,1,-0.07553623233475586,1.350949687968307e-05
19,36,1,-0.062377428342480015,0.00032412101969143183
19,43,1,-0.07626536031617494,1.1036342214336183e-05
20,0,1,-0.06532391552081547,0.00016742177811992787
20,1,2,0.061778055008838505,0.00037456963943730963
20,2,1,0.06517505947573278,0.00017445329119923744
20,6,1,-0.11193819561259569,1.0143428981650046e-10
20,7,1,-0.06583397188133448,0.0001477254805195486
20,16,1,0.16432092876837473,1.5826074457799304e-21
20,20,1,0.36764469270501593,8.90152376230378e-107
20,36,1,0.059678958199692746,0.0005807693370393721
