model,horizon,component,rmse,mae,corr
RNN,1,overall,0.7352654883896821,0.5877914812405524,0.4038368961352292
RNN,1,component_01,0.6089493180704669,0.48865025914266497,0.7006700418781282
RNN,1,component_02,0.7050109398698088,0.5501193484409971,0.6244608527684746
RNN,1,component_03,0.7015987379587877,0.5686013913829533,0.5523622837062667
RNN,1,component_04,0.6869387581034451,0.5495079204682557,0.47603772653365645
RNN,1,component_05,0.7086325044589529,0.5604076901367534,0.4046734990212527
RNN,1,component_06,0.6792282376950315,0.5438959601706789,0.6368244947974004
RNN,1,component_07,0.7518934079743579,0.6090261977377865,0.4256339068906141
RNN,1,component_08,0.7588703349361725,0.6078761897476174,0.4759868274851185
RNN,1,component_09,0.6901290335893724,0.5535493775617311,0.5654248243864047
RNN,1,component_10,0.7635807681973013,0.6219527518722376,0.37186229761066686
RNN,1,component_11,0.7995508189252365,0.6436982688457215,0.5041133862320673
RNN,1,component_12,0.716338135588321,0.5720145239355018,0.4527795572322819
RNN,1,component_13,0.7672513597084735,0.6072932683490975,0.3519928571062189
RNN,1,component_14,0.7376520693684084,0.5839099409606437,0.4429511036738619
RNN,1,component_15,0.7515281618069773,0.6040935597415633,0.4433354611719641
RNN,1,component_16,0.7630795256135545,0.6093600018947849,0.4058016346285696
RNN,1,component_17,0.7672333334525523,0.6123160749393286,0.3024211197286256
RNN,1,component_18,0.7666239014486512,0.6117255037185295,0.30565801650953933
RNN,1,component_19,0.7418183275648312,0.5974904994278069,0.37816254619900486
RNN,1,component_20,0.7063667661047185,0.5541026242993528,0.41215023371844034
RNN,1,component_21,0.7441362963001349,0.5985792804625548,0.36692303700378315
RNN,1,component_22,0.7399302266627025,0.6018773219152673,0.5031376792400962
RNN,1,component_23,0.7383146784176262,0.5966801273991637,0.4537666313464548
RNN,1,component_24,0.7758481660839535,0.627812159923356,0.23185486583689704
RNN,1,component_25,0.6777582650104896,0.5500521817280519,0.41465256614414814
RNN,1,component_26,0.775353305174794,0.618984759556286,0.28496425991492047
RNN,1,component_27,0.778434372943496,0.6211116945116141,0.24333364565195864
RNN,1,component_28,0.6851803875150704,0.5484439682572947,0.37888725559457975
RNN,1,component_29,0.6794853781531252,0.5523432847211494,0.4389304878179638
RNN,1,component_30,0.8213924459129105,0.6527265778014606,0.40855559769243277
RNN,1,component_31,0.7617879124801565,0.6160882782367901,0.28575018808350006
RNN,1,component_32,0.7955577676700443,0.6440151624597641,0.24247192315774274
RNN,1,component_33,0.773567003886349,0.6172714518216983,0.2758908188656395
RNN,1,component_34,0.7431598581596185,0.6004644842093592,0.4125356446104439
RNN,1,component_35,0.819730311564403,0.6555785563423898,0.23457059552108872
RNN,1,component_36,0.652982554546255,0.5181849316293503,0.3901999434639258
