model,horizon,component,rmse,mae,corr
RNN,1,overall,0.7568006276554058,0.6044606676275472,0.3477445709080465
RNN,1,component_01,0.6268741064221244,0.5027264809010519,0.6785381508605789
RNN,1,component_02,0.7378595641586544,0.5740507801130106,0.5622033691028229
RNN,1,component_03,0.7160893852503963,0.5843574955660172,0.5070382175571548
RNN,1,component_04,0.7165628617273617,0.5643383778547368,0.41077976086118234
RNN,1,component_05,0.7392745051971992,0.582614548660436,0.33414457639815787
RNN,1,component_06,0.7207715018150307,0.5764361488017476,0.5684255279125572
RNN,1,component_07,0.8034363480608989,0.6466709176681814,0.2881488776965689
RNN,1,component_08,0.7790479600252741,0.6230359265857833,0.4289707530381294
RNN,1,component_09,0.6996433248759932,0.5607356345516116,0.5481238308725641
RNN,1,component_10,0.7787073724829474,0.6254192036699417,0.34341730312994473
RNN,1,component_11,0.8218738624999256,0.6621407481586327,0.4316834477783203
RNN,1,component_12,0.7379420434988215,0.5833208873364507,0.39660954591900005
RNN,1,component_13,0.7902908803385493,0.6226007956425426,0.2880291279013094
RNN,1,component_14,0.7797982508453358,0.6190478407864101,0.33440415910446103
RNN,1,component_15,0.7791781139770535,0.6255233483909887,0.3748277665793336
RNN,1,component_16,0.7856270481186806,0.6382719779526751,0.3394091785386332
RNN,1,component_17,0.8014001292686052,0.635539301252848,0.21401176987208625
RNN,1,component_18,0.7891786584153448,0.6305156723593397,0.23820601622781584
RNN,1,component_19,0.7528487497698835,0.6080536789086066,0.34577252268728503
RNN,1,component_20,0.7327479782429986,0.580494186262767,0.34025834173102765
RNN,1,component_21,0.7671479143317118,0.6116236624510005,0.3056267905600184
RNN,1,component_22,0.7595483712759662,0.6158252947761823,0.43330175320545894
RNN,1,component_23,0.7538780552908126,0.6176229273151035,0.39328149605055107
RNN,1,component_24,0.8069337704230695,0.6516384847832606,0.1595693701205538
RNN,1,component_25,0.6914198760089331,0.5628700164480834,0.3839778592076971
RNN,1,component_26,0.8047864770058012,0.6452969434764885,0.20312286356010595
RNN,1,component_27,0.7811936061258933,0.6166994387019219,0.2440662903039263
RNN,1,component_28,0.7149169610646754,0.5668770251361882,0.2933857273852816
RNN,1,component_29,0.6896705577523428,0.5633703532634039,0.40415053750592866
RNN,1,component_30,0.8596089484997792,0.6762448100266629,0.2947974525777972
RNN,1,component_31,0.7756797856068204,0.6260401421196026,0.24137559792721627
RNN,1,component_32,0.7925572756293099,0.6477048574784644,0.2607193278894001
RNN,1,component_33,0.781845012823861,0.6208613182206476,0.24102794813323491
RNN,1,component_34,0.7736461108281721,0.6212913561475162,0.34985557370898845
RNN,1,component_35,0.8497549294015166,0.6803114080996061,0.1474044478774744
RNN,1,component_36,0.6828882079910126,0.5397990657400187,0.32583182088097873
RNN,1,component_37,0.779020457621526,0.6210342657758628,0.24277057697003884
RNN,1,component_38,0.7548346548432887,0.5992334499711132,0.22821679551147475
RNN,1,component_39,0.7718423566578559,0.6207116159491903,0.15218033232117442
RNN,1,component_40,0.7389606223277486,0.5995699584920132,0.2197445178086698
RNN,1,component_41,0.7728387696437352,0.6229388498625155,0.16636501528269168
RNN,1,component_42,0.8261870627051154,0.6662027116073646,0.18155612552177414
RNN,1,component_43,0.703951453038431,0.5661511009034433,0.2918912576775125
RNN,1,component_44,0.7183573465809096,0.5755935795237839,0.25912640188047026
RNN,1,component_45,0.7356527360829365,0.586852662561723,0.32354261744679214
RNN,1,component_46,0.7621443431626803,0.6180524972926875,0.2520992636810002
RNN,1,component_47,0.7383876915921501,0.5866972601726564,0.20352967977795922
RNN,1,component_48,0.734252886397641,0.5818348975021724,0.286331775787699
RNN,1,component_49,0.7068000737791557,0.5625468389232737,0.20003959984357217
RNN,1,component_50,0.7142889214166501,0.573869457454431,0.477285733161799
RNN,1,component_51,0.719419862636782,0.5729025350238128,0.24869401568355193
RNN,1,component_52,0.754097362008979,0.602230295653027,0.2556575267813581
RNN,1,component_53,0.7193414767577715,0.5624995409230552,0.24768886626684158
RNN,1,component_54,0.7317691244879925,0.5883701121266839,0.28536798493645055
RNN,1,component_55,0.7739588177329665,0.6179018141988671,0.1924942127807923
RNN,1,component_56,0.7426831547697335,0.5941914858179086,0.2846661900596835
RNN,1,component_57,0.7791981143912149,0.6190812379693333,0.16613292342228608
RNN,1,component_58,0.7664904271370776,0.6081047077363484,0.21195095074757084
RNN,1,component_59,0.7602490284786924,0.604210023577846,0.19555206805991038
RNN,1,component_60,0.7602408508569423,0.6068881030257869,0.2579036481815643
RNN,2,overall,0.7965100399825571,0.6355752462412053,0.22659015746043912
RNN,2,component_01,0.6933541658830578,0.5525885435824253,0.5877800783425721
RNN,2,component_02,0.8006210753723437,0.6194744827802187,0.45779237924490834
RNN,2,component_03,0.7926960785884417,0.6517581842778157,0.30009658974775066
RNN,2,component_04,0.7788092032231078,0.6120377177840117,0.24167668709178988
RNN,2,component_05,0.7955606860810922,0.6276680121831562,0.17330686103906096
RNN,2,component_06,0.7984850571353082,0.63162008312737,0.4138023805831805
RNN,2,component_07,0.8684687976062404,0.7004127543883479,0.08592688507990569
RNN,2,component_08,0.8410200595799043,0.6694129241375248,0.25518999689945443
RNN,2,component_09,0.7603000811601696,0.6050795504374856,0.4116852529897223
RNN,2,component_10,0.8396831064963003,0.6735054980757663,0.16083412107114364
RNN,2,component_11,0.8895111749635994,0.7150629718384875,0.24884557176991373
RNN,2,component_12,0.8013408136180123,0.6304968138529536,0.20097129611690348
RNN,2,component_13,0.8327348346526732,0.656325616108015,0.1473807191940665
RNN,2,component_14,0.8352009885787562,0.6572273205601403,0.13628902634789725
RNN,2,component_15,0.8316836525339752,0.6641673427969254,0.2122491345029857
RNN,2,component_16,0.8392967291461487,0.6840124208191939,0.16431195348280223
RNN,2,component_17,0.8367127303411535,0.6645751239667342,0.07548963138021358
RNN,2,component_18,0.8320573899457935,0.6580921574748405,0.07919858245573586
RNN,2,component_19,0.8010817803113004,0.649197776773063,0.17289215427938193
RNN,2,component_20,0.7768290172673228,0.6184878569870264,0.20753671275303956
RNN,2,component_21,0.8140591102380879,0.6539129889041075,0.1570136833606153
RNN,2,component_22,0.8226269660835833,0.6655102706353135,0.26504443323825366
RNN,2,component_23,0.8029474506920219,0.6572285521018802,0.23594437377052754
RNN,2,component_24,0.8381793694775106,0.675568198752528,0.05356543961855159
RNN,2,component_25,0.7192302958954185,0.5830825491572426,0.2976947610750456
RNN,2,component_26,0.8387628130015633,0.6737413364960559,0.0811845099390464
RNN,2,component_27,0.8101204584548283,0.6345518699701455,0.1346145938452289
RNN,2,component_28,0.7411620763858666,0.5881338755198117,0.19879608482979416
RNN,2,component_29,0.7411802297581795,0.6072991748425883,0.2371933020191543
RNN,2,component_30,0.902357003282212,0.714823280805992,0.1602316065167126
RNN,2,component_31,0.8012661043170608,0.6469366306298072,0.13561439110408724
RNN,2,component_32,0.813462927167067,0.6644194925257775,0.18376804500324986
RNN,2,component_33,0.8111717957074642,0.6447297067931332,0.12148027577329829
RNN,2,component_34,0.7961964087341512,0.6351326321034886,0.29023500297303345
RNN,2,component_35,0.8757642966361441,0.6990752578009997,0.04401104274909754
RNN,2,component_36,0.7022697900602368,0.5584876129395853,0.2579962372217713
RNN,2,component_37,0.8064725312266997,0.6421156677436397,0.13173693520587043
RNN,2,component_38,0.7834386362226028,0.6269636140452762,0.11470125929532053
RNN,2,component_39,0.7993941339767952,0.6443325330947518,0.05019049649974692
RNN,2,component_40,0.7652885583964826,0.6230755702284724,0.12166901713117897
RNN,2,component_41,0.8016575806555569,0.646597810162684,0.0419094301145911
RNN,2,component_42,0.8597528391909508,0.6943693825749019,0.06210865326572219
