source,target,lag,coefficient,p_value
10,24,1,-0.0593023915952403,0.0002144540237130096
14,24,1,0.0409011883439652,0.014393497066694511
18,24,1,-0.09483015254826743,9.162290004862237e-09
21,24,2,-0.0431058542446336,0.008082647088518786
23,24,1,0.044504510014525066,0.013834821689644521
24,24,1,0.3211404542933527,4.284546224539325e-80
49,24,1,0.10991639298298712,1.8527379191200497e-11
50,24,1,0.07009912961355683,1.3095616103239775e-05
51,24,1,-0.08104597573126618,7.786866235366094e-07
55,24,1,-0.08590138384205902,3.052991465159782e-07
59,24,1,-0.08148707737686327,1.1104225950328508e-06
3,25,1,0.10065035869510448,3.10865481345776e-10
4,25,1,-0.1718018535536905,2.084274076838178e-24
6,25,1,0.09256335304384722,3.745236194168642e-09
16,25,1,0.04890877059230623,0.002256985023249026
18,25,1,0.05830275511543102,0.00020596610497058499
21,25,1,0.08468003857211732,3.2547347179118654e-07
24,25,1,0.040941624658549385,0.008708934839181833
25,25,1,0.36087205915152876,5.284699966399099e-100
26,25,1,-0.04822957036692679,0.0018507529679678543
45,25,2,-0.08717060769391079,3.686675498039084e-08
53,25,1,0.0520041374960713,0.0015610836560342645
54,25,1,-0.05163128252561803,0.0013516037475143087
55,25,1,-0.11608231096278225,8.614939946735012e-13
11,26,1,0.12166573864920413,4.2252303406676267e-13
22,26,1,-0.05701426590350252,0.0007399651724992394
26,26,1,0.3152813241057344,9.419835665444087e-78
36,26,1,-0.077699196640653,2.2974703328877146e-06
37,26,1,0.04221334810649424,0.009480816627659991
51,26,1,0.044243186914632145,0.007572222768437386
0,27,2,-0.07700139738870514,0.0010170348538307982
0,27,3,-0.09766672559917988,8.455892514635304e-06
5,27,1,-0.08797181688809012,1.7704367005452767e-07
7,27,1,-0.06636924167290137,6.950132779393678e-05
8,27,1,-0.08700809061331387,2.3805285788185794e-06
8,27,2,0.08288303406160376,5.51566154294794e-06
13,27,1,0.06808268162155462,1.8609058756614175e-05
17,27,2,-0.039533525692909556,0.01952106641307125
22,27,1,-0.16579770256136858,4.130843521601099e-21
27,27,1,0.3419618794416366,2.0392099156477536e-95
45,27,3,-0.05380886355896233,0.0014246514288197615
3,28,1,-0.04279085311328529,0.009560503210991257
16,28,2,0.0526933245889408,0.0011446036976700937
24,28,1,-0.057263293959247785,0.0003820448435629768
28,28,1,0.35070978934570624,9.821103183564355e-99
31,28,1,0.0436477349390446,0.007772542935266967
46,28,1,0.049743077296988285,0.002073603444396267
56,28,1,0.06401026592190671,9.20048155211478e-05
57,28,1,-0.09000137289885249,2.3575101477788727e-08
3,29,1,-0.14198564652530968,1.0160489674075824e-17
7,29,1,0.09547748691983793,6.297382309523058e-07
12,29,1,0.05352119982328991,0.0012634660121646098
13,29,1,-0.07611986194421566,4.332500313535703e-06
15,29,1,0.08183636714992205,1.1725763576206665e-06
23,29,1,0.0789356550971215,2.738339718227678e-06
29,29,1,0.2696928452375987,8.760990451175474e-53
29,29,2,0.12438896568310973,2.2569622077739181e-13
32,29,1,0.07741030483962509,2.1605323758660176e-06
40,29,1,-0.0852712371084711,1.2841061631565573e-07
42,29,1,-0.07974292354439304,2.5583053930385532e-06
44,29,2,-0.06406548732504497,0.00017223448273766557
46,29,1,-0.1272366329773416,3.712920271499208e-14
46,29,2,0.09184225887916782,4.7520322896649154e-08
47,29,1,-0.07185376209258346,2.2537182700893024e-05
49,29,1,-0.08606419142317819,2.28458187820393e-07
0,30,1,-0.29400813211841614,1.8880711671795918e-57
1,30,1,0.14864079595891078,4.146075515274705e-21
2,30,1,-0.07030218494483552,7.92678835066564e-06
4,30,1,0.1736142237447993,3.4541896152667547e-28
8,30,1,0.04328663893289429,0.004879410965710173
13,30,1,-0.10507730520977233,5.876451941460716e-12
14,30,1,-0.06255970502743363,4.261878900360197e-05
23,30,3,-0.05891514886413873,0.0001221597676523512
29,30,2,-0.04049016176939,0.00590254563253703
30,30,1,0.24638532881956193,1.3261003026630113e-45
35,30,1,-0.04821009626977344,0.001134769619511643
43,30,1,0.06922518054707646,4.236985885966875e-06
46,30,1,0.06187844209881052,7.098612459252846e-05
50,30,1,-0.11376901828776251,2.7004201322755655e-14
52,30,1,0.08622887944349639,9.72655818966319e-09
56,30,1,0.05776001661557111,0.00013360460613362512
2,31,1,0.11264868318266805,1.0392127421413505e-10
3,31,1,-0.08218564222339111,1.62118422158846e-06
7,31,1,-0.07371285387172548,1.0341880209754743e-05
16,31,1,0.09504051902908733,5.006641855214965e-09
17,31,1,0.07503557579846498,5.973261933132546e-06
19,31,2,0.04235925235493287,0.008265320142453042
31,31,1,0.29454897211832753,2.133383457657861e-68
31,31,3,0.08641421648653914,7.456753979002128e-08
43,31,2,-0.05744444648843475,0.0003538123384330865
46,31,1,-0.08035983230776256,1.5360949401016787e-06
47,31,1,-0.1057871634086163,4.783326151961804e-10
55,31,2,0.07802927152997645,1.4835478090919486e-06
56,31,1,-0.06792514348258022,3.074309939059914e-05
0,32,2,0.06522510393569037,0.00034788974219029765
1,32,1,-0.08433276257562836,8.828878983742746e-07
7,32,1,-0.07434229481823085,1.717769606907485e-05
29,32,1,-0.09185673063516132,1.1539539636779841e-07
29,32,2,0.06214048956558427,0.0003415762318017626
31,32,1,-0.055363986467425,0.0008402084457812233
32,32,1,0.294996840364645,8.306756698700184e-67
32,32,4,0.08088156911280033,7.490489406228539e-07
44,32,1,-0.054783006889146765,0.0010518777902206802
46,32,3,-0.06330298698389751,0.0001376664642365151
55,32,1,0.04618641134775639,0.011023826064611334
2,33,3,-0.07038063895447509,1.106029659538981e-05
17,33,1,-0.09053697607765847,1.4750020324432685e-08
21,33,1,-0.04923453555436598,0.003386106721059284
23,33,2,0.12537590797220138,5.991266063325247e-15
32,33,1,0.0933131831737511,1.2154711550885373e-09
33,33,1,0.3074715646813353,1.20754919025136e-69
33,33,2,0.13025598352374929,1.0602448808111296e-14
35,33,2,-0.04662922015592696,0.0026143112403479514
42,33,1,0.08451566562958031,1.3867031666528495e-07
46,33,1,0.08597752288669422,5.3575803213009585e-08
55,33,1,-0.04523806680801295,0.005942474079760746
2,34,1,0.11044045532799959,1.9474906557762263e-09
3,34,2,0.04456624545462153,0.005288015803344672
6,34,1,0.07537045747137082,4.752387014957638e-06
11,34,1,0.1517940919116507,1.1706475208706717e-19
23,34,1,-0.04452253029894092,0.009865257982594496
26,34,1,-0.0634185169137752,7.382842581223577e-05
27,34,1,0.050973439874060354,0.0013106120095699777
32,34,1,0.0640335586062557,0.00010253520123582445
32,34,2,-0.08260339621469842,6.980296785362117e-07
33,34,1,-0.04601497011344832,0.005905781845595622
33,34,3,0.049437711382090625,0.0026447627118991214
34,34,1,0.30491207998393627,4.150479375655786e-73
37,34,1,0.056035390807523115,0.0003792680928037757
39,34,1,0.047685399626315746,0.003637492157836708
42,34,1,-0.05571475143757217,0.0009506178982163463
48,34,2,0.09163489047840327,6.9548217716866014e-09
57,34,1,0.04951728586460321,0.0018350952677649115
0,35,1,0.07719358725662215,0.0001345653907627884
1,35,1,0.04059783773554997,0.028289125293747712
