source,target,lag,total_effect
45,30,2,-0.013901660656185297
45,31,2,-0.007429462851150857
45,32,2,0.007887238762157255
45,33,2,-0.00040428260369089117
45,34,2,-0.0004079946290579767
45,35,2,-0.01665613678212999
45,36,2,0.003867533317700969
45,37,2,-0.005469080281426854
45,38,2,-0.006758404574220437
45,39,2,-0.008569406904288483
45,41,2,0.005392104033211482
45,42,2,0.040401534428985364
45,43,2,-0.008956619214614341
45,44,2,-0.010989965293239931
45,46,2,-0.026026801549494816
45,47,2,0.01532056927273369
45,48,2,0.013423431591241233
45,49,2,-0.013104588260841708
45,51,2,-0.014579207772068743
45,52,2,-0.004577318538429014
45,53,2,-0.008179396889615257
45,54,2,-0.007115543086967427
45,55,2,0.00431806354501151
45,56,2,0.002682927648091451
45,57,2,0.036397301039070455
45,58,2,-0.0019696291918229096
45,59,2,0.0042111395828148025
46,0,2,-0.06919862030595095
46,1,2,0.001333584670389132
46,2,2,-0.0015860192777835684
46,3,2,0.0014708744364111588
46,4,2,0.010233829118859462
46,5,2,0.0052187388860912825
46,6,2,-0.011215278345070119
46,7,2,0.0028460998722008306
46,9,2,0.05908155503901819
46,10,2,-0.0010075271133361883
46,11,2,0.00993919824474877
46,12,2,-0.026507586600386487
46,13,2,0.044795111507043094
46,14,2,-0.009679611975386521
46,15,2,0.007668812218626022
46,16,2,0.0028387691562499176
46,17,2,-0.012298799931511669
46,18,2,-0.005098691852367743
46,19,2,-0.023800104558362817
46,20,2,0.011527059948881308
46,21,2,0.06535771273950827
46,23,2,-0.007180258332255749
46,24,2,0.002212638227558508
46,25,2,0.010844525724555682
46,27,2,0.004853838638096438
46,28,2,0.022625432103146288
46,29,2,0.01682257250175352
46,30,2,0.04161443829180527
46,31,2,-0.040073251187947176
46,32,2,0.01613658179073606
46,33,2,0.045338670663697976
46,34,2,-0.003956253146059553
46,35,2,0.002317312576990051
46,36,2,0.005899354133320963
46,37,2,-0.0036658702870552375
46,38,2,-0.010781951883211016
46,39,2,0.009553039540351653
46,41,2,0.047847997016085504
46,42,2,0.009154290820701294
46,43,2,-0.007240985452390099
46,44,2,0.010461712113890204
46,45,2,-0.004595335816726556
46,47,2,0.023799328971678586
46,48,2,0.0073693324604182575
46,49,2,-0.0038947898517902218
46,50,2,0.007306601988219028
46,51,2,-0.000840996259256401
46,52,2,0.01005408366826845
46,53,2,-0.008785140403605035
46,54,2,-0.04009879534944447
46,55,2,0.01827011267829017
46,56,2,-0.04167652134064334
46,57,2,0.005490521104391968
46,58,2,-0.003712044621020227
46,59,2,0.013715332903883886
47,0,2,-0.010961991469406827
47,1,2,0.033146194148508105
47,2,2,0.003027648985242019
47,3,2,0.03720107530566873
47,4,2,0.007129467943179983
47,5,2,0.006628753794455628
47,6,2,0.028637566583160256
47,7,2,0.006770297614106382
47,8,2,0.021420912109603875
47,9,2,0.004555039030501209
47,10,2,0.00115028376538642
47,11,2,0.011626641618559435
47,12,2,0.03976554706884595
47,13,2,0.000570227853929141
47,14,2,-0.012861177364072891
47,15,2,0.004533972066466915
47,16,2,0.00513775389529968
47,17,2,-0.006286231978826053
47,18,2,-0.007567661767943331
47,19,2,-0.0530514599261434
47,20,2,0.00301584933938894
47,21,2,0.0030777111940004528
47,22,2,0.00316504293142965
47,23,2,0.0037135972594575226
47,24,2,-0.005400553112967527
47,25,2,0.010907834459515023
47,26,2,0.0051107761558416235
47,28,2,-0.007489782687100642
47,29,2,-0.040768412188730084
47,30,2,0.01588040935067644
47,31,2,-0.059064433475528234
47,32,2,0.007706488350256364
47,34,2,-0.00030089864911517103
47,35,2,0.017313126611600067
47,36,2,-0.03934335373636517
47,37,2,-0.034127727906435736
47,38,2,-0.005323151612106517
47,39,2,0.0029132381607265933
47,40,2,-0.012888755731040459
47,41,2,-0.0017836221211330265
47,42,2,-0.0030356683526276945
47,43,2,-0.012179219424968838
47,44,2,0.01156815558098424
47,45,2,0.005657051642494605
47,46,2,-0.005255033855980024
47,48,2,-0.0018945691150930896
47,49,2,-0.00020420005078560335
47,50,2,-0.029871418528281794
47,51,2,0.03769618764772856
47,52,2,-0.010830987171443178
47,54,2,-0.0019364926496829948
47,56,2,-0.008619475635401892
47,57,2,0.009226678959036682
47,58,2,-0.002856883047183474
47,59,2,-0.004642137744035896
48,0,2,0.00757288480850903
48,1,2,0.012310125548770133
48,2,2,0.024634069220693007
48,3,2,0.006809243501895873
48,5,2,-0.0022720997923179175
48,6,2,0.004029015718515679
48,7,2,-0.0070174514736026155
48,8,2,-0.05263657484397949
48,9,2,-0.021898248968430768
48,10,2,-0.00434470974995239
48,11,2,0.008094178519490375
48,12,2,-0.0007832757778642984
48,13,2,-0.007059206665116971
48,14,2,0.0507358800209487
48,16,2,0.005693797980413052
48,17,2,0.008728447841794365
48,18,2,0.010912816023969282
48,19,2,-0.0008864364532166439
48,20,2,0.0046515028785787
48,21,2,-0.010675739763655337
48,22,2,-0.01221475507408943
48,23,2,-0.01040663548000707
48,24,2,0.02155037102977962
48,26,2,-0.0024017717879689696
48,27,2,0.005426671631984296
48,28,2,0.008318497519067596
48,29,2,-0.005718237378451096
48,30,2,-0.012527271408647763
48,31,2,0.0057850579560311845
48,34,2,0.09272984367622668
48,37,2,-0.0065699364320523845
48,39,2,0.00616269855178553
48,41,2,-0.004117338123975853
48,42,2,0.008677859655691511
48,44,2,-0.0009280844038813355
48,45,2,-0.004543807573400813
48,47,2,-0.0043639987223303145
48,49,2,0.033196168864787365
48,50,2,0.0056892668854715295
48,51,2,-0.010987567901505988
48,53,2,-0.016320501021854058
48,54,2,0.011405762402458016
48,55,2,-0.012333953335731696
48,56,2,-0.0029901307905483873
48,57,2,-0.05075697932148897
48,58,2,0.013515646529963456
48,59,2,-0.0048732196369045255
49,0,2,-0.0040295899648843045
49,1,2,0.006396006621536177
49,2,2,-0.0017644360828435316
49,3,2,-0.039055970355708056
49,5,2,0.036066607448190346
49,6,2,-0.00933031837488644
49,7,2,0.005703795594375213
49,8,2,0.01119402581715703
49,10,2,0.01184571841897388
49,11,2,-0.004580268771090694
49,12,2,-0.002301682214417423
49,14,2,-0.04358036799678667
49,16,2,0.00891367947041743
49,17,2,0.004838394850070912
49,18,2,0.046996003312601474
49,19,2,0.014118851417842252
49,20,2,-0.0026321551127258683
49,21,2,-0.0067278073075423585
49,23,2,-0.0015189181134728589
49,24,2,0.06131908470903879
49,25,2,-0.0007623716466747671
49,27,2,-0.0042126874759826636
49,28,2,-0.006294174722324992
49,29,2,-0.04672028812217994
49,30,2,-0.006223728905874036
49,32,2,0.007905575248891841
49,35,2,-0.025137359445484952
49,36,2,0.012989315991315899
49,37,2,0.012395294165188381
49,38,2,0.018260126723868123
49,40,2,0.019161241145786906
49,42,2,-0.011318330688802957
49,43,2,-0.05965239635712853
49,44,2,0.007076411666319155
49,45,2,-0.04661071474267333
49,46,2,0.008711108925381982
49,47,2,-0.0003788146736028449
49,48,2,-0.04858571227024719
49,50,2,0.04403110275355845
49,51,2,-0.005791644749067431
49,53,2,-0.04507762675346249
49,54,2,0.058536555063146097
49,55,2,0.0019670502305052023
49,56,2,0.007376394721508172
49,57,2,0.0032463832399409896
49,58,2,-0.00861100633330982
49,59,2,-0.0031439704227829175
50,0,2,0.0028412793711257243
50,1,2,0.008847649736388921
50,2,2,-0.011881290350115514
50,3,2,0.013228697379367821
50,5,2,-0.0036439095321219206
50,6,2,-0.04297015117949438
50,7,2,-0.005070141981388074
50,8,2,-0.008858737962557869
50,9,2,-0.0019040788600992314
50,10,2,0.00888549904713052
50,11,2,-0.01787986467177448
50,12,2,0.0131032067458522
50,15,2,-0.002329141882054723
50,16,2,-0.05907423396261249
50,17,2,0.015459285802119123
50,18,2,0.011586953510452004
50,19,2,0.01715614364823869
50,20,2,0.00253770252526212
50,21,2,-0.0074995476984492165
50,22,2,-0.008645372597305927
50,23,2,-0.02724190405809544
50,24,2,0.03151873105382748
50,25,2,-0.0063554575830184505
50,26,2,-0.006158900220784009
50,28,2,-0.004014107065348516
50,29,2,-0.01492975316932023
50,30,2,-0.05255993242479181
50,31,2,-0.005145990992652496
50,34,2,0.0008501822789720516
50,35,2,-0.03567094056704037
50,36,2,0.04310250335401123
50,37,2,0.02552047884806762
50,38,2,0.05069514264148472
50,39,2,-0.008033458847515284
50,40,2,0.043588898200075964
50,41,2,0.010503547347746707
50,42,2,0.001247032988976646
50,43,2,-0.0016348859673299505
50,44,2,-0.007960311713067695
50,45,2,-0.013046458491812756
50,46,2,-0.00888594440594138
50,47,2,0.018908783372968255
50,48,2,-0.00537886708776207
50,51,2,-0.03500541663754653
50,52,2,0.004856863781866124
50,53,2,-0.007991822222271128
50,54,2,0.040240053900673645
50,55,2,0.006471574487476798
50,56,2,0.004780846606448801
50,58,2,-0.0010336453037142884
50,59,2,0.028230325288782155
51,0,2,0.0025203265600488526
51,2,2,0.003259356542402994
51,6,2,0.005323313221006172
51,7,2,-0.006547184997468092
51,8,2,-0.006747224555432409
51,9,2,0.049601852243077976
51,11,2,-0.004725952879954215
51,12,2,0.005042681231171006
51,14,2,0.010750952167535239
51,17,2,-0.006899486986133729
51,19,2,-0.007684973437743567
51,20,2,-0.0019280127851546275
51,21,2,0.04638220105728479
51,22,2,-0.004137235505705693
51,24,2,-0.04478890121349021
51,25,2,-0.0008363268044828602
51,26,2,0.02707864187070792
51,28,2,0.004640959532513558
51,34,2,-0.0028058372976649164
51,35,2,-0.05977357913204448
51,36,2,-0.0064569824966810435
51,37,2,-0.005740268007152459
51,38,2,-0.008370712992362146
51,42,2,0.006167939384992039
51,43,2,0.07247595410183
51,45,2,0.00445892780274281
51,46,2,-0.018987210588426225
51,47,2,0.0006572986098952568
51,48,2,0.06364867557605977
51,49,2,0.007187716618600886
51,53,2,-0.007780529051175618
51,54,2,-0.045637158741961295
51,56,2,-0.005438925817699668
51,57,2,-0.012520779379903268
51,59,2,0.008309965458881144
52,0,2,-0.07294077322458103
52,1,2,-0.06445101788612986
52,2,2,-0.018293709735642014
52,3,2,-0.0035399232288365933
52,4,2,0.010640531278799341
52,5,2,0.02952896942691458
52,7,2,0.11718580009700896
52,8,2,-0.01720929860228834
52,9,2,0.02108777125501227
52,10,2,0.006213148130074699
52,11,2,0.05297114837600901
52,12,2,-0.004632399896987727
52,13,2,-0.005967723958821476
52,14,2,-0.017089535082473323
52,15,2,-0.007844945976407499
52,17,2,-0.03657541459848117
52,18,2,-0.07777103031556197
52,19,2,-0.048964600764622015
52,20,2,0.003152151302878104
52,21,2,0.028249851727044376
52,22,2,0.008819734984411177
52,23,2,-0.005890156841230965
52,24,2,0.011240300880604256
52,25,2,-0.003793799120115554
52,26,2,0.01547559477142114
52,27,2,-0.014146989589483057
52,29,2,0.014194031419696343
52,30,2,0.05146973440756078
52,31,2,-0.015101371332244555
52,32,2,-0.0028322933248344805
52,33,2,0.0049988305994107685
52,34,2,0.016713632145886517
52,35,2,0.01342650290773428
52,36,2,0.0031280840714243514
52,37,2,-0.005699614135576497
52,38,2,-0.014354660559142515
52,39,2,-0.023520930514002503
52,40,2,-0.00611478119075166
52,42,2,0.014257051788148295
52,43,2,-0.005834837467954423
52,45,2,0.006824880383720178
52,46,2,-0.006412859574970219
52,47,2,0.026270595419147058
52,48,2,-0.012057133947902985
52,49,2,0.01585097571635822
52,50,2,0.006863769517651555
52,51,2,-0.0087482441231539
52,53,2,0.023347456437814593
52,54,2,-5.255770458194506e-05
52,55,2,0.01680416734608264
52,56,2,-0.014698408243625274
52,57,2,-0.004604394187168449
52,58,2,-0.004741051042815219
52,59,2,-0.011013868627347139
53,0,2,0.006778170329292503
53,1,2,0.0028329854030872993
53,2,2,0.012743122167272906
53,4,2,-0.004067894758041319
53,6,2,-0.0021465268593823506
53,7,2,0.0056146436542955265
53,8,2,0.007657856077320218
53,9,2,-0.015325122737958507
53,11,2,0.001969792358870683
53,12,2,0.00366761380389468
53,13,2,-0.0018591118804240053
53,19,2,-0.03527606216451032
53,20,2,0.00531290586669132
53,21,2,-0.00035460321142364345
53,25,2,0.029397274238226304
53,28,2,-0.004590793979886074
53,29,2,0.017107738783084577
53,30,2,-0.011249232943502276
53,31,2,0.0074164176088371385
53,33,2,-0.007934874879517165
53,35,2,0.05637797423639521
53,36,2,0.009087784731826457
53,40,2,-0.03764040929405508
53,41,2,-0.00806936427242706
53,44,2,0.00392420456910286
53,46,2,0.00046049718034305714
53,48,2,-0.0043362727896447415
53,52,2,-0.0063600820023674365
53,54,2,0.008629888640127138
53,56,2,0.012818741741578252
53,59,2,-0.004258178436743373
54,0,2,0.003297949689901915
54,1,2,-0.01184595777577154
54,2,2,-0.004047246978440564
54,3,2,0.0011713016889201646
54,4,2,0.004038729102136899
54,5,2,-0.006517858983573031
54,6,2,-0.005042891730504975
54,7,2,-0.0042291290871490275
54,8,2,0.004915322500453331
54,10,2,-0.0025475971136112337
54,11,2,-0.0017638495224568938
54,12,2,-0.042305708686237835
54,13,2,-0.006790673222099197
54,14,2,-0.007832019915186717
54,16,2,-0.005390906733095882
54,17,2,-0.0033069978490087595
54,18,2,0.005132956223154449
54,19,2,0.06386037530099534
54,20,2,-0.007642791108898266
54,21,2,0.008855989751433225
54,22,2,0.004337662927567915
54,23,2,-0.006205475668668789
54,24,2,0.0075747332670348215
54,25,2,-0.03214542402020229
54,26,2,-0.005612101561616807
54,29,2,0.005793537520922545
54,31,2,0.004874164233947674
54,33,2,-0.005831183354117681
54,34,2,0.0038440557586742427
54,36,2,0.03748109020363912
54,37,2,0.010412567732058522
54,39,2,0.0052943923523626184
54,40,2,0.009350200334355586
54,42,2,-0.03139698355922385
54,43,2,0.0053756280940147096
54,44,2,-0.004741993543480901
54,46,2,0.006570793774783057
54,47,2,-0.016183705188649793
54,48,2,-0.03223628894467843
54,49,2,-0.00523621897152452
54,50,2,0.003040373876683567
54,51,2,-0.00021642982658882755
54,52,2,0.009149188673623057
54,53,2,0.005379782275136098
54,55,2,-0.008551264501837534
54,57,2,0.0072840659595475735
54,59,2,-0.05192212758028614
55,1,2,-0.00418412249095118
55,3,2,0.0024793420597743945
55,4,2,0.009080251053149335
55,5,2,-0.007028431623268668
55,6,2,0.001703875990315841
55,7,2,-0.003917937743920734
55,8,2,0.006432213820295817
55,9,2,-0.0009532343314612538
55,10,2,0.004014976248151956
55,11,2,0.0023089965364943917
55,12,2,0.00463039807746963
55,14,2,0.0049559111145065365
55,17,2,-0.007312830459026976
55,18,2,-0.007161997740244786
55,19,2,0.004416966777308729
55,21,2,-0.0003846299891709374
55,22,2,-0.004936706289821404
55,24,2,-0.051743062987688784
55,25,2,-0.0676146664838563
55,28,2,0.004918996194454003
55,29,2,0.011159894834564697
55,31,2,0.07802927152997645
55,32,2,0.02485415896437803
55,33,2,-0.017219943406639803
55,34,2,0.0050391085700100865
55,36,2,0.0037111744628070117
55,37,2,-0.0060841634762189185
55,38,2,-0.008872196593361654
55,42,2,-0.003545045870186251
55,43,2,0.005456537918022169
55,44,2,-0.028468191103849242
55,45,2,0.016440002724073272
55,47,2,-0.007614244363693208
55,48,2,0.0036026836479148357
55,49,2,-0.0392448380231153
55,50,2,-0.007546164593096134
55,52,2,-0.008077913098818685
55,53,2,0.0037040995518144476
55,54,2,0.011301404273807426
55,56,2,-0.005764768085511019
55,59,2,-0.000432307710250719
56,0,2,-0.006977407064813215
56,1,2,-0.01009359414776216
56,2,2,0.05207818454740224
56,3,2,0.06243365803617464
56,4,2,0.013836249622877194
56,5,2,-0.05473171355816861
56,6,2,-0.004574862992307932
56,7,2,0.005233326528214569
56,8,2,-0.01664361220360363
56,9,2,-0.011848804213388143
56,10,2,-0.07558025210033768
56,11,2,0.0014200270800348547
56,12,2,-0.005851906609527674
56,13,2,-0.042036315851023597
56,14,2,-0.005122242622334751
56,15,2,-0.04217512287917344
56,16,2,0.011546471237935375
56,18,2,-0.011875150944386978
56,19,2,-0.006480144832417842
56,20,2,-0.07868981749788147
56,21,2,-0.0032477954498806995
56,22,2,0.01352864110796996
56,23,2,0.05957709713961805
56,24,2,-0.0033976714152647866
56,27,2,0.0024305197779170493
56,28,2,0.03836710694880353
56,29,2,0.009282712508323633
56,30,2,0.0495373774609147
56,31,2,-0.025063719086097124
56,32,2,0.0037606067245674725
56,34,2,0.005320965776810382
56,35,2,-0.022580770845065504
56,36,2,-0.013778644770581484
56,37,2,-0.008480077975357077
56,38,2,-0.012551848073916199
56,39,2,0.005036018419217529
56,40,2,-0.017194973514654002
56,41,2,0.014945173456119929
56,42,2,0.010777905278433239
56,43,2,0.04952713424426469
56,44,2,-0.011762991665940779
56,45,2,0.018552005699233768
56,46,2,0.018535233007331342
56,47,2,-0.027917184828976416
56,48,2,-0.013681896438950692
56,49,2,-0.0065064576613612325
56,50,2,-0.055436853518246815
56,51,2,0.013503801089342385
56,52,2,-0.0037563142957121945
56,53,2,0.013641768636186467
56,54,2,-0.012543699699447824
56,55,2,-0.0094272964501036
56,57,2,-0.01652396202671845
56,58,2,-0.004204743211881534
56,59,2,-0.022217987376264153
57,0,2,-0.0662964688986023
57,1,2,-0.11278636441056862
57,2,2,0.07243841165366897
57,3,2,-0.060719833488462736
57,4,2,-0.008717366092057996
57,5,2,-0.0005024755744809345
57,6,2,-0.009427744920656471
57,7,2,-0.015133719417401782
57,8,2,-0.037002304266407104
57,9,2,0.043609230872151884
57,11,2,-0.008610402042900112
57,12,2,0.006641412067560933
57,13,2,-0.012411672356401093
57,14,2,-0.0005244529564615543
57,15,2,0.01229616106274509
57,16,2,0.011447531649343732
57,17,2,-0.08411650634809077
57,18,2,-0.024364531567937768
57,19,2,-0.03781819782566136
57,20,2,-0.014451282659689087
57,21,2,0.08775728780447213
57,22,2,0.1014763853534014
57,23,2,-0.016676939820333775
57,24,2,0.00888044017607169
57,25,2,0.0008469986783231447
57,26,2,-0.012075248386439544
57,27,2,-0.021911268173640072
57,28,2,-0.05834049423207462
57,29,2,0.007067737539687906
57,30,2,-0.0029666254540620515
57,31,2,0.005604839367341037
57,32,2,0.014086163893297024
57,33,2,6.775998664496604e-05
57,34,2,0.04296767098731164
57,35,2,-0.00630599662111804
57,36,2,0.001089997064394412
57,37,2,-0.017793986802410046
57,38,2,-0.01202833900122151
57,39,2,0.0003708638796518342
57,40,2,-0.0773973790333864
57,41,2,0.00499332314197079
57,42,2,0.022517758905768105
57,43,2,0.007744037408636675
57,44,2,-0.01786581814558261
57,45,2,0.011304644093796997
57,46,2,-0.025246002486399906
57,47,2,0.043979644666521885
57,48,2,-0.02594631614406245
57,49,2,-0.017085463753933928
57,50,2,0.0027547740510757888
57,51,2,-0.06847478720640898
57,52,2,-0.0042030999976839555
57,53,2,0.06320208772592971
57,54,2,0.021002355692766095
57,55,2,0.0048666854635128955
57,56,2,-0.006011737152991982
57,58,2,-0.03432183646577461
57,59,2,-0.03183589486631265
58,1,2,0.004669640668043044
58,3,2,0.004150059840028132
58,6,2,0.004218100629723463
58,7,2,0.04978741043868743
58,9,2,-0.00585786790959102
58,10,2,0.0044912852253507956
58,15,2,0.0018693735704174333
58,16,2,0.006507760641899483
58,17,2,-0.0032991503557878122
58,20,2,-0.028924082078552342
58,22,2,0.004410851556223059
58,23,2,0.0393522568060195
58,24,2,0.0021713640739145982
58,26,2,-0.0032606433301762354
58,29,2,0.0035654008834778367
58,30,2,0.009432361034761628
58,34,2,-0.0020110135105257574
58,35,2,0.008188222003771077
58,36,2,-0.00879731989671545
58,37,2,-0.004463758725787892
58,38,2,-0.00668814122347296
58,40,2,-0.006798357719367006
58,41,2,0.0038029021101648255
58,42,2,-0.0032953604371174553
58,43,2,0.010099942970281545
58,45,2,-0.01831720925501751
58,46,2,0.0071318753694864755
58,47,2,-0.004033039305496458
58,48,2,-0.007972750111883647
58,50,2,-0.040467227762637725
58,51,2,-0.029586856041656832
58,53,2,0.006414251255749544
58,54,2,0.0009886721662191358
58,56,2,-0.006397444413111574
58,57,2,-0.003489013002120258
58,59,2,-0.005832498315530784
59,0,2,0.003977322449507315
59,2,2,-0.011313618714076245
59,3,2,-0.0056636231832574635
59,5,2,-0.008067109481176376
59,6,2,0.005352285939276609
59,7,2,-0.012197516257621107
59,8,2,0.00716535114672502
59,9,2,-0.0029540752001677244
59,11,2,-0.00653353345429504
59,15,2,0.002762850734580242
59,16,2,-0.0071571025268888
59,17,2,-0.010079005731359864
59,19,2,0.006665118092314642
59,20,2,-0.0037449394197488304
59,21,2,0.006485333881933286
59,22,2,0.0021100068058153504
59,23,2,0.04590340842127206
59,24,2,-0.05142976222335706
59,25,2,-0.014014898501922533
59,26,2,-0.010804728722390732
59,28,2,0.004666218465711291
59,29,2,0.005269503434666684
59,32,2,0.004248796751317088
59,33,2,-0.004161556303704634
59,34,2,-0.01014030594668984
59,35,2,0.009662163287309166
59,36,2,0.050140292322460464
59,37,2,-0.04974013542144785
59,38,2,-0.008416271519388768
59,39,2,-0.02829000475777473
59,41,2,-0.004950079898483131
59,42,2,0.00826888979368311
59,43,2,0.015123822059286644
59,44,2,-0.005148729461154418
59,45,2,0.016726434495631503
59,46,2,0.01054059360597489
59,49,2,-0.008107022731687686
59,51,2,0.004004746577993643
59,53,2,0.009479977182823127
59,54,2,0.004726657293782489
59,55,2,0.038446630262430954
59,56,2,-0.005468527770255867
0,1,3,-0.10917858880644665
0,2,3,0.003777676696736223
0,3,3,0.02006403849729993
0,4,3,0.002263369855054393
0,5,3,-0.014074918660037702
0,6,3,0.003788430027970041
0,7,3,-0.003120546382252095
0,8,3,0.001966830932065463
0,9,3,-0.18679223423534805
0,10,3,-0.001119143302048328
0,11,3,-0.028246995140548427
0,12,3,0.009010937038086433
0,13,3,0.021619914223371207
0,14,3,0.013051775641119482
0,15,3,-0.019719614377157874
0,16,3,0.00675200548253384
0,17,3,-0.017470398550913698
0,18,3,0.08656167645583009
0,19,3,0.0057552099594186164
0,20,3,-0.0025157038586781297
0,21,3,0.03683529882722765
0,22,3,-0.016771173496482834
0,23,3,-0.18093226561079667
0,24,3,-0.04544956702856552
0,25,3,-0.0014419054464770073
0,26,3,-0.005330176440353079
0,27,3,-0.171038874032945
0,28,3,0.006527267642847903
0,29,3,-0.001351799303549342
0,30,3,-0.18380840400722476
0,31,3,0.010572561922108597
0,32,3,0.06444292717314432
0,33,3,0.006930384741844122
0,34,3,0.010408792209485259
0,35,3,0.019739218468900543
0,36,3,0.033474509253761026
0,37,3,0.01381062697012649
0,38,3,0.08728869701023383
0,39,3,-0.008407172789154128
0,40,3,0.0005786500712504338
0,41,3,0.001351915472097154
0,42,3,-0.046238722067462365
0,43,3,-0.014710098632905953
0,44,3,0.001250256794228694
0,45,3,-0.015890164783059792
0,46,3,0.006792013926567225
0,47,3,-0.07733478309931763
0,48,3,0.012217077738595214
0,49,3,0.030773980356910625
0,50,3,0.008999778676042078
0,51,3,-0.022642864693856405
0,52,3,0.00166489159907554
0,53,3,0.012411800641078908
0,54,3,0.008913056663810578
0,55,3,0.004458507124088815
0,56,3,-0.0017286798420943657
0,57,3,-0.005476780403091791
0,58,3,-0.012138327122913755
0,59,3,0.06533928977311385
1,0,3,-0.1912409641741305
1,2,3,0.08436385564200825
1,3,3,-0.10649555825558896
1,4,3,-0.001209323552472533
1,5,3,0.007605224419811327
1,6,3,-0.02033144119100871
1,7,3,0.004074611115528089
1,8,3,0.04699281562109866
1,9,3,0.11459753980527349
1,10,3,0.017692495539919074
1,11,3,-0.006853572272288019
1,12,3,-0.013837230325317161
1,13,3,-0.07985600134375684
1,14,3,-0.07301573278670533
1,15,3,0.05836114565613526
1,16,3,0.0037622019470237356
1,17,3,0.05093651872210315
1,18,3,-0.059172799816601236
1,19,3,-0.01302173793432736
1,20,3,-0.0016961296463138974
1,21,3,0.013579806320560822
1,22,3,0.10314848530660276
1,23,3,-0.02537481961161381
1,24,3,-0.021534700430542997
1,25,3,-0.013373447310042514
1,26,3,0.00321246249397424
1,27,3,-0.031762648297255856
1,28,3,0.0017870207770174775
1,29,3,0.015344451929565114
1,30,3,0.13497678659479848
1,31,3,0.025404851212155924
1,32,3,-0.04307186964750513
1,33,3,-0.013930836913013422
1,34,3,0.013183218545774018
1,35,3,-0.06990306671873193
1,36,3,0.012115879348230649
1,37,3,0.031748648078136966
1,38,3,-0.01680264315543241
1,39,3,-0.014206721066173185
1,40,3,-6.319488383997509e-05
1,41,3,0.014618110014037315
1,42,3,0.08753415486355906
1,43,3,0.03395057586659543
1,44,3,-0.12292442016491514
1,45,3,0.012286050440636692
1,46,3,-0.03578380294529517
1,47,3,0.08356334632497478
1,48,3,0.01962190896005251
1,49,3,-0.08066813693862045
1,50,3,-0.00400197312806857
1,51,3,0.06807645182669016
1,52,3,0.0029704468506840916
1,53,3,-0.005998844984310843
1,54,3,-0.031668053977743894
1,55,3,-0.039735319390380004
1,56,3,-0.00022501768158921046
1,57,3,-0.006480488673680698
1,58,3,1.245355286350499e-05
1,59,3,-0.07595884258246849
2,0,3,0.014027270604658866
2,1,3,-0.011202498776735056
2,3,3,-0.0737251502749914
2,4,3,-0.009466966195140447
2,5,3,-0.1269757559240863
2,6,3,0.033212899438348015
2,7,3,0.02720085675549676
2,8,3,-0.08251458048338764
2,9,3,-0.06349517369735802
2,10,3,-0.0014798377486672882
2,11,3,-0.007916266664939166
2,12,3,0.04630066152525353
2,13,3,0.0543706286019611
2,14,3,-0.00712692441414362
2,15,3,-0.02212215509406007
2,16,3,0.040555823831765744
2,17,3,0.03188064947379742
2,18,3,-0.03478641465349783
2,19,3,-0.022962135238575716
2,20,3,0.016809143994680285
2,21,3,-0.037787516040276595
2,22,3,-0.043930274399392025
2,23,3,-0.0462719708511446
2,24,3,0.025679178187164763
2,25,3,0.010380033002044394
2,26,3,-0.0004871551364789196
2,27,3,0.019466604308259472
2,28,3,0.017835475396474038
2,29,3,0.010632091600679183
2,30,3,-0.01535139931847084
2,31,3,0.045831345981609095
2,32,3,-0.014037114600268106
2,33,3,-0.055338359922111315
2,34,3,0.021652242938612044
2,35,3,-0.009703119562754487
2,36,3,0.005529576314344294
2,37,3,-0.022369277585238816
2,38,3,0.0009242959522183595
2,39,3,0.033508834667985966
2,40,3,-0.03900531316590163
2,41,3,-0.023315760734082758
2,42,3,0.0675606834216937
2,43,3,-0.005683246509987761
2,44,3,0.031406206866146036
2,45,3,-0.002324918149032157
2,46,3,-1.6162798737485995e-06
2,47,3,-0.017663644893429226
2,48,3,-0.047948164700805894
2,49,3,0.029872934398865778
2,50,3,-0.027167851056245074
2,51,3,0.0033141566606798532
2,52,3,-0.018405438020399137
2,53,3,-0.025186221281147468
2,54,3,-0.034065580541301856
2,55,3,-0.06459260455310466
2,56,3,0.04307540457149364
2,57,3,-0.01899727612923852
2,58,3,0.0231705130125678
2,59,3,0.026740639364103206
3,0,3,0.008582352193168654
3,1,3,-0.09831010706888385
3,2,3,0.05894985708385785
3,4,3,-0.015765135522499384
3,5,3,-0.038890175587460815
3,6,3,-0.001471287648614871
3,7,3,-0.007343118368669977
3,8,3,0.01796699326373667
3,9,3,-0.03825488370767047
3,10,3,0.022372401439164972
3,11,3,-0.03551989963357899
3,12,3,0.01709212177051268
3,13,3,-0.08272379411806438
3,14,3,-0.03654526282022541
3,15,3,-0.010654319792205392
3,16,3,0.018688462686646902
3,17,3,-0.01363671952826901
3,18,3,-0.030292880924552085
3,19,3,0.006522434256739164
3,20,3,-0.009611744758950113
3,21,3,0.009180649183186167
3,22,3,-0.012414989765689832
3,23,3,-0.0022899869652065804
3,24,3,-0.003517462873559641
3,25,3,0.05591238773699819
3,26,3,-0.00818654693562239
3,27,3,-0.005197704546880919
3,28,3,-0.036818538256315564
3,29,3,-0.07720791131964494
3,30,3,-0.02787869629577771
3,31,3,-0.0185656462113893
3,32,3,0.022058540541955267
3,33,3,0.00114893228411891
