source,target,lag,coefficient,p_value
31,4,1,-0.05626520783221511,3.195819547641293e-05
34,4,1,0.06273454530989453,2.576052154179547e-06
40,4,1,0.10101646761583113,1.0032916125156462e-13
52,4,3,-0.08055403685358321,3.790679814362636e-09
1,5,2,0.08486635018812175,5.428489180686812e-09
2,5,1,-0.1588634803918325,2.2103065877365044e-22
5,5,1,0.4696672683609137,6.799513073922961e-165
5,5,3,0.09986925380665293,6.502553164763762e-12
19,5,1,-0.05738114253627385,5.668175811132953e-05
20,5,2,-0.06455440557009211,8.365176781665072e-06
23,5,2,-0.044214612855603276,0.0014541829733588135
24,5,1,0.10382683545219956,5.449912862187196e-12
26,5,1,0.049083387938282624,0.0004998580148678392
30,5,1,-0.04877436961696369,0.000444163768298247
37,5,1,-0.05855284101541442,2.986751936032328e-05
39,5,1,0.052044324619312465,0.001163579864224414
39,5,2,-0.06153439899381874,1.8020545728095472e-05
40,5,1,0.07016027876818969,1.967135445754244e-06
42,5,1,0.06069036774935363,3.986975110578894e-05
43,5,1,0.046740640001171736,0.0010259789630336846
45,5,1,0.09557771829110268,6.747785682002756e-12
54,5,1,-0.053488479339531735,0.00018002953048453776
55,5,1,0.06116082397995747,2.162933562067754e-05
2,6,2,-0.08727074464096714,1.4765547632896145e-08
6,6,1,0.49882659512874983,2.1851893438053122e-200
9,6,1,-0.059373615357659934,4.93106048969048e-05
10,6,1,0.04773738394884843,0.001124824458687569
11,6,2,0.046543774588584386,0.001557533220310963
13,6,3,0.05140946990238896,0.0003771054603754386
16,6,1,0.09622020059983405,1.1073586126154824e-09
16,6,2,-0.057065074536488146,0.00038607475096024514
21,6,1,-0.14223186198156537,3.640146952586648e-19
31,6,1,0.06058139918762482,3.0216355382553684e-05
34,6,1,-0.05949346713297888,3.78233921590768e-05
36,6,1,-0.07611808414899189,3.1067006449928916e-07
51,6,1,-0.05072713539213349,0.000755171450454988
7,7,1,0.5169337231624894,3.256944656146136e-196
7,7,4,0.07963870818048578,5.319035975005789e-08
8,7,1,-0.05061553893572928,0.0016049419200500654
10,7,1,-0.05231748842935538,0.0004605257883654939
12,7,1,-0.0692393547842949,4.671916220991066e-06
19,7,1,-0.11221141830044709,3.902950058476838e-14
21,7,1,-0.10026722702822974,2.562347681030066e-09
23,7,1,0.08768900519145721,3.2469920242296963e-09
29,7,1,0.04554578529750444,0.0024770119879767064
30,7,1,-0.08228671925941455,2.7442992478222173e-08
32,7,1,-0.07427855056855898,6.476667640188109e-07
33,7,1,-0.057053507607563336,0.00021282032055861127
34,7,1,0.09974484096660155,9.972681206300472e-12
35,7,1,0.055576615199090226,0.00020207220751175463
36,7,1,-0.0465479997247352,0.002260222168262363
37,7,3,-0.04500490945895634,0.001754899061331065
51,7,1,0.13103456818278836,1.5351538681584188e-18
0,8,1,-0.21303499218572292,2.3686327571638208e-20
1,8,2,0.07626513862090918,2.437059519664326e-07
2,8,1,-0.22991024754262002,4.1076202702174624e-42
4,8,1,0.16012171202571496,1.3255656611775289e-27
7,8,1,0.12472378696351423,4.1896149770849244e-15
