,component_01,component_02,component_03,component_04,component_05,component_06,component_07,component_08,component_09,component_10,component_11,component_12,component_13,component_14,component_15,component_16,component_17,component_18,component_19,component_20,component_21,component_22,component_23,component_24,component_25,component_26,component_27,component_28,component_29,component_30,component_31,component_32,component_33,component_34,component_35,component_36,component_37,component_38,component_39,component_40,component_41,component_42,component_43,component_44,component_45,component_46,component_47,component_48,component_49,component_50,component_51,component_52,component_53,component_54,component_55,component_56,component_57,component_58,component_59,component_60
component_01,0.5821216397432634,0.0,0.0,-0.055366984807148724,0.0,0.0,0.0,0.0,-0.21303499218572292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19267690009485217,0.0,0.0,-0.10342023676531584,0.0,-0.22749469958732582,0.0,-0.16120934711218626,0.0,0.15853649561367394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05276852705124474,0.18356540586112174,0.0,0.0,-0.1592783140011734,0.0,0.0,0.121714342453417,0.0,-0.13529311722025275,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_02,-0.14944361548246488,0.5929372539718119,0.04469624329057823,-0.12165825762599808,-0.08853237278617308,0.08486635018812175,0.0,0.0,0.07626513862090918,0.15670360446176207,0.0,0.0,-0.08512231485567602,0.0,-0.059542855094583895,0.0,0.0,0.0,-0.15796391166240642,0.0,0.06216625941513711,0.0,0.0,0.0,0.10416232870403347,0.0,0.0,0.0,0.0,0.0,0.0,-0.14777735377467174,0.0,0.0,-0.06439351283971595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07352387022857339,0.0,0.0,0.07941883704399678,0.0,0.07970528353581134,-0.05844406412581265,0.05232329956642237,0.09493110575341974,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_03,0.11824006863844068,0.09936162132268656,0.37868813918467703,-0.06432301863312224,0.0,-0.1588634803918325,-0.08727074464096714,0.0,-0.22991024754262002,-0.04466332668986972,0.10446779483842233,0.0,-0.09108922123329487,0.12874529845627672,-0.10272560835748101,0.0,0.0,0.13238533038782363,0.0,-0.06676729145875762,0.05518641950386501,-0.13457727259490837,-0.08401138321212176,0.15901386792656702,0.0,0.0,0.0,0.0,-0.08759348490390201,0.0,0.0,0.0,0.14306204280399726,0.0,0.0,0.0,0.05198764519590399,-0.07786748464708258,0.0716610266335887,0.0,0.0,-0.09574190538549485,-0.11032671023205762,-0.08025451374936662,0.0,-0.11759906401247494,0.0,0.10941946632413824,0.0,-0.14824084904947638,0.0,0.0,0.0,0.0,0.0,-0.10936017553965632,0.0,-0.06307356363174939,0.0,0.0
component_04,0.0,-0.05871768183051308,0.10225723753972922,0.5348793284213795,0.0,0.0,0.0,0.0,0.0,0.0838493783362158,0.0,0.0,-0.0704355160176392,0.0,-0.13160802862255633,0.0,0.0,0.0,0.0,0.0,0.0,0.06437817570438839,0.0,0.0,0.0,0.0,0.0,0.10838992449395052,0.0,0.0,-0.15786307680653835,0.0,0.0,0.0,0.07712433968706131,0.0,0.0,0.0,0.0,0.0,-0.09319051639610695,0.0,-0.05124586887560706,-0.07053495163898199,0.0,0.11781539883920764,0.0,0.0,0.0,0.04909879849773455,0.0,-0.0749614519668463,0.0,0.11108441913038763,-0.10855495049945793,0.10997286556993123,0.0,-0.06991047782346799,-0.08737968209036605,0.0
component_05,0.0,0.0,0.0,0.0,0.5285756091889807,0.0,0.0,0.0,0.16012171202571496,0.0,0.0,-0.08127213374202107,0.044655469995802645,0.0,0.0,0.0,0.0,0.0,-0.10843310205685174,-0.07475793393047621,0.0,0.0,0.12186366012364076,-0.04526100149771379,0.0,0.0,0.0,-0.1841815424155365,0.0,0.0,-0.057843760827747476,0.0,-0.08044809448686818,0.0,0.0,-0.14938307373202542,0.0,0.0,0.0,0.0,0.06699735654970262,0.0,-0.09799748620328048,0.0,0.0,-0.07335971826504732,0.0,0.0,0.0,0.0,-0.06425562535532098,0.0,-0.1401443647134359,-0.08009390240435779,0.0,0.0,0.0,0.0,0.0,0.0
component_06,0.059742745413472235,0.0,0.0,0.0,0.0,0.4696672683609137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1018573521452197,-0.11550995567339936,0.0596936795831075,0.0,0.0,0.0,0.08322794283029991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09583458187283973,0.0,0.0,0.0,0.0,0.0,0.061378388285518094,0.0,0.14527291964294772,-0.04522852394333365,0.0,0.0,0.0,0.0,0.0,0.0,0.05553085131193084,-0.07513074213348962,0.0
component_07,0.0,-0.10455894984730675,0.21055057101101096,0.0,0.0,0.0,0.49882659512874983,0.0,0.0,0.0,-0.12320263626608906,0.0,-0.14604268353023409,-0.09045042029171443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04834627065346969,-0.0965479354471085,0.1188029856899258,0.0,0.0,0.0,0.0794461060549141,0.1737459616293788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07847672921341717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1435340861353071,0.0,0.0,0.0,0.08006240605175045,0.0
component_08,0.0,0.0,0.07269163176594555,-0.09616502930916451,-0.0450136575026551,0.0,0.0,0.5169337231624894,0.12472378696351423,0.0,0.04467325095653815,0.0,-0.046477947245816054,-0.06865843796149242,-0.06750050986435358,0.0,0.060073088976891294,-0.05635156852404796,0.0,0.0846463378275619,0.0,0.06528096493222497,0.0,-0.048699131334382216,0.0,0.0,0.0,0.0,0.0,0.0,0.06349505093706578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05994294891118516,0.0,0.0,0.0,0.0,0.053696110654220704,0.0,0.0,-0.06402819719537951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10848284692554265
component_09,0.0,0.11795756362317453,0.0,0.0,0.0,0.0,0.0,-0.05061553893572928,0.3083654802321744,0.0,0.0,0.0,0.0,0.08419263254408726,-0.08484483062258662,0.0,0.0,0.0,0.0,0.0,0.0,-0.1340581815025418,0.0,0.0,0.0,0.0,0.0,0.06511644608935932,0.14217784050076757,0.0,0.0,0.04693236349314777,0.053612970973948876,0.0,0.0,0.0,0.0,0.0,0.0,0.045012658800390196,0.0,0.0,0.0,0.0,0.0,0.0,0.08650542332248037,0.0,0.0,0.0,0.0,0.0,-0.11612872819661521,0.0,0.0,0.07368677688596774,0.0,0.0,0.16324889083992264,0.0
component_10,0.0,0.0,0.0,0.0,0.0,0.0,-0.059373615357659934,0.0,0.0,0.484159971793956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05533227605835887,-0.12380196087189693,-0.06851243831134882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05434709974446232,-0.059797203278879704,0.0,0.0,0.0,0.0,0.0,-0.0626173584826785,0.0,0.0,0.057950144386582365,0.0,0.0,0.0,-0.0684362844514739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_11,0.05011242566243869,0.0,-0.10819811620540999,0.0,0.0,0.0,0.04773738394884843,-0.05231748842935538,-0.043433987096493806,0.0,0.52329841734655,-0.11037386665711447,0.0,-0.07843431693055536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1173758340775536,0.0,0.0,0.0,0.0,0.0,0.0,-0.051700931362870725,0.0,0.0,0.0,0.0,0.0,0.08515838271737161,0.061137072993683796,0.06460676034768152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07957594953153903,0.0,0.0
component_12,0.048194090961560736,0.0,0.04361175001108936,0.0,0.09423502429763352,0.0,0.046543774588584386,0.0,0.0,0.0,0.0,0.35041160356062795,-0.13975926831721278,0.0,0.0,0.0,0.0,-0.04864532179981646,0.0,0.0,0.0,0.08832606708068587,-0.09780600372126412,-0.06303073867155053,0.0,0.1219109780483068,-0.0648342606430925,0.0,0.0,0.0,0.0,0.0,0.05550208849312925,0.0,0.0,0.04646907842922437,0.0,0.0,0.1639634402709828,0.0,-0.11689535843187655,0.0,0.0,0.0,0.0,0.0,0.0,0.047187702434297416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09343963667993212,-0.0646925982600158
component_13,0.05164689995167176,0.0,0.0,0.0,0.0,0.0,0.0,-0.0692393547842949,0.0,0.0,0.0,0.10474562663576939,0.36331361305055804,0.0,0.0,0.0,0.0,0.0,0.0,0.054056408594511475,0.0,0.0,0.0,0.09596820406147011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05378124717123182,0.0,0.0,0.05271446591260453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10824657061659894,0.0,0.0,-0.06744469253984321,0.0,0.0
component_14,-0.09035340479408083,0.0,0.0,-0.057213885800625856,0.0,0.0,0.05140946990238896,0.0,0.0,0.0,0.063511240565527,0.0,0.0,0.4148097260646955,-0.06040560455929566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053058797021411794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_15,0.0,0.11787663162298498,0.0,0.11253704564675439,-0.08787172110645282,0.0,0.0,0.0,0.0,0.0,0.04370845591204229,0.07408647878452425,0.0,0.06816750096245706,0.45488797733433395,0.06576365857197385,0.0,0.04556454004258371,-0.06474581517122974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08139767888119617,0.0,-0.13000689338803256,0.0,0.0,0.0,0.0,0.0,0.0,-0.09396605579382894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11734414061255875,0.0,0.0,0.0,0.0,0.0,0.06045245337751525,0.0,0.0,0.0,0.06626311480885798,0.0,-0.0755877483033106,0.0,0.0
component_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05029931404004346,0.0,0.0,0.0,0.0,0.46856001923662405,0.0,-0.050282049786332814,0.0,-0.047130017420652766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08215155966859525,0.0,0.0,0.0,0.0,0.0,0.0,0.06815392391868684,0.0,0.07175250389703429,0.0,0.0,0.0,0.0,0.0,0.0,0.08524329989513028,0.0,-0.05297146854508759,0.0,0.0,0.0,0.05703179139887473,0.0,0.0,0.07088405601674844,0.0,0.0,0.0
component_17,0.0,0.0,0.049072506768037115,-0.0740648635995526,0.04933202784774748,0.0,0.09622020059983405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38017316255055306,0.0,0.06108584694251588,0.0,0.0,0.04560116863878622,0.0,0.0,0.0,0.0,0.0,0.07129956141669708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06290159972747106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07173040872391924,0.0,0.0,0.0,0.0,0.0
component_18,-0.05408429750305617,0.0,0.0,0.0,0.05658185394195336,0.0,0.0,0.0,0.044125860057428086,0.0,0.0,0.056792932067209256,0.0,0.0,0.0,0.09183228900566076,0.0,0.40319063966437396,0.0,0.0,0.0,0.0,-0.04826823278777478,-0.05649627883403677,0.0,0.0,0.0,0.0615721683265566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07469203139770424,0.0,-0.05143456343280797,0.0,0.0,0.0,0.0,0.0,0.0
component_19,0.0,0.08844523371301094,0.0,0.0,0.0,0.0,0.0,0.0,-0.0681549484250419,0.0,0.0,0.0,0.0,0.058808590985930255,-0.07579977616166755,0.0,0.0,0.0,0.3315114482645595,0.059902859158303214,0.0,0.0,0.06663668029349734,0.0,0.0,0.0,0.0,0.061603169106927806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06670605341525157,0.0,0.0,0.0,0.0,0.0,-0.06887795027671098,0.0,0.0,0.11482046160700497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_20,0.0,0.0,0.08772453552626487,0.05445373674911951,0.0,-0.05738114253627385,0.0,-0.11221141830044709,0.0,0.09613988012222713,0.0,0.0,0.0,0.0,0.0,0.07746697355630192,0.0,0.0,-0.04972225475207662,0.3513843925819541,0.0,0.0,0.0,-0.0841525823423203,0.0,0.0,0.0,0.05195362970837039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08310304922194207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12909217446943028,0.11288230627107063,0.0,0.0,0.0,-0.06934506829174938,0.0,0.0,0.0509467072847533,0.0,0.06903958629609631
component_21,-0.06042352016738685,-0.08093186432811023,0.1450686884189542,0.0,0.0,-0.06455440557009211,0.0,0.0,0.06679985360600925,-0.06821598104230135,0.0,0.04660187738941318,0.0675863099171577,0.0,0.0,0.0,0.09789339527325915,0.0,0.0,0.0,0.3145395371913882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10488662090850738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09007389330756312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07005493558737447,0.0,0.07087630768304673,0.11994788839210585,0.0,0.0,-0.09896279548673,0.0,0.08019888178194051,0.0,0.0,0.0,0.0
component_22,0.09799655014588869,0.0,0.09005648252038664,0.0,0.0,0.0,-0.14223186198156537,-0.10026722702822974,-0.12610801082942646,0.06768321642022247,0.0,0.0,-0.05972622182414267,0.0,-0.12749642743435527,0.04450183034250208,0.0,0.0,-0.05629978549599535,0.0,0.0,0.336738421806272,-0.06026771875675774,0.0,0.0,0.0,0.0,0.07061333053748174,0.0,0.0,0.0,0.0,0.0,0.0,-0.09320482328365022,0.0,0.05711718575790451,0.0,0.0,0.06536112790150586,0.0,0.0,0.0,0.0,0.0,0.0,-0.12033760855103208,0.0,0.05134948784931611,0.0,0.0,0.0,-0.08609204703076476,0.09298384400384543,0.0,0.0,0.0,0.0,0.0,0.0
component_23,-0.06842237019876325,0.0,0.0,0.0,0.07374892174626979,0.0,0.0,0.0,0.0,0.0,-0.08970526941731431,0.0,0.0,-0.09465298865434534,0.05856167971563902,0.06039450733043119,0.0,0.0,0.0,0.0,0.0,0.0,0.3353689785835709,0.0,0.0,0.12960415923361157,0.0,0.0,0.0,0.0,0.10290048223019152,0.0,0.0,0.0,0.05227481155572901,0.0,0.0,0.0,0.0,0.0,0.09524339598925473,0.0,-0.1565532482489028,0.0,0.0,0.0,0.0,0.04389365506230802,0.08943373653385285,-0.044232441004665314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_24,0.0,0.0,0.0,0.0,0.0,-0.044214612855603276,0.0,0.08768900519145721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3589905331817354,0.0,0.0570710414292416,0.0,0.0,0.0,-0.09251325004831887,0.0,0.0,0.0,0.0,0.0,0.07287002815089301,0.0,0.09125085742590351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09190324233679506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_25,-0.12806159980255605,-0.07565219953907812,0.0,0.0,0.0,0.10382683545219956,0.0,0.0,0.08912578935999703,0.0,0.0,0.0,0.0,-0.08500040434812683,0.0,0.0,-0.08111648391532919,0.0,0.0,0.0,-0.05187510747841275,0.05430430215409248,0.0,0.0,0.31990052582085987,-0.057180654580710685,-0.11023835072357331,-0.07401809648437667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05483029864870146,0.08857106484434094,-0.10099563224421833,0.0,0.0,-0.043260177329996256,0.08744979711732466,-0.05992941924625569,0.0,0.0,0.09442729075358772,0.0,0.0,0.0,-0.04797442716099799,0.0,0.0,0.0,0.0,0.08354178021058697
component_26,0.05222843891114478,0.10136726981458251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13528658268692426,0.0,0.0,0.046217212814378426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06441118673185829,0.33708595612817677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0670183788064337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05285798821773525,-0.06477815515179483,0.0,-0.07011595578256742,0.10525134786012921,-0.0805943866244697,0.0,0.0,0.0,0.0,-0.0895339762802242,0.0,0.0,0.0,0.0
component_27,0.0,0.0,0.0,0.0,0.0,0.049083387938282624,0.0,0.0,0.0,0.0,0.0,0.07710405625121738,0.0,0.0,0.0,0.0,0.06729706643491609,0.0,0.09034959078100557,0.05996574980101259,0.07024277418314682,0.0,0.0,0.0,0.0,0.0,0.3335140010624839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06449362773910575,0.0,0.0,0.0,0.0,0.0,0.0,-0.061847247616989086,0.0,0.061673410365633514,0.0,0.06341583782597639,0.0,0.0,-0.0845729230141519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07270283918959118,0.0,0.0,-0.07148008969262924,0.0,0.0,0.0,0.0,0.0,-0.04442421980841567,0.0,0.0,0.0436270476333004,0.3318555509073909,0.0,0.0,0.0,0.0,0.0,0.0,-0.05250154029197249,0.0,0.0,0.0,0.0,0.0,-0.06565527722538557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_29,0.0,0.0,0.047481961678947276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11806263497807339,0.0,0.0,0.07996295398919337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10405106959998923,0.3308422672244873,0.0,0.07698880738314114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11799897333679973,0.0,0.08482875761761505,0.0,0.0,0.0,0.0,0.0,0.04612728532083858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052620028265704576
component_30,0.0,-0.056791106606745946,0.0,0.0,0.0,0.0,0.0,0.04554578529750444,0.047948144114230394,0.0,0.049173970032761694,0.0,0.0,-0.08185629899672264,0.0,0.0,0.0,0.0,0.056421286447523325,0.05270945448386114,0.0,0.09450967504996977,0.0,0.0,0.056483233583949716,0.0,0.0,0.0,0.09682674507225424,0.35697592845089937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06036413954384983,0.0,0.0,0.0,0.0,0.0,0.0,-0.06784579489154656,0.0998354286920169,-0.10347697890118095,0.0,0.0,0.0,0.0,0.0,0.0,0.07804613335903089,0.0,0.0
component_31,0.05607489253260268,0.0,0.07866233146966607,0.06415063776874132,0.0,-0.04877436961696369,0.0,-0.08228671925941455,0.0,0.0,0.0,0.0,-0.05677244836791416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20336975881378036,-0.050286225734920975,-0.09022833347991482,0.0,0.0,0.0,0.0,0.0,0.0,0.061317364967816694,0.0,0.0,0.0,0.0,0.0,0.0,-0.08860741501376612,0.0,0.0,0.0,0.0,0.0,0.0,0.051898337312859324,0.0,0.0,0.0,0.045977335392666525,-0.06846861919694314,0.0924987504899121
component_32,0.0,0.059442599810927435,-0.10362497905322944,0.0,-0.05626520783221511,0.0,0.06058139918762482,0.0,-0.10941143081287404,0.06806414343807017,0.0,-0.0899980724494665,0.0,0.0850677495116287,-0.07723514310885396,0.0,0.0,0.0,-0.07722967939347235,0.0,0.0,0.0,-0.09060230019967089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11679304500951643,0.2795449367727712,0.0,0.0,0.0,0.0,0.07722720001149476,0.0,-0.061862184247380825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06952694943579149,-0.06222607439350636,0.0,0.0,0.0,0.0,0.1152956082344206,0.0,0.0,-0.08002235569706534
component_33,0.0,0.0,0.0,-0.04869457065338791,0.0,0.0,0.0,-0.07427855056855898,0.0582909399588013,0.0,0.0,-0.11251323868712912,0.0,0.0,0.0,0.0,0.0,-0.0724687800131339,0.08425189325178394,0.0,0.0,-0.0672411235175404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34953327457398,0.0,-0.08353260985888177,0.0,0.0,0.0,0.0,0.0,0.06093294233679301,0.0,0.05504923328604734,0.0,0.054594201158074576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_34,0.0,0.0,-0.04508847108179584,0.0,0.0,0.0,0.0,-0.057053507607563336,0.0,-0.11886553775489735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36077285915242857,0.0,0.080472850872676,0.0,0.0,0.0,-0.09034747067176212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16771813628234922,0.0,0.0,0.0,0.0,0.0980728503491804,0.0,0.0,0.0
component_35,0.0,-0.053691888218437164,0.09334280402665848,0.0,0.06273454530989453,0.0,-0.05949346713297888,0.09974484096660155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06832259132105466,0.0,0.0,0.0,0.04456879069044628,0.07989965435745386,0.0,0.0,0.0,-0.05790832622679228,0.0,0.0,0.0,0.0,0.08796436489262975,0.0,0.0,0.0,0.29602652715156896,0.0,0.0,0.0,0.06943504350523493,0.0,0.0,0.06321820833968808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_36,0.0,0.0,0.0,0.051074808313043604,0.0,0.0,0.0,0.055576615199090226,0.0,0.0,0.0,-0.08765106141053729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04711768218026069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31935448335244304,-0.08843028854806158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06775155585306343,0.0,0.0,0.0,0.0,0.0,0.0
component_37,0.0,0.0,0.0,0.0,0.0,0.0,-0.07611808414899189,-0.0465479997247352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054794356382420355,0.046291100556239057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3570541445568025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10021349078505808,-0.05283500651160981,0.0,0.0,0.0956905564511006,0.0,0.0,0.0,0.0,0.0,0.06379531823488767,-0.07129158227285019,0.0
component_38,0.0,0.0,0.18655900893398975,0.07365430992222859,0.0,-0.05855284101541442,0.0,-0.04500490945895634,0.0,-0.0751393151066582,0.0,0.0,0.0,0.0,0.0,0.0,0.04987972446393913,0.0,0.0,0.0,0.12156082616286852,0.0,0.0,0.0,0.0,0.0,0.048993030522726,0.0,0.0,0.06758716872190729,0.0,0.0,0.0,0.0,0.0,0.051966179669534325,-0.08690509499875075,0.2761463083692803,0.08631765722735307,0.08640329656101345,0.0,0.0,0.06464959833032281,0.0,0.0,0.05347378092667906,0.0,0.0,0.0,-0.05471792541046007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_39,0.0,-0.044172324095703534,0.0,-0.0944229834700853,0.0,0.0,0.0,0.0,0.0,-0.06286939957536648,0.0,0.0,0.07804009871978493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08211070760198858,0.0,0.0,-0.05385531304963107,0.0,0.0,0.0,0.0,0.0,0.05899784215894115,0.0,0.0,0.0,0.0,0.0,0.0,0.29613587790053875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06991549887191886
