datetime_utc,dst_nT,status
2024-05-30T10:29:30Z,12,10
2024-05-30T11:29:30Z,13,10
2024-05-30T12:29:30Z,10,10
2024-05-30T13:29:30Z,5,10
2024-05-30T14:29:30Z,5,10
2024-05-30T15:29:30Z,0,10
2024-05-30T16:29:30Z,-3,10
2024-05-30T17:29:30Z,-5,10
2024-05-30T18:29:30Z,-9,10
2024-05-30T19:29:30Z,-17,10
2024-05-30T20:29:30Z,-18,10
2024-05-30T21:29:30Z,-17,10
2024-05-30T22:29:30Z,-12,10
2024-05-30T23:29:30Z,-7,10
2024-05-31T00:29:30Z,-5,10
2024-05-31T01:29:30Z,-4,10
2024-05-31T02:29:30Z,-11,10
2024-05-31T03:29:30Z,-17,10
2024-05-31T04:29:30Z,-22,10
2024-05-31T05:29:30Z,-21,10
2024-05-31T06:29:30Z,-21,10
2024-05-31T07:29:30Z,-17,10
2024-05-31T08:29:30Z,-18,10
2024-05-31T09:29:30Z,-22,10
2024-05-31T10:29:30Z,-21,10
2024-05-31T11:29:30Z,-24,10
2024-05-31T12:29:30Z,-22,10
2024-05-31T13:29:30Z,-20,10
2024-05-31T14:29:30Z,-20,10
2024-05-31T15:29:30Z,-21,10
2024-05-31T16:29:30Z,-18,10
2024-05-31T17:29:30Z,-20,10
2024-05-31T18:29:30Z,-25,10
2024-05-31T19:29:30Z,-28,10
2024-05-31T20:29:30Z,-26,10
2024-05-31T21:29:30Z,-24,10
2024-05-31T22:29:30Z,-21,10
2024-05-31T23:29:30Z,-19,10
