alpha,L,q1_noise_std,shap_mean_abs_q2_mean,shap_mean_abs_q2_std,shap_mean_abs_q3_mean,shap_mean_abs_q3_std,shap_pair_interaction_mean,shap_pair_interaction_std,shap_interaction_share_mean,shap_interaction_share_std,model_r2_mean,model_r2_std
0.0,2.0,0.05,0.5101851543721112,0.007960496237916153,0.004530882234902589,0.0002739645857064347,0.004272631864203318,6.617206043586515e-05,0.008232644429282393,4.169837933016084e-06,0.9919306038334281,6.010169795351915e-06
0.2,2.0,0.05,0.39299646705699254,0.009094501919492667,0.023033812502220474,0.00044306686298901563,0.0229967441678139,0.00035212852081354073,0.05238541598413915,0.00037798900160637624,0.9862038569248351,0.0025286622745940407
0.4,2.0,0.05,0.3022270915377455,0.001933844050010812,0.04792437678102414,0.0018812583113957545,0.04812783092542397,0.001193653804372804,0.12083010810795342,0.0014774688428245825,0.9788884392718271,0.0007719585347394361
0.6,2.0,0.05,0.2038648330289784,0.013626726673094683,0.07236035358450654,0.0038864357907309336,0.07207923772619468,0.00326977739538485,0.2070316946187577,0.0029656524311613293,0.968599444747821,0.0017835157685313604
0.8,2.0,0.05,0.11974912850545738,0.0019397022008213818,0.09543873057027544,0.004805902223848049,0.09559469173792656,0.004914429520506296,0.307513288831627,0.004275703802089059,0.9596978572022457,0.0026007272534903777
1.0,2.0,0.05,0.1143677825309003,0.0016232804123692925,0.11583964725459861,0.0024970502885970102,0.1145866511629752,0.0019617786670106012,0.3323351021778603,0.00017262410969810687,0.9615553077949179,0.0053674210951735555
