dynamics,label,L,center,seed,repeat,noise_std,n_samples,source_dim,target_dim,baseline,baseline_ei_tm,baseline_metadata
square,x^2,4.0,-2.0,20866429,0,0.05,4096,1,1,variance_matched,4.5493532019223295,"{""direction"": [1.0]}"
square,x^2,4.0,-2.0,20866429,0,0.05,4096,1,1,identity,3.1442759756482905,"{""projection"": [[1.0]]}"
square,x^2,4.0,-2.0,20866446,1,0.05,4096,1,1,variance_matched,4.558867371629479,"{""direction"": [1.0]}"
square,x^2,4.0,-2.0,20866446,1,0.05,4096,1,1,identity,3.15805843762473,"{""projection"": [[1.0]]}"
square,x^2,4.0,-2.0,20866463,2,0.05,4096,1,1,variance_matched,4.5492240017987156,"{""direction"": [1.0]}"
square,x^2,4.0,-2.0,20866463,2,0.05,4096,1,1,identity,3.1188799725532355,"{""projection"": [[1.0]]}"
square,x^2,4.0,-2.0,20866480,3,0.05,4096,1,1,variance_matched,4.574929083131607,"{""direction"": [1.0]}"
square,x^2,4.0,-2.0,20866480,3,0.05,4096,1,1,identity,3.1615626021845897,"{""projection"": [[1.0]]}"
square,x^2,4.0,-2.0,20866497,4,0.05,4096,1,1,variance_matched,4.555418017719043,"{""direction"": [1.0]}"
square,x^2,4.0,-2.0,20866497,4,0.05,4096,1,1,identity,3.1055766167791905,"{""projection"": [[1.0]]}"
square,x^2,4.0,-2.0,20866514,5,0.05,4096,1,1,variance_matched,4.568632487943258,"{""direction"": [1.0]}"
square,x^2,4.0,-2.0,20866514,5,0.05,4096,1,1,identity,3.1252678699189893,"{""projection"": [[1.0]]}"
square,x^2,4.0,-2.0,20866531,6,0.05,4096,1,1,variance_matched,4.565058948906962,"{""direction"": [1.0]}"
square,x^2,4.0,-2.0,20866531,6,0.05,4096,1,1,identity,3.1315620173316305,"{""projection"": [[1.0]]}"
square,x^2,4.0,-2.0,20866548,7,0.05,4096,1,1,variance_matched,4.559454108240345,"{""direction"": [1.0]}"
square,x^2,4.0,-2.0,20866548,7,0.05,4096,1,1,identity,3.157277453086466,"{""projection"": [[1.0]]}"
square,x^2,4.0,-2.0,20866565,8,0.05,4096,1,1,variance_matched,4.574153337741603,"{""direction"": [1.0]}"
square,x^2,4.0,-2.0,20866565,8,0.05,4096,1,1,identity,3.1472849133557115,"{""projection"": [[1.0]]}"
square,x^2,4.0,-2.0,20866582,9,0.05,4096,1,1,variance_matched,4.538019856363086,"{""direction"": [1.0]}"
square,x^2,4.0,-2.0,20866582,9,0.05,4096,1,1,identity,3.123439356622345,"{""projection"": [[1.0]]}"
square,x^2,4.0,-1.0,20867429,0,0.05,4096,1,1,variance_matched,3.9613383651036447,"{""direction"": [1.0]}"
square,x^2,4.0,-1.0,20867429,0,0.05,4096,1,1,identity,3.1448990411537867,"{""projection"": [[1.0]]}"
square,x^2,4.0,-1.0,20867446,1,0.05,4096,1,1,variance_matched,3.9433010682303706,"{""direction"": [1.0]}"
square,x^2,4.0,-1.0,20867446,1,0.05,4096,1,1,identity,3.128702526205063,"{""projection"": [[1.0]]}"
square,x^2,4.0,-1.0,20867463,2,0.05,4096,1,1,variance_matched,3.951861817994736,"{""direction"": [1.0]}"
square,x^2,4.0,-1.0,20867463,2,0.05,4096,1,1,identity,3.1428967861693256,"{""projection"": [[1.0]]}"
square,x^2,4.0,-1.0,20867480,3,0.05,4096,1,1,variance_matched,3.957989168032282,"{""direction"": [1.0]}"
square,x^2,4.0,-1.0,20867480,3,0.05,4096,1,1,identity,3.122935500305518,"{""projection"": [[1.0]]}"
square,x^2,4.0,-1.0,20867497,4,0.05,4096,1,1,variance_matched,3.9355594685285853,"{""direction"": [1.0]}"
square,x^2,4.0,-1.0,20867497,4,0.05,4096,1,1,identity,3.1459866829373633,"{""projection"": [[1.0]]}"
square,x^2,4.0,-1.0,20867514,5,0.05,4096,1,1,variance_matched,3.937614351254693,"{""direction"": [1.0]}"
square,x^2,4.0,-1.0,20867514,5,0.05,4096,1,1,identity,3.1392608867880103,"{""projection"": [[1.0]]}"
square,x^2,4.0,-1.0,20867531,6,0.05,4096,1,1,variance_matched,3.919636760688757,"{""direction"": [1.0]}"
square,x^2,4.0,-1.0,20867531,6,0.05,4096,1,1,identity,3.155356158970272,"{""projection"": [[1.0]]}"
square,x^2,4.0,-1.0,20867548,7,0.05,4096,1,1,variance_matched,3.9212183200167967,"{""direction"": [1.0]}"
square,x^2,4.0,-1.0,20867548,7,0.05,4096,1,1,identity,3.148371904018933,"{""projection"": [[1.0]]}"
square,x^2,4.0,-1.0,20867565,8,0.05,4096,1,1,variance_matched,3.978654397320625,"{""direction"": [1.0]}"
square,x^2,4.0,-1.0,20867565,8,0.05,4096,1,1,identity,3.149243549088231,"{""projection"": [[1.0]]}"
square,x^2,4.0,-1.0,20867582,9,0.05,4096,1,1,variance_matched,3.9343306185269284,"{""direction"": [1.0]}"
square,x^2,4.0,-1.0,20867582,9,0.05,4096,1,1,identity,3.119738896075045,"{""projection"": [[1.0]]}"
square,x^2,4.0,0.0,20868429,0,0.05,4096,1,1,variance_matched,3.166938145773825,"{""direction"": [1.0]}"
square,x^2,4.0,0.0,20868429,0,0.05,4096,1,1,identity,3.140729417228817,"{""projection"": [[1.0]]}"
square,x^2,4.0,0.0,20868446,1,0.05,4096,1,1,variance_matched,3.193609210991883,"{""direction"": [1.0]}"
square,x^2,4.0,0.0,20868446,1,0.05,4096,1,1,identity,3.1367059407200912,"{""projection"": [[1.0]]}"
square,x^2,4.0,0.0,20868463,2,0.05,4096,1,1,variance_matched,3.1844533644753494,"{""direction"": [1.0]}"
square,x^2,4.0,0.0,20868463,2,0.05,4096,1,1,identity,3.134266713904092,"{""projection"": [[1.0]]}"
square,x^2,4.0,0.0,20868480,3,0.05,4096,1,1,variance_matched,3.1777595569696206,"{""direction"": [1.0]}"
square,x^2,4.0,0.0,20868480,3,0.05,4096,1,1,identity,3.1483948638104393,"{""projection"": [[1.0]]}"
square,x^2,4.0,0.0,20868497,4,0.05,4096,1,1,variance_matched,3.147011453792477,"{""direction"": [1.0]}"
square,x^2,4.0,0.0,20868497,4,0.05,4096,1,1,identity,3.158179890594486,"{""projection"": [[1.0]]}"
square,x^2,4.0,0.0,20868514,5,0.05,4096,1,1,variance_matched,3.1606875920446384,"{""direction"": [1.0]}"
square,x^2,4.0,0.0,20868514,5,0.05,4096,1,1,identity,3.1471016814878383,"{""projection"": [[1.0]]}"
square,x^2,4.0,0.0,20868531,6,0.05,4096,1,1,variance_matched,3.153706057147132,"{""direction"": [1.0]}"
square,x^2,4.0,0.0,20868531,6,0.05,4096,1,1,identity,3.120689353364532,"{""projection"": [[1.0]]}"
square,x^2,4.0,0.0,20868548,7,0.05,4096,1,1,variance_matched,3.1559231174892712,"{""direction"": [1.0]}"
square,x^2,4.0,0.0,20868548,7,0.05,4096,1,1,identity,3.12515204272344,"{""projection"": [[1.0]]}"
square,x^2,4.0,0.0,20868565,8,0.05,4096,1,1,variance_matched,3.17862043804792,"{""direction"": [1.0]}"
square,x^2,4.0,0.0,20868565,8,0.05,4096,1,1,identity,3.1304019171524264,"{""projection"": [[1.0]]}"
square,x^2,4.0,0.0,20868582,9,0.05,4096,1,1,variance_matched,3.1769418836767107,"{""direction"": [1.0]}"
square,x^2,4.0,0.0,20868582,9,0.05,4096,1,1,identity,3.1549179012986768,"{""projection"": [[1.0]]}"
square,x^2,4.0,1.0,20869429,0,0.05,4096,1,1,variance_matched,3.926982331308801,"{""direction"": [1.0]}"
square,x^2,4.0,1.0,20869429,0,0.05,4096,1,1,identity,3.1234162903004403,"{""projection"": [[1.0]]}"
square,x^2,4.0,1.0,20869446,1,0.05,4096,1,1,variance_matched,3.9429282614273884,"{""direction"": [1.0]}"
square,x^2,4.0,1.0,20869446,1,0.05,4096,1,1,identity,3.1296849010708874,"{""projection"": [[1.0]]}"
square,x^2,4.0,1.0,20869463,2,0.05,4096,1,1,variance_matched,3.957345084849271,"{""direction"": [1.0]}"
square,x^2,4.0,1.0,20869463,2,0.05,4096,1,1,identity,3.144396032886312,"{""projection"": [[1.0]]}"
square,x^2,4.0,1.0,20869480,3,0.05,4096,1,1,variance_matched,3.9582302508167815,"{""direction"": [1.0]}"
square,x^2,4.0,1.0,20869480,3,0.05,4096,1,1,identity,3.1340402350929377,"{""projection"": [[1.0]]}"
square,x^2,4.0,1.0,20869497,4,0.05,4096,1,1,variance_matched,3.924374245675794,"{""direction"": [1.0]}"
square,x^2,4.0,1.0,20869497,4,0.05,4096,1,1,identity,3.1468057283621453,"{""projection"": [[1.0]]}"
square,x^2,4.0,1.0,20869514,5,0.05,4096,1,1,variance_matched,3.9580667809726764,"{""direction"": [1.0]}"
square,x^2,4.0,1.0,20869514,5,0.05,4096,1,1,identity,3.147438867919698,"{""projection"": [[1.0]]}"
square,x^2,4.0,1.0,20869531,6,0.05,4096,1,1,variance_matched,3.9642749823528467,"{""direction"": [1.0]}"
square,x^2,4.0,1.0,20869531,6,0.05,4096,1,1,identity,3.123936491040027,"{""projection"": [[1.0]]}"
square,x^2,4.0,1.0,20869548,7,0.05,4096,1,1,variance_matched,3.941296999160466,"{""direction"": [1.0]}"
square,x^2,4.0,1.0,20869548,7,0.05,4096,1,1,identity,3.130397066658317,"{""projection"": [[1.0]]}"
square,x^2,4.0,1.0,20869565,8,0.05,4096,1,1,variance_matched,3.9525464271834765,"{""direction"": [1.0]}"
square,x^2,4.0,1.0,20869565,8,0.05,4096,1,1,identity,3.141186378717941,"{""projection"": [[1.0]]}"
square,x^2,4.0,1.0,20869582,9,0.05,4096,1,1,variance_matched,3.969268265863521,"{""direction"": [1.0]}"
square,x^2,4.0,1.0,20869582,9,0.05,4096,1,1,identity,3.144253851284326,"{""projection"": [[1.0]]}"
square,x^2,4.0,2.0,20870429,0,0.05,4096,1,1,variance_matched,4.554376651670827,"{""direction"": [1.0]}"
square,x^2,4.0,2.0,20870429,0,0.05,4096,1,1,identity,3.123393505511117,"{""projection"": [[1.0]]}"
square,x^2,4.0,2.0,20870446,1,0.05,4096,1,1,variance_matched,4.5664573947689515,"{""direction"": [1.0]}"
square,x^2,4.0,2.0,20870446,1,0.05,4096,1,1,identity,3.1455415867209524,"{""projection"": [[1.0]]}"
square,x^2,4.0,2.0,20870463,2,0.05,4096,1,1,variance_matched,4.565655784154222,"{""direction"": [1.0]}"
square,x^2,4.0,2.0,20870463,2,0.05,4096,1,1,identity,3.1289453577208737,"{""projection"": [[1.0]]}"
square,x^2,4.0,2.0,20870480,3,0.05,4096,1,1,variance_matched,4.5750339287591295,"{""direction"": [1.0]}"
square,x^2,4.0,2.0,20870480,3,0.05,4096,1,1,identity,3.154595670565514,"{""projection"": [[1.0]]}"
square,x^2,4.0,2.0,20870497,4,0.05,4096,1,1,variance_matched,4.557428819031272,"{""direction"": [1.0]}"
square,x^2,4.0,2.0,20870497,4,0.05,4096,1,1,identity,3.1261549546583485,"{""projection"": [[1.0]]}"
square,x^2,4.0,2.0,20870514,5,0.05,4096,1,1,variance_matched,4.5815471262556295,"{""direction"": [1.0]}"
square,x^2,4.0,2.0,20870514,5,0.05,4096,1,1,identity,3.155013666342891,"{""projection"": [[1.0]]}"
square,x^2,4.0,2.0,20870531,6,0.05,4096,1,1,variance_matched,4.554781930608609,"{""direction"": [1.0]}"
square,x^2,4.0,2.0,20870531,6,0.05,4096,1,1,identity,3.1514221903025623,"{""projection"": [[1.0]]}"
square,x^2,4.0,2.0,20870548,7,0.05,4096,1,1,variance_matched,4.5820942427925555,"{""direction"": [1.0]}"
square,x^2,4.0,2.0,20870548,7,0.05,4096,1,1,identity,3.1323444131466767,"{""projection"": [[1.0]]}"
square,x^2,4.0,2.0,20870565,8,0.05,4096,1,1,variance_matched,4.568820083333215,"{""direction"": [1.0]}"
square,x^2,4.0,2.0,20870565,8,0.05,4096,1,1,identity,3.153367693581156,"{""projection"": [[1.0]]}"
square,x^2,4.0,2.0,20870582,9,0.05,4096,1,1,variance_matched,4.558475758133064,"{""direction"": [1.0]}"
square,x^2,4.0,2.0,20870582,9,0.05,4096,1,1,identity,3.156008711249948,"{""projection"": [[1.0]]}"
square,x^2,4.0,3.0,20871429,0,0.05,4096,1,1,variance_matched,4.954067453285981,"{""direction"": [1.0]}"
square,x^2,4.0,3.0,20871429,0,0.05,4096,1,1,identity,3.1426908718299087,"{""projection"": [[1.0]]}"
square,x^2,4.0,3.0,20871446,1,0.05,4096,1,1,variance_matched,4.9505020649354705,"{""direction"": [1.0]}"
square,x^2,4.0,3.0,20871446,1,0.05,4096,1,1,identity,3.142819528219076,"{""projection"": [[1.0]]}"
square,x^2,4.0,3.0,20871463,2,0.05,4096,1,1,variance_matched,4.921078443258905,"{""direction"": [1.0]}"
square,x^2,4.0,3.0,20871463,2,0.05,4096,1,1,identity,3.133232815127542,"{""projection"": [[1.0]]}"
square,x^2,4.0,3.0,20871480,3,0.05,4096,1,1,variance_matched,4.925629897659945,"{""direction"": [1.0]}"
square,x^2,4.0,3.0,20871480,3,0.05,4096,1,1,identity,3.135730941825188,"{""projection"": [[1.0]]}"
square,x^2,4.0,3.0,20871497,4,0.05,4096,1,1,variance_matched,4.942364274978652,"{""direction"": [1.0]}"
square,x^2,4.0,3.0,20871497,4,0.05,4096,1,1,identity,3.1285777077666195,"{""projection"": [[1.0]]}"
square,x^2,4.0,3.0,20871514,5,0.05,4096,1,1,variance_matched,4.945935526467852,"{""direction"": [1.0]}"
square,x^2,4.0,3.0,20871514,5,0.05,4096,1,1,identity,3.1455794816020566,"{""projection"": [[1.0]]}"
square,x^2,4.0,3.0,20871531,6,0.05,4096,1,1,variance_matched,4.935216730810711,"{""direction"": [1.0]}"
square,x^2,4.0,3.0,20871531,6,0.05,4096,1,1,identity,3.140641104249528,"{""projection"": [[1.0]]}"
square,x^2,4.0,3.0,20871548,7,0.05,4096,1,1,variance_matched,4.93606125199247,"{""direction"": [1.0]}"
square,x^2,4.0,3.0,20871548,7,0.05,4096,1,1,identity,3.138148068775518,"{""projection"": [[1.0]]}"
square,x^2,4.0,3.0,20871565,8,0.05,4096,1,1,variance_matched,4.93846676021893,"{""direction"": [1.0]}"
square,x^2,4.0,3.0,20871565,8,0.05,4096,1,1,identity,3.1224837072521954,"{""projection"": [[1.0]]}"
square,x^2,4.0,3.0,20871582,9,0.05,4096,1,1,variance_matched,4.960429309977959,"{""direction"": [1.0]}"
square,x^2,4.0,3.0,20871582,9,0.05,4096,1,1,identity,3.1484167053117513,"{""projection"": [[1.0]]}"
square,x^2,4.0,4.0,20872429,0,0.05,4096,1,1,variance_matched,5.221763828674863,"{""direction"": [1.0]}"
square,x^2,4.0,4.0,20872429,0,0.05,4096,1,1,identity,3.1485524459535803,"{""projection"": [[1.0]]}"
square,x^2,4.0,4.0,20872446,1,0.05,4096,1,1,variance_matched,5.2282193562492605,"{""direction"": [1.0]}"
square,x^2,4.0,4.0,20872446,1,0.05,4096,1,1,identity,3.155560720936256,"{""projection"": [[1.0]]}"
square,x^2,4.0,4.0,20872463,2,0.05,4096,1,1,variance_matched,5.219985973856566,"{""direction"": [1.0]}"
square,x^2,4.0,4.0,20872463,2,0.05,4096,1,1,identity,3.116993961053851,"{""projection"": [[1.0]]}"
square,x^2,4.0,4.0,20872480,3,0.05,4096,1,1,variance_matched,5.23017636590639,"{""direction"": [1.0]}"
square,x^2,4.0,4.0,20872480,3,0.05,4096,1,1,identity,3.155861315444991,"{""projection"": [[1.0]]}"
square,x^2,4.0,4.0,20872497,4,0.05,4096,1,1,variance_matched,5.228319243069571,"{""direction"": [1.0]}"
square,x^2,4.0,4.0,20872497,4,0.05,4096,1,1,identity,3.154288460060836,"{""projection"": [[1.0]]}"
square,x^2,4.0,4.0,20872514,5,0.05,4096,1,1,variance_matched,5.214693728534444,"{""direction"": [1.0]}"
square,x^2,4.0,4.0,20872514,5,0.05,4096,1,1,identity,3.1587455323318157,"{""projection"": [[1.0]]}"
square,x^2,4.0,4.0,20872531,6,0.05,4096,1,1,variance_matched,5.238389716203958,"{""direction"": [1.0]}"
square,x^2,4.0,4.0,20872531,6,0.05,4096,1,1,identity,3.1409692797648496,"{""projection"": [[1.0]]}"
square,x^2,4.0,4.0,20872548,7,0.05,4096,1,1,variance_matched,5.245899800116145,"{""direction"": [1.0]}"
square,x^2,4.0,4.0,20872548,7,0.05,4096,1,1,identity,3.1425907757992206,"{""projection"": [[1.0]]}"
square,x^2,4.0,4.0,20872565,8,0.05,4096,1,1,variance_matched,5.246951727508481,"{""direction"": [1.0]}"
square,x^2,4.0,4.0,20872565,8,0.05,4096,1,1,identity,3.132331675969362,"{""projection"": [[1.0]]}"
square,x^2,4.0,4.0,20872582,9,0.05,4096,1,1,variance_matched,5.221789107773844,"{""direction"": [1.0]}"
square,x^2,4.0,4.0,20872582,9,0.05,4096,1,1,identity,3.1488316474837434,"{""projection"": [[1.0]]}"
square,x^2,4.0,5.0,20873429,0,0.05,4096,1,1,variance_matched,5.435300441212635,"{""direction"": [1.0]}"
square,x^2,4.0,5.0,20873429,0,0.05,4096,1,1,identity,3.1504145450207046,"{""projection"": [[1.0]]}"
square,x^2,4.0,5.0,20873446,1,0.05,4096,1,1,variance_matched,5.438765058486,"{""direction"": [1.0]}"
square,x^2,4.0,5.0,20873446,1,0.05,4096,1,1,identity,3.1184021231208385,"{""projection"": [[1.0]]}"
square,x^2,4.0,5.0,20873463,2,0.05,4096,1,1,variance_matched,5.421944125516021,"{""direction"": [1.0]}"
square,x^2,4.0,5.0,20873463,2,0.05,4096,1,1,identity,3.1268149362146307,"{""projection"": [[1.0]]}"
square,x^2,4.0,5.0,20873480,3,0.05,4096,1,1,variance_matched,5.453173280286108,"{""direction"": [1.0]}"
square,x^2,4.0,5.0,20873480,3,0.05,4096,1,1,identity,3.1405270464602992,"{""projection"": [[1.0]]}"
square,x^2,4.0,5.0,20873497,4,0.05,4096,1,1,variance_matched,5.41465581680869,"{""direction"": [1.0]}"
square,x^2,4.0,5.0,20873497,4,0.05,4096,1,1,identity,3.1439908845149938,"{""projection"": [[1.0]]}"
square,x^2,4.0,5.0,20873514,5,0.05,4096,1,1,variance_matched,5.463341777541729,"{""direction"": [1.0]}"
square,x^2,4.0,5.0,20873514,5,0.05,4096,1,1,identity,3.158407137814336,"{""projection"": [[1.0]]}"
square,x^2,4.0,5.0,20873531,6,0.05,4096,1,1,variance_matched,5.459141547155185,"{""direction"": [1.0]}"
square,x^2,4.0,5.0,20873531,6,0.05,4096,1,1,identity,3.1459137740297662,"{""projection"": [[1.0]]}"
square,x^2,4.0,5.0,20873548,7,0.05,4096,1,1,variance_matched,5.445449232745502,"{""direction"": [1.0]}"
square,x^2,4.0,5.0,20873548,7,0.05,4096,1,1,identity,3.1664007916275443,"{""projection"": [[1.0]]}"
square,x^2,4.0,5.0,20873565,8,0.05,4096,1,1,variance_matched,5.462225441704522,"{""direction"": [1.0]}"
square,x^2,4.0,5.0,20873565,8,0.05,4096,1,1,identity,3.1463411685953444,"{""projection"": [[1.0]]}"
square,x^2,4.0,5.0,20873582,9,0.05,4096,1,1,variance_matched,5.458063095655891,"{""direction"": [1.0]}"
square,x^2,4.0,5.0,20873582,9,0.05,4096,1,1,identity,3.1427099104254226,"{""projection"": [[1.0]]}"
square,x^2,4.0,6.0,20874429,0,0.05,4096,1,1,variance_matched,5.638917597492447,"{""direction"": [1.0]}"
square,x^2,4.0,6.0,20874429,0,0.05,4096,1,1,identity,3.1542878958781744,"{""projection"": [[1.0]]}"
square,x^2,4.0,6.0,20874446,1,0.05,4096,1,1,variance_matched,5.616816941234954,"{""direction"": [1.0]}"
square,x^2,4.0,6.0,20874446,1,0.05,4096,1,1,identity,3.124426317841286,"{""projection"": [[1.0]]}"
square,x^2,4.0,6.0,20874463,2,0.05,4096,1,1,variance_matched,5.637081350772714,"{""direction"": [1.0]}"
square,x^2,4.0,6.0,20874463,2,0.05,4096,1,1,identity,3.1413785601861965,"{""projection"": [[1.0]]}"
square,x^2,4.0,6.0,20874480,3,0.05,4096,1,1,variance_matched,5.610225732331129,"{""direction"": [1.0]}"
square,x^2,4.0,6.0,20874480,3,0.05,4096,1,1,identity,3.1324195432599957,"{""projection"": [[1.0]]}"
square,x^2,4.0,6.0,20874497,4,0.05,4096,1,1,variance_matched,5.635626199577196,"{""direction"": [1.0]}"
square,x^2,4.0,6.0,20874497,4,0.05,4096,1,1,identity,3.18186615374899,"{""projection"": [[1.0]]}"
square,x^2,4.0,6.0,20874514,5,0.05,4096,1,1,variance_matched,5.633806762190908,"{""direction"": [1.0]}"
square,x^2,4.0,6.0,20874514,5,0.05,4096,1,1,identity,3.15391317356488,"{""projection"": [[1.0]]}"
square,x^2,4.0,6.0,20874531,6,0.05,4096,1,1,variance_matched,5.6374637553620115,"{""direction"": [1.0]}"
square,x^2,4.0,6.0,20874531,6,0.05,4096,1,1,identity,3.141280594680879,"{""projection"": [[1.0]]}"
square,x^2,4.0,6.0,20874548,7,0.05,4096,1,1,variance_matched,5.650602432719728,"{""direction"": [1.0]}"
square,x^2,4.0,6.0,20874548,7,0.05,4096,1,1,identity,3.14585495258657,"{""projection"": [[1.0]]}"
square,x^2,4.0,6.0,20874565,8,0.05,4096,1,1,variance_matched,5.631819961098679,"{""direction"": [1.0]}"
square,x^2,4.0,6.0,20874565,8,0.05,4096,1,1,identity,3.142695673766413,"{""projection"": [[1.0]]}"
square,x^2,4.0,6.0,20874582,9,0.05,4096,1,1,variance_matched,5.643717768662707,"{""direction"": [1.0]}"
square,x^2,4.0,6.0,20874582,9,0.05,4096,1,1,identity,3.138866468997324,"{""projection"": [[1.0]]}"
square,x^2,4.0,7.0,20875429,0,0.05,4096,1,1,variance_matched,5.767480100422494,"{""direction"": [1.0]}"
square,x^2,4.0,7.0,20875429,0,0.05,4096,1,1,identity,3.117562086896857,"{""projection"": [[1.0]]}"
square,x^2,4.0,7.0,20875446,1,0.05,4096,1,1,variance_matched,5.775173915871452,"{""direction"": [1.0]}"
square,x^2,4.0,7.0,20875446,1,0.05,4096,1,1,identity,3.139220900591221,"{""projection"": [[1.0]]}"
square,x^2,4.0,7.0,20875463,2,0.05,4096,1,1,variance_matched,5.756893476062345,"{""direction"": [1.0]}"
square,x^2,4.0,7.0,20875463,2,0.05,4096,1,1,identity,3.125151887769276,"{""projection"": [[1.0]]}"
square,x^2,4.0,7.0,20875480,3,0.05,4096,1,1,variance_matched,5.784171998197343,"{""direction"": [1.0]}"
square,x^2,4.0,7.0,20875480,3,0.05,4096,1,1,identity,3.155550495629047,"{""projection"": [[1.0]]}"
square,x^2,4.0,7.0,20875497,4,0.05,4096,1,1,variance_matched,5.795946277068572,"{""direction"": [1.0]}"
square,x^2,4.0,7.0,20875497,4,0.05,4096,1,1,identity,3.138856123214316,"{""projection"": [[1.0]]}"
square,x^2,4.0,7.0,20875514,5,0.05,4096,1,1,variance_matched,5.793755097000869,"{""direction"": [1.0]}"
square,x^2,4.0,7.0,20875514,5,0.05,4096,1,1,identity,3.137376457295129,"{""projection"": [[1.0]]}"
square,x^2,4.0,7.0,20875531,6,0.05,4096,1,1,variance_matched,5.7830016473266985,"{""direction"": [1.0]}"
square,x^2,4.0,7.0,20875531,6,0.05,4096,1,1,identity,3.145576795932169,"{""projection"": [[1.0]]}"
square,x^2,4.0,7.0,20875548,7,0.05,4096,1,1,variance_matched,5.784359777070547,"{""direction"": [1.0]}"
square,x^2,4.0,7.0,20875548,7,0.05,4096,1,1,identity,3.1295619260496714,"{""projection"": [[1.0]]}"
square,x^2,4.0,7.0,20875565,8,0.05,4096,1,1,variance_matched,5.77701711851665,"{""direction"": [1.0]}"
square,x^2,4.0,7.0,20875565,8,0.05,4096,1,1,identity,3.1282102229892588,"{""projection"": [[1.0]]}"
square,x^2,4.0,7.0,20875582,9,0.05,4096,1,1,variance_matched,5.775781998446937,"{""direction"": [1.0]}"
square,x^2,4.0,7.0,20875582,9,0.05,4096,1,1,identity,3.153728977977748,"{""projection"": [[1.0]]}"
square,x^2,4.0,8.0,20876429,0,0.05,4096,1,1,variance_matched,5.920609322146411,"{""direction"": [1.0]}"
square,x^2,4.0,8.0,20876429,0,0.05,4096,1,1,identity,3.1303540898804876,"{""projection"": [[1.0]]}"
square,x^2,4.0,8.0,20876446,1,0.05,4096,1,1,variance_matched,5.912080072689885,"{""direction"": [1.0]}"
square,x^2,4.0,8.0,20876446,1,0.05,4096,1,1,identity,3.139642046187528,"{""projection"": [[1.0]]}"
square,x^2,4.0,8.0,20876463,2,0.05,4096,1,1,variance_matched,5.913700815702042,"{""direction"": [1.0]}"
square,x^2,4.0,8.0,20876463,2,0.05,4096,1,1,identity,3.140016191553042,"{""projection"": [[1.0]]}"
square,x^2,4.0,8.0,20876480,3,0.05,4096,1,1,variance_matched,5.926208648864378,"{""direction"": [1.0]}"
square,x^2,4.0,8.0,20876480,3,0.05,4096,1,1,identity,3.1508955853089127,"{""projection"": [[1.0]]}"
square,x^2,4.0,8.0,20876497,4,0.05,4096,1,1,variance_matched,5.924941132210065,"{""direction"": [1.0]}"
square,x^2,4.0,8.0,20876497,4,0.05,4096,1,1,identity,3.138027456132647,"{""projection"": [[1.0]]}"
square,x^2,4.0,8.0,20876514,5,0.05,4096,1,1,variance_matched,5.909779087143417,"{""direction"": [1.0]}"
square,x^2,4.0,8.0,20876514,5,0.05,4096,1,1,identity,3.1366948820471503,"{""projection"": [[1.0]]}"
square,x^2,4.0,8.0,20876531,6,0.05,4096,1,1,variance_matched,5.9151231594811255,"{""direction"": [1.0]}"
square,x^2,4.0,8.0,20876531,6,0.05,4096,1,1,identity,3.1321147287381614,"{""projection"": [[1.0]]}"
square,x^2,4.0,8.0,20876548,7,0.05,4096,1,1,variance_matched,5.918205620982831,"{""direction"": [1.0]}"
square,x^2,4.0,8.0,20876548,7,0.05,4096,1,1,identity,3.1260646462280604,"{""projection"": [[1.0]]}"
square,x^2,4.0,8.0,20876565,8,0.05,4096,1,1,variance_matched,5.914641014943984,"{""direction"": [1.0]}"
square,x^2,4.0,8.0,20876565,8,0.05,4096,1,1,identity,3.1280583722175246,"{""projection"": [[1.0]]}"
square,x^2,4.0,8.0,20876582,9,0.05,4096,1,1,variance_matched,5.899310579400165,"{""direction"": [1.0]}"
square,x^2,4.0,8.0,20876582,9,0.05,4096,1,1,identity,3.1382508169111754,"{""projection"": [[1.0]]}"
sine,sin(x),4.0,-8.0,20960429,0,0.05,4096,1,1,variance_matched,2.2238338160512807,"{""direction"": [1.0]}"
sine,sin(x),4.0,-8.0,20960429,0,0.05,4096,1,1,identity,3.1479336328731726,"{""projection"": [[1.0]]}"
sine,sin(x),4.0,-8.0,20960446,1,0.05,4096,1,1,variance_matched,2.2316572549923945,"{""direction"": [1.0]}"
sine,sin(x),4.0,-8.0,20960446,1,0.05,4096,1,1,identity,3.14885723057707,"{""projection"": [[1.0]]}"
sine,sin(x),4.0,-8.0,20960463,2,0.05,4096,1,1,variance_matched,2.228527258295401,"{""direction"": [1.0]}"
sine,sin(x),4.0,-8.0,20960463,2,0.05,4096,1,1,identity,3.1388466788601113,"{""projection"": [[1.0]]}"
sine,sin(x),4.0,-8.0,20960480,3,0.05,4096,1,1,variance_matched,2.2355247091463895,"{""direction"": [1.0]}"
sine,sin(x),4.0,-8.0,20960480,3,0.05,4096,1,1,identity,3.1802167898619027,"{""projection"": [[1.0]]}"
sine,sin(x),4.0,-8.0,20960497,4,0.05,4096,1,1,variance_matched,2.234788364445517,"{""direction"": [1.0]}"
sine,sin(x),4.0,-8.0,20960497,4,0.05,4096,1,1,identity,3.1349745499401367,"{""projection"": [[1.0]]}"
sine,sin(x),4.0,-8.0,20960514,5,0.05,4096,1,1,variance_matched,2.218156149761375,"{""direction"": [1.0]}"
