dynamics,label,L,center,seed,repeat,noise_std,n_samples,source_dim,target_dim,baseline,baseline_ei_tm,baseline_metadata
identity,x,4.0,3.0,20771497,4,0.05,4096,1,1,variance_matched,3.1411453524414936,"{""direction"": [1.0]}"
identity,x,4.0,3.0,20771497,4,0.05,4096,1,1,identity,3.1265297151766585,"{""projection"": [[1.0]]}"
identity,x,4.0,3.0,20771514,5,0.05,4096,1,1,variance_matched,3.134851801164994,"{""direction"": [1.0]}"
identity,x,4.0,3.0,20771514,5,0.05,4096,1,1,identity,3.132151737550504,"{""projection"": [[1.0]]}"
identity,x,4.0,3.0,20771531,6,0.05,4096,1,1,variance_matched,3.1538327569961733,"{""direction"": [1.0]}"
identity,x,4.0,3.0,20771531,6,0.05,4096,1,1,identity,3.1366680200024004,"{""projection"": [[1.0]]}"
identity,x,4.0,3.0,20771548,7,0.05,4096,1,1,variance_matched,3.1407799257574855,"{""direction"": [1.0]}"
identity,x,4.0,3.0,20771548,7,0.05,4096,1,1,identity,3.132677601626029,"{""projection"": [[1.0]]}"
identity,x,4.0,3.0,20771565,8,0.05,4096,1,1,variance_matched,3.145486716419241,"{""direction"": [1.0]}"
identity,x,4.0,3.0,20771565,8,0.05,4096,1,1,identity,3.1519944156818953,"{""projection"": [[1.0]]}"
identity,x,4.0,3.0,20771582,9,0.05,4096,1,1,variance_matched,3.124903304355767,"{""direction"": [1.0]}"
identity,x,4.0,3.0,20771582,9,0.05,4096,1,1,identity,3.135235163460737,"{""projection"": [[1.0]]}"
identity,x,4.0,4.0,20772429,0,0.05,4096,1,1,variance_matched,3.1593387528463093,"{""direction"": [1.0]}"
identity,x,4.0,4.0,20772429,0,0.05,4096,1,1,identity,3.143471865607053,"{""projection"": [[1.0]]}"
identity,x,4.0,4.0,20772446,1,0.05,4096,1,1,variance_matched,3.1381354366863476,"{""direction"": [1.0]}"
identity,x,4.0,4.0,20772446,1,0.05,4096,1,1,identity,3.1376918749616314,"{""projection"": [[1.0]]}"
identity,x,4.0,4.0,20772463,2,0.05,4096,1,1,variance_matched,3.129078699710111,"{""direction"": [1.0]}"
identity,x,4.0,4.0,20772463,2,0.05,4096,1,1,identity,3.125527793559667,"{""projection"": [[1.0]]}"
identity,x,4.0,4.0,20772480,3,0.05,4096,1,1,variance_matched,3.142997631924122,"{""direction"": [1.0]}"
identity,x,4.0,4.0,20772480,3,0.05,4096,1,1,identity,3.1311472754474394,"{""projection"": [[1.0]]}"
identity,x,4.0,4.0,20772497,4,0.05,4096,1,1,variance_matched,3.1185972143195064,"{""direction"": [1.0]}"
identity,x,4.0,4.0,20772497,4,0.05,4096,1,1,identity,3.1326959656360884,"{""projection"": [[1.0]]}"
identity,x,4.0,4.0,20772514,5,0.05,4096,1,1,variance_matched,3.152673527452718,"{""direction"": [1.0]}"
identity,x,4.0,4.0,20772514,5,0.05,4096,1,1,identity,3.147422627085259,"{""projection"": [[1.0]]}"
identity,x,4.0,4.0,20772531,6,0.05,4096,1,1,variance_matched,3.1511871496517294,"{""direction"": [1.0]}"
identity,x,4.0,4.0,20772531,6,0.05,4096,1,1,identity,3.141300517317583,"{""projection"": [[1.0]]}"
identity,x,4.0,4.0,20772548,7,0.05,4096,1,1,variance_matched,3.1568905398061107,"{""direction"": [1.0]}"
identity,x,4.0,4.0,20772548,7,0.05,4096,1,1,identity,3.1327150668131836,"{""projection"": [[1.0]]}"
identity,x,4.0,4.0,20772565,8,0.05,4096,1,1,variance_matched,3.1539282843995156,"{""direction"": [1.0]}"
identity,x,4.0,4.0,20772565,8,0.05,4096,1,1,identity,3.1665221570152084,"{""projection"": [[1.0]]}"
identity,x,4.0,4.0,20772582,9,0.05,4096,1,1,variance_matched,3.1493281976135283,"{""direction"": [1.0]}"
identity,x,4.0,4.0,20772582,9,0.05,4096,1,1,identity,3.1555970058989797,"{""projection"": [[1.0]]}"
identity,x,4.0,5.0,20773429,0,0.05,4096,1,1,variance_matched,3.131193628029112,"{""direction"": [1.0]}"
identity,x,4.0,5.0,20773429,0,0.05,4096,1,1,identity,3.1333923906524697,"{""projection"": [[1.0]]}"
identity,x,4.0,5.0,20773446,1,0.05,4096,1,1,variance_matched,3.13635341378873,"{""direction"": [1.0]}"
identity,x,4.0,5.0,20773446,1,0.05,4096,1,1,identity,3.1243271180700942,"{""projection"": [[1.0]]}"
identity,x,4.0,5.0,20773463,2,0.05,4096,1,1,variance_matched,3.128870008622174,"{""direction"": [1.0]}"
identity,x,4.0,5.0,20773463,2,0.05,4096,1,1,identity,3.1294401208344023,"{""projection"": [[1.0]]}"
identity,x,4.0,5.0,20773480,3,0.05,4096,1,1,variance_matched,3.1319915371633424,"{""direction"": [1.0]}"
identity,x,4.0,5.0,20773480,3,0.05,4096,1,1,identity,3.1212560318015674,"{""projection"": [[1.0]]}"
identity,x,4.0,5.0,20773497,4,0.05,4096,1,1,variance_matched,3.125449729640562,"{""direction"": [1.0]}"
identity,x,4.0,5.0,20773497,4,0.05,4096,1,1,identity,3.1396689322525266,"{""projection"": [[1.0]]}"
identity,x,4.0,5.0,20773514,5,0.05,4096,1,1,variance_matched,3.1471507369909055,"{""direction"": [1.0]}"
identity,x,4.0,5.0,20773514,5,0.05,4096,1,1,identity,3.140367153569687,"{""projection"": [[1.0]]}"
identity,x,4.0,5.0,20773531,6,0.05,4096,1,1,variance_matched,3.1266171982544777,"{""direction"": [1.0]}"
identity,x,4.0,5.0,20773531,6,0.05,4096,1,1,identity,3.1448924305515744,"{""projection"": [[1.0]]}"
identity,x,4.0,5.0,20773548,7,0.05,4096,1,1,variance_matched,3.1352967754304304,"{""direction"": [1.0]}"
identity,x,4.0,5.0,20773548,7,0.05,4096,1,1,identity,3.161355347966265,"{""projection"": [[1.0]]}"
identity,x,4.0,5.0,20773565,8,0.05,4096,1,1,variance_matched,3.122854610098086,"{""direction"": [1.0]}"
identity,x,4.0,5.0,20773565,8,0.05,4096,1,1,identity,3.1366371648094242,"{""projection"": [[1.0]]}"
identity,x,4.0,5.0,20773582,9,0.05,4096,1,1,variance_matched,3.134986575074958,"{""direction"": [1.0]}"
identity,x,4.0,5.0,20773582,9,0.05,4096,1,1,identity,3.1485686764105365,"{""projection"": [[1.0]]}"
identity,x,4.0,6.0,20774429,0,0.05,4096,1,1,variance_matched,3.141793133448287,"{""direction"": [1.0]}"
identity,x,4.0,6.0,20774429,0,0.05,4096,1,1,identity,3.1323926938332862,"{""projection"": [[1.0]]}"
identity,x,4.0,6.0,20774446,1,0.05,4096,1,1,variance_matched,3.1356045363039406,"{""direction"": [1.0]}"
identity,x,4.0,6.0,20774446,1,0.05,4096,1,1,identity,3.13492058518724,"{""projection"": [[1.0]]}"
identity,x,4.0,6.0,20774463,2,0.05,4096,1,1,variance_matched,3.1299025720974565,"{""direction"": [1.0]}"
identity,x,4.0,6.0,20774463,2,0.05,4096,1,1,identity,3.138778734598288,"{""projection"": [[1.0]]}"
identity,x,4.0,6.0,20774480,3,0.05,4096,1,1,variance_matched,3.1310854489393045,"{""direction"": [1.0]}"
identity,x,4.0,6.0,20774480,3,0.05,4096,1,1,identity,3.1322307965048855,"{""projection"": [[1.0]]}"
identity,x,4.0,6.0,20774497,4,0.05,4096,1,1,variance_matched,3.158355608963174,"{""direction"": [1.0]}"
identity,x,4.0,6.0,20774497,4,0.05,4096,1,1,identity,3.1436910331684302,"{""projection"": [[1.0]]}"
identity,x,4.0,6.0,20774514,5,0.05,4096,1,1,variance_matched,3.141152165883887,"{""direction"": [1.0]}"
identity,x,4.0,6.0,20774514,5,0.05,4096,1,1,identity,3.1538413070996594,"{""projection"": [[1.0]]}"
identity,x,4.0,6.0,20774531,6,0.05,4096,1,1,variance_matched,3.1491443011051206,"{""direction"": [1.0]}"
identity,x,4.0,6.0,20774531,6,0.05,4096,1,1,identity,3.147898177972273,"{""projection"": [[1.0]]}"
identity,x,4.0,6.0,20774548,7,0.05,4096,1,1,variance_matched,3.154800512316295,"{""direction"": [1.0]}"
identity,x,4.0,6.0,20774548,7,0.05,4096,1,1,identity,3.1513646334968533,"{""projection"": [[1.0]]}"
identity,x,4.0,6.0,20774565,8,0.05,4096,1,1,variance_matched,3.1433740341692875,"{""direction"": [1.0]}"
identity,x,4.0,6.0,20774565,8,0.05,4096,1,1,identity,3.1385548071844482,"{""projection"": [[1.0]]}"
identity,x,4.0,6.0,20774582,9,0.05,4096,1,1,variance_matched,3.16166247936562,"{""direction"": [1.0]}"
identity,x,4.0,6.0,20774582,9,0.05,4096,1,1,identity,3.132888513513707,"{""projection"": [[1.0]]}"
identity,x,4.0,7.0,20775429,0,0.05,4096,1,1,variance_matched,3.128553746961715,"{""direction"": [1.0]}"
identity,x,4.0,7.0,20775429,0,0.05,4096,1,1,identity,3.1205731596167077,"{""projection"": [[1.0]]}"
identity,x,4.0,7.0,20775446,1,0.05,4096,1,1,variance_matched,3.12635328924836,"{""direction"": [1.0]}"
identity,x,4.0,7.0,20775446,1,0.05,4096,1,1,identity,3.1281721450845836,"{""projection"": [[1.0]]}"
identity,x,4.0,7.0,20775463,2,0.05,4096,1,1,variance_matched,3.137057565570564,"{""direction"": [1.0]}"
identity,x,4.0,7.0,20775463,2,0.05,4096,1,1,identity,3.145341252280885,"{""projection"": [[1.0]]}"
identity,x,4.0,7.0,20775480,3,0.05,4096,1,1,variance_matched,3.1540342246537074,"{""direction"": [1.0]}"
identity,x,4.0,7.0,20775480,3,0.05,4096,1,1,identity,3.1283183720274534,"{""projection"": [[1.0]]}"
identity,x,4.0,7.0,20775497,4,0.05,4096,1,1,variance_matched,3.1551905180370152,"{""direction"": [1.0]}"
identity,x,4.0,7.0,20775497,4,0.05,4096,1,1,identity,3.1306573993806732,"{""projection"": [[1.0]]}"
identity,x,4.0,7.0,20775514,5,0.05,4096,1,1,variance_matched,3.1388005751182897,"{""direction"": [1.0]}"
identity,x,4.0,7.0,20775514,5,0.05,4096,1,1,identity,3.142534809211322,"{""projection"": [[1.0]]}"
identity,x,4.0,7.0,20775531,6,0.05,4096,1,1,variance_matched,3.1334750051857743,"{""direction"": [1.0]}"
identity,x,4.0,7.0,20775531,6,0.05,4096,1,1,identity,3.1495336384039665,"{""projection"": [[1.0]]}"
identity,x,4.0,7.0,20775548,7,0.05,4096,1,1,variance_matched,3.166231950839035,"{""direction"": [1.0]}"
identity,x,4.0,7.0,20775548,7,0.05,4096,1,1,identity,3.1372386040299354,"{""projection"": [[1.0]]}"
identity,x,4.0,7.0,20775565,8,0.05,4096,1,1,variance_matched,3.14366445076693,"{""direction"": [1.0]}"
identity,x,4.0,7.0,20775565,8,0.05,4096,1,1,identity,3.1634977408427973,"{""projection"": [[1.0]]}"
identity,x,4.0,7.0,20775582,9,0.05,4096,1,1,variance_matched,3.1048758375778545,"{""direction"": [1.0]}"
identity,x,4.0,7.0,20775582,9,0.05,4096,1,1,identity,3.1048084487539,"{""projection"": [[1.0]]}"
identity,x,4.0,8.0,20776429,0,0.05,4096,1,1,variance_matched,3.157826056474354,"{""direction"": [1.0]}"
identity,x,4.0,8.0,20776429,0,0.05,4096,1,1,identity,3.1228195268462158,"{""projection"": [[1.0]]}"
identity,x,4.0,8.0,20776446,1,0.05,4096,1,1,variance_matched,3.147771702897397,"{""direction"": [1.0]}"
identity,x,4.0,8.0,20776446,1,0.05,4096,1,1,identity,3.143682892257283,"{""projection"": [[1.0]]}"
identity,x,4.0,8.0,20776463,2,0.05,4096,1,1,variance_matched,3.1490676888622113,"{""direction"": [1.0]}"
identity,x,4.0,8.0,20776463,2,0.05,4096,1,1,identity,3.129034384469312,"{""projection"": [[1.0]]}"
identity,x,4.0,8.0,20776480,3,0.05,4096,1,1,variance_matched,3.1445779335980415,"{""direction"": [1.0]}"
identity,x,4.0,8.0,20776480,3,0.05,4096,1,1,identity,3.138949246016797,"{""projection"": [[1.0]]}"
identity,x,4.0,8.0,20776497,4,0.05,4096,1,1,variance_matched,3.1287186847125534,"{""direction"": [1.0]}"
identity,x,4.0,8.0,20776497,4,0.05,4096,1,1,identity,3.135769207301178,"{""projection"": [[1.0]]}"
identity,x,4.0,8.0,20776514,5,0.05,4096,1,1,variance_matched,3.1367239757997623,"{""direction"": [1.0]}"
identity,x,4.0,8.0,20776514,5,0.05,4096,1,1,identity,3.1399853852144637,"{""projection"": [[1.0]]}"
identity,x,4.0,8.0,20776531,6,0.05,4096,1,1,variance_matched,3.1548557176833394,"{""direction"": [1.0]}"
identity,x,4.0,8.0,20776531,6,0.05,4096,1,1,identity,3.1300645648679297,"{""projection"": [[1.0]]}"
identity,x,4.0,8.0,20776548,7,0.05,4096,1,1,variance_matched,3.1226878591777085,"{""direction"": [1.0]}"
identity,x,4.0,8.0,20776548,7,0.05,4096,1,1,identity,3.117700904846476,"{""projection"": [[1.0]]}"
identity,x,4.0,8.0,20776565,8,0.05,4096,1,1,variance_matched,3.145546791769625,"{""direction"": [1.0]}"
identity,x,4.0,8.0,20776565,8,0.05,4096,1,1,identity,3.1460425361953233,"{""projection"": [[1.0]]}"
identity,x,4.0,8.0,20776582,9,0.05,4096,1,1,variance_matched,3.1193622621874915,"{""direction"": [1.0]}"
identity,x,4.0,8.0,20776582,9,0.05,4096,1,1,identity,3.1392500984097214,"{""projection"": [[1.0]]}"
square,x^2,4.0,-8.0,20860429,0,0.05,4096,1,1,variance_matched,5.8937897685540115,"{""direction"": [1.0]}"
square,x^2,4.0,-8.0,20860429,0,0.05,4096,1,1,identity,3.1250642861783415,"{""projection"": [[1.0]]}"
square,x^2,4.0,-8.0,20860446,1,0.05,4096,1,1,variance_matched,5.89125988752049,"{""direction"": [1.0]}"
square,x^2,4.0,-8.0,20860446,1,0.05,4096,1,1,identity,3.1420766381941316,"{""projection"": [[1.0]]}"
square,x^2,4.0,-8.0,20860463,2,0.05,4096,1,1,variance_matched,5.917744633998166,"{""direction"": [1.0]}"
square,x^2,4.0,-8.0,20860463,2,0.05,4096,1,1,identity,3.1470252735878974,"{""projection"": [[1.0]]}"
square,x^2,4.0,-8.0,20860480,3,0.05,4096,1,1,variance_matched,5.903503450245331,"{""direction"": [1.0]}"
square,x^2,4.0,-8.0,20860480,3,0.05,4096,1,1,identity,3.146380205428251,"{""projection"": [[1.0]]}"
square,x^2,4.0,-8.0,20860497,4,0.05,4096,1,1,variance_matched,5.900657972885064,"{""direction"": [1.0]}"
square,x^2,4.0,-8.0,20860497,4,0.05,4096,1,1,identity,3.1508413318304713,"{""projection"": [[1.0]]}"
square,x^2,4.0,-8.0,20860514,5,0.05,4096,1,1,variance_matched,5.917869701163093,"{""direction"": [1.0]}"
square,x^2,4.0,-8.0,20860514,5,0.05,4096,1,1,identity,3.1326566750738207,"{""projection"": [[1.0]]}"
square,x^2,4.0,-8.0,20860531,6,0.05,4096,1,1,variance_matched,5.93020905104657,"{""direction"": [1.0]}"
square,x^2,4.0,-8.0,20860531,6,0.05,4096,1,1,identity,3.136672678354161,"{""projection"": [[1.0]]}"
square,x^2,4.0,-8.0,20860548,7,0.05,4096,1,1,variance_matched,5.905619879481524,"{""direction"": [1.0]}"
square,x^2,4.0,-8.0,20860548,7,0.05,4096,1,1,identity,3.1206382883525956,"{""projection"": [[1.0]]}"
square,x^2,4.0,-8.0,20860565,8,0.05,4096,1,1,variance_matched,5.932893145826624,"{""direction"": [1.0]}"
square,x^2,4.0,-8.0,20860565,8,0.05,4096,1,1,identity,3.1515602653856165,"{""projection"": [[1.0]]}"
square,x^2,4.0,-8.0,20860582,9,0.05,4096,1,1,variance_matched,5.931898564121407,"{""direction"": [1.0]}"
square,x^2,4.0,-8.0,20860582,9,0.05,4096,1,1,identity,3.140797447249656,"{""projection"": [[1.0]]}"
square,x^2,4.0,-7.0,20861429,0,0.05,4096,1,1,variance_matched,5.791402213657658,"{""direction"": [1.0]}"
square,x^2,4.0,-7.0,20861429,0,0.05,4096,1,1,identity,3.1462719336920038,"{""projection"": [[1.0]]}"
square,x^2,4.0,-7.0,20861446,1,0.05,4096,1,1,variance_matched,5.761465039295178,"{""direction"": [1.0]}"
square,x^2,4.0,-7.0,20861446,1,0.05,4096,1,1,identity,3.1383016842402895,"{""projection"": [[1.0]]}"
square,x^2,4.0,-7.0,20861463,2,0.05,4096,1,1,variance_matched,5.790248219488255,"{""direction"": [1.0]}"
square,x^2,4.0,-7.0,20861463,2,0.05,4096,1,1,identity,3.14717577934933,"{""projection"": [[1.0]]}"
square,x^2,4.0,-7.0,20861480,3,0.05,4096,1,1,variance_matched,5.801762870185107,"{""direction"": [1.0]}"
square,x^2,4.0,-7.0,20861480,3,0.05,4096,1,1,identity,3.137251195428675,"{""projection"": [[1.0]]}"
square,x^2,4.0,-7.0,20861497,4,0.05,4096,1,1,variance_matched,5.768737699653591,"{""direction"": [1.0]}"
square,x^2,4.0,-7.0,20861497,4,0.05,4096,1,1,identity,3.1533852558614486,"{""projection"": [[1.0]]}"
square,x^2,4.0,-7.0,20861514,5,0.05,4096,1,1,variance_matched,5.772323564313316,"{""direction"": [1.0]}"
square,x^2,4.0,-7.0,20861514,5,0.05,4096,1,1,identity,3.14383931773162,"{""projection"": [[1.0]]}"
square,x^2,4.0,-7.0,20861531,6,0.05,4096,1,1,variance_matched,5.749129005552419,"{""direction"": [1.0]}"
square,x^2,4.0,-7.0,20861531,6,0.05,4096,1,1,identity,3.117798074245248,"{""projection"": [[1.0]]}"
square,x^2,4.0,-7.0,20861548,7,0.05,4096,1,1,variance_matched,5.774428939594982,"{""direction"": [1.0]}"
square,x^2,4.0,-7.0,20861548,7,0.05,4096,1,1,identity,3.140265766229745,"{""projection"": [[1.0]]}"
square,x^2,4.0,-7.0,20861565,8,0.05,4096,1,1,variance_matched,5.792184558251885,"{""direction"": [1.0]}"
square,x^2,4.0,-7.0,20861565,8,0.05,4096,1,1,identity,3.1360338890605046,"{""projection"": [[1.0]]}"
square,x^2,4.0,-7.0,20861582,9,0.05,4096,1,1,variance_matched,5.758492260721958,"{""direction"": [1.0]}"
square,x^2,4.0,-7.0,20861582,9,0.05,4096,1,1,identity,3.131577416852415,"{""projection"": [[1.0]]}"
square,x^2,4.0,-6.0,20862429,0,0.05,4096,1,1,variance_matched,5.634252465723832,"{""direction"": [1.0]}"
square,x^2,4.0,-6.0,20862429,0,0.05,4096,1,1,identity,3.1219916081441084,"{""projection"": [[1.0]]}"
square,x^2,4.0,-6.0,20862446,1,0.05,4096,1,1,variance_matched,5.614271365239476,"{""direction"": [1.0]}"
square,x^2,4.0,-6.0,20862446,1,0.05,4096,1,1,identity,3.1151843280213516,"{""projection"": [[1.0]]}"
square,x^2,4.0,-6.0,20862463,2,0.05,4096,1,1,variance_matched,5.626517665284643,"{""direction"": [1.0]}"
square,x^2,4.0,-6.0,20862463,2,0.05,4096,1,1,identity,3.136736974000506,"{""projection"": [[1.0]]}"
square,x^2,4.0,-6.0,20862480,3,0.05,4096,1,1,variance_matched,5.614472977417155,"{""direction"": [1.0]}"
square,x^2,4.0,-6.0,20862480,3,0.05,4096,1,1,identity,3.119103913231042,"{""projection"": [[1.0]]}"
square,x^2,4.0,-6.0,20862497,4,0.05,4096,1,1,variance_matched,5.619162436666899,"{""direction"": [1.0]}"
square,x^2,4.0,-6.0,20862497,4,0.05,4096,1,1,identity,3.159345531899369,"{""projection"": [[1.0]]}"
square,x^2,4.0,-6.0,20862514,5,0.05,4096,1,1,variance_matched,5.617794388361543,"{""direction"": [1.0]}"
square,x^2,4.0,-6.0,20862514,5,0.05,4096,1,1,identity,3.1282511548733543,"{""projection"": [[1.0]]}"
square,x^2,4.0,-6.0,20862531,6,0.05,4096,1,1,variance_matched,5.6559609742314105,"{""direction"": [1.0]}"
square,x^2,4.0,-6.0,20862531,6,0.05,4096,1,1,identity,3.1700104644505984,"{""projection"": [[1.0]]}"
square,x^2,4.0,-6.0,20862548,7,0.05,4096,1,1,variance_matched,5.6518066945685135,"{""direction"": [1.0]}"
square,x^2,4.0,-6.0,20862548,7,0.05,4096,1,1,identity,3.1590961416138765,"{""projection"": [[1.0]]}"
square,x^2,4.0,-6.0,20862565,8,0.05,4096,1,1,variance_matched,5.626855181896253,"{""direction"": [1.0]}"
square,x^2,4.0,-6.0,20862565,8,0.05,4096,1,1,identity,3.144438101504875,"{""projection"": [[1.0]]}"
square,x^2,4.0,-6.0,20862582,9,0.05,4096,1,1,variance_matched,5.626091051838934,"{""direction"": [1.0]}"
square,x^2,4.0,-6.0,20862582,9,0.05,4096,1,1,identity,3.13190896910238,"{""projection"": [[1.0]]}"
square,x^2,4.0,-5.0,20863429,0,0.05,4096,1,1,variance_matched,5.425296465416576,"{""direction"": [1.0]}"
square,x^2,4.0,-5.0,20863429,0,0.05,4096,1,1,identity,3.125321592700634,"{""projection"": [[1.0]]}"
square,x^2,4.0,-5.0,20863446,1,0.05,4096,1,1,variance_matched,5.451691406010935,"{""direction"": [1.0]}"
square,x^2,4.0,-5.0,20863446,1,0.05,4096,1,1,identity,3.131257852193897,"{""projection"": [[1.0]]}"
square,x^2,4.0,-5.0,20863463,2,0.05,4096,1,1,variance_matched,5.453187229811908,"{""direction"": [1.0]}"
square,x^2,4.0,-5.0,20863463,2,0.05,4096,1,1,identity,3.1562528162147028,"{""projection"": [[1.0]]}"
square,x^2,4.0,-5.0,20863480,3,0.05,4096,1,1,variance_matched,5.466453931672872,"{""direction"": [1.0]}"
square,x^2,4.0,-5.0,20863480,3,0.05,4096,1,1,identity,3.1316861515180046,"{""projection"": [[1.0]]}"
square,x^2,4.0,-5.0,20863497,4,0.05,4096,1,1,variance_matched,5.439663937372043,"{""direction"": [1.0]}"
square,x^2,4.0,-5.0,20863497,4,0.05,4096,1,1,identity,3.132865890476114,"{""projection"": [[1.0]]}"
square,x^2,4.0,-5.0,20863514,5,0.05,4096,1,1,variance_matched,5.4498553988086895,"{""direction"": [1.0]}"
square,x^2,4.0,-5.0,20863514,5,0.05,4096,1,1,identity,3.150868362851921,"{""projection"": [[1.0]]}"
square,x^2,4.0,-5.0,20863531,6,0.05,4096,1,1,variance_matched,5.43308319749721,"{""direction"": [1.0]}"
square,x^2,4.0,-5.0,20863531,6,0.05,4096,1,1,identity,3.129033916591208,"{""projection"": [[1.0]]}"
square,x^2,4.0,-5.0,20863548,7,0.05,4096,1,1,variance_matched,5.454708900307784,"{""direction"": [1.0]}"
square,x^2,4.0,-5.0,20863548,7,0.05,4096,1,1,identity,3.1458330251071214,"{""projection"": [[1.0]]}"
square,x^2,4.0,-5.0,20863565,8,0.05,4096,1,1,variance_matched,5.461105850034665,"{""direction"": [1.0]}"
square,x^2,4.0,-5.0,20863565,8,0.05,4096,1,1,identity,3.160219000057893,"{""projection"": [[1.0]]}"
square,x^2,4.0,-5.0,20863582,9,0.05,4096,1,1,variance_matched,5.449005500005786,"{""direction"": [1.0]}"
square,x^2,4.0,-5.0,20863582,9,0.05,4096,1,1,identity,3.142880811009083,"{""projection"": [[1.0]]}"
square,x^2,4.0,-4.0,20864429,0,0.05,4096,1,1,variance_matched,5.218031772612145,"{""direction"": [1.0]}"
square,x^2,4.0,-4.0,20864429,0,0.05,4096,1,1,identity,3.138397691074828,"{""projection"": [[1.0]]}"
square,x^2,4.0,-4.0,20864446,1,0.05,4096,1,1,variance_matched,5.258998867286566,"{""direction"": [1.0]}"
square,x^2,4.0,-4.0,20864446,1,0.05,4096,1,1,identity,3.155676372488751,"{""projection"": [[1.0]]}"
square,x^2,4.0,-4.0,20864463,2,0.05,4096,1,1,variance_matched,5.223243183421339,"{""direction"": [1.0]}"
square,x^2,4.0,-4.0,20864463,2,0.05,4096,1,1,identity,3.141893902597194,"{""projection"": [[1.0]]}"
square,x^2,4.0,-4.0,20864480,3,0.05,4096,1,1,variance_matched,5.233852035688537,"{""direction"": [1.0]}"
square,x^2,4.0,-4.0,20864480,3,0.05,4096,1,1,identity,3.1476731712034303,"{""projection"": [[1.0]]}"
square,x^2,4.0,-4.0,20864497,4,0.05,4096,1,1,variance_matched,5.241700219335732,"{""direction"": [1.0]}"
square,x^2,4.0,-4.0,20864497,4,0.05,4096,1,1,identity,3.133488052062517,"{""projection"": [[1.0]]}"
square,x^2,4.0,-4.0,20864514,5,0.05,4096,1,1,variance_matched,5.221700106431831,"{""direction"": [1.0]}"
square,x^2,4.0,-4.0,20864514,5,0.05,4096,1,1,identity,3.1271766413753186,"{""projection"": [[1.0]]}"
square,x^2,4.0,-4.0,20864531,6,0.05,4096,1,1,variance_matched,5.210614688291095,"{""direction"": [1.0]}"
square,x^2,4.0,-4.0,20864531,6,0.05,4096,1,1,identity,3.141344895724166,"{""projection"": [[1.0]]}"
square,x^2,4.0,-4.0,20864548,7,0.05,4096,1,1,variance_matched,5.212874544147633,"{""direction"": [1.0]}"
square,x^2,4.0,-4.0,20864548,7,0.05,4096,1,1,identity,3.1371980618709436,"{""projection"": [[1.0]]}"
square,x^2,4.0,-4.0,20864565,8,0.05,4096,1,1,variance_matched,5.216610797759548,"{""direction"": [1.0]}"
square,x^2,4.0,-4.0,20864565,8,0.05,4096,1,1,identity,3.1307026930430424,"{""projection"": [[1.0]]}"
square,x^2,4.0,-4.0,20864582,9,0.05,4096,1,1,variance_matched,5.228094612918556,"{""direction"": [1.0]}"
square,x^2,4.0,-4.0,20864582,9,0.05,4096,1,1,identity,3.138431699952111,"{""projection"": [[1.0]]}"
square,x^2,4.0,-3.0,20865429,0,0.05,4096,1,1,variance_matched,4.940156266950433,"{""direction"": [1.0]}"
square,x^2,4.0,-3.0,20865429,0,0.05,4096,1,1,identity,3.1327127749424193,"{""projection"": [[1.0]]}"
square,x^2,4.0,-3.0,20865446,1,0.05,4096,1,1,variance_matched,4.95465771756328,"{""direction"": [1.0]}"
square,x^2,4.0,-3.0,20865446,1,0.05,4096,1,1,identity,3.141985870371517,"{""projection"": [[1.0]]}"
square,x^2,4.0,-3.0,20865463,2,0.05,4096,1,1,variance_matched,4.945760276081282,"{""direction"": [1.0]}"
square,x^2,4.0,-3.0,20865463,2,0.05,4096,1,1,identity,3.1254860078013356,"{""projection"": [[1.0]]}"
square,x^2,4.0,-3.0,20865480,3,0.05,4096,1,1,variance_matched,4.941509482429193,"{""direction"": [1.0]}"
square,x^2,4.0,-3.0,20865480,3,0.05,4096,1,1,identity,3.1720158614964546,"{""projection"": [[1.0]]}"
square,x^2,4.0,-3.0,20865497,4,0.05,4096,1,1,variance_matched,4.940491509344049,"{""direction"": [1.0]}"
square,x^2,4.0,-3.0,20865497,4,0.05,4096,1,1,identity,3.143655731979166,"{""projection"": [[1.0]]}"
square,x^2,4.0,-3.0,20865514,5,0.05,4096,1,1,variance_matched,4.924187980375912,"{""direction"": [1.0]}"
square,x^2,4.0,-3.0,20865514,5,0.05,4096,1,1,identity,3.154880770383784,"{""projection"": [[1.0]]}"
square,x^2,4.0,-3.0,20865531,6,0.05,4096,1,1,variance_matched,4.946503849126792,"{""direction"": [1.0]}"
square,x^2,4.0,-3.0,20865531,6,0.05,4096,1,1,identity,3.1491921465151314,"{""projection"": [[1.0]]}"
square,x^2,4.0,-3.0,20865548,7,0.05,4096,1,1,variance_matched,4.9320414293817425,"{""direction"": [1.0]}"
square,x^2,4.0,-3.0,20865548,7,0.05,4096,1,1,identity,3.1286368486858236,"{""projection"": [[1.0]]}"
square,x^2,4.0,-3.0,20865565,8,0.05,4096,1,1,variance_matched,4.93688996750843,"{""direction"": [1.0]}"
square,x^2,4.0,-3.0,20865565,8,0.05,4096,1,1,identity,3.1348730608272666,"{""projection"": [[1.0]]}"
square,x^2,4.0,-3.0,20865582,9,0.05,4096,1,1,variance_matched,4.956375132516651,"{""direction"": [1.0]}"
square,x^2,4.0,-3.0,20865582,9,0.05,4096,1,1,identity,3.159527745856919,"{""projection"": [[1.0]]}"
