beta,L,q1_noise_std,tm_ei_mean,tm_ei_std,tm_syn_mean,tm_syn_std,tm_single_q2_mean,tm_single_q2_std,tm_single_q3_mean,tm_single_q3_std,tm_syn_ratio,tm_single_q2_ratio,tm_single_q3_ratio
0.0,2.0,0.05,2.250795986625244,0.014268956349384928,-0.09802613108665426,0.00418672671316053,0.00015557965233960154,0.00017966882413285524,2.3486665380595584,0.014397238965307877,-0.043551761985159226,6.912205871349168e-05,1.0434826399264456
0.2,2.0,0.05,0.9022298047619917,0.013855278351688977,0.9020217219232314,0.013911113312934825,0.0,0.0,0.00020808283876034607,0.00015251175487517363,0.9997693682500156,0.0,0.00023063174998440487
0.4,2.0,0.05,1.074050532404623,0.008488047074744891,1.0732737710996156,0.008772560147309715,0.0005871731650472595,0.0007374955032219636,0.0001895881399602194,0.0003791762799204388,0.9992767925888288,0.0005466904464286937,0.00017651696474258304
0.6,2.0,0.05,1.0760414954248256,0.014471333737296211,1.0758444430302294,0.0144482299514965,0.0001201446414667908,0.00015043130825614825,7.690775312931559e-05,0.00015381550625863117,0.9998168728664888,0.00011165428282982451,7.147285068123891e-05
0.8,2.0,0.05,0.9057388294054942,0.012354391001070594,0.9051151404309562,0.012510472078381392,0.0006096194275092836,0.0005966330087609545,1.4069547028827789e-05,2.813909405765558e-05,0.9993114030730609,0.0006730631476950409,1.5533779244136755e-05
1.0,2.0,0.05,2.241800632644722,0.0064309848887728355,-0.10448527737853841,0.006793611071104751,2.34618614510298,0.011573639152074223,9.976492027995854e-05,0.00011941419660972777,-0.04660774729788254,1.0465632451602582,4.450213762419308e-05
