beta,L,q1_noise_std,tm_ei_mean,tm_syn_mean,tm_syn_ratio,tm_single_q2_ratio,tm_single_q3_ratio,shap_mean_abs_q2_mean,shap_mean_abs_q2_std,shap_mean_abs_q3_mean,shap_mean_abs_q3_std,shap_pair_interaction_mean,shap_pair_interaction_std,shap_interaction_share_mean,shap_interaction_share_std,model_r2_mean,model_r2_std
0.0,2.0,0.05,2.250795986625244,-0.0980261310866542,-0.0435517619851592,6.912205871349168e-05,1.0434826399264456,0.0039146038616381,0.0003758463078294,0.4721479360246181,0.0056787838032693,0.0036899774086618,0.000479207631007,0.0076968292031066,0.0010762529372578,0.9905049766502408,0.000223686212295
0.2,2.0,0.05,0.9022298047619915,0.9020217219232314,0.9997693682500156,0.0,0.0002306317499844,0.2119246825061326,0.0004683866649886,0.2136420854318351,0.0028897565444297,0.2118503962276016,0.0012767276048338,0.3323590372394204,0.0004137221454732,0.9766499880096542,0.0066559404398838
0.4,2.0,0.05,1.074050532404623,1.0732737710996156,0.9992767925888288,0.0005466904464286,0.0001765169647425,0.2027572014904665,0.0059645012254864,0.2003730442688649,0.0069694263787901,0.2007535713036703,0.0037353686756665,0.3324787034456598,0.0029919949629185,0.9822129499784976,0.000530006214132
0.6,2.0,0.05,1.0760414954248256,1.0758444430302294,0.9998168728664888,0.0001116542828298,7.147285068123891e-05,0.2068987956500154,0.0020698891033957,0.208708398000352,0.0022281370358222,0.2087555710906112,0.0022493349985694,0.3343493031339146,9.646533743754751e-05,0.9860004857494028,0.0003801786351362
0.8,2.0,0.05,0.9057388294054942,0.9051151404309562,0.9993114030730608,0.000673063147695,1.5533779244136755e-05,0.2114233351938935,0.0005540358099245,0.2117960763398105,0.0019690851977638,0.2116460673506536,0.0014865786644909,0.3333696471963069,0.0008179117650296,0.9862885385029344,0.0001403468777024
1.0,2.0,0.05,2.241800632644722,-0.1044852773785384,-0.0466077472978825,1.0465632451602582,4.450213762419308e-05,0.4516572201347604,0.0083952727973492,0.004087904983177,0.0001305930120826,0.0037131008270433,0.0004702379662295,0.0080913219622847,0.0011607264260135,0.9894130098600044,0.000148000082668
