dynamics,label,L,center,seed,repeat,noise_std,n_samples,source_dim,target_dim,ei_tm
sine,sin(x),4.0,-8.0,20960582,9,0.05,4096,1,1,1.9575939783263574
sine,sin(x),4.0,-7.0,20961429,0,0.05,4096,1,1,2.404438408256829
sine,sin(x),4.0,-7.0,20961446,1,0.05,4096,1,1,2.423292627751668
sine,sin(x),4.0,-7.0,20961463,2,0.05,4096,1,1,2.417615599042464
sine,sin(x),4.0,-7.0,20961480,3,0.05,4096,1,1,2.431274001032233
sine,sin(x),4.0,-7.0,20961497,4,0.05,4096,1,1,2.4244574802836363
sine,sin(x),4.0,-7.0,20961514,5,0.05,4096,1,1,2.399619607061787
sine,sin(x),4.0,-7.0,20961531,6,0.05,4096,1,1,2.438774478909387
sine,sin(x),4.0,-7.0,20961548,7,0.05,4096,1,1,2.4433383331405993
sine,sin(x),4.0,-7.0,20961565,8,0.05,4096,1,1,2.421812669751847
sine,sin(x),4.0,-7.0,20961582,9,0.05,4096,1,1,2.4116536191419753
sine,sin(x),4.0,-6.0,20962429,0,0.05,4096,1,1,2.6594431411060837
sine,sin(x),4.0,-6.0,20962446,1,0.05,4096,1,1,2.6632461741528
sine,sin(x),4.0,-6.0,20962463,2,0.05,4096,1,1,2.662915421148215
sine,sin(x),4.0,-6.0,20962480,3,0.05,4096,1,1,2.6873801833322344
sine,sin(x),4.0,-6.0,20962497,4,0.05,4096,1,1,2.6717439656945836
sine,sin(x),4.0,-6.0,20962514,5,0.05,4096,1,1,2.6643140319827623
sine,sin(x),4.0,-6.0,20962531,6,0.05,4096,1,1,2.695809645594897
sine,sin(x),4.0,-6.0,20962548,7,0.05,4096,1,1,2.6540439073388074
sine,sin(x),4.0,-6.0,20962565,8,0.05,4096,1,1,2.6592241104276666
sine,sin(x),4.0,-6.0,20962582,9,0.05,4096,1,1,2.6651137071686324
sine,sin(x),4.0,-5.0,20963429,0,0.05,4096,1,1,2.0127210216679474
sine,sin(x),4.0,-5.0,20963446,1,0.05,4096,1,1,2.0271396195136457
sine,sin(x),4.0,-5.0,20963463,2,0.05,4096,1,1,2.023127945633508
sine,sin(x),4.0,-5.0,20963480,3,0.05,4096,1,1,1.9881267865484555
sine,sin(x),4.0,-5.0,20963497,4,0.05,4096,1,1,2.042294702676459
sine,sin(x),4.0,-5.0,20963514,5,0.05,4096,1,1,2.0271655402668083
sine,sin(x),4.0,-5.0,20963531,6,0.05,4096,1,1,2.003360143391257
sine,sin(x),4.0,-5.0,20963548,7,0.05,4096,1,1,2.001245386045996
sine,sin(x),4.0,-5.0,20963565,8,0.05,4096,1,1,2.0083134296841854
sine,sin(x),4.0,-5.0,20963582,9,0.05,4096,1,1,2.0355111407550766
sine,sin(x),4.0,-4.0,20964429,0,0.05,4096,1,1,2.3147040182054917
sine,sin(x),4.0,-4.0,20964446,1,0.05,4096,1,1,2.303403422858645
sine,sin(x),4.0,-4.0,20964463,2,0.05,4096,1,1,2.30880502188442
sine,sin(x),4.0,-4.0,20964480,3,0.05,4096,1,1,2.3162471206533133
sine,sin(x),4.0,-4.0,20964497,4,0.05,4096,1,1,2.3111069727048994
sine,sin(x),4.0,-4.0,20964514,5,0.05,4096,1,1,2.3381566485859926
sine,sin(x),4.0,-4.0,20964531,6,0.05,4096,1,1,2.327155213111405
sine,sin(x),4.0,-4.0,20964548,7,0.05,4096,1,1,2.3173649703967922
sine,sin(x),4.0,-4.0,20964565,8,0.05,4096,1,1,2.3291062756312395
sine,sin(x),4.0,-4.0,20964582,9,0.05,4096,1,1,2.314668522307047
sine,sin(x),4.0,-3.0,20965429,0,0.05,4096,1,1,2.7215557215261166
sine,sin(x),4.0,-3.0,20965446,1,0.05,4096,1,1,2.7051159669199496
sine,sin(x),4.0,-3.0,20965463,2,0.05,4096,1,1,2.7229660995087457
sine,sin(x),4.0,-3.0,20965480,3,0.05,4096,1,1,2.7180883411382517
sine,sin(x),4.0,-3.0,20965497,4,0.05,4096,1,1,2.7002901116231417
sine,sin(x),4.0,-3.0,20965514,5,0.05,4096,1,1,2.688802367248336
sine,sin(x),4.0,-3.0,20965531,6,0.05,4096,1,1,2.7057724370480845
sine,sin(x),4.0,-3.0,20965548,7,0.05,4096,1,1,2.7294757771190747
sine,sin(x),4.0,-3.0,20965565,8,0.05,4096,1,1,2.701156651723392
sine,sin(x),4.0,-3.0,20965582,9,0.05,4096,1,1,2.714730588889635
sine,sin(x),4.0,-2.0,20966429,0,0.05,4096,1,1,2.0829135869072894
sine,sin(x),4.0,-2.0,20966446,1,0.05,4096,1,1,2.109215638482423
sine,sin(x),4.0,-2.0,20966463,2,0.05,4096,1,1,2.0978455953747073
sine,sin(x),4.0,-2.0,20966480,3,0.05,4096,1,1,2.1013713747323157
sine,sin(x),4.0,-2.0,20966497,4,0.05,4096,1,1,2.1076175438822458
sine,sin(x),4.0,-2.0,20966514,5,0.05,4096,1,1,2.1203576724868376
sine,sin(x),4.0,-2.0,20966531,6,0.05,4096,1,1,2.0983336056169337
sine,sin(x),4.0,-2.0,20966548,7,0.05,4096,1,1,2.1111413179756444
sine,sin(x),4.0,-2.0,20966565,8,0.05,4096,1,1,2.093477146125876
sine,sin(x),4.0,-2.0,20966582,9,0.05,4096,1,1,2.119744377974801
sine,sin(x),4.0,-1.0,20967429,0,0.05,4096,1,1,2.20017021474353
sine,sin(x),4.0,-1.0,20967446,1,0.05,4096,1,1,2.220887790576274
sine,sin(x),4.0,-1.0,20967463,2,0.05,4096,1,1,2.2337545553632934
sine,sin(x),4.0,-1.0,20967480,3,0.05,4096,1,1,2.202943544709276
sine,sin(x),4.0,-1.0,20967497,4,0.05,4096,1,1,2.2204951438023173
sine,sin(x),4.0,-1.0,20967514,5,0.05,4096,1,1,2.203982048694452
sine,sin(x),4.0,-1.0,20967531,6,0.05,4096,1,1,2.215409782089332
sine,sin(x),4.0,-1.0,20967548,7,0.05,4096,1,1,2.202608452387323
sine,sin(x),4.0,-1.0,20967565,8,0.05,4096,1,1,2.2088089406712244
sine,sin(x),4.0,-1.0,20967582,9,0.05,4096,1,1,2.221300936600803
sine,sin(x),4.0,0.0,20968429,0,0.05,4096,1,1,2.7033187088692396
sine,sin(x),4.0,0.0,20968446,1,0.05,4096,1,1,2.7016943273701823
sine,sin(x),4.0,0.0,20968463,2,0.05,4096,1,1,2.723712049236518
sine,sin(x),4.0,0.0,20968480,3,0.05,4096,1,1,2.7248635062663746
sine,sin(x),4.0,0.0,20968497,4,0.05,4096,1,1,2.7039981119313863
sine,sin(x),4.0,0.0,20968514,5,0.05,4096,1,1,2.7325054391115398
sine,sin(x),4.0,0.0,20968531,6,0.05,4096,1,1,2.7304367658688644
sine,sin(x),4.0,0.0,20968548,7,0.05,4096,1,1,2.7221230306441
sine,sin(x),4.0,0.0,20968565,8,0.05,4096,1,1,2.7282048254908506
sine,sin(x),4.0,0.0,20968582,9,0.05,4096,1,1,2.7142570815887
sine,sin(x),4.0,1.0,20969429,0,0.05,4096,1,1,2.219264561306583
sine,sin(x),4.0,1.0,20969446,1,0.05,4096,1,1,2.218146162986276
sine,sin(x),4.0,1.0,20969463,2,0.05,4096,1,1,2.2245511437193835
sine,sin(x),4.0,1.0,20969480,3,0.05,4096,1,1,2.2173541179012295
sine,sin(x),4.0,1.0,20969497,4,0.05,4096,1,1,2.1966343947289584
sine,sin(x),4.0,1.0,20969514,5,0.05,4096,1,1,2.2138280217885735
sine,sin(x),4.0,1.0,20969531,6,0.05,4096,1,1,2.1961178592728166
sine,sin(x),4.0,1.0,20969548,7,0.05,4096,1,1,2.2047154671270084
sine,sin(x),4.0,1.0,20969565,8,0.05,4096,1,1,2.2101649288926883
sine,sin(x),4.0,1.0,20969582,9,0.05,4096,1,1,2.2305343474485797
sine,sin(x),4.0,2.0,20970429,0,0.05,4096,1,1,2.1079346380093984
sine,sin(x),4.0,2.0,20970446,1,0.05,4096,1,1,2.1133014241071217
sine,sin(x),4.0,2.0,20970463,2,0.05,4096,1,1,2.113893259488491
sine,sin(x),4.0,2.0,20970480,3,0.05,4096,1,1,2.09154219119219
sine,sin(x),4.0,2.0,20970497,4,0.05,4096,1,1,2.096357000138959
sine,sin(x),4.0,2.0,20970514,5,0.05,4096,1,1,2.0959124594542073
sine,sin(x),4.0,2.0,20970531,6,0.05,4096,1,1,2.1288763351753275
sine,sin(x),4.0,2.0,20970548,7,0.05,4096,1,1,2.1027923935546298
sine,sin(x),4.0,2.0,20970565,8,0.05,4096,1,1,2.1243060135160032
sine,sin(x),4.0,2.0,20970582,9,0.05,4096,1,1,2.090936060465716
sine,sin(x),4.0,3.0,20971429,0,0.05,4096,1,1,2.698731133374443
sine,sin(x),4.0,3.0,20971446,1,0.05,4096,1,1,2.7002312681651928
sine,sin(x),4.0,3.0,20971463,2,0.05,4096,1,1,2.7106309679012703
sine,sin(x),4.0,3.0,20971480,3,0.05,4096,1,1,2.71016835859911
sine,sin(x),4.0,3.0,20971497,4,0.05,4096,1,1,2.728232064866928
sine,sin(x),4.0,3.0,20971514,5,0.05,4096,1,1,2.695217593249936
sine,sin(x),4.0,3.0,20971531,6,0.05,4096,1,1,2.7316891157130465
sine,sin(x),4.0,3.0,20971548,7,0.05,4096,1,1,2.693310353914422
sine,sin(x),4.0,3.0,20971565,8,0.05,4096,1,1,2.6879420035809996
sine,sin(x),4.0,3.0,20971582,9,0.05,4096,1,1,2.728079643651004
sine,sin(x),4.0,4.0,20972429,0,0.05,4096,1,1,2.3346403933388626
sine,sin(x),4.0,4.0,20972446,1,0.05,4096,1,1,2.3145951692877174
sine,sin(x),4.0,4.0,20972463,2,0.05,4096,1,1,2.33464858538139
sine,sin(x),4.0,4.0,20972480,3,0.05,4096,1,1,2.3254599598673726
sine,sin(x),4.0,4.0,20972497,4,0.05,4096,1,1,2.3100664135142623
sine,sin(x),4.0,4.0,20972514,5,0.05,4096,1,1,2.31778049032275
sine,sin(x),4.0,4.0,20972531,6,0.05,4096,1,1,2.3099867279438655
sine,sin(x),4.0,4.0,20972548,7,0.05,4096,1,1,2.335392847538964
sine,sin(x),4.0,4.0,20972565,8,0.05,4096,1,1,2.3328189014683973
sine,sin(x),4.0,4.0,20972582,9,0.05,4096,1,1,2.313540211153197
sine,sin(x),4.0,5.0,20973429,0,0.05,4096,1,1,2.0310836651907564
sine,sin(x),4.0,5.0,20973446,1,0.05,4096,1,1,2.0055740607796912
sine,sin(x),4.0,5.0,20973463,2,0.05,4096,1,1,2.0140846574847715
sine,sin(x),4.0,5.0,20973480,3,0.05,4096,1,1,2.0221339318644618
sine,sin(x),4.0,5.0,20973497,4,0.05,4096,1,1,2.0059849769484233
sine,sin(x),4.0,5.0,20973514,5,0.05,4096,1,1,2.0167616515303726
sine,sin(x),4.0,5.0,20973531,6,0.05,4096,1,1,2.0182901191453047
sine,sin(x),4.0,5.0,20973548,7,0.05,4096,1,1,1.9890259494578244
sine,sin(x),4.0,5.0,20973565,8,0.05,4096,1,1,2.0077700745068947
sine,sin(x),4.0,5.0,20973582,9,0.05,4096,1,1,2.0086213131469
sine,sin(x),4.0,6.0,20974429,0,0.05,4096,1,1,2.665694011101882
sine,sin(x),4.0,6.0,20974446,1,0.05,4096,1,1,2.6652504229024645
sine,sin(x),4.0,6.0,20974463,2,0.05,4096,1,1,2.678146907663315
sine,sin(x),4.0,6.0,20974480,3,0.05,4096,1,1,2.656134384704849
sine,sin(x),4.0,6.0,20974497,4,0.05,4096,1,1,2.6794054992907723
sine,sin(x),4.0,6.0,20974514,5,0.05,4096,1,1,2.678190363368824
sine,sin(x),4.0,6.0,20974531,6,0.05,4096,1,1,2.697227364417434
sine,sin(x),4.0,6.0,20974548,7,0.05,4096,1,1,2.6735437931104293
sine,sin(x),4.0,6.0,20974565,8,0.05,4096,1,1,2.667524919504738
sine,sin(x),4.0,6.0,20974582,9,0.05,4096,1,1,2.68779215936795
sine,sin(x),4.0,7.0,20975429,0,0.05,4096,1,1,2.4479237107014344
sine,sin(x),4.0,7.0,20975446,1,0.05,4096,1,1,2.4148282881869174
sine,sin(x),4.0,7.0,20975463,2,0.05,4096,1,1,2.4270827379637456
sine,sin(x),4.0,7.0,20975480,3,0.05,4096,1,1,2.386867842114728
sine,sin(x),4.0,7.0,20975497,4,0.05,4096,1,1,2.4354000918333196
sine,sin(x),4.0,7.0,20975514,5,0.05,4096,1,1,2.442468337911511
sine,sin(x),4.0,7.0,20975531,6,0.05,4096,1,1,2.4097067523811115
sine,sin(x),4.0,7.0,20975548,7,0.05,4096,1,1,2.443963631049278
sine,sin(x),4.0,7.0,20975565,8,0.05,4096,1,1,2.413693212490827
sine,sin(x),4.0,7.0,20975582,9,0.05,4096,1,1,2.448337639256378
sine,sin(x),4.0,8.0,20976429,0,0.05,4096,1,1,1.939009592438291
sine,sin(x),4.0,8.0,20976446,1,0.05,4096,1,1,1.9327626988117799
sine,sin(x),4.0,8.0,20976463,2,0.05,4096,1,1,1.9400462541386947
sine,sin(x),4.0,8.0,20976480,3,0.05,4096,1,1,1.9444011115714694
sine,sin(x),4.0,8.0,20976497,4,0.05,4096,1,1,1.9581032052361902
sine,sin(x),4.0,8.0,20976514,5,0.05,4096,1,1,1.9414696649490528
sine,sin(x),4.0,8.0,20976531,6,0.05,4096,1,1,1.9685485018450894
sine,sin(x),4.0,8.0,20976548,7,0.05,4096,1,1,1.9592354948864468
sine,sin(x),4.0,8.0,20976565,8,0.05,4096,1,1,1.943516711291442
sine,sin(x),4.0,8.0,20976582,9,0.05,4096,1,1,1.9514916841496293
exponential,exp(x),4.0,-8.0,21060429,0,0.05,4096,1,1,-0.00012587821635217392
exponential,exp(x),4.0,-8.0,21060446,1,0.05,4096,1,1,-0.00012805646969607672
exponential,exp(x),4.0,-8.0,21060463,2,0.05,4096,1,1,0.00020754129607791826
exponential,exp(x),4.0,-8.0,21060480,3,0.05,4096,1,1,-0.0002661111610622842
exponential,exp(x),4.0,-8.0,21060497,4,0.05,4096,1,1,0.0005069738435388683
exponential,exp(x),4.0,-8.0,21060514,5,0.05,4096,1,1,-0.0003090630906770229
exponential,exp(x),4.0,-8.0,21060531,6,0.05,4096,1,1,-9.379814825341115e-05
exponential,exp(x),4.0,-8.0,21060548,7,0.05,4096,1,1,-9.939096258761761e-05
exponential,exp(x),4.0,-8.0,21060565,8,0.05,4096,1,1,-0.00024197721719751127
exponential,exp(x),4.0,-8.0,21060582,9,0.05,4096,1,1,0.00041423368649821094
exponential,exp(x),4.0,-7.0,21061429,0,0.05,4096,1,1,0.0009054207068133641
exponential,exp(x),4.0,-7.0,21061446,1,0.05,4096,1,1,-0.0002095229035067383
exponential,exp(x),4.0,-7.0,21061463,2,0.05,4096,1,1,0.00018445606811064077
exponential,exp(x),4.0,-7.0,21061480,3,0.05,4096,1,1,0.0008311782124359518
exponential,exp(x),4.0,-7.0,21061497,4,0.05,4096,1,1,0.0009685466033382279
exponential,exp(x),4.0,-7.0,21061514,5,0.05,4096,1,1,0.0004518221357152253
exponential,exp(x),4.0,-7.0,21061531,6,0.05,4096,1,1,0.0009497888380597372
exponential,exp(x),4.0,-7.0,21061548,7,0.05,4096,1,1,0.0004349319438688245
exponential,exp(x),4.0,-7.0,21061565,8,0.05,4096,1,1,0.0007694801503420906
exponential,exp(x),4.0,-7.0,21061582,9,0.05,4096,1,1,0.0006200330581314709
exponential,exp(x),4.0,-6.0,21062429,0,0.05,4096,1,1,0.004706054489975638
exponential,exp(x),4.0,-6.0,21062446,1,0.05,4096,1,1,0.003152328031037656
exponential,exp(x),4.0,-6.0,21062463,2,0.05,4096,1,1,0.00597447946327197
exponential,exp(x),4.0,-6.0,21062480,3,0.05,4096,1,1,0.005665338156746738
exponential,exp(x),4.0,-6.0,21062497,4,0.05,4096,1,1,0.002295880004132713
exponential,exp(x),4.0,-6.0,21062514,5,0.05,4096,1,1,0.006404560544303214
exponential,exp(x),4.0,-6.0,21062531,6,0.05,4096,1,1,0.004766933608676463
exponential,exp(x),4.0,-6.0,21062548,7,0.05,4096,1,1,0.005135511311831265
exponential,exp(x),4.0,-6.0,21062565,8,0.05,4096,1,1,0.0025534528135979875
exponential,exp(x),4.0,-6.0,21062582,9,0.05,4096,1,1,0.0021145343187584692
exponential,exp(x),4.0,-5.0,21063429,0,0.05,4096,1,1,0.028804651283131037
exponential,exp(x),4.0,-5.0,21063446,1,0.05,4096,1,1,0.031794860796413096
exponential,exp(x),4.0,-5.0,21063463,2,0.05,4096,1,1,0.03006853823506056
exponential,exp(x),4.0,-5.0,21063480,3,0.05,4096,1,1,0.032461818634007183
exponential,exp(x),4.0,-5.0,21063497,4,0.05,4096,1,1,0.028702551837609197
exponential,exp(x),4.0,-5.0,21063514,5,0.05,4096,1,1,0.02794276412075212
exponential,exp(x),4.0,-5.0,21063531,6,0.05,4096,1,1,0.0261385291476207
exponential,exp(x),4.0,-5.0,21063548,7,0.05,4096,1,1,0.028813234738430848
exponential,exp(x),4.0,-5.0,21063565,8,0.05,4096,1,1,0.032019241231970974
exponential,exp(x),4.0,-5.0,21063582,9,0.05,4096,1,1,0.023290761538457737
exponential,exp(x),4.0,-4.0,21064429,0,0.05,4096,1,1,0.1940200649267539
exponential,exp(x),4.0,-4.0,21064446,1,0.05,4096,1,1,0.18782462164406744
exponential,exp(x),4.0,-4.0,21064463,2,0.05,4096,1,1,0.18823307130721004
exponential,exp(x),4.0,-4.0,21064480,3,0.05,4096,1,1,0.21268326604885623
exponential,exp(x),4.0,-4.0,21064497,4,0.05,4096,1,1,0.18346848097322846
exponential,exp(x),4.0,-4.0,21064514,5,0.05,4096,1,1,0.1800222896717602
exponential,exp(x),4.0,-4.0,21064531,6,0.05,4096,1,1,0.19317972486254453
exponential,exp(x),4.0,-4.0,21064548,7,0.05,4096,1,1,0.19312747896681665
exponential,exp(x),4.0,-4.0,21064565,8,0.05,4096,1,1,0.1883140249959005
exponential,exp(x),4.0,-4.0,21064582,9,0.05,4096,1,1,0.18390008902342644
exponential,exp(x),4.0,-3.0,21065429,0,0.05,4096,1,1,0.7692315071340926
exponential,exp(x),4.0,-3.0,21065446,1,0.05,4096,1,1,0.7498623732367997
exponential,exp(x),4.0,-3.0,21065463,2,0.05,4096,1,1,0.7371383005726754
exponential,exp(x),4.0,-3.0,21065480,3,0.05,4096,1,1,0.7489265124954999
exponential,exp(x),4.0,-3.0,21065497,4,0.05,4096,1,1,0.7728264652879254
exponential,exp(x),4.0,-3.0,21065514,5,0.05,4096,1,1,0.7517155155880921
exponential,exp(x),4.0,-3.0,21065531,6,0.05,4096,1,1,0.7390150343716995
exponential,exp(x),4.0,-3.0,21065548,7,0.05,4096,1,1,0.7528910967091527
exponential,exp(x),4.0,-3.0,21065565,8,0.05,4096,1,1,0.7633339898435023
exponential,exp(x),4.0,-3.0,21065582,9,0.05,4096,1,1,0.7705178335544284
exponential,exp(x),4.0,-2.0,21066429,0,0.05,4096,1,1,1.6291114132351154
exponential,exp(x),4.0,-2.0,21066446,1,0.05,4096,1,1,1.6134295184839926
exponential,exp(x),4.0,-2.0,21066463,2,0.05,4096,1,1,1.6384064542225518
exponential,exp(x),4.0,-2.0,21066480,3,0.05,4096,1,1,1.633937498972811
exponential,exp(x),4.0,-2.0,21066497,4,0.05,4096,1,1,1.6342502702962007
exponential,exp(x),4.0,-2.0,21066514,5,0.05,4096,1,1,1.6417663913130036
exponential,exp(x),4.0,-2.0,21066531,6,0.05,4096,1,1,1.641129216819468
exponential,exp(x),4.0,-2.0,21066548,7,0.05,4096,1,1,1.6539965296444574
exponential,exp(x),4.0,-2.0,21066565,8,0.05,4096,1,1,1.614669581129673
exponential,exp(x),4.0,-2.0,21066582,9,0.05,4096,1,1,1.6089725119356704
exponential,exp(x),4.0,-1.0,21067429,0,0.05,4096,1,1,2.523914989469074
exponential,exp(x),4.0,-1.0,21067446,1,0.05,4096,1,1,2.5342206498665054
exponential,exp(x),4.0,-1.0,21067463,2,0.05,4096,1,1,2.5527935415152303
exponential,exp(x),4.0,-1.0,21067480,3,0.05,4096,1,1,2.5365833241196762
exponential,exp(x),4.0,-1.0,21067497,4,0.05,4096,1,1,2.5190023068726854
exponential,exp(x),4.0,-1.0,21067514,5,0.05,4096,1,1,2.5399616002858725
exponential,exp(x),4.0,-1.0,21067531,6,0.05,4096,1,1,2.5522830351901455
exponential,exp(x),4.0,-1.0,21067548,7,0.05,4096,1,1,2.540049487932148
exponential,exp(x),4.0,-1.0,21067565,8,0.05,4096,1,1,2.5226584944108557
exponential,exp(x),4.0,-1.0,21067582,9,0.05,4096,1,1,2.5325076543294225
exponential,exp(x),4.0,0.0,21068429,0,0.05,4096,1,1,3.1566508628458827
exponential,exp(x),4.0,0.0,21068446,1,0.05,4096,1,1,3.1758516376832926
exponential,exp(x),4.0,0.0,21068463,2,0.05,4096,1,1,3.156780962279619
exponential,exp(x),4.0,0.0,21068480,3,0.05,4096,1,1,3.1423515346774527
exponential,exp(x),4.0,0.0,21068497,4,0.05,4096,1,1,3.1514456335113734
exponential,exp(x),4.0,0.0,21068514,5,0.05,4096,1,1,3.160370023798346
exponential,exp(x),4.0,0.0,21068531,6,0.05,4096,1,1,3.1634798223516443
exponential,exp(x),4.0,0.0,21068548,7,0.05,4096,1,1,3.1739638648532287
exponential,exp(x),4.0,0.0,21068565,8,0.05,4096,1,1,3.1717246836704143
exponential,exp(x),4.0,0.0,21068582,9,0.05,4096,1,1,3.1551308923695216
exponential,exp(x),4.0,1.0,21069429,0,0.05,4096,1,1,3.376984027845317
exponential,exp(x),4.0,1.0,21069446,1,0.05,4096,1,1,3.361130411712102
exponential,exp(x),4.0,1.0,21069463,2,0.05,4096,1,1,3.3822287236111155
exponential,exp(x),4.0,1.0,21069480,3,0.05,4096,1,1,3.364068555798437
exponential,exp(x),4.0,1.0,21069497,4,0.05,4096,1,1,3.3663735628646725
exponential,exp(x),4.0,1.0,21069514,5,0.05,4096,1,1,3.359688143198535
exponential,exp(x),4.0,1.0,21069531,6,0.05,4096,1,1,3.372313356048151
exponential,exp(x),4.0,1.0,21069548,7,0.05,4096,1,1,3.3577579144368466
exponential,exp(x),4.0,1.0,21069565,8,0.05,4096,1,1,3.3617433164752075
exponential,exp(x),4.0,1.0,21069582,9,0.05,4096,1,1,3.3646101744966095
exponential,exp(x),4.0,2.0,21070429,0,0.05,4096,1,1,3.410230633069569
exponential,exp(x),4.0,2.0,21070446,1,0.05,4096,1,1,3.38614536218684
exponential,exp(x),4.0,2.0,21070463,2,0.05,4096,1,1,3.4046350101958787
exponential,exp(x),4.0,2.0,21070480,3,0.05,4096,1,1,3.4063846087774037
exponential,exp(x),4.0,2.0,21070497,4,0.05,4096,1,1,3.4081615555968945
exponential,exp(x),4.0,2.0,21070514,5,0.05,4096,1,1,3.390405148714968
exponential,exp(x),4.0,2.0,21070531,6,0.05,4096,1,1,3.40944280796887
exponential,exp(x),4.0,2.0,21070548,7,0.05,4096,1,1,3.408926677214809
exponential,exp(x),4.0,2.0,21070565,8,0.05,4096,1,1,3.402128911315595
exponential,exp(x),4.0,2.0,21070582,9,0.05,4096,1,1,3.405021810838702
exponential,exp(x),4.0,3.0,21071429,0,0.05,4096,1,1,3.4354629684494187
exponential,exp(x),4.0,3.0,21071446,1,0.05,4096,1,1,3.3994622711142446
exponential,exp(x),4.0,3.0,21071463,2,0.05,4096,1,1,3.408706338600163
exponential,exp(x),4.0,3.0,21071480,3,0.05,4096,1,1,3.415920717631386
exponential,exp(x),4.0,3.0,21071497,4,0.05,4096,1,1,3.428285785022969
exponential,exp(x),4.0,3.0,21071514,5,0.05,4096,1,1,3.4133160091827133
exponential,exp(x),4.0,3.0,21071531,6,0.05,4096,1,1,3.4117547152106624
exponential,exp(x),4.0,3.0,21071548,7,0.05,4096,1,1,3.430724364503055
exponential,exp(x),4.0,3.0,21071565,8,0.05,4096,1,1,3.405361934865889
exponential,exp(x),4.0,3.0,21071582,9,0.05,4096,1,1,3.412399492250068
exponential,exp(x),4.0,4.0,21072429,0,0.05,4096,1,1,3.4344456064917575
exponential,exp(x),4.0,4.0,21072446,1,0.05,4096,1,1,3.398188376789303
exponential,exp(x),4.0,4.0,21072463,2,0.05,4096,1,1,3.396688620720612
exponential,exp(x),4.0,4.0,21072480,3,0.05,4096,1,1,3.4002382651494507
exponential,exp(x),4.0,4.0,21072497,4,0.05,4096,1,1,3.4099298566509546
exponential,exp(x),4.0,4.0,21072514,5,0.05,4096,1,1,3.389421773068948
exponential,exp(x),4.0,4.0,21072531,6,0.05,4096,1,1,3.4136506473889754
exponential,exp(x),4.0,4.0,21072548,7,0.05,4096,1,1,3.4093339592380745
exponential,exp(x),4.0,4.0,21072565,8,0.05,4096,1,1,3.3922314772680364
exponential,exp(x),4.0,4.0,21072582,9,0.05,4096,1,1,3.4162306802936064
exponential,exp(x),4.0,5.0,21073429,0,0.05,4096,1,1,3.4206724665245325
exponential,exp(x),4.0,5.0,21073446,1,0.05,4096,1,1,3.4160057695726698
exponential,exp(x),4.0,5.0,21073463,2,0.05,4096,1,1,3.4040540886564843
exponential,exp(x),4.0,5.0,21073480,3,0.05,4096,1,1,3.4060927211966647
exponential,exp(x),4.0,5.0,21073497,4,0.05,4096,1,1,3.40830412121287
exponential,exp(x),4.0,5.0,21073514,5,0.05,4096,1,1,3.4141598627610352
exponential,exp(x),4.0,5.0,21073531,6,0.05,4096,1,1,3.4206687248558545
exponential,exp(x),4.0,5.0,21073548,7,0.05,4096,1,1,3.4160946812703235
exponential,exp(x),4.0,5.0,21073565,8,0.05,4096,1,1,3.4029522638390812
exponential,exp(x),4.0,5.0,21073582,9,0.05,4096,1,1,3.4161249195049415
exponential,exp(x),4.0,6.0,21074429,0,0.05,4096,1,1,3.4074932963652866
exponential,exp(x),4.0,6.0,21074446,1,0.05,4096,1,1,3.4261560529338952
exponential,exp(x),4.0,6.0,21074463,2,0.05,4096,1,1,3.4236483797037454
exponential,exp(x),4.0,6.0,21074480,3,0.05,4096,1,1,3.394234828705712
exponential,exp(x),4.0,6.0,21074497,4,0.05,4096,1,1,3.3898879868052276
exponential,exp(x),4.0,6.0,21074514,5,0.05,4096,1,1,3.4087255541850334
exponential,exp(x),4.0,6.0,21074531,6,0.05,4096,1,1,3.3925518954946225
exponential,exp(x),4.0,6.0,21074548,7,0.05,4096,1,1,3.423593718881639
exponential,exp(x),4.0,6.0,21074565,8,0.05,4096,1,1,3.4042424210771376
exponential,exp(x),4.0,6.0,21074582,9,0.05,4096,1,1,3.423636735562992
exponential,exp(x),4.0,7.0,21075429,0,0.05,4096,1,1,3.407122839309233
exponential,exp(x),4.0,7.0,21075446,1,0.05,4096,1,1,3.418258898051678
exponential,exp(x),4.0,7.0,21075463,2,0.05,4096,1,1,3.4051430472945805
exponential,exp(x),4.0,7.0,21075480,3,0.05,4096,1,1,3.3927610410645785
exponential,exp(x),4.0,7.0,21075497,4,0.05,4096,1,1,3.4162206748979043
exponential,exp(x),4.0,7.0,21075514,5,0.05,4096,1,1,3.391609344385323
exponential,exp(x),4.0,7.0,21075531,6,0.05,4096,1,1,3.4068332760898747
exponential,exp(x),4.0,7.0,21075548,7,0.05,4096,1,1,3.3842870112895342
exponential,exp(x),4.0,7.0,21075565,8,0.05,4096,1,1,3.3991184522093594
exponential,exp(x),4.0,7.0,21075582,9,0.05,4096,1,1,3.403700533159086
exponential,exp(x),4.0,8.0,21076429,0,0.05,4096,1,1,3.3888173419050256
exponential,exp(x),4.0,8.0,21076446,1,0.05,4096,1,1,3.4125178091642607
exponential,exp(x),4.0,8.0,21076463,2,0.05,4096,1,1,3.4207642472480058
exponential,exp(x),4.0,8.0,21076480,3,0.05,4096,1,1,3.3893655552592654
exponential,exp(x),4.0,8.0,21076497,4,0.05,4096,1,1,3.391944666373102
