dynamics,label,L,seed,repeat,noise_mode,noise_std,n_samples,sample_count_mode,reference_l,source_dim,target_dim,baseline,baseline_ei_tm,baseline_metadata
identity,x,0.5,20260514,5,scaled_with_l,0.025,512,fixed_density,4.0,1,1,variance_matched,1.7236882981760222,"{""direction"": [1.0]}"
identity,x,0.5,20260514,5,scaled_with_l,0.025,512,fixed_density,4.0,1,1,shuffled_target,-0.0006677374183174409,{}
identity,x,0.5,20260514,5,scaled_with_l,0.025,512,fixed_density,4.0,1,1,analytic_volume,-0.6931471805599453,"{""source_dim"": 1}"
identity,x,0.5,20260531,6,scaled_with_l,0.025,512,fixed_density,4.0,1,1,null,0.0009285205550015069,{}
identity,x,0.5,20260531,6,scaled_with_l,0.025,512,fixed_density,4.0,1,1,identity,1.8209084363623358,"{""projection"": [[1.0]]}"
identity,x,0.5,20260531,6,scaled_with_l,0.025,512,fixed_density,4.0,1,1,gain_matched,1.7855806153884126,"{""gain_matrix"": [[1.0000000000000007]]}"
identity,x,0.5,20260531,6,scaled_with_l,0.025,512,fixed_density,4.0,1,1,variance_matched,1.7640310029263262,"{""direction"": [1.0]}"
identity,x,0.5,20260531,6,scaled_with_l,0.025,512,fixed_density,4.0,1,1,shuffled_target,-0.0021911107313606635,{}
identity,x,0.5,20260531,6,scaled_with_l,0.025,512,fixed_density,4.0,1,1,analytic_volume,-0.6931471805599453,"{""source_dim"": 1}"
identity,x,0.5,20260548,7,scaled_with_l,0.025,512,fixed_density,4.0,1,1,null,-0.0007263683147502161,{}
identity,x,0.5,20260548,7,scaled_with_l,0.025,512,fixed_density,4.0,1,1,identity,1.745757415618974,"{""projection"": [[1.0]]}"
identity,x,0.5,20260548,7,scaled_with_l,0.025,512,fixed_density,4.0,1,1,gain_matched,1.7958748748823359,"{""gain_matrix"": [[1.0000000000000002]]}"
identity,x,0.5,20260548,7,scaled_with_l,0.025,512,fixed_density,4.0,1,1,variance_matched,1.7644547743250936,"{""direction"": [1.0]}"
identity,x,0.5,20260548,7,scaled_with_l,0.025,512,fixed_density,4.0,1,1,shuffled_target,0.0033261391361403265,{}
identity,x,0.5,20260548,7,scaled_with_l,0.025,512,fixed_density,4.0,1,1,analytic_volume,-0.6931471805599453,"{""source_dim"": 1}"
identity,x,0.5,20260565,8,scaled_with_l,0.025,512,fixed_density,4.0,1,1,null,-0.00261236051659102,{}
identity,x,0.5,20260565,8,scaled_with_l,0.025,512,fixed_density,4.0,1,1,identity,1.7179523717610807,"{""projection"": [[1.0]]}"
identity,x,0.5,20260565,8,scaled_with_l,0.025,512,fixed_density,4.0,1,1,gain_matched,1.761267273362434,"{""gain_matrix"": [[0.9999999999999993]]}"
identity,x,0.5,20260565,8,scaled_with_l,0.025,512,fixed_density,4.0,1,1,variance_matched,1.8090998028392749,"{""direction"": [1.0]}"
identity,x,0.5,20260565,8,scaled_with_l,0.025,512,fixed_density,4.0,1,1,shuffled_target,-0.0021601256353392757,{}
identity,x,0.5,20260565,8,scaled_with_l,0.025,512,fixed_density,4.0,1,1,analytic_volume,-0.6931471805599453,"{""source_dim"": 1}"
identity,x,0.5,20260582,9,scaled_with_l,0.025,512,fixed_density,4.0,1,1,null,-0.0028527200232321614,{}
identity,x,0.5,20260582,9,scaled_with_l,0.025,512,fixed_density,4.0,1,1,identity,1.726722974394355,"{""projection"": [[1.0]]}"
identity,x,0.5,20260582,9,scaled_with_l,0.025,512,fixed_density,4.0,1,1,gain_matched,1.784578922696879,"{""gain_matrix"": [[1.0000000000000009]]}"
identity,x,0.5,20260582,9,scaled_with_l,0.025,512,fixed_density,4.0,1,1,variance_matched,1.794068701918646,"{""direction"": [1.0]}"
identity,x,0.5,20260582,9,scaled_with_l,0.025,512,fixed_density,4.0,1,1,shuffled_target,0.003611791018440687,{}
identity,x,0.5,20260582,9,scaled_with_l,0.025,512,fixed_density,4.0,1,1,analytic_volume,-0.6931471805599453,"{""source_dim"": 1}"
identity,x,1.0,20261429,0,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,null,0.0021402358009857915,{}
identity,x,1.0,20261429,0,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,identity,1.7639106516984857,"{""projection"": [[1.0]]}"
identity,x,1.0,20261429,0,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,gain_matched,1.7695389684151857,"{""gain_matrix"": [[0.9999999999999999]]}"
identity,x,1.0,20261429,0,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,variance_matched,1.7527614055137128,"{""direction"": [1.0]}"
identity,x,1.0,20261429,0,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,shuffled_target,0.0010379724180156374,{}
identity,x,1.0,20261429,0,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,analytic_volume,0.0,"{""source_dim"": 1}"
identity,x,1.0,20261446,1,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,null,0.0005945480794564127,{}
identity,x,1.0,20261446,1,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,identity,1.7930947565545852,"{""projection"": [[1.0]]}"
identity,x,1.0,20261446,1,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,gain_matched,1.7592391081728274,"{""gain_matrix"": [[1.000000000000002]]}"
identity,x,1.0,20261446,1,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,variance_matched,1.778342072657772,"{""direction"": [1.0]}"
identity,x,1.0,20261446,1,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,shuffled_target,-0.001279323660500029,{}
identity,x,1.0,20261446,1,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,analytic_volume,0.0,"{""source_dim"": 1}"
identity,x,1.0,20261463,2,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,null,-0.0013640470231256246,{}
identity,x,1.0,20261463,2,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,identity,1.7788595774556002,"{""projection"": [[1.0]]}"
identity,x,1.0,20261463,2,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,gain_matched,1.7508203774566182,"{""gain_matrix"": [[0.9999999999999984]]}"
identity,x,1.0,20261463,2,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,variance_matched,1.7477585694786644,"{""direction"": [1.0]}"
identity,x,1.0,20261463,2,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,shuffled_target,0.000623691133633766,{}
identity,x,1.0,20261463,2,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,analytic_volume,0.0,"{""source_dim"": 1}"
identity,x,1.0,20261480,3,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,null,0.004143700184758955,{}
identity,x,1.0,20261480,3,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,identity,1.8191250988502172,"{""projection"": [[1.0]]}"
identity,x,1.0,20261480,3,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,gain_matched,1.8053412948432643,"{""gain_matrix"": [[1.0000000000000016]]}"
identity,x,1.0,20261480,3,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,variance_matched,1.7615839085320362,"{""direction"": [1.0]}"
identity,x,1.0,20261480,3,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,shuffled_target,-0.001342971023941956,{}
identity,x,1.0,20261480,3,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,analytic_volume,0.0,"{""source_dim"": 1}"
identity,x,1.0,20261497,4,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,null,-0.00022706374942020602,{}
identity,x,1.0,20261497,4,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,identity,1.7471514749658028,"{""projection"": [[1.0]]}"
identity,x,1.0,20261497,4,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,gain_matched,1.7569801571867267,"{""gain_matrix"": [[0.9999999999999997]]}"
identity,x,1.0,20261497,4,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,variance_matched,1.7543974747499966,"{""direction"": [1.0]}"
identity,x,1.0,20261497,4,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,shuffled_target,0.0028625592122471983,{}
identity,x,1.0,20261497,4,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,analytic_volume,0.0,"{""source_dim"": 1}"
identity,x,1.0,20261514,5,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,null,-0.0012608923307084153,{}
identity,x,1.0,20261514,5,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,identity,1.7270014345864142,"{""projection"": [[1.0]]}"
identity,x,1.0,20261514,5,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,gain_matched,1.8022617994584493,"{""gain_matrix"": [[1.0]]}"
identity,x,1.0,20261514,5,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,variance_matched,1.7717352966040183,"{""direction"": [1.0]}"
identity,x,1.0,20261514,5,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,shuffled_target,-0.0010943920541597414,{}
identity,x,1.0,20261514,5,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,analytic_volume,0.0,"{""source_dim"": 1}"
identity,x,1.0,20261531,6,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,null,0.003052291719399556,{}
identity,x,1.0,20261531,6,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,identity,1.7540394847064924,"{""projection"": [[1.0]]}"
identity,x,1.0,20261531,6,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,gain_matched,1.7337307260215313,"{""gain_matrix"": [[0.9999999999999996]]}"
identity,x,1.0,20261531,6,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,variance_matched,1.7676255280155582,"{""direction"": [1.0]}"
identity,x,1.0,20261531,6,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,shuffled_target,0.000209963893985745,{}
identity,x,1.0,20261531,6,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,analytic_volume,0.0,"{""source_dim"": 1}"
identity,x,1.0,20261548,7,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,null,-0.0002000727599571839,{}
identity,x,1.0,20261548,7,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,identity,1.7347510320232244,"{""projection"": [[1.0]]}"
identity,x,1.0,20261548,7,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,gain_matched,1.7772863309994964,"{""gain_matrix"": [[0.9999999999999989]]}"
identity,x,1.0,20261548,7,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,variance_matched,1.8058761702562987,"{""direction"": [1.0]}"
identity,x,1.0,20261548,7,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,shuffled_target,-0.0007489798639894006,{}
identity,x,1.0,20261548,7,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,analytic_volume,0.0,"{""source_dim"": 1}"
identity,x,1.0,20261565,8,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,null,-0.0014409232123975611,{}
identity,x,1.0,20261565,8,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,identity,1.7542516818393188,"{""projection"": [[1.0]]}"
identity,x,1.0,20261565,8,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,gain_matched,1.8142241434050272,"{""gain_matrix"": [[1.0000000000000009]]}"
identity,x,1.0,20261565,8,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,variance_matched,1.800862392757245,"{""direction"": [1.0]}"
identity,x,1.0,20261565,8,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,shuffled_target,0.0008043651041532345,{}
identity,x,1.0,20261565,8,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,analytic_volume,0.0,"{""source_dim"": 1}"
identity,x,1.0,20261582,9,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,null,-0.0005433492492272164,{}
identity,x,1.0,20261582,9,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,identity,1.7913386337425947,"{""projection"": [[1.0]]}"
identity,x,1.0,20261582,9,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,gain_matched,1.8034281772744205,"{""gain_matrix"": [[0.9999999999999978]]}"
identity,x,1.0,20261582,9,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,variance_matched,1.7483375112566166,"{""direction"": [1.0]}"
identity,x,1.0,20261582,9,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,shuffled_target,8.86836368499237e-05,{}
identity,x,1.0,20261582,9,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,analytic_volume,0.0,"{""source_dim"": 1}"
identity,x,2.0,20262429,0,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,null,-0.0004820336192006157,{}
identity,x,2.0,20262429,0,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,identity,1.7387566490460427,"{""projection"": [[1.0]]}"
identity,x,2.0,20262429,0,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,gain_matched,1.7568683973547885,"{""gain_matrix"": [[1.0000000000000004]]}"
identity,x,2.0,20262429,0,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,variance_matched,1.7587452080518855,"{""direction"": [1.0]}"
identity,x,2.0,20262429,0,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,shuffled_target,0.0006065525673198888,{}
identity,x,2.0,20262429,0,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,analytic_volume,0.6931471805599453,"{""source_dim"": 1}"
identity,x,2.0,20262446,1,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,null,-0.0005499442675124771,{}
identity,x,2.0,20262446,1,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,identity,1.775118693749632,"{""projection"": [[1.0]]}"
identity,x,2.0,20262446,1,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,gain_matched,1.7706257747140035,"{""gain_matrix"": [[0.9999999999999998]]}"
identity,x,2.0,20262446,1,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,variance_matched,1.762847046148635,"{""direction"": [1.0]}"
identity,x,2.0,20262446,1,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,shuffled_target,0.0003265341473897135,{}
identity,x,2.0,20262446,1,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,analytic_volume,0.6931471805599453,"{""source_dim"": 1}"
identity,x,2.0,20262463,2,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,null,-0.0003091493546449485,{}
identity,x,2.0,20262463,2,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,identity,1.771542413043913,"{""projection"": [[1.0]]}"
identity,x,2.0,20262463,2,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,gain_matched,1.7605628279899705,"{""gain_matrix"": [[0.9999999999999978]]}"
identity,x,2.0,20262463,2,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,variance_matched,1.7813908684896687,"{""direction"": [1.0]}"
identity,x,2.0,20262463,2,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,shuffled_target,0.0006453794151947522,{}
identity,x,2.0,20262463,2,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,analytic_volume,0.6931471805599453,"{""source_dim"": 1}"
identity,x,2.0,20262480,3,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,null,0.0017231258072967956,{}
identity,x,2.0,20262480,3,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,identity,1.7601462672183419,"{""projection"": [[1.0]]}"
identity,x,2.0,20262480,3,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,gain_matched,1.7858144770159718,"{""gain_matrix"": [[1.0000000000000009]]}"
identity,x,2.0,20262480,3,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,variance_matched,1.768031613627293,"{""direction"": [1.0]}"
identity,x,2.0,20262480,3,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,shuffled_target,-0.0002295856419509179,{}
identity,x,2.0,20262480,3,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,analytic_volume,0.6931471805599453,"{""source_dim"": 1}"
identity,x,2.0,20262497,4,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,null,0.0015604533023126043,{}
identity,x,2.0,20262497,4,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,identity,1.7678166534869773,"{""projection"": [[1.0]]}"
identity,x,2.0,20262497,4,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,gain_matched,1.750425803063612,"{""gain_matrix"": [[0.9999999999999996]]}"
identity,x,2.0,20262497,4,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,variance_matched,1.7772425515831054,"{""direction"": [1.0]}"
identity,x,2.0,20262497,4,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,shuffled_target,0.00019633220831955254,{}
identity,x,2.0,20262497,4,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,analytic_volume,0.6931471805599453,"{""source_dim"": 1}"
identity,x,2.0,20262514,5,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,null,0.0011470054504104199,{}
identity,x,2.0,20262514,5,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,identity,1.7838983782851754,"{""projection"": [[1.0]]}"
identity,x,2.0,20262514,5,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,gain_matched,1.8092726834845194,"{""gain_matrix"": [[0.9999999999999993]]}"
identity,x,2.0,20262514,5,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,variance_matched,1.7966257957033305,"{""direction"": [1.0]}"
identity,x,2.0,20262514,5,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,shuffled_target,-0.0003828430598561454,{}
identity,x,2.0,20262514,5,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,analytic_volume,0.6931471805599453,"{""source_dim"": 1}"
identity,x,2.0,20262531,6,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,null,-0.0004254835751119066,{}
identity,x,2.0,20262531,6,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,identity,1.7973142997349245,"{""projection"": [[1.0]]}"
identity,x,2.0,20262531,6,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,gain_matched,1.7806280359083653,"{""gain_matrix"": [[0.9999999999999998]]}"
identity,x,2.0,20262531,6,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,variance_matched,1.7780012671305503,"{""direction"": [1.0]}"
identity,x,2.0,20262531,6,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,shuffled_target,0.00028092353383344027,{}
identity,x,2.0,20262531,6,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,analytic_volume,0.6931471805599453,"{""source_dim"": 1}"
identity,x,2.0,20262548,7,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,null,-0.000347255034379402,{}
identity,x,2.0,20262548,7,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,identity,1.7600812278135791,"{""projection"": [[1.0]]}"
identity,x,2.0,20262548,7,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,gain_matched,1.7720141573217965,"{""gain_matrix"": [[1.000000000000001]]}"
identity,x,2.0,20262548,7,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,variance_matched,1.7388499693608284,"{""direction"": [1.0]}"
identity,x,2.0,20262548,7,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,shuffled_target,0.0007146590130382939,{}
identity,x,2.0,20262548,7,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,analytic_volume,0.6931471805599453,"{""source_dim"": 1}"
identity,x,2.0,20262565,8,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,null,-2.148638209421871e-05,{}
identity,x,2.0,20262565,8,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,identity,1.7670263632091057,"{""projection"": [[1.0]]}"
identity,x,2.0,20262565,8,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,gain_matched,1.7621221832567355,"{""gain_matrix"": [[1.0000000000000004]]}"
identity,x,2.0,20262565,8,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,variance_matched,1.7748385727776728,"{""direction"": [1.0]}"
identity,x,2.0,20262565,8,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,shuffled_target,-0.00018179043684884755,{}
identity,x,2.0,20262565,8,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,analytic_volume,0.6931471805599453,"{""source_dim"": 1}"
identity,x,2.0,20262582,9,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,null,-0.0006295676861575851,{}
identity,x,2.0,20262582,9,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,identity,1.759307050171434,"{""projection"": [[1.0]]}"
identity,x,2.0,20262582,9,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,gain_matched,1.7533256625883897,"{""gain_matrix"": [[0.9999999999999998]]}"
identity,x,2.0,20262582,9,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,variance_matched,1.763796595225561,"{""direction"": [1.0]}"
identity,x,2.0,20262582,9,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,shuffled_target,0.0012457947617836303,{}
identity,x,2.0,20262582,9,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,analytic_volume,0.6931471805599453,"{""source_dim"": 1}"
identity,x,4.0,20263429,0,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,null,-0.0003286831745007642,{}
identity,x,4.0,20263429,0,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,identity,1.780294761089675,"{""projection"": [[1.0]]}"
identity,x,4.0,20263429,0,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,gain_matched,1.771141495482504,"{""gain_matrix"": [[0.9999999999999997]]}"
identity,x,4.0,20263429,0,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,variance_matched,1.7805048879768086,"{""direction"": [1.0]}"
identity,x,4.0,20263429,0,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,shuffled_target,8.089091231410173e-05,{}
identity,x,4.0,20263429,0,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,analytic_volume,1.3862943611198906,"{""source_dim"": 1}"
identity,x,4.0,20263446,1,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,null,-0.00021677614672033536,{}
identity,x,4.0,20263446,1,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,identity,1.7758873083770272,"{""projection"": [[1.0]]}"
identity,x,4.0,20263446,1,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,gain_matched,1.768434501730209,"{""gain_matrix"": [[0.9999999999999994]]}"
identity,x,4.0,20263446,1,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,variance_matched,1.7697904958965478,"{""direction"": [1.0]}"
identity,x,4.0,20263446,1,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,shuffled_target,-0.0001660343925018887,{}
identity,x,4.0,20263446,1,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,analytic_volume,1.3862943611198906,"{""source_dim"": 1}"
identity,x,4.0,20263463,2,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,null,0.0007305144633439072,{}
identity,x,4.0,20263463,2,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,identity,1.7604173056675056,"{""projection"": [[1.0]]}"
identity,x,4.0,20263463,2,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,gain_matched,1.7472902039861173,"{""gain_matrix"": [[1.0000000000000033]]}"
identity,x,4.0,20263463,2,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,variance_matched,1.7649128541620767,"{""direction"": [1.0]}"
identity,x,4.0,20263463,2,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,shuffled_target,-7.40354970185406e-05,{}
identity,x,4.0,20263463,2,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,analytic_volume,1.3862943611198906,"{""source_dim"": 1}"
identity,x,4.0,20263480,3,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,null,4.201658796496499e-05,{}
identity,x,4.0,20263480,3,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,identity,1.7711551580702873,"{""projection"": [[1.0]]}"
identity,x,4.0,20263480,3,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,gain_matched,1.7799092980221305,"{""gain_matrix"": [[0.9999999999999991]]}"
identity,x,4.0,20263480,3,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,variance_matched,1.7837919271347087,"{""direction"": [1.0]}"
identity,x,4.0,20263480,3,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,shuffled_target,0.00021179785985044362,{}
identity,x,4.0,20263480,3,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,analytic_volume,1.3862943611198906,"{""source_dim"": 1}"
identity,x,4.0,20263497,4,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,null,9.375116600954811e-05,{}
identity,x,4.0,20263497,4,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,identity,1.7510703605617879,"{""projection"": [[1.0]]}"
identity,x,4.0,20263497,4,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,gain_matched,1.7698046475010494,"{""gain_matrix"": [[1.0000000000000018]]}"
identity,x,4.0,20263497,4,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,variance_matched,1.7820112691905148,"{""direction"": [1.0]}"
identity,x,4.0,20263497,4,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,shuffled_target,-0.0002344020749694126,{}
identity,x,4.0,20263497,4,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,analytic_volume,1.3862943611198906,"{""source_dim"": 1}"
identity,x,4.0,20263514,5,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,null,0.00029957701877438047,{}
identity,x,4.0,20263514,5,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,identity,1.7641661525511934,"{""projection"": [[1.0]]}"
identity,x,4.0,20263514,5,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,gain_matched,1.751040278171012,"{""gain_matrix"": [[1.0000000000000002]]}"
identity,x,4.0,20263514,5,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,variance_matched,1.742251629663567,"{""direction"": [1.0]}"
identity,x,4.0,20263514,5,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,shuffled_target,-0.00013248666496025994,{}
identity,x,4.0,20263514,5,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,analytic_volume,1.3862943611198906,"{""source_dim"": 1}"
identity,x,4.0,20263531,6,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,null,-3.4316606967657045e-05,{}
identity,x,4.0,20263531,6,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,identity,1.785123393056061,"{""projection"": [[1.0]]}"
identity,x,4.0,20263531,6,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,gain_matched,1.7868321689797395,"{""gain_matrix"": [[1.0000000000000022]]}"
identity,x,4.0,20263531,6,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,variance_matched,1.7777717436937963,"{""direction"": [1.0]}"
identity,x,4.0,20263531,6,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,shuffled_target,0.0005218526767495843,{}
identity,x,4.0,20263531,6,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,analytic_volume,1.3862943611198906,"{""source_dim"": 1}"
identity,x,4.0,20263548,7,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,null,-0.00022362843390816018,{}
identity,x,4.0,20263548,7,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,identity,1.7654460707229171,"{""projection"": [[1.0]]}"
identity,x,4.0,20263548,7,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,gain_matched,1.7592580781467653,"{""gain_matrix"": [[1.0]]}"
identity,x,4.0,20263548,7,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,variance_matched,1.7841682580243403,"{""direction"": [1.0]}"
identity,x,4.0,20263548,7,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,shuffled_target,-0.000264523819700412,{}
identity,x,4.0,20263548,7,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,analytic_volume,1.3862943611198906,"{""source_dim"": 1}"
