L,nis_ei_mean,nis_syn_mean,tm_ei_mean,tm_syn_mean,tm_single_q2_mean,tm_single_q3_mean
0.8,-0.7714249611906977,0.48887391854537704,3.7625281220094515,3.7611976119730532,0.0011240756303119014,0.00020643440608653164
1.6,-0.13482227144456319,1.0851451786094415,4.102160604224762,4.100860110088228,0.001098405133374966,0.00020208900315917173
2.4,0.518208784543268,1.6606378530731014,2.497549175602615,2.4963428571030115,0.0010338598048255146,0.00017245869477794826
3.2,1.1858030691479788,2.582537156334358,1.2860126867877069,1.285100652775073,0.000826549007779185,8.548500485458276e-05
