L,tm_single_q2_mean,tm_single_q3_mean,tm_joint_mean,tm_synergy_mean,jacobian_synergy_mean,jacobian_joint_effective_noise_mean,jacobian_single_q2_effective_noise_mean,jacobian_single_q3_effective_noise_mean,jacobian_mean_log_pdet_whole_mean,jacobian_mean_log_pdet_parts_sum_mean,synergy_gap_jacobian_minus_tm_mean,tm_synergy_ratio_mean
0.8,0.0011240756303119014,0.00020643440608653164,3.7625281220094515,3.7611976119730532,0.48887391854537704,1e-06,0.002876102733005136,0.002801691475654358,5.025478415694134,4.04773057860338,-3.2723236934276763,0.9996463787131277
1.6,0.001098405133374966,0.00020208900315917173,4.102160604224762,4.100860110088228,1.0851451786094415,1e-06,0.04136950712134016,0.04179993985217997,3.5260950729466214,1.355804715727739,-3.0157149314787866,0.9996829733737888
2.4,0.0010338598048255146,0.00017245869477794826,2.497549175602615,2.4963428571030115,1.6606378530731014,1e-06,0.15923712524810085,0.1583545639911058,3.2102967524896275,-0.11097895365657577,-0.8357050040299102,0.9995169991000028
3.2,0.000826549007779185,8.548500485458276e-05,1.2860126867877069,1.285100652775073,2.582537156334358,1e-06,0.3390482611359982,0.3427792036356161,3.3947570318919253,-1.7703172807767917,1.2974365035592852,0.9992908048093118
