dynamics,label,L,seed,repeat,noise_mode,noise_std,n_samples,sample_count_mode,reference_l,source_dim,target_dim,ei_tm
product,product,1.0,20561429,0,scaled_with_l,0.05,512,fixed_density,4.0,2,1,0.6496441419408333
product,product,1.0,20561446,1,scaled_with_l,0.05,512,fixed_density,4.0,2,1,0.6905838686816391
product,product,1.0,20561463,2,scaled_with_l,0.05,512,fixed_density,4.0,2,1,0.6317119365220945
product,product,1.0,20561480,3,scaled_with_l,0.05,512,fixed_density,4.0,2,1,0.6723706085512134
product,product,1.0,20561497,4,scaled_with_l,0.05,512,fixed_density,4.0,2,1,0.6325834140777129
product,product,1.0,20561514,5,scaled_with_l,0.05,512,fixed_density,4.0,2,1,0.6696260741522339
product,product,1.0,20561531,6,scaled_with_l,0.05,512,fixed_density,4.0,2,1,0.6587134430957168
product,product,1.0,20561548,7,scaled_with_l,0.05,512,fixed_density,4.0,2,1,0.6789605408458552
product,product,1.0,20561565,8,scaled_with_l,0.05,512,fixed_density,4.0,2,1,0.6339821765069542
product,product,1.0,20561582,9,scaled_with_l,0.05,512,fixed_density,4.0,2,1,0.6638880966522488
product,product,2.0,20562429,0,scaled_with_l,0.1,1024,fixed_density,4.0,2,1,1.256257245977137
product,product,2.0,20562446,1,scaled_with_l,0.1,1024,fixed_density,4.0,2,1,1.2602858497880107
product,product,2.0,20562463,2,scaled_with_l,0.1,1024,fixed_density,4.0,2,1,1.1991284191373814
product,product,2.0,20562480,3,scaled_with_l,0.1,1024,fixed_density,4.0,2,1,1.2654549330661968
product,product,2.0,20562497,4,scaled_with_l,0.1,1024,fixed_density,4.0,2,1,1.240454200161177
product,product,2.0,20562514,5,scaled_with_l,0.1,1024,fixed_density,4.0,2,1,1.3114055441839403
product,product,2.0,20562531,6,scaled_with_l,0.1,1024,fixed_density,4.0,2,1,1.2193340030688589
product,product,2.0,20562548,7,scaled_with_l,0.1,1024,fixed_density,4.0,2,1,1.2352673083994883
product,product,2.0,20562565,8,scaled_with_l,0.1,1024,fixed_density,4.0,2,1,1.2298134403986323
product,product,2.0,20562582,9,scaled_with_l,0.1,1024,fixed_density,4.0,2,1,1.296646526103899
product,product,4.0,20563429,0,scaled_with_l,0.2,4096,fixed_density,4.0,2,1,1.920417258086211
product,product,4.0,20563446,1,scaled_with_l,0.2,4096,fixed_density,4.0,2,1,1.9151442048872465
product,product,4.0,20563463,2,scaled_with_l,0.2,4096,fixed_density,4.0,2,1,1.890391624627359
product,product,4.0,20563480,3,scaled_with_l,0.2,4096,fixed_density,4.0,2,1,1.9025887670182435
product,product,4.0,20563497,4,scaled_with_l,0.2,4096,fixed_density,4.0,2,1,1.910212156404691
product,product,4.0,20563514,5,scaled_with_l,0.2,4096,fixed_density,4.0,2,1,1.9095710650759403
product,product,4.0,20563531,6,scaled_with_l,0.2,4096,fixed_density,4.0,2,1,1.909256255547429
product,product,4.0,20563548,7,scaled_with_l,0.2,4096,fixed_density,4.0,2,1,1.9027873458644686
product,product,4.0,20563565,8,scaled_with_l,0.2,4096,fixed_density,4.0,2,1,1.9175295605195215
product,product,4.0,20563582,9,scaled_with_l,0.2,4096,fixed_density,4.0,2,1,1.8971960513790942
product,product,8.0,20564429,0,scaled_with_l,0.4,16384,fixed_density,4.0,2,1,2.5936099169724187
product,product,8.0,20564446,1,scaled_with_l,0.4,16384,fixed_density,4.0,2,1,2.598448417008595
product,product,8.0,20564463,2,scaled_with_l,0.4,16384,fixed_density,4.0,2,1,2.5865610140692024
product,product,8.0,20564480,3,scaled_with_l,0.4,16384,fixed_density,4.0,2,1,2.593894410703966
product,product,8.0,20564497,4,scaled_with_l,0.4,16384,fixed_density,4.0,2,1,2.5959895980079297
product,product,8.0,20564514,5,scaled_with_l,0.4,16384,fixed_density,4.0,2,1,2.590135719648381
product,product,8.0,20564531,6,scaled_with_l,0.4,16384,fixed_density,4.0,2,1,2.580794034760241
product,product,8.0,20564548,7,scaled_with_l,0.4,16384,fixed_density,4.0,2,1,2.5957558483700005
product,product,8.0,20564565,8,scaled_with_l,0.4,16384,fixed_density,4.0,2,1,2.6015879384457135
product,product,8.0,20564582,9,scaled_with_l,0.4,16384,fixed_density,4.0,2,1,2.5962700327548025
product,product,12.0,20565429,0,scaled_with_l,0.6000000000000001,36864,fixed_density,4.0,2,1,2.997169152822656
product,product,12.0,20565446,1,scaled_with_l,0.6000000000000001,36864,fixed_density,4.0,2,1,2.9926827200241686
product,product,12.0,20565463,2,scaled_with_l,0.6000000000000001,36864,fixed_density,4.0,2,1,2.9961018810624056
product,product,12.0,20565480,3,scaled_with_l,0.6000000000000001,36864,fixed_density,4.0,2,1,3.0075969317040423
product,product,12.0,20565497,4,scaled_with_l,0.6000000000000001,36864,fixed_density,4.0,2,1,3.004673761281656
product,product,12.0,20565514,5,scaled_with_l,0.6000000000000001,36864,fixed_density,4.0,2,1,3.005859817881629
product,product,12.0,20565531,6,scaled_with_l,0.6000000000000001,36864,fixed_density,4.0,2,1,2.9970579229750336
product,product,12.0,20565548,7,scaled_with_l,0.6000000000000001,36864,fixed_density,4.0,2,1,2.999363628071725
product,product,12.0,20565565,8,scaled_with_l,0.6000000000000001,36864,fixed_density,4.0,2,1,2.9987875485097324
product,product,12.0,20565582,9,scaled_with_l,0.6000000000000001,36864,fixed_density,4.0,2,1,3.003170704381377
product,product,16.0,20566429,0,scaled_with_l,0.8,65536,fixed_density,4.0,2,1,3.2871512558620535
product,product,16.0,20566446,1,scaled_with_l,0.8,65536,fixed_density,4.0,2,1,3.285859687045112
product,product,16.0,20566463,2,scaled_with_l,0.8,65536,fixed_density,4.0,2,1,3.2910707285896263
product,product,16.0,20566480,3,scaled_with_l,0.8,65536,fixed_density,4.0,2,1,3.277168459462997
product,product,16.0,20566497,4,scaled_with_l,0.8,65536,fixed_density,4.0,2,1,3.277042228090135
product,product,16.0,20566514,5,scaled_with_l,0.8,65536,fixed_density,4.0,2,1,3.2932346943391364
product,product,16.0,20566531,6,scaled_with_l,0.8,65536,fixed_density,4.0,2,1,3.2844883526700994
product,product,16.0,20566548,7,scaled_with_l,0.8,65536,fixed_density,4.0,2,1,3.281000882629594
product,product,16.0,20566565,8,scaled_with_l,0.8,65536,fixed_density,4.0,2,1,3.292487928854043
product,product,16.0,20566582,9,scaled_with_l,0.8,65536,fixed_density,4.0,2,1,3.2899179887665175
tanh,tanh,0.5,20660429,0,fixed,0.05,512,fixed_density,4.0,1,1,1.0568930335876803
tanh,tanh,0.5,20660446,1,fixed,0.05,512,fixed_density,4.0,1,1,1.0915845495100518
tanh,tanh,0.5,20660463,2,fixed,0.05,512,fixed_density,4.0,1,1,1.1021085095640868
tanh,tanh,0.5,20660480,3,fixed,0.05,512,fixed_density,4.0,1,1,1.1252725583545689
tanh,tanh,0.5,20660497,4,fixed,0.05,512,fixed_density,4.0,1,1,1.1205526320931727
tanh,tanh,0.5,20660514,5,fixed,0.05,512,fixed_density,4.0,1,1,1.1118164259544345
tanh,tanh,0.5,20660531,6,fixed,0.05,512,fixed_density,4.0,1,1,1.0759946993793634
tanh,tanh,0.5,20660548,7,fixed,0.05,512,fixed_density,4.0,1,1,1.1097471150578986
tanh,tanh,0.5,20660565,8,fixed,0.05,512,fixed_density,4.0,1,1,1.0977027998355389
tanh,tanh,0.5,20660582,9,fixed,0.05,512,fixed_density,4.0,1,1,1.1298870858084502
tanh,tanh,1.0,20661429,0,fixed,0.05,1024,fixed_density,4.0,1,1,1.7176062209951166
tanh,tanh,1.0,20661446,1,fixed,0.05,1024,fixed_density,4.0,1,1,1.7197811867816146
tanh,tanh,1.0,20661463,2,fixed,0.05,1024,fixed_density,4.0,1,1,1.7138847993389816
tanh,tanh,1.0,20661480,3,fixed,0.05,1024,fixed_density,4.0,1,1,1.7142955834631364
tanh,tanh,1.0,20661497,4,fixed,0.05,1024,fixed_density,4.0,1,1,1.712750088972597
tanh,tanh,1.0,20661514,5,fixed,0.05,1024,fixed_density,4.0,1,1,1.7122385569291572
tanh,tanh,1.0,20661531,6,fixed,0.05,1024,fixed_density,4.0,1,1,1.7262934335205342
tanh,tanh,1.0,20661548,7,fixed,0.05,1024,fixed_density,4.0,1,1,1.74662152098765
tanh,tanh,1.0,20661565,8,fixed,0.05,1024,fixed_density,4.0,1,1,1.7285047600492984
tanh,tanh,1.0,20661582,9,fixed,0.05,1024,fixed_density,4.0,1,1,1.7264322809711459
tanh,tanh,2.0,20662429,0,fixed,0.05,2048,fixed_density,4.0,1,1,2.282454035893367
tanh,tanh,2.0,20662446,1,fixed,0.05,2048,fixed_density,4.0,1,1,2.271325482628045
tanh,tanh,2.0,20662463,2,fixed,0.05,2048,fixed_density,4.0,1,1,2.2820410686567643
tanh,tanh,2.0,20662480,3,fixed,0.05,2048,fixed_density,4.0,1,1,2.2716255305165016
tanh,tanh,2.0,20662497,4,fixed,0.05,2048,fixed_density,4.0,1,1,2.2700263486019594
tanh,tanh,2.0,20662514,5,fixed,0.05,2048,fixed_density,4.0,1,1,2.2839438914585495
tanh,tanh,2.0,20662531,6,fixed,0.05,2048,fixed_density,4.0,1,1,2.259130261406054
tanh,tanh,2.0,20662548,7,fixed,0.05,2048,fixed_density,4.0,1,1,2.300162852790132
tanh,tanh,2.0,20662565,8,fixed,0.05,2048,fixed_density,4.0,1,1,2.288143005243117
tanh,tanh,2.0,20662582,9,fixed,0.05,2048,fixed_density,4.0,1,1,2.2699708458772285
tanh,tanh,4.0,20663429,0,fixed,0.05,4096,fixed_density,4.0,1,1,2.5239776461323915
tanh,tanh,4.0,20663446,1,fixed,0.05,4096,fixed_density,4.0,1,1,2.49184785740098
tanh,tanh,4.0,20663463,2,fixed,0.05,4096,fixed_density,4.0,1,1,2.5345510860686593
tanh,tanh,4.0,20663480,3,fixed,0.05,4096,fixed_density,4.0,1,1,2.5027010394349936
tanh,tanh,4.0,20663497,4,fixed,0.05,4096,fixed_density,4.0,1,1,2.5154136120336057
tanh,tanh,4.0,20663514,5,fixed,0.05,4096,fixed_density,4.0,1,1,2.508482566375231
tanh,tanh,4.0,20663531,6,fixed,0.05,4096,fixed_density,4.0,1,1,2.5230122921336586
tanh,tanh,4.0,20663548,7,fixed,0.05,4096,fixed_density,4.0,1,1,2.5194142895871585
tanh,tanh,4.0,20663565,8,fixed,0.05,4096,fixed_density,4.0,1,1,2.5194761723666494
tanh,tanh,4.0,20663582,9,fixed,0.05,4096,fixed_density,4.0,1,1,2.505076464023375
tanh,tanh,8.0,20664429,0,fixed,0.05,8192,fixed_density,4.0,1,1,1.9090114671973726
tanh,tanh,8.0,20664446,1,fixed,0.05,8192,fixed_density,4.0,1,1,1.908072141345239
tanh,tanh,8.0,20664463,2,fixed,0.05,8192,fixed_density,4.0,1,1,1.9142359767562285
tanh,tanh,8.0,20664480,3,fixed,0.05,8192,fixed_density,4.0,1,1,1.9067626490715042
tanh,tanh,8.0,20664497,4,fixed,0.05,8192,fixed_density,4.0,1,1,1.8908445719509572
tanh,tanh,8.0,20664514,5,fixed,0.05,8192,fixed_density,4.0,1,1,1.9020604688422877
tanh,tanh,8.0,20664531,6,fixed,0.05,8192,fixed_density,4.0,1,1,1.9051366172053517
tanh,tanh,8.0,20664548,7,fixed,0.05,8192,fixed_density,4.0,1,1,1.897954903787772
tanh,tanh,8.0,20664565,8,fixed,0.05,8192,fixed_density,4.0,1,1,1.9038589027945152
tanh,tanh,8.0,20664582,9,fixed,0.05,8192,fixed_density,4.0,1,1,1.9100656420872866
tanh,tanh,12.0,20665429,0,fixed,0.05,12288,fixed_density,4.0,1,1,1.5691637264128186
tanh,tanh,12.0,20665446,1,fixed,0.05,12288,fixed_density,4.0,1,1,1.5728012815691388
tanh,tanh,12.0,20665463,2,fixed,0.05,12288,fixed_density,4.0,1,1,1.5749491561499802
tanh,tanh,12.0,20665480,3,fixed,0.05,12288,fixed_density,4.0,1,1,1.572607703438032
tanh,tanh,12.0,20665497,4,fixed,0.05,12288,fixed_density,4.0,1,1,1.5636155280417192
tanh,tanh,12.0,20665514,5,fixed,0.05,12288,fixed_density,4.0,1,1,1.5684654243800873
tanh,tanh,12.0,20665531,6,fixed,0.05,12288,fixed_density,4.0,1,1,1.5667547697695055
tanh,tanh,12.0,20665548,7,fixed,0.05,12288,fixed_density,4.0,1,1,1.5641884028446424
tanh,tanh,12.0,20665565,8,fixed,0.05,12288,fixed_density,4.0,1,1,1.5660773549825129
tanh,tanh,12.0,20665582,9,fixed,0.05,12288,fixed_density,4.0,1,1,1.570588757854279
tanh,tanh,16.0,20666429,0,fixed,0.05,16384,fixed_density,4.0,1,1,1.4078498133451323
tanh,tanh,16.0,20666446,1,fixed,0.05,16384,fixed_density,4.0,1,1,1.408279223408854
tanh,tanh,16.0,20666463,2,fixed,0.05,16384,fixed_density,4.0,1,1,1.4018538849586792
tanh,tanh,16.0,20666480,3,fixed,0.05,16384,fixed_density,4.0,1,1,1.4083972205431545
tanh,tanh,16.0,20666497,4,fixed,0.05,16384,fixed_density,4.0,1,1,1.407313049065214
tanh,tanh,16.0,20666514,5,fixed,0.05,16384,fixed_density,4.0,1,1,1.414148444524372
tanh,tanh,16.0,20666531,6,fixed,0.05,16384,fixed_density,4.0,1,1,1.3976204876288811
tanh,tanh,16.0,20666548,7,fixed,0.05,16384,fixed_density,4.0,1,1,1.4110972013792522
tanh,tanh,16.0,20666565,8,fixed,0.05,16384,fixed_density,4.0,1,1,1.40591263019726
tanh,tanh,16.0,20666582,9,fixed,0.05,16384,fixed_density,4.0,1,1,1.3980012457704445
tanh,tanh,0.5,20660429,0,scaled_with_l,0.025,512,fixed_density,4.0,1,1,1.6947097052879163
tanh,tanh,0.5,20660446,1,scaled_with_l,0.025,512,fixed_density,4.0,1,1,1.7422774423142338
tanh,tanh,0.5,20660463,2,scaled_with_l,0.025,512,fixed_density,4.0,1,1,1.7563273579038845
tanh,tanh,0.5,20660480,3,scaled_with_l,0.025,512,fixed_density,4.0,1,1,1.783081896451684
tanh,tanh,0.5,20660497,4,scaled_with_l,0.025,512,fixed_density,4.0,1,1,1.7711429698317311
tanh,tanh,0.5,20660514,5,scaled_with_l,0.025,512,fixed_density,4.0,1,1,1.7493961605595856
tanh,tanh,0.5,20660531,6,scaled_with_l,0.025,512,fixed_density,4.0,1,1,1.7254892834134847
tanh,tanh,0.5,20660548,7,scaled_with_l,0.025,512,fixed_density,4.0,1,1,1.7584859287690051
tanh,tanh,0.5,20660565,8,scaled_with_l,0.025,512,fixed_density,4.0,1,1,1.7448440001278422
tanh,tanh,0.5,20660582,9,scaled_with_l,0.025,512,fixed_density,4.0,1,1,1.7809494234977858
tanh,tanh,1.0,20661429,0,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,1.7176062209951166
tanh,tanh,1.0,20661446,1,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,1.7197811867816146
tanh,tanh,1.0,20661463,2,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,1.7138847993389816
tanh,tanh,1.0,20661480,3,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,1.7142955834631364
tanh,tanh,1.0,20661497,4,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,1.712750088972597
tanh,tanh,1.0,20661514,5,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,1.7122385569291572
tanh,tanh,1.0,20661531,6,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,1.7262934335205342
tanh,tanh,1.0,20661548,7,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,1.74662152098765
tanh,tanh,1.0,20661565,8,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,1.7285047600492984
tanh,tanh,1.0,20661582,9,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,1.7264322809711459
tanh,tanh,2.0,20662429,0,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,1.6034162031807526
tanh,tanh,2.0,20662446,1,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,1.5959013037301557
tanh,tanh,2.0,20662463,2,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,1.605519047691919
tanh,tanh,2.0,20662480,3,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,1.5961530899748602
tanh,tanh,2.0,20662497,4,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,1.595921869711856
tanh,tanh,2.0,20662514,5,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,1.6083983814730254
tanh,tanh,2.0,20662531,6,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,1.5844399101677946
tanh,tanh,2.0,20662548,7,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,1.6213851260167167
tanh,tanh,2.0,20662565,8,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,1.6130277873093184
tanh,tanh,2.0,20662582,9,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,1.5917574609080412
tanh,tanh,4.0,20663429,0,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,1.3196789253916088
tanh,tanh,4.0,20663446,1,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,1.2869509964788408
tanh,tanh,4.0,20663463,2,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,1.3123470934844201
tanh,tanh,4.0,20663480,3,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,1.296572374483044
tanh,tanh,4.0,20663497,4,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,1.3118461905918335
tanh,tanh,4.0,20663514,5,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,1.3045568965495093
tanh,tanh,4.0,20663531,6,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,1.3200293138699037
tanh,tanh,4.0,20663548,7,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,1.312964537632493
tanh,tanh,4.0,20663565,8,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,1.3152303501690499
tanh,tanh,4.0,20663582,9,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,1.2966099140569503
tanh,tanh,8.0,20664429,0,scaled_with_l,0.4,8192,fixed_density,4.0,1,1,0.8291031528820074
tanh,tanh,8.0,20664446,1,scaled_with_l,0.4,8192,fixed_density,4.0,1,1,0.8171900696173954
tanh,tanh,8.0,20664463,2,scaled_with_l,0.4,8192,fixed_density,4.0,1,1,0.8387009244261172
tanh,tanh,8.0,20664480,3,scaled_with_l,0.4,8192,fixed_density,4.0,1,1,0.8328282673886601
tanh,tanh,8.0,20664497,4,scaled_with_l,0.4,8192,fixed_density,4.0,1,1,0.8198216386110837
tanh,tanh,8.0,20664514,5,scaled_with_l,0.4,8192,fixed_density,4.0,1,1,0.8346199042867029
tanh,tanh,8.0,20664531,6,scaled_with_l,0.4,8192,fixed_density,4.0,1,1,0.835383180773809
tanh,tanh,8.0,20664548,7,scaled_with_l,0.4,8192,fixed_density,4.0,1,1,0.8278349931974284
tanh,tanh,8.0,20664565,8,scaled_with_l,0.4,8192,fixed_density,4.0,1,1,0.8246213875426356
tanh,tanh,8.0,20664582,9,scaled_with_l,0.4,8192,fixed_density,4.0,1,1,0.8305168252717974
tanh,tanh,12.0,20665429,0,scaled_with_l,0.6000000000000001,12288,fixed_density,4.0,1,1,0.5514533625471947
tanh,tanh,12.0,20665446,1,scaled_with_l,0.6000000000000001,12288,fixed_density,4.0,1,1,0.561914393240113
tanh,tanh,12.0,20665463,2,scaled_with_l,0.6000000000000001,12288,fixed_density,4.0,1,1,0.5580561471652072
tanh,tanh,12.0,20665480,3,scaled_with_l,0.6000000000000001,12288,fixed_density,4.0,1,1,0.5485657640942475
tanh,tanh,12.0,20665497,4,scaled_with_l,0.6000000000000001,12288,fixed_density,4.0,1,1,0.5509981835496429
tanh,tanh,12.0,20665514,5,scaled_with_l,0.6000000000000001,12288,fixed_density,4.0,1,1,0.5593918116302489
tanh,tanh,12.0,20665531,6,scaled_with_l,0.6000000000000001,12288,fixed_density,4.0,1,1,0.5417831659984883
tanh,tanh,12.0,20665548,7,scaled_with_l,0.6000000000000001,12288,fixed_density,4.0,1,1,0.5537953537169985
tanh,tanh,12.0,20665565,8,scaled_with_l,0.6000000000000001,12288,fixed_density,4.0,1,1,0.5571833927157724
tanh,tanh,12.0,20665582,9,scaled_with_l,0.6000000000000001,12288,fixed_density,4.0,1,1,0.5529220401452316
tanh,tanh,16.0,20666429,0,scaled_with_l,0.8,16384,fixed_density,4.0,1,1,0.3996337409298132
tanh,tanh,16.0,20666446,1,scaled_with_l,0.8,16384,fixed_density,4.0,1,1,0.3984423459206631
tanh,tanh,16.0,20666463,2,scaled_with_l,0.8,16384,fixed_density,4.0,1,1,0.3991742742134055
tanh,tanh,16.0,20666480,3,scaled_with_l,0.8,16384,fixed_density,4.0,1,1,0.3942272470270287
tanh,tanh,16.0,20666497,4,scaled_with_l,0.8,16384,fixed_density,4.0,1,1,0.40150533724462234
tanh,tanh,16.0,20666514,5,scaled_with_l,0.8,16384,fixed_density,4.0,1,1,0.3982857681311711
tanh,tanh,16.0,20666531,6,scaled_with_l,0.8,16384,fixed_density,4.0,1,1,0.3852579286852693
tanh,tanh,16.0,20666548,7,scaled_with_l,0.8,16384,fixed_density,4.0,1,1,0.39774327210978005
tanh,tanh,16.0,20666565,8,scaled_with_l,0.8,16384,fixed_density,4.0,1,1,0.38875762389693247
tanh,tanh,16.0,20666582,9,scaled_with_l,0.8,16384,fixed_density,4.0,1,1,0.38826885255605825
