dynamics,label,L,seed,repeat,noise_mode,noise_std,n_samples,sample_count_mode,reference_l,source_dim,target_dim,ei_tm
linear_gain,gain=0.5,8.0,20364429,0,scaled_with_l,0.4,8192,fixed_density,4.0,1,1,1.1316443587715532
linear_gain,gain=0.5,8.0,20364446,1,scaled_with_l,0.4,8192,fixed_density,4.0,1,1,1.1161368750578404
linear_gain,gain=0.5,8.0,20364463,2,scaled_with_l,0.4,8192,fixed_density,4.0,1,1,1.1217573044135805
linear_gain,gain=0.5,8.0,20364480,3,scaled_with_l,0.4,8192,fixed_density,4.0,1,1,1.108129772309614
linear_gain,gain=0.5,8.0,20364497,4,scaled_with_l,0.4,8192,fixed_density,4.0,1,1,1.128689435180172
linear_gain,gain=0.5,8.0,20364514,5,scaled_with_l,0.4,8192,fixed_density,4.0,1,1,1.108717977764028
linear_gain,gain=0.5,8.0,20364531,6,scaled_with_l,0.4,8192,fixed_density,4.0,1,1,1.1039546832643319
linear_gain,gain=0.5,8.0,20364548,7,scaled_with_l,0.4,8192,fixed_density,4.0,1,1,1.1140139346536628
linear_gain,gain=0.5,8.0,20364565,8,scaled_with_l,0.4,8192,fixed_density,4.0,1,1,1.1107093177926957
linear_gain,gain=0.5,8.0,20364582,9,scaled_with_l,0.4,8192,fixed_density,4.0,1,1,1.110777709945825
linear_gain,gain=0.5,12.0,20365429,0,scaled_with_l,0.6000000000000001,12288,fixed_density,4.0,1,1,1.118601696901719
linear_gain,gain=0.5,12.0,20365446,1,scaled_with_l,0.6000000000000001,12288,fixed_density,4.0,1,1,1.1233891046083027
linear_gain,gain=0.5,12.0,20365463,2,scaled_with_l,0.6000000000000001,12288,fixed_density,4.0,1,1,1.126059662212234
linear_gain,gain=0.5,12.0,20365480,3,scaled_with_l,0.6000000000000001,12288,fixed_density,4.0,1,1,1.112758491153475
linear_gain,gain=0.5,12.0,20365497,4,scaled_with_l,0.6000000000000001,12288,fixed_density,4.0,1,1,1.1187281250846859
linear_gain,gain=0.5,12.0,20365514,5,scaled_with_l,0.6000000000000001,12288,fixed_density,4.0,1,1,1.1193084753569662
linear_gain,gain=0.5,12.0,20365531,6,scaled_with_l,0.6000000000000001,12288,fixed_density,4.0,1,1,1.1092710505048977
linear_gain,gain=0.5,12.0,20365548,7,scaled_with_l,0.6000000000000001,12288,fixed_density,4.0,1,1,1.1260034523981062
linear_gain,gain=0.5,12.0,20365565,8,scaled_with_l,0.6000000000000001,12288,fixed_density,4.0,1,1,1.1166689287565106
linear_gain,gain=0.5,12.0,20365582,9,scaled_with_l,0.6000000000000001,12288,fixed_density,4.0,1,1,1.1130118555475
linear_gain,gain=0.5,16.0,20366429,0,scaled_with_l,0.8,16384,fixed_density,4.0,1,1,1.1154556534264832
linear_gain,gain=0.5,16.0,20366446,1,scaled_with_l,0.8,16384,fixed_density,4.0,1,1,1.1112162157618453
linear_gain,gain=0.5,16.0,20366463,2,scaled_with_l,0.8,16384,fixed_density,4.0,1,1,1.1241209750050278
linear_gain,gain=0.5,16.0,20366480,3,scaled_with_l,0.8,16384,fixed_density,4.0,1,1,1.1221648899344057
linear_gain,gain=0.5,16.0,20366497,4,scaled_with_l,0.8,16384,fixed_density,4.0,1,1,1.11895714616873
linear_gain,gain=0.5,16.0,20366514,5,scaled_with_l,0.8,16384,fixed_density,4.0,1,1,1.1183087295839105
linear_gain,gain=0.5,16.0,20366531,6,scaled_with_l,0.8,16384,fixed_density,4.0,1,1,1.1091187118264234
linear_gain,gain=0.5,16.0,20366548,7,scaled_with_l,0.8,16384,fixed_density,4.0,1,1,1.1193935675646802
linear_gain,gain=0.5,16.0,20366565,8,scaled_with_l,0.8,16384,fixed_density,4.0,1,1,1.1202626832998646
linear_gain,gain=0.5,16.0,20366582,9,scaled_with_l,0.8,16384,fixed_density,4.0,1,1,1.11661292852109
linear_gain,gain=2.0,0.5,20460429,0,fixed,0.05,512,fixed_density,4.0,1,1,1.7071825890917458
linear_gain,gain=2.0,0.5,20460446,1,fixed,0.05,512,fixed_density,4.0,1,1,1.8596768749435555
linear_gain,gain=2.0,0.5,20460463,2,fixed,0.05,512,fixed_density,4.0,1,1,1.7542995236139065
linear_gain,gain=2.0,0.5,20460480,3,fixed,0.05,512,fixed_density,4.0,1,1,1.7684601837703111
linear_gain,gain=2.0,0.5,20460497,4,fixed,0.05,512,fixed_density,4.0,1,1,1.7905508466062043
linear_gain,gain=2.0,0.5,20460514,5,fixed,0.05,512,fixed_density,4.0,1,1,1.7241197717225187
linear_gain,gain=2.0,0.5,20460531,6,fixed,0.05,512,fixed_density,4.0,1,1,1.7472345508528968
linear_gain,gain=2.0,0.5,20460548,7,fixed,0.05,512,fixed_density,4.0,1,1,1.7721985088422345
linear_gain,gain=2.0,0.5,20460565,8,fixed,0.05,512,fixed_density,4.0,1,1,1.793322987674447
linear_gain,gain=2.0,0.5,20460582,9,fixed,0.05,512,fixed_density,4.0,1,1,1.7737487148656492
linear_gain,gain=2.0,1.0,20461429,0,fixed,0.05,1024,fixed_density,4.0,1,1,2.5061097333696374
linear_gain,gain=2.0,1.0,20461446,1,fixed,0.05,1024,fixed_density,4.0,1,1,2.4316759694034786
linear_gain,gain=2.0,1.0,20461463,2,fixed,0.05,1024,fixed_density,4.0,1,1,2.465153051814884
linear_gain,gain=2.0,1.0,20461480,3,fixed,0.05,1024,fixed_density,4.0,1,1,2.447268755315773
linear_gain,gain=2.0,1.0,20461497,4,fixed,0.05,1024,fixed_density,4.0,1,1,2.4634070859194783
linear_gain,gain=2.0,1.0,20461514,5,fixed,0.05,1024,fixed_density,4.0,1,1,2.411772995826232
linear_gain,gain=2.0,1.0,20461531,6,fixed,0.05,1024,fixed_density,4.0,1,1,2.4185944225583995
linear_gain,gain=2.0,1.0,20461548,7,fixed,0.05,1024,fixed_density,4.0,1,1,2.4605552947794473
linear_gain,gain=2.0,1.0,20461565,8,fixed,0.05,1024,fixed_density,4.0,1,1,2.4394881630443126
linear_gain,gain=2.0,1.0,20461582,9,fixed,0.05,1024,fixed_density,4.0,1,1,2.4141536998439213
linear_gain,gain=2.0,2.0,20462429,0,fixed,0.05,2048,fixed_density,4.0,1,1,3.158001227125281
linear_gain,gain=2.0,2.0,20462446,1,fixed,0.05,2048,fixed_density,4.0,1,1,3.127199312307838
linear_gain,gain=2.0,2.0,20462463,2,fixed,0.05,2048,fixed_density,4.0,1,1,3.15800816088493
linear_gain,gain=2.0,2.0,20462480,3,fixed,0.05,2048,fixed_density,4.0,1,1,3.1578728122224686
linear_gain,gain=2.0,2.0,20462497,4,fixed,0.05,2048,fixed_density,4.0,1,1,3.152946994569521
linear_gain,gain=2.0,2.0,20462514,5,fixed,0.05,2048,fixed_density,4.0,1,1,3.1179500079869826
linear_gain,gain=2.0,2.0,20462531,6,fixed,0.05,2048,fixed_density,4.0,1,1,3.145940620151361
linear_gain,gain=2.0,2.0,20462548,7,fixed,0.05,2048,fixed_density,4.0,1,1,3.1152382343684506
linear_gain,gain=2.0,2.0,20462565,8,fixed,0.05,2048,fixed_density,4.0,1,1,3.1326818751369245
linear_gain,gain=2.0,2.0,20462582,9,fixed,0.05,2048,fixed_density,4.0,1,1,3.1336974525213357
linear_gain,gain=2.0,4.0,20463429,0,fixed,0.05,4096,fixed_density,4.0,1,1,3.8496527161399934
linear_gain,gain=2.0,4.0,20463446,1,fixed,0.05,4096,fixed_density,4.0,1,1,3.8260882093626414
linear_gain,gain=2.0,4.0,20463463,2,fixed,0.05,4096,fixed_density,4.0,1,1,3.841050124357097
linear_gain,gain=2.0,4.0,20463480,3,fixed,0.05,4096,fixed_density,4.0,1,1,3.8451040210135057
linear_gain,gain=2.0,4.0,20463497,4,fixed,0.05,4096,fixed_density,4.0,1,1,3.8296039876077104
linear_gain,gain=2.0,4.0,20463514,5,fixed,0.05,4096,fixed_density,4.0,1,1,3.8498114090322773
linear_gain,gain=2.0,4.0,20463531,6,fixed,0.05,4096,fixed_density,4.0,1,1,3.838828989678202
linear_gain,gain=2.0,4.0,20463548,7,fixed,0.05,4096,fixed_density,4.0,1,1,3.828837083289861
linear_gain,gain=2.0,4.0,20463565,8,fixed,0.05,4096,fixed_density,4.0,1,1,3.8331749994233055
linear_gain,gain=2.0,4.0,20463582,9,fixed,0.05,4096,fixed_density,4.0,1,1,3.8343031743230283
linear_gain,gain=2.0,8.0,20464429,0,fixed,0.05,8192,fixed_density,4.0,1,1,4.532649114649614
linear_gain,gain=2.0,8.0,20464446,1,fixed,0.05,8192,fixed_density,4.0,1,1,4.526979014280155
linear_gain,gain=2.0,8.0,20464463,2,fixed,0.05,8192,fixed_density,4.0,1,1,4.524166852211892
linear_gain,gain=2.0,8.0,20464480,3,fixed,0.05,8192,fixed_density,4.0,1,1,4.518961415292664
linear_gain,gain=2.0,8.0,20464497,4,fixed,0.05,8192,fixed_density,4.0,1,1,4.509513519094067
linear_gain,gain=2.0,8.0,20464514,5,fixed,0.05,8192,fixed_density,4.0,1,1,4.543515032654582
linear_gain,gain=2.0,8.0,20464531,6,fixed,0.05,8192,fixed_density,4.0,1,1,4.537168139752408
linear_gain,gain=2.0,8.0,20464548,7,fixed,0.05,8192,fixed_density,4.0,1,1,4.527588127214753
linear_gain,gain=2.0,8.0,20464565,8,fixed,0.05,8192,fixed_density,4.0,1,1,4.5302459839393165
linear_gain,gain=2.0,8.0,20464582,9,fixed,0.05,8192,fixed_density,4.0,1,1,4.53120911467191
linear_gain,gain=2.0,12.0,20465429,0,fixed,0.05,12288,fixed_density,4.0,1,1,4.929145127330593
linear_gain,gain=2.0,12.0,20465446,1,fixed,0.05,12288,fixed_density,4.0,1,1,4.925604850468351
linear_gain,gain=2.0,12.0,20465463,2,fixed,0.05,12288,fixed_density,4.0,1,1,4.93026433903585
linear_gain,gain=2.0,12.0,20465480,3,fixed,0.05,12288,fixed_density,4.0,1,1,4.932368498017474
linear_gain,gain=2.0,12.0,20465497,4,fixed,0.05,12288,fixed_density,4.0,1,1,4.926311532796169
linear_gain,gain=2.0,12.0,20465514,5,fixed,0.05,12288,fixed_density,4.0,1,1,4.934462289685588
linear_gain,gain=2.0,12.0,20465531,6,fixed,0.05,12288,fixed_density,4.0,1,1,4.929066074874171
linear_gain,gain=2.0,12.0,20465548,7,fixed,0.05,12288,fixed_density,4.0,1,1,4.93847534952362
linear_gain,gain=2.0,12.0,20465565,8,fixed,0.05,12288,fixed_density,4.0,1,1,4.930115484210133
linear_gain,gain=2.0,12.0,20465582,9,fixed,0.05,12288,fixed_density,4.0,1,1,4.930042715219266
linear_gain,gain=2.0,16.0,20466429,0,fixed,0.05,16384,fixed_density,4.0,1,1,5.22468224169988
linear_gain,gain=2.0,16.0,20466446,1,fixed,0.05,16384,fixed_density,4.0,1,1,5.227867468352897
linear_gain,gain=2.0,16.0,20466463,2,fixed,0.05,16384,fixed_density,4.0,1,1,5.208812059429624
linear_gain,gain=2.0,16.0,20466480,3,fixed,0.05,16384,fixed_density,4.0,1,1,5.211520176343451
linear_gain,gain=2.0,16.0,20466497,4,fixed,0.05,16384,fixed_density,4.0,1,1,5.220010778053289
linear_gain,gain=2.0,16.0,20466514,5,fixed,0.05,16384,fixed_density,4.0,1,1,5.215891528155103
linear_gain,gain=2.0,16.0,20466531,6,fixed,0.05,16384,fixed_density,4.0,1,1,5.213352323708844
linear_gain,gain=2.0,16.0,20466548,7,fixed,0.05,16384,fixed_density,4.0,1,1,5.220342091275348
linear_gain,gain=2.0,16.0,20466565,8,fixed,0.05,16384,fixed_density,4.0,1,1,5.217448497434983
linear_gain,gain=2.0,16.0,20466582,9,fixed,0.05,16384,fixed_density,4.0,1,1,5.214914964917238
linear_gain,gain=2.0,0.5,20460429,0,scaled_with_l,0.025,512,fixed_density,4.0,1,1,2.385224375083499
linear_gain,gain=2.0,0.5,20460446,1,scaled_with_l,0.025,512,fixed_density,4.0,1,1,2.5501085532589
linear_gain,gain=2.0,0.5,20460463,2,scaled_with_l,0.025,512,fixed_density,4.0,1,1,2.4316532461497564
linear_gain,gain=2.0,0.5,20460480,3,scaled_with_l,0.025,512,fixed_density,4.0,1,1,2.4494963260527993
linear_gain,gain=2.0,0.5,20460497,4,scaled_with_l,0.025,512,fixed_density,4.0,1,1,2.4758048359786766
linear_gain,gain=2.0,0.5,20460514,5,scaled_with_l,0.025,512,fixed_density,4.0,1,1,2.4019069333609906
linear_gain,gain=2.0,0.5,20460531,6,scaled_with_l,0.025,512,fixed_density,4.0,1,1,2.4296410420316517
linear_gain,gain=2.0,0.5,20460548,7,scaled_with_l,0.025,512,fixed_density,4.0,1,1,2.4490443126442765
linear_gain,gain=2.0,0.5,20460565,8,scaled_with_l,0.025,512,fixed_density,4.0,1,1,2.477581687018146
linear_gain,gain=2.0,0.5,20460582,9,scaled_with_l,0.025,512,fixed_density,4.0,1,1,2.457679967554463
linear_gain,gain=2.0,1.0,20461429,0,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,2.5061097333696374
linear_gain,gain=2.0,1.0,20461446,1,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,2.4316759694034786
linear_gain,gain=2.0,1.0,20461463,2,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,2.465153051814884
linear_gain,gain=2.0,1.0,20461480,3,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,2.447268755315773
linear_gain,gain=2.0,1.0,20461497,4,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,2.4634070859194783
linear_gain,gain=2.0,1.0,20461514,5,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,2.411772995826232
linear_gain,gain=2.0,1.0,20461531,6,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,2.4185944225583995
linear_gain,gain=2.0,1.0,20461548,7,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,2.4605552947794473
linear_gain,gain=2.0,1.0,20461565,8,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,2.4394881630443126
linear_gain,gain=2.0,1.0,20461582,9,scaled_with_l,0.05,1024,fixed_density,4.0,1,1,2.4141536998439213
linear_gain,gain=2.0,2.0,20462429,0,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,2.4677950837307874
linear_gain,gain=2.0,2.0,20462446,1,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,2.4372573575324585
linear_gain,gain=2.0,2.0,20462463,2,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,2.4675759573971106
linear_gain,gain=2.0,2.0,20462480,3,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,2.466792469423045
linear_gain,gain=2.0,2.0,20462497,4,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,2.4630233204628897
linear_gain,gain=2.0,2.0,20462514,5,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,2.4267573986056536
linear_gain,gain=2.0,2.0,20462531,6,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,2.4536685081977696
linear_gain,gain=2.0,2.0,20462548,7,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,2.424789824110195
linear_gain,gain=2.0,2.0,20462565,8,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,2.442284954550794
linear_gain,gain=2.0,2.0,20462582,9,scaled_with_l,0.1,2048,fixed_density,4.0,1,1,2.441678957696034
linear_gain,gain=2.0,4.0,20463429,0,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,2.467153518859831
linear_gain,gain=2.0,4.0,20463446,1,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,2.442946293835305
linear_gain,gain=2.0,4.0,20463463,2,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,2.459439002140825
linear_gain,gain=2.0,4.0,20463480,3,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,2.4618866279208085
linear_gain,gain=2.0,4.0,20463497,4,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,2.4461146670611624
linear_gain,gain=2.0,4.0,20463514,5,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,2.4674834338542695
linear_gain,gain=2.0,4.0,20463531,6,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,2.456318918706634
linear_gain,gain=2.0,4.0,20463548,7,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,2.4472989372259315
linear_gain,gain=2.0,4.0,20463565,8,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,2.4509607496604824
linear_gain,gain=2.0,4.0,20463582,9,scaled_with_l,0.2,4096,fixed_density,4.0,1,1,2.4516835900232996
linear_gain,gain=2.0,8.0,20464429,0,scaled_with_l,0.4,8192,fixed_density,4.0,1,1,2.456158592382641
linear_gain,gain=2.0,8.0,20464446,1,scaled_with_l,0.4,8192,fixed_density,4.0,1,1,2.4515731481274985
linear_gain,gain=2.0,8.0,20464463,2,scaled_with_l,0.4,8192,fixed_density,4.0,1,1,2.4469842686763283
linear_gain,gain=2.0,8.0,20464480,3,scaled_with_l,0.4,8192,fixed_density,4.0,1,1,2.4426923691398637
linear_gain,gain=2.0,8.0,20464497,4,scaled_with_l,0.4,8192,fixed_density,4.0,1,1,2.4340318326220416
linear_gain,gain=2.0,8.0,20464514,5,scaled_with_l,0.4,8192,fixed_density,4.0,1,1,2.4685333333622026
linear_gain,gain=2.0,8.0,20464531,6,scaled_with_l,0.4,8192,fixed_density,4.0,1,1,2.461616635414086
linear_gain,gain=2.0,8.0,20464548,7,scaled_with_l,0.4,8192,fixed_density,4.0,1,1,2.450319503493459
linear_gain,gain=2.0,8.0,20464565,8,scaled_with_l,0.4,8192,fixed_density,4.0,1,1,2.453465384334184
linear_gain,gain=2.0,8.0,20464582,9,scaled_with_l,0.4,8192,fixed_density,4.0,1,1,2.454568531079635
linear_gain,gain=2.0,12.0,20465429,0,scaled_with_l,0.6000000000000001,12288,fixed_density,4.0,1,1,2.446969649034547
linear_gain,gain=2.0,12.0,20465446,1,scaled_with_l,0.6000000000000001,12288,fixed_density,4.0,1,1,2.4444637045720423
linear_gain,gain=2.0,12.0,20465463,2,scaled_with_l,0.6000000000000001,12288,fixed_density,4.0,1,1,2.450224031525997
linear_gain,gain=2.0,12.0,20465480,3,scaled_with_l,0.6000000000000001,12288,fixed_density,4.0,1,1,2.45126274019314
linear_gain,gain=2.0,12.0,20465497,4,scaled_with_l,0.6000000000000001,12288,fixed_density,4.0,1,1,2.44567282813504
linear_gain,gain=2.0,12.0,20465514,5,scaled_with_l,0.6000000000000001,12288,fixed_density,4.0,1,1,2.453834979238678
linear_gain,gain=2.0,12.0,20465531,6,scaled_with_l,0.6000000000000001,12288,fixed_density,4.0,1,1,2.447448791226561
linear_gain,gain=2.0,12.0,20465548,7,scaled_with_l,0.6000000000000001,12288,fixed_density,4.0,1,1,2.457578377667971
linear_gain,gain=2.0,12.0,20465565,8,scaled_with_l,0.6000000000000001,12288,fixed_density,4.0,1,1,2.448476882795725
linear_gain,gain=2.0,12.0,20465582,9,scaled_with_l,0.6000000000000001,12288,fixed_density,4.0,1,1,2.44755523056121
linear_gain,gain=2.0,16.0,20466429,0,scaled_with_l,0.8,16384,fixed_density,4.0,1,1,2.455309717742927
linear_gain,gain=2.0,16.0,20466446,1,scaled_with_l,0.8,16384,fixed_density,4.0,1,1,2.4589214934216086
linear_gain,gain=2.0,16.0,20466463,2,scaled_with_l,0.8,16384,fixed_density,4.0,1,1,2.440396789935948
linear_gain,gain=2.0,16.0,20466480,3,scaled_with_l,0.8,16384,fixed_density,4.0,1,1,2.443051276892632
linear_gain,gain=2.0,16.0,20466497,4,scaled_with_l,0.8,16384,fixed_density,4.0,1,1,2.450495600523155
linear_gain,gain=2.0,16.0,20466514,5,scaled_with_l,0.8,16384,fixed_density,4.0,1,1,2.448503220223909
linear_gain,gain=2.0,16.0,20466531,6,scaled_with_l,0.8,16384,fixed_density,4.0,1,1,2.444484261113308
linear_gain,gain=2.0,16.0,20466548,7,scaled_with_l,0.8,16384,fixed_density,4.0,1,1,2.4513210146092117
linear_gain,gain=2.0,16.0,20466565,8,scaled_with_l,0.8,16384,fixed_density,4.0,1,1,2.4486800151424966
linear_gain,gain=2.0,16.0,20466582,9,scaled_with_l,0.8,16384,fixed_density,4.0,1,1,2.4461854140582586
product,product,0.5,20560429,0,fixed,0.05,512,fixed_density,4.0,2,1,0.08434363745664977
product,product,0.5,20560446,1,fixed,0.05,512,fixed_density,4.0,2,1,0.08548789273285598
product,product,0.5,20560463,2,fixed,0.05,512,fixed_density,4.0,2,1,0.08830564957164808
product,product,0.5,20560480,3,fixed,0.05,512,fixed_density,4.0,2,1,0.07299361615465746
product,product,0.5,20560497,4,fixed,0.05,512,fixed_density,4.0,2,1,0.09561078934894121
product,product,0.5,20560514,5,fixed,0.05,512,fixed_density,4.0,2,1,0.11438433203409085
product,product,0.5,20560531,6,fixed,0.05,512,fixed_density,4.0,2,1,0.05229095462622742
product,product,0.5,20560548,7,fixed,0.05,512,fixed_density,4.0,2,1,0.07745794112116305
product,product,0.5,20560565,8,fixed,0.05,512,fixed_density,4.0,2,1,0.09143108937548561
product,product,0.5,20560582,9,fixed,0.05,512,fixed_density,4.0,2,1,0.08908803638506385
product,product,1.0,20561429,0,fixed,0.05,512,fixed_density,4.0,2,1,0.6496441419408333
product,product,1.0,20561446,1,fixed,0.05,512,fixed_density,4.0,2,1,0.6905838686816391
product,product,1.0,20561463,2,fixed,0.05,512,fixed_density,4.0,2,1,0.6317119365220945
product,product,1.0,20561480,3,fixed,0.05,512,fixed_density,4.0,2,1,0.6723706085512134
product,product,1.0,20561497,4,fixed,0.05,512,fixed_density,4.0,2,1,0.6325834140777129
product,product,1.0,20561514,5,fixed,0.05,512,fixed_density,4.0,2,1,0.6696260741522339
product,product,1.0,20561531,6,fixed,0.05,512,fixed_density,4.0,2,1,0.6587134430957168
product,product,1.0,20561548,7,fixed,0.05,512,fixed_density,4.0,2,1,0.6789605408458552
product,product,1.0,20561565,8,fixed,0.05,512,fixed_density,4.0,2,1,0.6339821765069542
product,product,1.0,20561582,9,fixed,0.05,512,fixed_density,4.0,2,1,0.6638880966522488
product,product,2.0,20562429,0,fixed,0.05,1024,fixed_density,4.0,2,1,1.9241025323264282
product,product,2.0,20562446,1,fixed,0.05,1024,fixed_density,4.0,2,1,1.9243319440292939
product,product,2.0,20562463,2,fixed,0.05,1024,fixed_density,4.0,2,1,1.8566227502103185
product,product,2.0,20562480,3,fixed,0.05,1024,fixed_density,4.0,2,1,1.9280417997155843
product,product,2.0,20562497,4,fixed,0.05,1024,fixed_density,4.0,2,1,1.8997320852930604
product,product,2.0,20562514,5,fixed,0.05,1024,fixed_density,4.0,2,1,1.9772095568303525
product,product,2.0,20562531,6,fixed,0.05,1024,fixed_density,4.0,2,1,1.878511681366078
product,product,2.0,20562548,7,fixed,0.05,1024,fixed_density,4.0,2,1,1.9021125372279621
product,product,2.0,20562565,8,fixed,0.05,1024,fixed_density,4.0,2,1,1.8911004343622269
product,product,2.0,20562582,9,fixed,0.05,1024,fixed_density,4.0,2,1,1.9599770572887996
product,product,4.0,20563429,0,fixed,0.05,4096,fixed_density,4.0,2,1,3.2948185469094735
product,product,4.0,20563446,1,fixed,0.05,4096,fixed_density,4.0,2,1,3.2893153984640886
product,product,4.0,20563463,2,fixed,0.05,4096,fixed_density,4.0,2,1,3.2663597682350343
product,product,4.0,20563480,3,fixed,0.05,4096,fixed_density,4.0,2,1,3.280296704096421
product,product,4.0,20563497,4,fixed,0.05,4096,fixed_density,4.0,2,1,3.286217690851093
product,product,4.0,20563514,5,fixed,0.05,4096,fixed_density,4.0,2,1,3.280753677368409
product,product,4.0,20563531,6,fixed,0.05,4096,fixed_density,4.0,2,1,3.284943095027729
product,product,4.0,20563548,7,fixed,0.05,4096,fixed_density,4.0,2,1,3.2776284330584033
product,product,4.0,20563565,8,fixed,0.05,4096,fixed_density,4.0,2,1,3.292681120392917
product,product,4.0,20563582,9,fixed,0.05,4096,fixed_density,4.0,2,1,3.2713234379367755
product,product,8.0,20564429,0,fixed,0.05,16384,fixed_density,4.0,2,1,4.6692708034922425
product,product,8.0,20564446,1,fixed,0.05,16384,fixed_density,4.0,2,1,4.674669579454483
product,product,8.0,20564463,2,fixed,0.05,16384,fixed_density,4.0,2,1,4.663358519625437
product,product,8.0,20564480,3,fixed,0.05,16384,fixed_density,4.0,2,1,4.670646632159935
product,product,8.0,20564497,4,fixed,0.05,16384,fixed_density,4.0,2,1,4.672902588731995
product,product,8.0,20564514,5,fixed,0.05,16384,fixed_density,4.0,2,1,4.6664756154586104
product,product,8.0,20564531,6,fixed,0.05,16384,fixed_density,4.0,2,1,4.657540794478862
product,product,8.0,20564548,7,fixed,0.05,16384,fixed_density,4.0,2,1,4.672117044162738
product,product,8.0,20564565,8,fixed,0.05,16384,fixed_density,4.0,2,1,4.67837343802654
product,product,8.0,20564582,9,fixed,0.05,16384,fixed_density,4.0,2,1,4.673091320078877
product,product,12.0,20565429,0,fixed,0.05,36864,fixed_density,4.0,2,1,5.4808814022486345
product,product,12.0,20565446,1,fixed,0.05,36864,fixed_density,4.0,2,1,5.476479122692889
product,product,12.0,20565463,2,fixed,0.05,36864,fixed_density,4.0,2,1,5.4794218473966705
product,product,12.0,20565480,3,fixed,0.05,36864,fixed_density,4.0,2,1,5.490864284954122
product,product,12.0,20565497,4,fixed,0.05,36864,fixed_density,4.0,2,1,5.488373119759185
product,product,12.0,20565514,5,fixed,0.05,36864,fixed_density,4.0,2,1,5.489541367183176
product,product,12.0,20565531,6,fixed,0.05,36864,fixed_density,4.0,2,1,5.480599984402879
product,product,12.0,20565548,7,fixed,0.05,36864,fixed_density,4.0,2,1,5.48303507414342
product,product,12.0,20565565,8,fixed,0.05,36864,fixed_density,4.0,2,1,5.482121058385788
product,product,12.0,20565582,9,fixed,0.05,36864,fixed_density,4.0,2,1,5.4869456525697355
product,product,16.0,20566429,0,fixed,0.05,65536,fixed_density,4.0,2,1,6.058919580971838
product,product,16.0,20566446,1,fixed,0.05,65536,fixed_density,4.0,2,1,6.057569278553968
product,product,16.0,20566463,2,fixed,0.05,65536,fixed_density,4.0,2,1,6.063008171446784
product,product,16.0,20566480,3,fixed,0.05,65536,fixed_density,4.0,2,1,6.049217412852496
product,product,16.0,20566497,4,fixed,0.05,65536,fixed_density,4.0,2,1,6.04904224641751
product,product,16.0,20566514,5,fixed,0.05,65536,fixed_density,4.0,2,1,6.065076814132389
product,product,16.0,20566531,6,fixed,0.05,65536,fixed_density,4.0,2,1,6.056229306102474
product,product,16.0,20566548,7,fixed,0.05,65536,fixed_density,4.0,2,1,6.052958483422836
product,product,16.0,20566565,8,fixed,0.05,65536,fixed_density,4.0,2,1,6.064439621200486
product,product,16.0,20566582,9,fixed,0.05,65536,fixed_density,4.0,2,1,6.061908893077761
product,product,0.5,20560429,0,scaled_with_l,0.025,512,fixed_density,4.0,2,1,0.27721621390050244
product,product,0.5,20560446,1,scaled_with_l,0.025,512,fixed_density,4.0,2,1,0.2781457430330668
product,product,0.5,20560463,2,scaled_with_l,0.025,512,fixed_density,4.0,2,1,0.28556954051924566
product,product,0.5,20560480,3,scaled_with_l,0.025,512,fixed_density,4.0,2,1,0.25932756804722706
product,product,0.5,20560497,4,scaled_with_l,0.025,512,fixed_density,4.0,2,1,0.2835494667740015
product,product,0.5,20560514,5,scaled_with_l,0.025,512,fixed_density,4.0,2,1,0.32136951600218855
product,product,0.5,20560531,6,scaled_with_l,0.025,512,fixed_density,4.0,2,1,0.21944970532610908
product,product,0.5,20560548,7,scaled_with_l,0.025,512,fixed_density,4.0,2,1,0.2706733305362037
product,product,0.5,20560565,8,scaled_with_l,0.025,512,fixed_density,4.0,2,1,0.29132214515383714
product,product,0.5,20560582,9,scaled_with_l,0.025,512,fixed_density,4.0,2,1,0.288964773480355
