alpha,L,q1_noise_std,tm_ei_mean,tm_ei_std,tm_syn_mean,tm_syn_std,tm_single_q2_mean,tm_single_q2_std,tm_single_q3_mean,tm_single_q3_std,tm_syn_ratio,tm_single_q2_ratio,tm_single_q3_ratio
0.0,2.0,0.6,0.32754577173760574,0.008882889027836538,-2.2682781164764883e-05,0.00022143537758116606,0.32747401069693,0.008751684869921422,9.444382184050895e-05,8.131963413292072e-05,-6.925072195081143e-05,0.9997809129383809,0.00028833778356988573
0.2,2.0,0.6,0.24060381434382963,0.009440964016764954,0.005216596553698286,0.0012488329418299281,0.2353493153636522,0.00870019940999493,3.790242647915621e-05,4.4805161327594955e-05,0.02168127121311395,0.9781611983396548,0.0001575304472313667
0.4,2.0,0.6,0.15721894634179037,0.00746076343629045,0.019072827567626467,0.004032115715006492,0.13799004370672827,0.004293288455636802,0.00015607506743563866,0.00022191098735502976,0.12131379844107706,0.8776934772653996,0.0009927242935233458
0.6,2.0,0.6,0.11351665846274249,0.004580082998754584,0.04641097505863874,0.004013414839792594,0.06709072198051809,0.0015384231330750218,1.4961423585659856e-05,2.992284717131971e-05,0.40884726248237274,0.5910209381518929,0.00013179936573424044
0.8,2.0,0.6,0.09509148138094031,0.010954433844961723,0.0799753462669944,0.010377339434076576,0.015116135113945913,0.0016758644400208576,0.0,0.0,0.8410358646807692,0.15896413531923081,0.0
1.0,2.0,0.6,0.11810898681511653,0.011333138004649268,0.11777020318536209,0.011228398238806092,0.00030570837771362266,0.00030391231927610624,3.307525204080687e-05,6.615050408161374e-05,0.9971316015919707,0.0025883583117359845,0.00028004009629327913
