beta,L,q1_noise_std,shap_mean_abs_q2_mean,shap_mean_abs_q2_std,shap_mean_abs_q3_mean,shap_mean_abs_q3_std,shap_pair_interaction_mean,shap_pair_interaction_std,shap_interaction_share_mean,shap_interaction_share_std,model_r2_mean,model_r2_std
0.0,2.0,0.05,0.003914603861638172,0.0003758463078294845,0.4721479360246181,0.005678783803269362,0.0036899774086618935,0.00047920763100706,0.007696829203106664,0.0010762529372578952,0.9905049766502408,0.00022368621229509032
0.2,2.0,0.05,0.21192468250613267,0.0004683866649886041,0.21364208543183516,0.002889756544429774,0.21185039622760166,0.0012767276048338725,0.33235903723942045,0.00041372214547327296,0.9766499880096542,0.006655940439883825
0.4,2.0,0.05,0.20275720149046655,0.005964501225486461,0.20037304426886499,0.006969426378790176,0.20075357130367033,0.0037353686756665234,0.3324787034456598,0.002991994962918597,0.9822129499784975,0.0005300062141320444
0.6,2.0,0.05,0.2068987956500154,0.002069889103395709,0.208708398000352,0.002228137035822288,0.20875557109061127,0.002249334998569497,0.33434930313391464,9.646533743754751e-05,0.9860004857494027,0.0003801786351362345
0.8,2.0,0.05,0.21142333519389356,0.0005540358099245989,0.2117960763398105,0.0019690851977638454,0.21164606735065367,0.0014865786644909262,0.33336964719630696,0.0008179117650296344,0.9862885385029345,0.00014034687770240144
1.0,2.0,0.05,0.4516572201347604,0.008395272797349272,0.004087904983177024,0.0001305930120826781,0.0037131008270433353,0.0004702379662295015,0.008091321962284782,0.0011607264260135141,0.9894130098600045,0.00014800008266806626
