region_index,region,whole_ei_to_target,singleton_ei_sum_to_target,raw_target_burden,target_burden,target_noise_variance,target_signal_variance,ace,acs,amce,direct_out_strength,direct_in_strength,ace_rank,acs_rank,amce_rank,requested_g,actual_g,tau,sample_count,whole_system_phi_eid,target_burden_sum,mean_rate_hz,stabilization_start_s,runge_path_scale_factor,runge_path_spectral_radius,runge_path_alpha,runge_path_max_length
50,ctx-rh-parahippocampal,0.9741457960097624,0.4651293192985271,0.5090164767112353,0.5090164767112353,0.1806461818788802,1.0868920699001337,0.0015065268457273,0.003987598846769916,5.017409316366795e-06,0.10585428484939774,0.2728739672602575,54,26,47,1.7,1.7000000000000002,1.0,399.0,15.090759358562707,44.42899084001585,5.5017681966270535,0.15,1.0,0.1709391008716041,1.0,60.0
24,ctx-lh-frontalpole,0.940668196411929,0.43452029500911166,0.5061479014028174,0.5061479014028174,0.29320574944211897,1.6308891844117432,0.0006265444826326112,0.005560177206879684,2.8350433726461097e-06,0.04139557140415988,0.3715080391791856,81,1,71,1.7,1.7000000000000002,1.0,399.0,15.090759358562707,44.42899084001585,5.5017681966270535,0.15,1.0,0.1709391008716041,1.0,60.0
72,ctx-rh-medialorbitofrontal,0.9486908425629367,0.4459903300276451,0.5027005125352916,0.5027005125352916,0.20142669750147735,1.1417694212632739,0.0010094890601120693,0.004630106555144611,3.758630173657593e-06,0.06914597760189908,0.3053123610108899,61,14,57,1.7,1.7000000000000002,1.0,399.0,15.090759358562707,44.42899084001585,5.5017681966270535,0.15,1.0,0.1709391008716041,1.0,60.0
16,ctx-lh-superiorparietal,1.0135538322188642,0.5152012437576692,0.498352588461195,0.498352588461195,0.11349595287810763,0.7481761810700612,0.0016808204592876478,0.0030165914738334034,4.281013832987289e-06,0.11710690538295233,0.2083429542155463,50,46,52,1.7,1.7000000000000002,1.0,399.0,15.090759358562707,44.42899084001585,5.5017681966270535,0.15,1.0,0.1709391008716041,1.0,60.0
42,ctx-rh-lateraloccipital,0.9716912848990042,0.4741723688267288,0.49751891607227544,0.49751891607227544,0.10028642226887934,0.5999464009945494,0.0022489880301096096,0.0037503666804729863,6.952571836285251e-06,0.1515398423489483,0.2542961634089358,43,35,37,1.7,1.7000000000000002,1.0,399.0,15.090759358562707,44.42899084001585,5.5017681966270535,0.15,1.0,0.1709391008716041,1.0,60.0
21,ctx-lh-rostralanteriorcingulate,1.0873456952253766,0.5923506319263958,0.4949950632989808,0.4949950632989808,0.0817926728316809,0.6379394245960177,0.002111375620414634,0.0022416671548573463,3.910657735942136e-06,0.13909924214200697,0.15132082242430306,45,65,55,1.7,1.7000000000000002,1.0,399.0,15.090759358562707,44.42899084001585,5.5017681966270535,0.15,1.0,0.1709391008716041,1.0,60.0
67,ctx-rh-parstriangularis,1.0892198983801196,0.5945053568664358,0.49471454151368377,0.49471454151368377,0.0664445035331135,0.5204275695560653,0.0027288839015113934,0.0022251072909755722,5.0174900481511455e-06,0.177403591610364,0.1507159961975846,34,66,46,1.7,1.7000000000000002,1.0,399.0,15.090759358562707,44.42899084001585,5.5017681966270535,0.15,1.0,0.1709391008716041,1.0,60.0
39,Left-Accumbens-area,0.9371391360663319,0.4469194682618713,0.49021966780446063,0.49021966780446063,0.22183027991574206,1.2236412371944507,0.0008610585268886344,0.004396307776016557,3.14146314386163e-06,0.060037253270512236,0.2987294890632033,65,17,65,1.7,1.7000000000000002,1.0,399.0,15.090759358562707,44.42899084001585,5.5017681966270535,0.15,1.0,0.1709391008716041,1.0,60.0
81,Right-Amygdala,0.9243837888592432,0.434220528354419,0.4901632605048242,0.4901632605048242,0.2949306588047655,1.5784648651879563,0.0006296934791727862,0.005154793797113562,2.6933148195947084e-06,0.04238747614438362,0.3496793365061051,80,4,73,1.7,1.7000000000000002,1.0,399.0,15.090759358562707,44.42899084001585,5.5017681966270535,0.15,1.0,0.1709391008716041,1.0,60.0
11,ctx-lh-temporalpole,0.9458623601777943,0.46028810166308787,0.4855742585147065,0.4855742585147065,0.14994132073477115,0.8442888528509922,0.0012580236960281486,0.003987182047307297,4.1602456452605176e-06,0.08651430627878902,0.2709138648952055,55,27,53,1.7,1.7000000000000002,1.0,399.0,15.090759358562707,44.42899084001585,5.5017681966270535,0.15,1.0,0.1709391008716041,1.0,60.0
2,ctx-lh-lingual,1.0142390996178792,0.5308409528267098,0.4833981467911693,0.4833981467911693,0.11230435583318919,0.7414904132719671,0.0015577885165826602,0.002801602703405377,3.548201491718925e-06,0.10757825282126822,0.18640866082318988,52,49,59,1.7,1.7000000000000002,1.0,399.0,15.090759358562707,44.42899084001585,5.5017681966270535,0.15,1.0,0.1709391008716041,1.0,60.0
62,ctx-rh-rostralanteriorcingulate,0.9138944683143436,0.4354978083337005,0.4783966599806431,0.4783966599806431,0.28671889038363646,1.4967065458474218,0.0007302287214586488,0.0050230782367995976,3.0259512060698427e-06,0.04853644977785703,0.3403278872946617,75,5,68,1.7,1.7000000000000002,1.0,399.0,15.090759358562707,44.42899084001585,5.5017681966270535,0.15,1.0,0.1709391008716041,1.0,60.0
32,ctx-lh-parsorbitalis,0.9136124259090361,0.43532813267744497,0.47828429323159116,0.47828429323159116,0.21576189711482183,1.1255458172756245,0.00108300277312386,0.005010900697555071,4.488803169273603e-06,0.07467060825722886,0.33908429553259256,58,7,49,1.7,1.7000000000000002,1.0,399.0,15.090759358562707,44.42899084001585,5.5017681966270535,0.15,1.0,0.1709391008716041,1.0,60.0
43,ctx-rh-lingual,0.9154755462382693,0.4394439722187044,0.4760315740195649,0.4760315740195649,0.1607703568334812,0.8424074870350083,0.0023500619511287045,0.00470721414608094,9.312272430699807e-06,0.15684477073041794,0.3255162176733099,40,12,23,1.7,1.7000000000000002,1.0,399.0,15.090759358562707,44.42899084001585,5.5017681966270535,0.15,1.0,0.1709391008716041,1.0,60.0
71,ctx-rh-lateralorbitofrontal,1.0153155443876538,0.5398733314594483,0.47544221292820554,0.47544221292820554,0.08155953442645669,0.539833834742719,0.002635721055092075,0.002671363881693026,5.716472951995013e-06,0.17787092643050506,0.17794298996421762,36,52,43,1.7,1.7000000000000002,1.0,399.0,15.090759358562707,44.42899084001585,5.5017681966270535,0.15,1.0,0.1709391008716041,1.0,60.0
22,ctx-lh-paracentral,0.9654773550342653,0.49811333507076627,0.4673640199634991,0.4673640199634991,0.13133648069065523,0.7743718243265649,0.002301554896793067,0.0031036850122647328,6.0078040884273805e-06,0.1565769168598071,0.2131582930733747,42,45,41,1.7,1.7000000000000002,1.0,399.0,15.090759358562707,44.42899084001585,5.5017681966270535,0.15,1.0,0.1709391008716041,1.0,60.0
